,Speaker Party,Speaker,"('ab', 'jahr')","('abgelehnt', 'word')","('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'geht')","('absatz', 'litera')","('absatz', 'streich')","('acht', 'jahr')","('administrativ', 'aufwand')","('aeschi', 'thomas')","('allgemein', 'teil')","('ambulant', 'bereich')","('amtlich', 'bulletin')","('angehor', 'arme')","('angenomm', 'word')","('anlieg', 'motion')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'gestellt')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'stell')","('antrag', 'wurd')","('antwort', 'bundesrat')","('antwort', 'frag')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'artikel')","('artikel', 'buchstab')","('artikel', 'geht')","('artikel', 'ziff')","('auffass', 'bundesrat')","('aufmerksam', 'gemacht')","('aug', 'behalt')","('ausdruck', 'gebracht')","('ausfuhr', 'herrn')","('auslanderinn', 'ausland')","('aussenpolit', 'kommission')","('ausserhalb', 'bauzon')","('aussicht', 'gestellt')","('automat', 'informationsaustausch')","('beantrag', 'nam')","('beantragt', 'bundesrat')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'motion')","('beantragt', 'stimm')","('beid', 'antrag')","('beid', 'rat')","('beim', 'bund')","('beim', 'bundesamt')","('beim', 'eintret')","('bereit', 'erwahnt')","('bereit', 'heut')","('bereit', 'jahr')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('beschluss', 'standerat')","('besond', 'wichtig')","('best', 'dank')","('betrag', 'million')","('betroff', 'person')","('big', 'to')","('bitt', 'antrag')","('bitt', 'bundesrat')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'kommission')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'e')","('bund', 'kanton')","('bundesamt', 'gesund')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'beauftragt')","('bundesrat', 'bleib')","('bundesrat', 'bloch')","('bundesrat', 'botschaft')","('bundesrat', 'couchepin')","('bundesrat', 'deshalb')","('bundesrat', 'entwurf')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'mocht')","('bundesrat', 'motion')","('bundesrat', 'nationalrat')","('bundesrat', 'parlament')","('bundesrat', 'schlagt')","('bundesrat', 'schreibt')","('bundesrat', 'standerat')","('bundesrat', 'unterstutz')","('bundesrat', 'verwalt')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('bundesratin', 'leuthard')","('cvpfraktion', 'unterstutzt')","('d', 'h')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'angewies')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darf', 'sag')","('darub', 'hinaus')","('darum', 'bitt')","('davon', 'ausgeh')","('de', 'la')","('deshalb', 'antrag')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('deshalb', 'mocht')","('deshalb', 'muss')","('differenz', 'nationalrat')","('differenz', 'standerat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'gegenvorschlag')","('diskussion', 'gefuhrt')","('diskussion', 'kommission')","('diskussion', 'stehend')","('diskussion', 'steht')","('diskutiert', 'word')","('drei', 'jahr')","('drei', 'punkt')","('dreissig', 'jahr')","('eben', 'gerad')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('eigent', 'schon')","('einfach', 'sag')","('eintret', 'vorlag')","('empfiehlt', 'stimm')","('end', 'jahr')","('enthalt', 'abgelehnt')","('entscheid', 'fall')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erinn', 'daran')","('erinner', 'ruf')","('erneuerbar', 'energi')","('erst', 'lini')","('erst', 'phas')","('erst', 'punkt')","('erst', 'schritt')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fall', 'den')","('famili', 'kind')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fassung', 'standerat')","('fdpfraktion', 'bitt')","('fdpfraktion', 'unterstutzt')","('fdpliberal', 'fraktion')","('finanziell', 'auswirk')","('finanziell', 'mittel')","('finanzplatz', 'schweiz')","('flankier', 'massnahm')","('folg', 'antrag')","('folg', 'geb')","('folgend', 'grund')","('folgend', 'sag')","('forschung', 'innovation')","('frag', 'beantwort')","('frag', 'herr')","('frag', 'herrn')","('frag', 'wer')","('frank', 'pro')","('frank', 'wenig')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fassl')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('frau', 'standeratin')","('funf', 'jahr')","('ganz', 'besond')","('ganz', 'einfach')","('ganz', 'genau')","('ganz', 'herzlich')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'reih')","('ganz', 'sich')","('ganz', 'wichtig')","('gar', 'mehr')","('geh', 'davon')","('geht', 'darum')","('geht', 'eben')","('geht', 'eigent')","('geht', 'frag')","('geht', 'ja')","('geltend', 'gemacht')","('geltend', 'recht')","('gemacht', 'word')","('gemacht', 'wurd')","('gemass', 'artikel')","('gentechn', 'verandert')","('gesagt', 'hatt')","('gesagt', 'word')","('gesagt', 'wurd')","('geschatzt', 'kolleg')","('gesetz', 'regel')","('gibt', 'ja')","('gibt', 'kanton')","('gibt', 'verschied')","('gibt', 'zwei')","('glaub', 'wichtig')","('gleich', 'lang')","('gross', 'bedeut')","('gross', 'mehrheit')","('grun', 'fraktion')","('grund', 'dafur')","('grund', 'genomm')","('grund', 'weshalb')","('grunliberal', 'fraktion')","('gut', 'daran')","('gut', 'grund')","('handlungsbedarf', 'besteht')","('herr', 'bieri')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'schmid')","('herr', 'stahelin')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'bereit')","('heut', 'geltend')","('heut', 'ja')","('heut', 'morg')","('heutig', 'regel')","('hoh', 'kost')","('hoh', 'million')","('hoh', 'preis')","('indirekt', 'gegenvorschlag')","('infrag', 'gestellt')","('initiativ', 'folg')","('inn', 'sich')","('insgesamt', 'million')","('interess', 'daran')","('interess', 'schweiz')","('international', 'organisation')","('international', 'standard')","('international', 'zusammenarbeit')","('ja', 'bereit')","('ja', 'gerad')","('ja', 'nein')","('ja', 'sag')","('ja', 'schon')","('jahr', 'lang')","('jahr', 'mehr')","('jahr', 'neu')","('januar', 'kraft')","('je', 'nachd')","('jugend', 'sport')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'bund')","('kanton', 'luz')","('kanton', 'schwyz')","('kanton', 'tessin')","('kanton', 'thurgau')","('kanton', 'zurich')","('kauf', 'nehm')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('klar', 'meinung')","('klein', 'mittl')","('kolleginn', 'kolleg')","('komm', 'schluss')","('kommission', 'antrag')","('kommission', 'auffass')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'einstimm')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'nationalrat')","('kommission', 'rat')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'verkehr')","('kommission', 'vorlag')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionsmehr', 'zuzustimm')","('konsumentinn', 'konsument')","('konzept', 'bundesrat')","('kraft', 'setz')","('kraft', 'tret')","('landlich', 'raum')","('lang', 'spiess')","('letzt', 'jahr')","('letzt', 'mal')","('letzt', 'punkt')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('litera', 'a')","('losung', 'bundesrat')","('losung', 'find')","('losung', 'gefund')","('macht', 'sinn')","('mehr', 'geld')","('mehrheit', 'finanzkommission')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zustimm')","('mehrheit', 'zuzustimm')","('meinung', 'bundesrat')","('meinung', 'kommission')","('milliard', 'frank')","('mind', 'beantragt')","('mind', 'folg')","('mind', 'i')","('mind', 'kommission')","('mind', 'zuzustimm')","('minderheitsantrag', 'abzulehn')","('mitarbeiterinn', 'mitarbeit')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'bundesrat')","('mocht', 'daran')","('mocht', 'darauf')","('mocht', 'deshalb')","('mocht', 'einfach')","('mocht', 'kurz')","('mocht', 'nochmal')","('mocht', 'sag')","('moglich', 'geb')","('moglich', 'rasch')","('motion', 'abzulehn')","('motion', 'annehm')","('motion', 'anzunehm')","('motion', 'nationalrat')","('motion', 'postulat')","('motion', 'standerat')","('motion', 'uberweis')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'grunliberal')","('nam', 'kommission')","('nam', 'kommissionsmehr')","('nam', 'mehrheit')","('nam', 'mind')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'anzuschliess')","('nationalrat', 'beschloss')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('natur', 'person')","('nein', 'sag')","('neu', 'artikel')","('neu', 'bestimm')","('neu', 'gesetz')","('neu', 'regel')","('offent', 'beschaffungswes')","('offent', 'hand')","('offent', 'interess')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('postulat', 'uberweis')","('pro', 'helvetia')","('pro', 'jahr')","('rapp', 'pro')","('rechnung', 'trag')","('recht', 'gesagt')","('rechtlich', 'grundlag')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('richtig', 'ort')","('rund', 'milliard')","('sag', 'bundesrat')","('sag', 'herr')","('sag', 'muss')","('sag', 'sei')","('sbb', 'cargo')","('schlicht', 'einfach')","('schluss', 'gekomm')","('schon', 'gar')","('schon', 'gesagt')","('schon', 'sag')","('schriftlich', 'bericht')","('schweiz', 'international')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('schweizer', 'recht')","('sech', 'monat')","('seit', 'fahn')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sinn', 'bitt')","('sinn', 'macht')","('sozial', 'sich')","('spfraktion', 'bitt')","('spfraktion', 'unterstutzt')","('st', 'gall')","('staatspolit', 'kommission')","('standerat', 'bundesrat')","('standerat', 'folg')","('standesinitiativ', 'folg')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'beschloss')","('stimm', 'enthalt')","('strateg', 'ziel')","('svpfraktion', 'unterstutzt')","('teil', 'auffass')","('to', 'fail')","('too', 'big')","('tun', 'muss')","('umfang', 'million')","('unabhang', 'davon')","('uns', 'kommission')","('uns', 'sicht')","('unternehmenssteuerreform', 'iii')","('unterstutz', 'antrag')","('verdeckt', 'ermittl')","('verfug', 'steh')","('verfug', 'stehend')","('vergang', 'jahr')","('verkehr', 'fernmeldewes')","('verstandnis', 'dafur')","('viel', 'fall')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'bundesrat')","('vorlag', 'eintret')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('war', 'ja')","('weit', 'geh')","('weit', 'moglich')","('weiterentwickl', 'arme')","('wichtig', 'frag')","('wichtig', 'punkt')","('wiss', 'darum')","('word', 'war')","('worum', 'geht')","('wurd', 'bereit')","('wurd', 'gesagt')","('wurd', 'kommission')","('z', 'b')","('zehn', 'jahr')","('ziel', 'erreich')","('zuhand', 'materiali')","('zustand', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zwei', 'grund')","('zwei', 'jahr')","('zweit', 'punkt')","('zweit', 'saul')"
0,Bürgerlich-Demokratische Partei Schweiz (BDP),Bernhard Guhl,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,2,15,25,0,1,0,1,0,0,21,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,1,0,0,0,1,0,2,0,1,0,5,0,4,0,0,1,2,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,7,0,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,9,3,1,0,1,0,0,1,2,1,0,2,0,0,1,0,1,0,0,4,0,0,4,0,1,3,0,0,1,1,2,0,1,0,0,1,8,0,0,1,0,0,0,0,6,0,1,0,0,16,2,0,0,0,0,1,7,1,0,0,1,1,4,2,0,1,0,0,0,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,5,0,3,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,1,0,2,1,0,0,0,1,0,5,2,0,0,2,2,1,1,1,0,0,0,0,2,1,0,0,0,0,0,2,0,3,1,0,5,4,3,0,10,4,0,1,1,0,0,19,1,0,2,0,0,0,1,0,0,0,1,1,0,3,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,7,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,1,2,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,1,0,0,0,0,4,4,0,0,0,1,0,0,5,0,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,2,1,0,3,0,0,15,3,0,0,0,1,0,1,0,1,0,1,2,1,2,1,0,8,6,1,0,0,1,2,0,0,5,0,0
1,Bürgerlich-Demokratische Partei Schweiz (BDP),Eveline Widmer-Schlumpf,19,1,15,21,2,2,1,9,27,15,6,0,3,0,2,6,19,25,1,15,9,54,89,7,1,4,5,4,0,126,7,3,1,46,18,0,2,64,10,1,1,1,8,81,2,5,0,0,12,0,8,0,38,3,5,5,36,23,1,13,12,9,1,0,15,7,61,88,9,3,4,1,42,77,6,4,3,41,9,9,12,41,10,20,1,5,0,3,5,26,9,4,0,0,0,11,11,0,13,2,0,17,8,2,0,12,1,0,64,0,56,10,0,255,66,5,7,44,24,0,4,1,0,5,0,1,1,107,7,1,18,0,3,15,8,46,3,10,7,24,79,9,49,1,0,42,0,5,15,62,6,9,7,20,5,2,8,5,7,8,0,2,10,11,16,6,6,1,2,0,0,4,6,5,20,5,2,9,9,26,11,10,9,30,5,26,12,0,1,1,6,1,7,124,1,59,47,5,17,9,2,86,18,0,4,6,8,61,68,2,10,28,27,13,22,8,25,34,0,12,33,57,0,20,26,23,32,7,0,9,14,10,1,12,3,3,0,4,4,10,4,0,1,1,4,353,2,0,299,0,1,84,9,6,14,11,11,7,11,2,13,11,5,4,11,11,5,11,30,7,24,6,4,10,27,8,21,13,29,18,19,38,6,25,12,1,10,36,0,16,11,8,13,1,0,3,6,0,1,4,3,0,0,10,7,5,9,0,0,0,0,2,3,8,1,22,15,6,7,194,8,0,50,0,1,1,18,9,35,3,12,20,25,6,5,5,17,1,1,300,0,15,22,2,6,67,47,18,525,2,26,35,13,64,31,1,82,13,6,99,14,13,0,2,6,0,123,9,0,0,0,0,0,0,0,0,0,0,1,2,2,1,46,10,2,4,10,21,31,37,13,6,19,0,4,0,1,26,3,47,42,11,4,6,15,23,19,21,11,27,0,20,12,7,10,18,0,10,7,17,36,4,0,48,1,1,1,8,2,21,0,0,0,5,0,16,9,1,7,24,5,1,0,1,3,0,28,61,61,3,8,27,0,2,83,2,1,13,4,7,0,2,6,72,3,1,16,13,2,32,0,0,2,19,11,8,2,4,1,23,4,14,20,118,4,30,74,24,2,8,13,16,11,5,52,3,5
2,Bürgerlich-Demokratische Partei Schweiz (BDP),Hans Grunder,0,0,0,6,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,3,6,12,0,1,1,0,0,0,13,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,0,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,1,0,1,2,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,1,14,0,0,7,0,0,1,1,1,0,0,3,0,0,1,1,1,0,1,3,0,0,0,2,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,10,1,4,0,0,0,0,0,0,0,1,1,1,0,3,6,2,0,0,2,1,0,4,0,1,9,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,0,9,5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,6,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,3,0,0,1,0,1,0,0,0,2,0,3,0,0,2,0,4,0,4,0,0,2,0,0,0,1,1,0
3,Bürgerlich-Demokratische Partei Schweiz (BDP),Hansjörg Hassler,1,0,2,10,3,0,0,0,8,0,0,0,1,0,0,1,4,5,1,4,4,3,12,0,1,0,0,4,0,30,1,0,1,0,1,0,0,1,0,0,0,0,0,21,1,1,2,3,1,1,0,1,2,1,0,1,0,1,0,1,5,5,0,0,0,1,4,3,0,1,0,0,1,0,1,6,0,5,0,0,0,3,3,0,0,1,0,0,3,6,2,4,0,0,0,0,1,0,1,6,0,2,1,2,0,3,0,0,2,1,1,1,0,1,0,0,3,0,1,0,1,0,0,0,0,2,3,7,0,2,1,0,6,2,0,0,0,3,1,0,1,0,0,3,0,2,0,0,0,13,0,0,1,6,0,0,2,0,6,2,0,0,0,1,1,2,0,1,0,0,0,1,5,5,20,3,1,2,0,1,2,0,0,0,1,8,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,9,0,0,0,0,0,1,4,0,0,0,0,1,8,0,0,5,0,0,1,0,0,4,0,0,0,0,0,5,5,2,0,2,3,1,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,4,5,0,1,3,0,1,0,2,3,0,0,0,0,0,0,8,0,1,0,0,3,1,2,0,0,1,0,0,8,0,0,2,0,0,1,0,11,2,2,1,3,0,0,1,2,1,8,0,1,0,1,1,1,0,12,0,1,0,1,3,8,0,2,0,6,4,13,0,0,4,0,0,4,1,1,4,0,0,2,27,3,0,0,0,0,2,13,1,0,5,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,1,0,4,0,0,6,0,4,0,0,0,0,0,0,1,3,0,0,0,0,4,0,0,1,0,5,0,1,2,1,3,0,2,17,0,0,0,0,3,3,2,0,1,0,0,0,6,0,0,0,0,0,0,9,1,0,0,0,2,10,2,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,1,0,1,1,0,5,1,10,1,0,0,4,4,0,0,0,0,14,4,0,0,1,0,0,0,1,4,9,0,0,6,7,10,3,0,0,1,1,0,0,0,0,6,0,1,0,8,0,7,18,0,2,0,0,0,0,0,0,0,1,0
4,Bürgerlich-Demokratische Partei Schweiz (BDP),Heinz Siegenthaler,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0
5,Bürgerlich-Demokratische Partei Schweiz (BDP),Lorenz Hess,1,0,0,3,2,0,1,0,4,0,0,9,0,0,0,0,0,0,0,3,6,12,28,0,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,1,1,2,0,0,0,1,0,6,0,0,3,0,1,0,1,2,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,5,0,0,1,0,0,0,1,7,0,1,0,0,1,2,0,0,2,3,0,1,4,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,3,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,15,3,0,1,1,0,0,14,1,0,1,0,0,4,2,1,2,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,3,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,7,6,2,0,0,5,0,0,9,0,3,6,1,2,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,23,0,0,0,2,0,1,0,0,0,0,5,0,0,0,1,2,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,3,7,0,0,0,0,2,0,0,1,2,0,0,4,0,0,1,0,9,0,1,0,1,0,0,3,0,2,1
6,Bürgerlich-Demokratische Partei Schweiz (BDP),Lothar Ziörjen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
