file,term1,term2,term3,term4,term5
glmnet_a001_noref_ext,0.3668045112781956,0.323421052631579,0.36921052631578954,0.44888200894392855,0.4007268170426066
glmnet_a001_noref_ext_consec,0.3733104395604397,0.33456140350877206,0.3371947024423806,0.3828194874441006,0.28780219780219785
glmnet_noref_ext,0.37255221386800347,0.3517703349282298,0.40728070175438613,0.4160423116615068,0.4057894736842106
glmnet_noref_ext_consec,0.38919413919413925,0.3622138680033418,0.4070003439972481,0.46730951152390787,0.4465934065934067
regLogistic_noref_ext,0.4037134502923978,0.382794486215539,0.4396783625730995,0.43738046095631244,0.48733082706766934
regLogistic_noref_ext_consec,0.4315155677655679,0.324122807017544,0.4342105263157896,0.49083892328861384,0.482857142857143
