,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'eintret')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bieri')","('herr', 'bundesrat')","('herr', 'david')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'stahelin')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('lasst', 'mitteil')","('le', 'conseil')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
61,FDP.Die Liberalen (FDP-Liberale),Hans Altherr,0,0,2,0,0,2,1,0,0,1,2,0,1,0,0,4,0,0,0,0,0,1,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,2,0,0,0,0,6,0,1,0,0,0,0,1,0,2,0,0,2,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,2,1,1,2,0
62,FDP.Die Liberalen (FDP-Liberale),Hans Fünfschilling,1,1,0,0,0,0,0,2,0,2,2,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,4,0,0,0,0,2,1,0,0,0,0,0,0,1,6,0,2,1,0,0,1,0,0,0,1,2,1,3,2,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,3,3,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,9,0,0,0,11,1,0,0,3,0,1,0,2,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,10,1,0,0,4,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,7,0,1,1,0,0
63,FDP.Die Liberalen (FDP-Liberale),Hans Hess,0,1,8,2,0,7,3,1,2,9,14,0,12,0,6,28,1,0,0,2,0,2,0,0,1,4,1,0,3,0,4,0,3,0,1,0,1,0,8,1,1,4,0,1,1,0,2,0,5,1,0,0,0,0,0,0,10,0,0,6,2,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,4,4,1,1,2,1,0,0,3,1,1,0,0,0,0,0,1,0,1,0,6,0,0,1,0,0,0,2,1,4,6,3,1,1,3,0,0,1,7,0,19,0,6,2,2,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,1,1,3,1,0,5,3,1,4,1,1,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,6,0,0,16,5,0,0,1,0,0,0,0,7,1,2,0,0,0,2,0,0,0,1,0,0,1,1,0,4,0,0,0,0,0,0,3,0,6,0,2,0,1,21,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,1,6,2,0,0,2,1,2,1,0,0
64,FDP.Die Liberalen (FDP-Liberale),Hans Rudolf Gysin,0,5,0,0,0,4,1,2,1,3,19,0,0,4,0,11,0,3,0,0,0,0,1,1,0,0,0,1,0,0,1,4,15,0,8,0,3,6,9,0,0,1,0,2,0,2,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,2,1,2,1,0,0,1,3,9,0,0,0,0,0,0,2,0,0,0,9,0,2,0,4,0,4,1,0,0,3,2,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,0,2,2,0,0,0,3,3,3,1,0,0,3,0,0,0,0,0,0,0,0,1,3,14,0,0,2,16,4,0,2,8,0,2,0,0,0,0,1,0,3,0,4,0,0,4,3,2,0,0,0,0,0,4,2,0,16,0,0,1,0,0,0,2,0,0,0,0,0,0,21,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,3,5,0,0,4,2,3,0,0,1,5
65,FDP.Die Liberalen (FDP-Liberale),Hans-Rudolf Merz,6,14,5,0,8,11,56,50,17,48,86,1,6,0,14,131,5,12,0,0,0,0,1,0,34,27,2,31,6,0,19,0,20,0,10,8,12,6,80,23,27,28,32,35,5,5,1,35,1,13,6,4,9,0,0,0,2,6,46,51,14,0,0,32,15,3,71,1,0,7,36,21,0,0,0,11,35,5,8,81,59,1,14,4,15,2,6,0,0,0,0,0,2,11,28,0,1,16,6,1,12,4,18,48,37,9,45,60,16,17,16,40,1,1,91,2,4,21,5,3,37,6,15,4,2,2,19,2,0,10,48,1,0,2,9,13,14,38,1,0,1,8,1,5,3,10,0,53,5,0,1,53,4,5,1,0,0,0,16,1,1,0,0,8,130,0,0,3,3,23,2,0,377,6,50,1,24,2,15,4,45,22,2,178,11,0,0,0,0,0,0,5,1,0,5,11,0,21,0,3,11,26,6,5,9,11,16,39,23,2,0,2,11,50,3,1,1,29,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,20,0,10,46,14,0,0,0,5,2,7,29,22,13
66,FDP.Die Liberalen (FDP-Liberale),Helen Leumann,2,5,0,0,0,4,3,4,4,8,5,0,1,2,3,25,0,0,1,0,0,1,2,2,3,0,0,1,2,0,7,0,4,0,3,1,2,2,10,1,1,3,0,0,0,0,1,2,0,0,0,0,2,0,0,0,2,0,0,9,0,0,0,2,0,0,2,1,0,0,2,0,0,0,1,1,1,4,0,2,1,0,1,0,0,1,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,6,0,2,1,9,0,5,4,0,0,0,0,1,5,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,7,0,0,1,0,0,2,9,0,0,2,3,4,1,0,0,2,0,0,0,0,0,1,2,0,0,2,4,0,0,0,1,0,0,0,9,3,2,0,1,0,1,0,2,0,5,4,0,0,0,1,0,0,0,2,0,3,1,0,0,6,1,0,0,0,0,0,1,0,0,0,1,0,1,27,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,3,0,0,0,1,0,1,2,2,0
67,FDP.Die Liberalen (FDP-Liberale),Ignazio Cassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,FDP.Die Liberalen (FDP-Liberale),Johann N. Schneider-Ammann,0,3,0,0,0,0,1,0,1,11,9,1,1,1,0,27,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,10,0,4,1,0,2,4,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,2,0,2,9,27,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,6,0,3,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,5,9,0,0,6,0,7,2,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,19,2,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,5,0,0,0,1,4,1,2,0,0
69,FDP.Die Liberalen (FDP-Liberale),Johannes Randegger,0,4,0,0,0,1,2,6,1,7,10,1,1,0,0,14,0,3,0,0,0,0,1,1,3,2,2,1,0,0,0,1,0,0,0,0,2,1,15,3,0,0,0,4,2,0,0,0,6,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,4,0,0,2,2,0,0,3,5,0,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,0,0,7,5,0,3,6,1,1,3,0,0,1,0,0,8,0,0,1,0,0,0,0,0,2,1,0,1,0,5,5,2,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,1,9,3,0,0,0,0,0,0,0,0,0,1,0,1,2,12,0,0,3,0,2,0,0,6,0,1,0,0,1,1,0,0,4,0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,1,0,0,0,1,8,4,1,0,1
70,FDP.Die Liberalen (FDP-Liberale),Jürg Michel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,FDP.Die Liberalen (FDP-Liberale),Kaspar Villiger,0,0,0,0,0,0,1,3,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,5,0,2,0,3,2,0,0,1,0,1,0,3,2,0,1,0,6,0,0,0,0,4,0,0,0,0,0,2,7,2,0,0,4,0,2,8,1,0,0,0,3,0,0,0,0,2,1,1,6,7,0,1,9,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,4,14,1,0,5,4,4,0,0,8,0,0,4,0,0,4,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,2,2,0,2,0,5,0,1,0,4,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,5,0,0,55,0,6,0,4,1,2,2,0,0,0,20,2,0,0,0,0,0,0,1,0,0,2,15,0,2,0,2,1,2,0,0,1,1,0,4,12,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,7,0,1,1,0,0,0,2,0,5,1,3
72,FDP.Die Liberalen (FDP-Liberale),Kurt Fluri,0,4,27,0,0,2,3,3,2,10,38,0,1,0,0,78,0,0,6,0,0,0,0,1,1,2,4,0,2,1,12,0,37,0,9,10,3,0,8,11,0,1,0,1,0,2,3,2,5,1,2,0,1,0,0,0,0,5,2,4,2,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,2,0,2,0,0,1,1,3,1,7,2,14,1,1,2,2,13,0,0,0,0,0,0,2,0,0,0,25,2,0,2,25,2,8,16,3,0,1,2,0,9,0,0,32,0,0,0,1,5,3,0,9,0,2,2,1,10,0,0,0,1,0,2,0,0,0,1,5,0,0,0,10,40,10,0,1,0,1,0,0,0,0,1,0,1,0,1,26,24,0,0,5,0,8,1,0,0,4,15,0,4,2,0,1,6,4,0,5,0,0,27,8,4,0,0,0,0,0,1,1,0,30,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,2,5,2,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,2,5,10,0,4,1,1,1,0,0,2,0
73,FDP.Die Liberalen (FDP-Liberale),Kurt Wasserfallen,0,1,0,1,0,2,0,0,0,1,11,1,1,0,18,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,3,0,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,4,2,1,5,4,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,13,0,1,0,0,0,0,0,4,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0
74,FDP.Die Liberalen (FDP-Liberale),Laura Sadis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,FDP.Die Liberalen (FDP-Liberale),Marc Frédéric Suter,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,FDP.Die Liberalen (FDP-Liberale),Marianne Kleiner,0,0,0,0,0,0,0,1,1,0,3,0,1,0,6,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,12,0,1,0,5,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
77,FDP.Die Liberalen (FDP-Liberale),Markus Hutter,0,0,0,0,0,1,0,0,1,2,5,1,0,0,0,14,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,3,0,4,0,0,0,1,1,0,1,0,2,0,1,0,1,2,1,2,0,0,0,0,0,0,8,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,6,0,0,0,5,0,1,0,24,1,3,4,1,0,0,0,0,3,0,0,8,1,0,0,0,1,0,0,2,0,0,0,0,1,0,6,1,0,0,0,0,1,2,1,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,1,0,1,11,9,0,0,0,0,3,0,0,16,0,2,0,1,6,0,1,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,2,2,1,0,0,4,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
