,Speaker,Speaker Party,"('abgelehnt', 'word')","('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('absatz', 'streich')","('aeschi', 'thomas')","('allgemein', 'teil')","('alt', 'mensch')","('ambulant', 'bereich')","('amtlich', 'bulletin')","('angehor', 'arme')","('angenomm', 'word')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'artikel')","('artikel', 'buchstab')","('auffass', 'kommission')","('aufmerksam', 'gemacht')","('auftrag', 'erfull')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('aussenpolit', 'kommission')","('ausserhalb', 'bauzon')","('aussicht', 'gestellt')","('automat', 'informationsaustausch')","('beantrag', 'nam')","('beantragt', 'ablehn')","('beantragt', 'annahm')","('beantragt', 'diskussion')","('beantragt', 'ebenfall')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'motion')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'bund')","('beim', 'eintret')","('bereit', 'heut')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('betrag', 'million')","('betroff', 'person')","('big', 'to')","('bitt', 'antrag')","('bitt', 'bundesrat')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'ebenfall')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'e')","('bund', 'kanton')","('bundesamt', 'gesund')","('bundesamt', 'justiz')","('bundesamt', 'landwirtschaft')","('bundesamt', 'verkehr')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'beauftragt')","('bundesrat', 'bleib')","('bundesrat', 'botschaft')","('bundesrat', 'couchepin')","('bundesrat', 'empfiehlt')","('bundesrat', 'entwurf')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'nationalrat')","('bundesrat', 'parlament')","('bundesrat', 'standerat')","('bundesrat', 'unterstutz')","('bundesrat', 'verwalt')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('bundesratin', 'leuthard')","('cvpfraktion', 'antrag')","('cvpfraktion', 'beantragt')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'bitt')","('cvpfraktion', 'eintret')","('cvpfraktion', 'stimmt')","('cvpfraktion', 'unterstutzt')","('cvpfraktion', 'vorlag')","('dank', 'bundesrat')","('dank', 'unterstutz')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('darum', 'geh')","('davon', 'ausgeh')","('de', 'la')","('denk', 'daran')","('deshalb', 'bundesrat')","('deshalb', 'ersuch')","('deshalb', 'glaub')","('deshalb', 'mocht')","('deshalb', 'svpfraktion')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'gegenvorschlag')","('diskussion', 'einverstand')","('diskussion', 'kommission')","('drei', 'jahr')","('drei', 'punkt')","('dreissig', 'jahr')","('dringend', 'notwend')","('eben', 'gerad')","('ehrlich', 'gesagt')","('ehrlich', 'sag')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einburgerungsgesuch', 'stell')","('einfach', 'sag')","('einstimm', 'kommission')","('einzig', 'allein')","('einzutret', 'zuzustimm')","('elt', 'sorg')","('empfiehlt', 'stimm')","('end', 'jahr')","('enthalt', 'abgelehnt')","('entscheid', 'fall')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erinn', 'daran')","('erinner', 'ruf')","('erneuerbar', 'energi')","('erst', 'lini')","('erst', 'schritt')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fassung', 'standerat')","('fdpdie', 'liberal')","('fdpfraktion', 'bitt')","('fdpfraktion', 'eintret')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('fdpliberal', 'fraktion')","('finanziell', 'auswirk')","('finanziell', 'mittel')","('flankier', 'massnahm')","('flughaf', 'zurich')","('folg', 'geb')","('folgend', 'sag')","('frag', 'beantwort')","('frag', 'herr')","('frag', 'herrn')","('frag', 'wer')","('frank', 'kurz')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'genau')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'reih')","('ganz', 'wichtig')","('gar', 'mehr')","('geh', 'davon')","('geht', 'darum')","('geht', 'eben')","('geht', 'frag')","('geht', 'ja')","('geltend', 'gemacht')","('geltend', 'recht')","('gemacht', 'word')","('gemass', 'artikel')","('gemeinsam', 'elt')","('gesagt', 'hatt')","('gesagt', 'word')","('geschatzt', 'frau')","('geschatzt', 'kolleg')","('geschatzt', 'kollegin')","('gesetz', 'regel')","('gesetz', 'schreib')","('gibt', 'verschied')","('glaub', 'richtig')","('glaub', 'wichtig')","('gleich', 'lang')","('gross', 'mehrheit')","('grund', 'dafur')","('grund', 'weshalb')","('hauslich', 'gewalt')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'gross')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'mull')","('herr', 'nationalrat')","('herr', 'schmid')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('heutig', 'gesetz')","('hoh', 'berufsbild')","('hoh', 'kost')","('hoh', 'preis')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('inn', 'sich')","('insgesamt', 'million')","('insof', 'glaub')","('interess', 'daran')","('international', 'organisation')","('international', 'recht')","('international', 'standard')","('international', 'zusammenarbeit')","('ja', 'nein')","('ja', 'sag')","('ja', 'schon')","('jahr', 'lang')","('jahr', 'neu')","('jugend', 'sport')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'aargau')","('kanton', 'bern')","('kanton', 'bund')","('kanton', 'graubund')","('kanton', 'luz')","('kanton', 'schwyz')","('kanton', 'tessin')","('kanton', 'thurgau')","('kanton', 'zurich')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('klar', 'meinung')","('kolleg', 'leuenberg')","('kolleg', 'schmid')","('kommission', 'antrag')","('kommission', 'auffass')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'einstimm')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'nationalrat')","('kommission', 'rat')","('kommission', 'rechtsfrag')","('kommission', 'schlagt')","('kommission', 'stimm')","('kommission', 'verkehr')","('kommission', 'vorlag')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('kraft', 'setz')","('kraft', 'tret')","('landlich', 'raum')","('lang', 'spiess')","('le', 'conseil')","('lehnt', 'cvpfraktion')","('lehnt', 'spfraktion')","('letzt', 'punkt')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('link', 'seit')","('litera', 'a')","('losung', 'find')","('mach', 'beliebt')","('macht', 'sinn')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zustimm')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('mind', 'i')","('minderheitsantrag', 'abzulehn')","('mitarbeiterinn', 'mitarbeit')","('mittl', 'einkomm')","('mocht', 'beliebt')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'darauf')","('mocht', 'deshalb')","('mocht', 'einfach')","('mocht', 'kurz')","('mocht', 'nochmal')","('moglich', 'geb')","('moglich', 'rasch')","('moglich', 'schnell')","('motion', 'ablehn')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('motion', 'postulat')","('motion', 'standerat')","('motion', 'uberweis')","('muss', 'seh')","('muss', 'wiss')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'kommission')","('nam', 'kommissionsmehr')","('nam', 'mehrheit')","('nam', 'mind')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'anzuschliess')","('nationalrat', 'beschloss')","('nationalrat', 'bundesrat')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('natur', 'frag')","('natur', 'person')","('nein', 'sag')","('neu', 'gesetz')","('neu', 'regel')","('neu', 'regionalpolit')","('neu', 'steu')","('offent', 'beschaffungswes')","('offent', 'hand')","('offent', 'interess')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('polit', 'recht')","('postulat', 'uberweis')","('pro', 'helvetia')","('pro', 'jahr')","('pro', 'monat')","('rapp', 'pro')","('recht', 'gesagt')","('regional', 'personenverkehr')","('rentnerinn', 'rentn')","('ressourcenstark', 'kanton')","('richtig', 'gesagt')","('rund', 'milliard')","('rund', 'tisch')","('sag', 'bundesrat')","('sag', 'gern')","('sag', 'herr')","('sag', 'muss')","('sag', 'sei')","('sbb', 'cargo')","('schlicht', 'einfach')","('schluss', 'gekomm')","('schon', 'gar')","('schon', 'gesagt')","('schon', 'sag')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schutz', 'privatsphar')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'fahn')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'sp')","('sicht', 'spfraktion')","('sicht', 'svpfraktion')","('sinn', 'bitt')","('sozial', 'sich')","('sozialdemokrat', 'fraktion')","('sp', 'steht')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'beantragt')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'deshalb')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'klar')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standerat', 'bundesrat')","('standerat', 'folg')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'beschloss')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'artikel')","('svpfraktion', 'beantrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'meinung')","('svpfraktion', 'mind')","('svpfraktion', 'minderheitsantrag')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teil', 'auffass')","('to', 'fail')","('too', 'big')","('tut', 'leid')","('uns', 'kommission')","('uns', 'meinung')","('uns', 'sicht')","('unternehmenssteuerreform', 'ii')","('unterstutzt', 'cvpfraktion')","('unterstutzt', 'spfraktion')","('unterstutzt', 'svpfraktion')","('verdeckt', 'ermittl')","('vergang', 'jahr')","('verkehr', 'fernmeldewes')","('verstandnis', 'dafur')","('viel', 'dank')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'anwend')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'botschaft')","('vorlieg', 'motion')","('votum', 'herrn')","('wak', 'rat')","('war', 'ja')","('weiterentwickl', 'arme')","('wert', 'darauf')","('wichtig', 'punkt')","('wiss', 'darum')","('worum', 'geht')","('wurd', 'kommission')","('wurd', 'stimm')","('z', 'b')","('zehn', 'jahr')","('zinsbereinigt', 'gewinnsteu')","('zuhand', 'materiali')","('zustand', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zwei', 'grund')","('zweit', 'punkt')","('zweit', 'saul')"
0,Alois Gmür,Christlichdemokratische Volkspartei der Schweiz (CVP),0.0018867924528301887,0.0,0.0018867924528301887,0.0,0.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.005660377358490566,0.0018867924528301887,0.0,0.005660377358490566,0.016981132075471698,0.0,0.0018867924528301887,0.005660377358490566,0.062264150943396226,0.0018867924528301887,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0037735849056603774,0.0,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.007547169811320755,0.0,0.0018867924528301887,0.0,0.0037735849056603774,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.011320754716981131,0.0018867924528301887,0.0,0.013207547169811321,0.0,0.0,0.026415094339622643,0.0,0.0,0.007547169811320755,0.005660377358490566,0.0,0.0018867924528301887,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.011320754716981131,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0018867924528301887,0.016981132075471698,0.0018867924528301887,0.0037735849056603774,0.0,0.0037735849056603774,0.0,0.0,0.0,0.0018867924528301887,0.005660377358490566,0.01509433962264151,0.0,0.0,0.0018867924528301887,0.0,0.0018867924528301887,0.0,0.0018867924528301887,0.013207547169811321,0.0037735849056603774,0.0037735849056603774,0.05471698113207547,0.0,0.0018867924528301887,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0018867924528301887,0.005660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.007547169811320755,0.007547169811320755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0037735849056603774,0.0,0.0037735849056603774,0.016981132075471698,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0018867924528301887,0.005660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018867924528301887,0.005660377358490566,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.016981132075471698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0037735849056603774,0.0,0.005660377358490566,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037735849056603774,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.007547169811320755,0.009433962264150943,0.0037735849056603774,0.0,0.0,0.0037735849056603774,0.0037735849056603774,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0037735849056603774,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0037735849056603774,0.0037735849056603774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.005660377358490566,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0037735849056603774,0.0018867924528301887,0.0018867924528301887,0.0,0.0,0.011320754716981131,0.0,0.0,0.005660377358490566,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007547169811320755,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0,0.011320754716981131,0.0037735849056603774,0.0,0.0037735849056603774,0.052830188679245285,0.0,0.0,0.005660377358490566,0.0,0.0,0.0,0.0,0.0,0.07924528301886792,0.0,0.009433962264150943,0.0018867924528301887,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0037735849056603774,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0,0.022641509433962263,0.0,0.020754716981132074,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007547169811320755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0,0.020754716981132074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007547169811320755,0.0,0.0037735849056603774,0.0018867924528301887,0.0,0.0,0.0037735849056603774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.005660377358490566,0.005660377358490566,0.0,0.0018867924528301887,0.0037735849056603774,0.0037735849056603774,0.007547169811320755,0.022641509433962263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018867924528301887,0.007547169811320755,0.0,0.022641509433962263,0.0,0.0,0.0,0.0037735849056603774,0.0,0.0,0.005660377358490566,0.0037735849056603774,0.0,0.0,0.0,0.007547169811320755,0.0,0.005660377358490566,0.0,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0018867924528301887,0.0,0.0018867924528301887,0.0018867924528301887,0.0,0.005660377358490566,0.005660377358490566,0.005660377358490566,0.009433962264150943,0.0,0.0,0.0037735849056603774,0.0,0.0,0.0018867924528301887,0.0,0.0,0.0
1,Andrea Gmür-Schönenberger,Christlichdemokratische Volkspartei der Schweiz (CVP),0.0,0.0,0.016689847009735744,0.004172461752433936,0.0,0.0,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.0,0.0013908205841446453,0.0027816411682892906,0.0,0.0027816411682892906,0.004172461752433936,0.019471488178025034,0.009735744089012517,0.0,0.0,0.0,0.07093184979137691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.0,0.0013908205841446453,0.011126564673157162,0.0027816411682892906,0.0013908205841446453,0.0027816411682892906,0.011126564673157162,0.0,0.0,0.0013908205841446453,0.0,0.0013908205841446453,0.004172461752433936,0.0,0.0027816411682892906,0.0013908205841446453,0.0,0.0,0.0,0.0,0.025034770514603615,0.0013908205841446453,0.0013908205841446453,0.0013908205841446453,0.0,0.004172461752433936,0.0013908205841446453,0.0027816411682892906,0.0,0.0,0.0013908205841446453,0.0,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.0013908205841446453,0.0013908205841446453,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.0,0.006954102920723227,0.0013908205841446453,0.0,0.0,0.006954102920723227,0.0,0.0027816411682892906,0.0,0.0013908205841446453,0.004172461752433936,0.008344923504867872,0.0013908205841446453,0.03616133518776078,0.0027816411682892906,0.0,0.0013908205841446453,0.0,0.0,0.0027816411682892906,0.0013908205841446453,0.0,0.0,0.004172461752433936,0.0,0.004172461752433936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008344923504867872,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013908205841446453,0.0013908205841446453,0.0027816411682892906,0.0,0.0,0.0,0.009735744089012517,0.0027816411682892906,0.0013908205841446453,0.004172461752433936,0.0,0.0,0.0,0.009735744089012517,0.0013908205841446453,0.0,0.0,0.0027816411682892906,0.0,0.0,0.0,0.012517385257301807,0.0,0.0027816411682892906,0.005563282336578581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006954102920723227,0.0,0.0,0.031988873435326845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005563282336578581,0.0,0.0,0.0,0.0,0.0,0.0,0.009735744089012517,0.0013908205841446453,0.0,0.0,0.0,0.0013908205841446453,0.013908205841446454,0.0,0.0,0.0013908205841446453,0.0013908205841446453,0.006954102920723227,0.0,0.008344923504867872,0.0,0.0,0.0,0.0,0.0,0.0,0.005563282336578581,0.0,0.0,0.0,0.0,0.004172461752433936,0.0027816411682892906,0.0,0.0013908205841446453,0.0027816411682892906,0.0,0.0013908205841446453,0.0,0.008344923504867872,0.0,0.0,0.0,0.0,0.0,0.0013908205841446453,0.0,0.0,0.0,0.0013908205841446453,0.0013908205841446453,0.0013908205841446453,0.008344923504867872,0.0013908205841446453,0.009735744089012517,0.031988873435326845,0.0,0.0013908205841446453,0.0013908205841446453,0.0013908205841446453,0.0,0.0,0.0,0.0013908205841446453,0.004172461752433936,0.0,0.0,0.0027816411682892906,0.0013908205841446453,0.011126564673157162,0.0,0.0,0.0,0.0,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027816411682892906,0.0,0.0,0.008344923504867872,0.0,0.012517385257301807,0.0,0.0,0.0013908205841446453,0.013908205841446454,0.0013908205841446453,0.0,0.01808066759388039,0.0,0.008344923504867872,0.0,0.0013908205841446453,0.0013908205841446453,0.0,0.0,0.005563282336578581,0.0,0.0,0.0,0.004172461752433936,0.0,0.0013908205841446453,0.0,0.0,0.0027816411682892906,0.0,0.0,0.004172461752433936,0.004172461752433936,0.0,0.0,0.004172461752433936,0.0,0.0,0.012517385257301807,0.05702364394993046,0.0,0.0,0.0013908205841446453,0.0,0.0,0.0013908205841446453,0.0,0.0,0.0,0.004172461752433936,0.009735744089012517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013908205841446453,0.0,0.0,0.0,0.0013908205841446453,0.0027816411682892906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008344923504867872,0.0,0.0,0.0013908205841446453,0.006954102920723227,0.0,0.0,0.0,0.0,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.0,0.0027816411682892906,0.0,0.0,0.0027816411682892906,0.0,0.0,0.0,0.0027816411682892906,0.0,0.0027816411682892906,0.0013908205841446453,0.048678720445062586,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027816411682892906,0.0,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.0,0.0027816411682892906,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.0,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013908205841446453,0.009735744089012517,0.0,0.0,0.0,0.016689847009735744,0.0,0.031988873435326845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019471488178025034,0.0,0.0,0.0,0.012517385257301807,0.0,0.0,0.0,0.0013908205841446453,0.0,0.0013908205841446453,0.0,0.006954102920723227,0.0,0.0,0.0,0.006954102920723227,0.0,0.0,0.0,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013908205841446453,0.006954102920723227,0.009735744089012517,0.006954102920723227,0.008344923504867872,0.0,0.0,0.0013908205841446453,0.0,0.0,0.0,0.0,0.0,0.0
