,Speaker,Speaker Party,"('absatz', 'buchstab')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('automat', 'informationsaustausch')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'minderheitsantrag')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('direkt', 'demokrati')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('europa', 'gerichtshof')","('europa', 'union')","('fassung', 'bundesrat')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('ganz', 'klar')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'standerat')","('herrn', 'standerat')","('heut', 'geltend')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('ja', 'schon')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('mehr', 'geld')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('pro', 'helvetia')","('rentnerinn', 'rentn')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('worum', 'geht')","('zwanzig', 'jahr')","('zwei', 'drei')","('zweit', 'saul')"
23,Hans Egloff,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.02617801047120419,0.010471204188481676,0.020942408376963352,0.010471204188481676,0.0,0.0,0.010471204188481676,0.0,0.0,0.0,0.041884816753926704,0.005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015706806282722512,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.0,0.0,0.005235602094240838,0.0,0.005235602094240838,0.015706806282722512,0.0,0.0,0.0,0.0,0.010471204188481676,0.005235602094240838,0.0,0.0,0.005235602094240838,0.0,0.0,0.0,0.005235602094240838,0.04712041884816754,0.0,0.0,0.0,0.010471204188481676,0.0,0.020942408376963352,0.010471204188481676,0.0,0.010471204188481676,0.0,0.0,0.015706806282722512,0.0,0.020942408376963352,0.015706806282722512,0.0,0.0,0.010471204188481676,0.0,0.005235602094240838,0.020942408376963352,0.0,0.0,0.0,0.005235602094240838,0.0,0.031413612565445025,0.005235602094240838,0.0,0.0,0.03664921465968586,0.0,0.015706806282722512,0.0,0.08376963350785341,0.0,0.005235602094240838,0.0,0.041884816753926704,0.0,0.0,0.04712041884816754,0.0,0.010471204188481676,0.010471204188481676,0.0,0.0,0.010471204188481676,0.0,0.005235602094240838,0.0,0.0,0.0,0.010471204188481676,0.0,0.005235602094240838,0.0,0.0,0.02617801047120419,0.0,0.0,0.1256544502617801,0.0,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07329842931937172,0.0,0.015706806282722512,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.005235602094240838,0.005235602094240838,0.005235602094240838,0.0,0.0,0.010471204188481676,0.0,0.0,0.0,0.0,0.005235602094240838,0.005235602094240838,0.0
24,Hans-Ueli Vogt,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.011235955056179775,0.0056179775280898875,0.056179775280898875,0.0,0.0,0.09550561797752809,0.0056179775280898875,0.0,0.0,0.0,0.0056179775280898875,0.0,0.0,0.0,0.028089887640449437,0.011235955056179775,0.0,0.0,0.0,0.0,0.0056179775280898875,0.0056179775280898875,0.0,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.0056179775280898875,0.0,0.0,0.0056179775280898875,0.0,0.0,0.03932584269662921,0.0,0.0,0.0056179775280898875,0.0,0.011235955056179775,0.0,0.056179775280898875,0.0,0.0,0.016853932584269662,0.0,0.0056179775280898875,0.0,0.028089887640449437,0.0,0.0449438202247191,0.016853932584269662,0.0,0.0,0.0,0.0056179775280898875,0.033707865168539325,0.0,0.033707865168539325,0.011235955056179775,0.02247191011235955,0.0,0.0056179775280898875,0.0,0.016853932584269662,0.08426966292134831,0.0,0.0,0.0,0.0,0.03932584269662921,0.016853932584269662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028089887640449437,0.0,0.016853932584269662,0.0,0.028089887640449437,0.0,0.0056179775280898875,0.02247191011235955,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.0,0.0,0.0056179775280898875,0.0056179775280898875,0.0,0.0,0.0,0.0,0.0,0.0,0.0056179775280898875,0.0,0.0,0.07865168539325842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056179775280898875,0.0056179775280898875,0.0,0.0,0.0,0.0,0.0056179775280898875,0.0,0.0056179775280898875,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.0056179775280898875,0.0,0.0,0.0056179775280898875,0.0,0.0
25,Hansjörg Knecht,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.008695652173913044,0.02608695652173913,0.008695652173913044,0.0782608695652174,0.0,0.0,0.14782608695652175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0,0.034782608695652174,0.0,0.0,0.0,0.0,0.0,0.017391304347826087,0.008695652173913044,0.0,0.017391304347826087,0.008695652173913044,0.0,0.008695652173913044,0.008695652173913044,0.0,0.0,0.008695652173913044,0.008695652173913044,0.0,0.0,0.0,0.02608695652173913,0.034782608695652174,0.0,0.0,0.008695652173913044,0.008695652173913044,0.0,0.0,0.017391304347826087,0.008695652173913044,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0,0.06086956521739131,0.0,0.008695652173913044,0.017391304347826087,0.0,0.0,0.0,0.0,0.02608695652173913,0.008695652173913044,0.0,0.0,0.0,0.008695652173913044,0.02608695652173913,0.017391304347826087,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0,0.02608695652173913,0.0,0.0,0.008695652173913044,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.02608695652173913,0.0,0.0,0.0,0.0,0.0,0.017391304347826087,0.0,0.0,0.0,0.0,0.017391304347826087,0.0,0.0,0.034782608695652174,0.0,0.0,0.0,0.008695652173913044,0.0,0.0,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,0.0,0.0,0.05217391304347826,0.0,0.008695652173913044,0.0,0.0,0.0,0.0,0.017391304347826087,0.008695652173913044,0.0
26,Hansjörg Walter,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.011627906976744186,0.0,0.0,0.08139534883720931,0.0,0.0,0.0,0.011627906976744186,0.023255813953488372,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.011627906976744186,0.011627906976744186,0.0,0.0,0.0,0.011627906976744186,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.011627906976744186,0.0,0.011627906976744186,0.0,0.0,0.023255813953488372,0.0,0.0,0.011627906976744186,0.023255813953488372,0.0,0.0,0.0,0.011627906976744186,0.0,0.011627906976744186,0.046511627906976744,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.011627906976744186,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.011627906976744186,0.0,0.0,0.0,0.03488372093023256,0.023255813953488372,0.011627906976744186,0.011627906976744186,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.011627906976744186,0.046511627906976744,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.03488372093023256,0.0,0.0,0.05813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.08139534883720931,0.0,0.0,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.0,0.011627906976744186,0.0,0.011627906976744186,0.0,0.023255813953488372,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0
27,Heinz Brand,Schweizerische Volkspartei (SVP),0.0049504950495049506,0.0,0.0,0.009900990099009901,0.0049504950495049506,0.0049504950495049506,0.009900990099009901,0.0049504950495049506,0.0,0.0891089108910891,0.0049504950495049506,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0,0.01485148514851485,0.0,0.0,0.0049504950495049506,0.01485148514851485,0.0049504950495049506,0.0049504950495049506,0.0,0.0,0.0049504950495049506,0.0,0.0,0.009900990099009901,0.0049504950495049506,0.0,0.024752475247524754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0,0.0,0.0,0.0,0.019801980198019802,0.0,0.0,0.0049504950495049506,0.04455445544554455,0.0,0.019801980198019802,0.0,0.0,0.0049504950495049506,0.0,0.01485148514851485,0.034653465346534656,0.0049504950495049506,0.0297029702970297,0.01485148514851485,0.009900990099009901,0.0,0.009900990099009901,0.0049504950495049506,0.009900990099009901,0.019801980198019802,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0049504950495049506,0.0,0.0,0.0,0.0,0.009900990099009901,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.034653465346534656,0.0049504950495049506,0.0,0.0049504950495049506,0.0,0.0049504950495049506,0.0,0.009900990099009901,0.0049504950495049506,0.0,0.009900990099009901,0.0,0.0,0.0,0.01485148514851485,0.019801980198019802,0.0,0.0,0.019801980198019802,0.0,0.0,0.09900990099009901,0.039603960396039604,0.0,0.0049504950495049506,0.0049504950495049506,0.0,0.0,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.009900990099009901,0.06930693069306931,0.0,0.0,0.0049504950495049506,0.0,0.019801980198019802,0.0,0.0049504950495049506,0.0049504950495049506,0.009900990099009901,0.0049504950495049506,0.0,0.0049504950495049506,0.0,0.009900990099009901,0.0,0.024752475247524754,0.0,0.0049504950495049506,0.019801980198019802,0.0,0.0
28,Jürg Stahl,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.08163265306122448,0.0,0.0,0.0,0.0,0.12244897959183673,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10204081632653061,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.04081632653061224,0.02040816326530612,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061224489795918366,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.02040816326530612,0.0,0.0,0.0,0.08163265306122448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.02040816326530612,0.0,0.0,0.0,0.02040816326530612,0.04081632653061224,0.0,0.0
29,Lukas Reimann,Schweizerische Volkspartei (SVP),0.017167381974248927,0.0,0.0,0.017167381974248927,0.0,0.004291845493562232,0.030042918454935622,0.0,0.0,0.09012875536480687,0.0,0.02145922746781116,0.0,0.0,0.017167381974248927,0.0,0.0,0.008583690987124463,0.0,0.0,0.02145922746781116,0.004291845493562232,0.0,0.008583690987124463,0.0,0.0,0.004291845493562232,0.004291845493562232,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.004291845493562232,0.0,0.0,0.0,0.004291845493562232,0.012875536480686695,0.0,0.0,0.017167381974248927,0.0,0.0,0.0,0.0,0.004291845493562232,0.0,0.04291845493562232,0.0,0.0,0.012875536480686695,0.03862660944206009,0.0,0.012875536480686695,0.0,0.0,0.008583690987124463,0.0,0.004291845493562232,0.03862660944206009,0.0,0.03862660944206009,0.0,0.0,0.0,0.0,0.0,0.012875536480686695,0.04291845493562232,0.0,0.0,0.0,0.004291845493562232,0.0,0.034334763948497854,0.017167381974248927,0.0,0.0,0.008583690987124463,0.0,0.0,0.0,0.008583690987124463,0.0,0.008583690987124463,0.0,0.0,0.02145922746781116,0.008583690987124463,0.012875536480686695,0.0,0.004291845493562232,0.0,0.0,0.0,0.017167381974248927,0.0,0.0,0.004291845493562232,0.004291845493562232,0.004291845493562232,0.0,0.004291845493562232,0.0,0.0,0.0,0.0,0.0,0.0,0.12446351931330472,0.0,0.0,0.0,0.004291845493562232,0.017167381974248927,0.0,0.012875536480686695,0.0,0.0,0.0,0.0,0.02575107296137339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03862660944206009,0.012875536480686695,0.008583690987124463,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.0,0.0,0.008583690987124463,0.0,0.0,0.004291845493562232,0.0,0.0,0.004291845493562232,0.0,0.0,0.008583690987124463,0.004291845493562232,0.008583690987124463,0.0
30,Luzi Stamm,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.011494252873563218,0.0,0.0,0.011494252873563218,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.0,0.04597701149425287,0.0,0.0,0.011494252873563218,0.0,0.011494252873563218,0.0,0.04597701149425287,0.0,0.011494252873563218,0.0,0.011494252873563218,0.011494252873563218,0.0,0.13793103448275862,0.04597701149425287,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08045977011494253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.011494252873563218,0.0,0.0,0.04597701149425287,0.0,0.0,0.0,0.011494252873563218,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.09195402298850575,0.04597701149425287,0.0,0.0,0.022988505747126436,0.022988505747126436,0.0
31,Magdalena Martullo-Blocher,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.044444444444444446,0.011111111111111112,0.0,0.022222222222222223,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.011111111111111112,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.022222222222222223,0.044444444444444446,0.0,0.0,0.0,0.011111111111111112,0.0,0.07777777777777778,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.03333333333333333,0.011111111111111112,0.0
32,Manfred Bühler,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.02040816326530612,0.0,0.02040816326530612,0.02040816326530612,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.061224489795918366,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.16326530612244897,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0
33,Marcel Dettling,Schweizerische Volkspartei (SVP),0.008064516129032258,0.0,0.0,0.0,0.0,0.04032258064516129,0.008064516129032258,0.0,0.0,0.04838709677419355,0.0,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.008064516129032258,0.008064516129032258,0.008064516129032258,0.0,0.0,0.0,0.008064516129032258,0.016129032258064516,0.008064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.04032258064516129,0.0,0.008064516129032258,0.0,0.008064516129032258,0.016129032258064516,0.0,0.0,0.008064516129032258,0.008064516129032258,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.016129032258064516,0.008064516129032258,0.0,0.0,0.008064516129032258,0.016129032258064516,0.0,0.008064516129032258,0.008064516129032258,0.024193548387096774,0.008064516129032258,0.024193548387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.3629032258064516,0.0,0.008064516129032258,0.0,0.0,0.0,0.008064516129032258,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.008064516129032258,0.008064516129032258,0.0,0.04838709677419355,0.0,0.0,0.0,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.0
34,Markus Hausammann,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.02702702702702703,0.0,0.0,0.021621621621621623,0.0,0.0,0.0,0.0,0.010810810810810811,0.0,0.0,0.005405405405405406,0.016216216216216217,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.010810810810810811,0.0,0.005405405405405406,0.0,0.010810810810810811,0.0,0.0,0.010810810810810811,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.016216216216216217,0.0,0.0,0.0,0.010810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005405405405405406,0.06486486486486487,0.0,0.12972972972972974,0.005405405405405406,0.0,0.0,0.0,0.005405405405405406,0.021621621621621623,0.0,0.010810810810810811,0.010810810810810811,0.0,0.0,0.010810810810810811,0.0,0.10810810810810811,0.15135135135135136,0.0,0.0,0.0,0.0,0.0,0.0,0.010810810810810811,0.0,0.0,0.0,0.010810810810810811,0.0,0.0,0.0,0.0,0.010810810810810811,0.0,0.005405405405405406,0.0,0.005405405405405406,0.010810810810810811,0.0,0.005405405405405406,0.0,0.0,0.0,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.005405405405405406,0.032432432432432434,0.0,0.0,0.010810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010810810810810811,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005405405405405406,0.010810810810810811,0.005405405405405406,0.0,0.005405405405405406,0.005405405405405406,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.010810810810810811,0.0,0.03783783783783784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Martin Haab,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
