,Speaker Party,Speaker,"('absatz', 'buchstab')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('automat', 'informationsaustausch')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'minderheitsantrag')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('direkt', 'demokrati')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('europa', 'gerichtshof')","('europa', 'union')","('fassung', 'bundesrat')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('ganz', 'klar')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'standerat')","('herrn', 'standerat')","('heut', 'geltend')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('ja', 'schon')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('mehr', 'geld')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('pro', 'helvetia')","('rentnerinn', 'rentn')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('worum', 'geht')","('zwanzig', 'jahr')","('zwei', 'drei')","('zweit', 'saul')"
10,Schweizerische Volkspartei (SVP),Bruno Walliser,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11,Schweizerische Volkspartei (SVP),Christian Imark,1,0,0,2,0,1,0,0,0,6,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,4,0,2,0,0,3,11,0,1,0,0,1,0,1,5,2,1,0,0,0,0,0,8,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,Schweizerische Volkspartei (SVP),Claudio Zanetti,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,6,0,0,1,4,0,1,0,0,0,1,2,3,1,2,0,0,0,1,1,2,3,0,0,0,0,3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13,Schweizerische Volkspartei (SVP),David Zuberbühler,0,1,0,2,0,2,2,0,0,1,0,1,3,1,0,0,0,0,1,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,1,1,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,4,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
14,Schweizerische Volkspartei (SVP),Diana Gutjahr,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
15,Schweizerische Volkspartei (SVP),Erich Hess,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,5,0,1,0,2,0,6,0,0,0,6,10,0,1,0,0,0,0,0,0,0,2,1,1,7,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,Schweizerische Volkspartei (SVP),Erich von Siebenthal,2,5,0,1,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,2,0,2,4,0,0,1,0,0,0,0,7,3,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,Schweizerische Volkspartei (SVP),Felix Müri,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0
18,Schweizerische Volkspartei (SVP),Franz Grüter,0,0,0,0,1,4,8,0,0,0,0,0,3,0,0,0,0,3,1,0,3,0,0,2,2,0,0,0,0,0,0,0,0,4,0,1,1,0,1,5,8,0,0,0,1,0,0,1,0,2,0,0,0,6,0,4,0,0,2,2,0,4,1,0,0,1,2,0,1,6,8,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,1,1,2,0,0,0,0,0,28,0,0,0,4,0,0,1,6,0,0,0,0,0,1,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,2,1,0,15,0,2,0,0,0,0,1,0,0
19,Schweizerische Volkspartei (SVP),Franz Ruppen,4,0,0,1,2,1,13,0,0,42,1,0,0,1,0,0,0,0,1,1,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,5,0,0,0,2,0,4,0,0,0,0,0,5,0,4,2,0,0,1,0,0,8,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
20,Schweizerische Volkspartei (SVP),Gregor Rutz,0,0,0,1,0,2,7,1,0,13,0,1,2,0,1,0,0,0,5,2,0,0,3,0,0,0,3,0,0,1,0,0,0,1,1,0,3,0,0,15,0,0,1,0,1,0,1,11,0,6,0,0,0,13,0,4,0,0,7,4,0,25,13,1,0,5,0,0,0,6,9,0,0,0,0,0,5,5,1,1,6,0,1,0,0,2,0,0,0,1,1,2,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,2,0,4,19,0,0,0,1,2,0,3,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,7,3,3,0
21,Schweizerische Volkspartei (SVP),Guy Parmelin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Schweizerische Volkspartei (SVP),Hannes Germann,6,0,0,12,6,13,13,1,0,35,0,0,17,3,5,3,0,10,3,16,1,1,0,13,7,8,5,0,0,1,1,0,1,1,3,3,14,0,1,7,26,14,2,0,9,2,2,7,3,3,5,2,1,24,28,2,0,0,5,8,3,18,0,3,9,5,1,1,2,29,7,0,0,0,3,1,3,9,1,0,4,3,3,9,6,0,1,0,0,2,16,7,0,0,1,3,1,102,11,0,2,1,6,3,8,14,0,0,0,5,2,9,0,1,0,13,4,0,5,6,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,4,2,0,12,4,4,3,4,7,5,11
23,Schweizerische Volkspartei (SVP),Hans Egloff,0,0,0,5,2,4,2,0,0,2,0,0,0,8,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,2,1,0,0,1,0,0,0,1,9,0,0,0,2,0,4,2,0,2,0,0,3,0,4,3,0,0,2,0,1,4,0,0,0,1,0,6,1,0,0,7,0,3,0,16,0,1,0,8,0,0,9,0,2,2,0,0,2,0,1,0,0,0,2,0,1,0,0,5,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,1,1,0
24,Schweizerische Volkspartei (SVP),Hans-Ueli Vogt,0,0,0,0,2,1,10,0,0,17,1,0,0,0,1,0,0,0,5,2,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,7,0,0,1,0,2,0,10,0,0,3,0,1,0,5,0,8,3,0,0,0,1,6,0,6,2,4,0,1,0,3,15,0,0,0,0,7,3,0,0,0,0,0,0,0,5,0,3,0,5,0,1,4,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0
25,Schweizerische Volkspartei (SVP),Hansjörg Knecht,0,0,0,1,3,1,9,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,1,0,2,1,0,1,1,0,0,1,1,0,0,0,3,4,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,7,0,1,2,0,0,0,0,3,1,0,0,0,1,3,2,1,0,0,0,0,0,1,0,0,3,0,0,1,0,5,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,2,1,0
26,Schweizerische Volkspartei (SVP),Hansjörg Walter,0,0,0,1,0,0,1,0,0,7,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,1,2,0,0,0,1,0,1,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,1,0,0,0,3,2,1,1,0,0,1,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,1,1,0,1,0,1,0,2,0,0,4,0,0,0,0,2,0,0
27,Schweizerische Volkspartei (SVP),Heinz Brand,1,0,0,2,1,1,2,1,0,18,1,1,0,0,0,0,0,0,1,0,3,0,0,1,3,1,1,0,0,1,0,0,2,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,9,0,4,0,0,1,0,3,7,1,6,3,2,0,2,1,2,4,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,1,7,1,0,1,0,1,0,2,1,0,2,0,0,0,3,4,0,0,4,0,0,20,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,0,0,1,0,4,0,1,1,2,1,0,1,0,2,0,5,0,1,4,0,0
28,Schweizerische Volkspartei (SVP),Jürg Stahl,0,0,0,0,0,1,0,0,0,4,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0
29,Schweizerische Volkspartei (SVP),Lukas Reimann,4,0,0,4,0,1,7,0,0,21,0,5,0,0,4,0,0,2,0,0,5,1,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,3,0,0,4,0,0,0,0,1,0,10,0,0,3,9,0,3,0,0,2,0,1,9,0,9,0,0,0,0,0,3,10,0,0,0,1,0,8,4,0,0,2,0,0,0,2,0,2,0,0,5,2,3,0,1,0,0,0,4,0,0,1,1,1,0,1,0,0,0,0,0,0,29,0,0,0,1,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,2,0
30,Schweizerische Volkspartei (SVP),Luzi Stamm,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,3,0,4,0,0,1,0,1,0,4,0,1,0,1,1,0,12,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,2,2,0
31,Schweizerische Volkspartei (SVP),Magdalena Martullo-Blocher,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,2,0,0,2,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,1,0,2,4,0,0,0,1,0,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,1,0
32,Schweizerische Volkspartei (SVP),Manfred Bühler,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,Schweizerische Volkspartei (SVP),Marcel Dettling,1,0,0,0,0,5,1,0,0,6,0,0,0,1,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,1,2,0,0,1,1,2,0,0,0,0,0,2,2,1,0,0,1,2,0,1,1,3,1,3,0,0,0,0,0,0,0,1,0,45,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,1,0,6,0,0,0,2,2,2,0
34,Schweizerische Volkspartei (SVP),Markus Hausammann,0,0,0,1,0,0,5,0,0,4,0,0,0,0,2,0,0,1,3,0,0,0,0,5,0,2,0,1,0,2,0,0,2,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,12,0,24,1,0,0,0,1,4,0,2,2,0,0,2,0,20,28,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,1,0,1,2,0,1,0,0,0,15,0,0,0,0,0,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,0,0,2,0,7,0,0,0,0,0,0,0
35,Schweizerische Volkspartei (SVP),Martin Haab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,Schweizerische Volkspartei (SVP),Mauro Tuena,1,0,0,0,0,2,6,0,0,5,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,1,6,0,0,6,13,0,23,2,0,0,0,1,1,0,0,1,0,0,1,0,7,10,0,0,0,0,0,6,2,0,0,4,0,0,0,7,0,0,0,2,0,0,0,0,1,0,0,0,8,0,0,11,0,0,1,0,1,0,0,0,0,1,17,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,1,0,0,0,0
37,Schweizerische Volkspartei (SVP),Maximilian Reimann,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,4,5,0,4,0,0,1,0,0,1,0,0,1,0,0,1,0,29,8,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,0,0,0,0,5,0
38,Schweizerische Volkspartei (SVP),Mike Egger,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,Schweizerische Volkspartei (SVP),Nadja Pieren,0,0,0,0,1,2,5,2,0,8,0,0,0,1,0,0,0,2,0,3,2,0,2,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,2,0,0,0,0,1,3,1,1,2,0,0,2,0,3,3,0,0,0,0,1,2,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,8,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,3,0,1,0,0,5,0,0,0,1,2,0,0
40,Schweizerische Volkspartei (SVP),Natalie Rickli,3,0,0,0,0,1,2,2,0,20,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,2,1,2,0,1,2,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,21,0,0,0,0,1,1,1,6,0,2,1,1,1,0,0,0,5,0,1,0,0,0,5,2,0,0,1,0,0,0,12,0,2,0,0,1,5,5,0,0,0,1,0,4,2,0,1,0,0,0,0,1,0,0,4,0,0,15,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0
41,Schweizerische Volkspartei (SVP),Peter Föhn,1,0,0,11,5,9,11,1,0,34,5,8,5,4,1,5,0,2,2,7,0,36,3,15,6,4,1,0,0,4,0,0,2,0,0,1,1,0,1,9,5,0,16,0,3,0,2,3,0,35,1,4,7,19,15,1,0,0,31,0,0,6,3,2,3,2,5,1,1,15,3,0,0,0,1,3,17,3,2,19,1,2,9,4,3,9,0,0,0,5,18,9,0,0,0,1,0,16,9,2,1,0,2,8,5,2,0,0,0,12,0,41,0,0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,17,0,0,0,0,0,0,0,0,0,0,2,0,0,7,14,10,3,1,2,14,0
42,Schweizerische Volkspartei (SVP),Peter Keller,0,0,0,0,0,1,6,0,0,2,0,0,0,2,0,0,0,1,0,1,5,0,1,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,1,0,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,51,1,0,0,0,0,1,1,5,0,0,3,0,1,5,0,0,0,9,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,1,0
