,Speaker,Speaker Party,"('absatz', 'buchstab')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('automat', 'informationsaustausch')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'minderheitsantrag')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('direkt', 'demokrati')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('europa', 'gerichtshof')","('europa', 'union')","('fassung', 'bundesrat')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('ganz', 'klar')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'standerat')","('heut', 'geltend')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('ja', 'schon')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('mehr', 'geld')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('pro', 'helvetia')","('rentnerinn', 'rentn')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('worum', 'geht')","('zwanzig', 'jahr')","('zwei', 'drei')","('zweit', 'saul')"
41,Roland F. Borer,Schweizerische Volkspartei (SVP),0.005235602094240838,0.010471204188481676,0.0,0.010471204188481676,0.005235602094240838,0.031413612565445025,0.031413612565445025,0.020942408376963352,0.005235602094240838,0.041884816753926704,0.0,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.0,0.0,0.010471204188481676,0.005235602094240838,0.0,0.0,0.020942408376963352,0.010471204188481676,0.005235602094240838,0.005235602094240838,0.0,0.0,0.0,0.005235602094240838,0.0,0.005235602094240838,0.010471204188481676,0.005235602094240838,0.05235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.0,0.010471204188481676,0.0,0.0,0.0,0.005235602094240838,0.015706806282722512,0.010471204188481676,0.005235602094240838,0.005235602094240838,0.04712041884816754,0.0,0.07329842931937172,0.0,0.0,0.015706806282722512,0.0,0.0,0.05235602094240838,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.010471204188481676,0.07853403141361257,0.07329842931937172,0.0,0.005235602094240838,0.005235602094240838,0.0,0.0,0.0,0.005235602094240838,0.010471204188481676,0.0,0.0,0.0,0.005235602094240838,0.005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.015706806282722512,0.005235602094240838,0.0,0.005235602094240838,0.0,0.0,0.0,0.020942408376963352,0.0,0.0,0.005235602094240838,0.0,0.0,0.010471204188481676,0.02617801047120419,0.0,0.0,0.0,0.020942408376963352,0.0,0.0,0.020942408376963352,0.005235602094240838,0.0,0.0,0.0,0.005235602094240838,0.0,0.0,0.0,0.005235602094240838,0.0,0.0,0.0,0.005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010471204188481676,0.0,0.005235602094240838,0.005235602094240838,0.010471204188481676,0.005235602094240838,0.0,0.0,0.005235602094240838,0.005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.0,0.005235602094240838,0.005235602094240838,0.005235602094240838,0.020942408376963352
42,Rudolf Joder,Schweizerische Volkspartei (SVP),0.013333333333333334,0.0,0.0,0.013333333333333334,0.0,0.013333333333333334,0.04666666666666667,0.0,0.0,0.07333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.04666666666666667,0.006666666666666667,0.0,0.0,0.013333333333333334,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.05333333333333334,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.06666666666666667,0.0,0.02,0.02,0.0,0.0,0.0,0.006666666666666667,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.04666666666666667,0.0,0.013333333333333334,0.0,0.0,0.013333333333333334,0.006666666666666667,0.013333333333333334,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.05333333333333334,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.006666666666666667,0.006666666666666667,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04666666666666667,0.02666666666666667,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.013333333333333334,0.0,0.013333333333333334,0.013333333333333334,0.0,0.0,0.006666666666666667,0.006666666666666667,0.0,0.0
43,Sebastian Frehner,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
44,Simon Schenk,Schweizerische Volkspartei (SVP),0.04150943396226415,0.0,0.0,0.0037735849056603774,0.011320754716981131,0.011320754716981131,0.033962264150943396,0.0,0.0,0.10566037735849057,0.0,0.0,0.0,0.0037735849056603774,0.0,0.0037735849056603774,0.01509433962264151,0.0,0.007547169811320755,0.052830188679245285,0.0,0.018867924528301886,0.0037735849056603774,0.007547169811320755,0.0,0.0,0.0037735849056603774,0.0,0.0,0.007547169811320755,0.007547169811320755,0.0,0.011320754716981131,0.0,0.0,0.0,0.0,0.01509433962264151,0.0037735849056603774,0.0,0.0,0.0,0.0,0.0,0.011320754716981131,0.0,0.0,0.0037735849056603774,0.007547169811320755,0.0037735849056603774,0.0,0.0037735849056603774,0.0037735849056603774,0.011320754716981131,0.0,0.007547169811320755,0.0,0.0,0.0037735849056603774,0.0,0.007547169811320755,0.018867924528301886,0.0,0.0,0.007547169811320755,0.0,0.0,0.011320754716981131,0.011320754716981131,0.0037735849056603774,0.0037735849056603774,0.0,0.0,0.0,0.0,0.0037735849056603774,0.0,0.0,0.007547169811320755,0.0,0.0,0.0,0.0,0.0,0.0037735849056603774,0.0,0.0,0.0037735849056603774,0.0,0.0,0.0,0.0,0.011320754716981131,0.0,0.022641509433962263,0.0,0.01509433962264151,0.0,0.0,0.0,0.011320754716981131,0.0,0.0,0.0,0.033962264150943396,0.0,0.0037735849056603774,0.0,0.0,0.12452830188679245,0.0,0.0037735849056603774,0.03018867924528302,0.0,0.022641509433962263,0.0,0.0,0.0,0.0,0.011320754716981131,0.018867924528301886,0.0,0.0,0.0,0.007547169811320755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037735849056603774,0.0,0.01509433962264151,0.0037735849056603774,0.0,0.12075471698113208,0.0,0.0,0.0,0.01509433962264151,0.0,0.0,0.0,0.0,0.007547169811320755,0.0037735849056603774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037735849056603774,0.0
45,Sylvia Flückiger-Bäni,Schweizerische Volkspartei (SVP),0.006024096385542169,0.03614457831325301,0.0,0.0,0.006024096385542169,0.012048192771084338,0.04819277108433735,0.018072289156626505,0.0,0.10843373493975904,0.0,0.006024096385542169,0.0,0.006024096385542169,0.0,0.006024096385542169,0.0,0.0,0.0,0.006024096385542169,0.0,0.0,0.0,0.012048192771084338,0.0,0.006024096385542169,0.0,0.0,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.006024096385542169,0.006024096385542169,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.05421686746987952,0.0,0.0,0.012048192771084338,0.012048192771084338,0.0,0.0,0.006024096385542169,0.0,0.0,0.0,0.018072289156626505,0.012048192771084338,0.0,0.006024096385542169,0.030120481927710843,0.0,0.0,0.0,0.0,0.024096385542168676,0.030120481927710843,0.0,0.0,0.0,0.006024096385542169,0.0,0.0,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.006024096385542169,0.0,0.0,0.0,0.006024096385542169,0.0,0.012048192771084338,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.06626506024096386,0.0,0.0,0.0,0.0,0.0,0.006024096385542169,0.0,0.006024096385542169,0.0,0.0,0.04216867469879518,0.0,0.0,0.13253012048192772,0.0,0.0,0.0,0.024096385542168676,0.0,0.0,0.006024096385542169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018072289156626505,0.0,0.018072289156626505,0.006024096385542169,0.006024096385542169,0.018072289156626505,0.006024096385542169,0.0,0.006024096385542169,0.0,0.0,0.006024096385542169,0.012048192771084338,0.0,0.0,0.006024096385542169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006024096385542169,0.0
46,Theophil Pfister,Schweizerische Volkspartei (SVP),0.009404388714733543,0.0,0.0,0.003134796238244514,0.003134796238244514,0.01567398119122257,0.06269592476489028,0.0,0.0,0.07210031347962383,0.0,0.0,0.0,0.0,0.003134796238244514,0.0,0.0,0.003134796238244514,0.003134796238244514,0.018808777429467086,0.006269592476489028,0.0,0.003134796238244514,0.0219435736677116,0.003134796238244514,0.01567398119122257,0.0,0.003134796238244514,0.006269592476489028,0.0,0.009404388714733543,0.0,0.006269592476489028,0.0,0.006269592476489028,0.003134796238244514,0.0,0.0,0.0,0.012539184952978056,0.0,0.0,0.006269592476489028,0.0,0.012539184952978056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003134796238244514,0.018808777429467086,0.0,0.03761755485893417,0.0,0.0,0.050156739811912224,0.0,0.003134796238244514,0.012539184952978056,0.025078369905956112,0.0,0.04075235109717868,0.003134796238244514,0.0,0.006269592476489028,0.0,0.01567398119122257,0.050156739811912224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003134796238244514,0.006269592476489028,0.0,0.012539184952978056,0.0,0.0,0.0,0.0,0.003134796238244514,0.0,0.009404388714733543,0.03134796238244514,0.0,0.025078369905956112,0.0,0.003134796238244514,0.0,0.05956112852664577,0.03134796238244514,0.0,0.0,0.0,0.0,0.0,0.0,0.006269592476489028,0.0,0.0,0.02821316614420063,0.003134796238244514,0.0,0.003134796238244514,0.0,0.04075235109717868,0.0,0.0,0.0,0.0,0.009404388714733543,0.0,0.0,0.0,0.0,0.003134796238244514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006269592476489028,0.0,0.006269592476489028,0.009404388714733543,0.003134796238244514,0.003134796238244514,0.03134796238244514,0.003134796238244514,0.012539184952978056,0.009404388714733543,0.003134796238244514,0.012539184952978056,0.009404388714733543,0.0,0.0,0.0,0.0,0.0219435736677116,0.012539184952978056,0.0,0.0,0.0,0.0,0.0,0.0
47,This Jenny,Schweizerische Volkspartei (SVP),0.0022624434389140274,0.0,0.0,0.011312217194570135,0.0,0.004524886877828055,0.024886877828054297,0.0022624434389140274,0.0,0.0,0.0,0.0,0.0022624434389140274,0.0,0.0,0.0,0.0,0.006787330316742082,0.0,0.01583710407239819,0.0022624434389140274,0.0,0.0022624434389140274,0.004524886877828055,0.0,0.00904977375565611,0.00904977375565611,0.0,0.0,0.004524886877828055,0.0,0.0,0.0,0.0022624434389140274,0.004524886877828055,0.0022624434389140274,0.0022624434389140274,0.0,0.0,0.0,0.0,0.0,0.004524886877828055,0.0,0.0022624434389140274,0.011312217194570135,0.0,0.0,0.0,0.00904977375565611,0.0022624434389140274,0.0,0.004524886877828055,0.03619909502262444,0.0022624434389140274,0.027149321266968326,0.0,0.0,0.027149321266968326,0.0,0.01583710407239819,0.01809954751131222,0.004524886877828055,0.00904977375565611,0.0,0.006787330316742082,0.0,0.0,0.00904977375565611,0.083710407239819,0.04751131221719457,0.0,0.0,0.0,0.0,0.0,0.013574660633484163,0.00904977375565611,0.013574660633484163,0.006787330316742082,0.0,0.02262443438914027,0.0,0.0,0.004524886877828055,0.0,0.0022624434389140274,0.0,0.0,0.0,0.00904977375565611,0.011312217194570135,0.006787330316742082,0.0,0.0,0.0,0.004524886877828055,0.0,0.08144796380090498,0.033936651583710405,0.0,0.1244343891402715,0.0,0.0022624434389140274,0.013574660633484163,0.01583710407239819,0.013574660633484163,0.0,0.0,0.0,0.029411764705882353,0.013574660633484163,0.011312217194570135,0.0,0.0,0.0,0.006787330316742082,0.004524886877828055,0.0,0.01583710407239819,0.00904977375565611,0.0,0.0,0.0,0.0022624434389140274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00904977375565611,0.0022624434389140274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011312217194570135,0.0,0.0,0.020361990950226245,0.0,0.0,0.0,0.0,0.013574660633484163,0.027149321266968326,0.0
48,Thomas Fuchs,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49,Thomas Hurter,Schweizerische Volkspartei (SVP),0.0,0.041666666666666664,0.0,0.010416666666666666,0.015625,0.015625,0.07291666666666667,0.005208333333333333,0.005208333333333333,0.07291666666666667,0.005208333333333333,0.0,0.0,0.0,0.0,0.005208333333333333,0.0,0.005208333333333333,0.036458333333333336,0.0,0.06770833333333333,0.0,0.0,0.005208333333333333,0.010416666666666666,0.0,0.005208333333333333,0.005208333333333333,0.0,0.0,0.0,0.005208333333333333,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.005208333333333333,0.010416666666666666,0.0,0.0,0.005208333333333333,0.046875,0.0,0.0,0.0,0.005208333333333333,0.020833333333333332,0.0,0.0,0.046875,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.036458333333333336,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.0,0.041666666666666664,0.0,0.0,0.0,0.005208333333333333,0.0,0.026041666666666668,0.0,0.005208333333333333,0.0,0.0,0.010416666666666666,0.0,0.015625,0.005208333333333333,0.0,0.0,0.036458333333333336,0.0,0.020833333333333332,0.026041666666666668,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.005208333333333333,0.0,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.005208333333333333,0.026041666666666668,0.0,0.010416666666666666,0.010416666666666666,0.0,0.0,0.010416666666666666,0.005208333333333333,0.005208333333333333,0.0,0.0,0.005208333333333333,0.005208333333333333,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.0
50,Thomas Müller,Schweizerische Volkspartei (SVP),0.0058823529411764705,0.0,0.0,0.0,0.0058823529411764705,0.023529411764705882,0.08823529411764706,0.0,0.0,0.07647058823529412,0.0058823529411764705,0.0,0.0,0.0058823529411764705,0.029411764705882353,0.0058823529411764705,0.0058823529411764705,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.011764705882352941,0.011764705882352941,0.0,0.0,0.029411764705882353,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0058823529411764705,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0,0.01764705882352941,0.0,0.0058823529411764705,0.011764705882352941,0.0058823529411764705,0.011764705882352941,0.011764705882352941,0.0,0.0,0.0058823529411764705,0.0,0.023529411764705882,0.01764705882352941,0.0,0.0,0.0058823529411764705,0.0,0.0,0.01764705882352941,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,0.023529411764705882,0.0,0.01764705882352941,0.0,0.0,0.0,0.011764705882352941,0.0,0.058823529411764705,0.041176470588235294,0.0,0.0,0.0058823529411764705,0.0058823529411764705,0.0,0.08823529411764706,0.0,0.01764705882352941,0.0,0.0,0.0,0.0,0.0,0.01764705882352941,0.0,0.0,0.0,0.0058823529411764705,0.0,0.029411764705882353,0.0,0.0,0.0,0.011764705882352941,0.0,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0058823529411764705,0.09411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0,0.0,0.0,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0,0.0,0.023529411764705882
51,Toni Bortoluzzi,Schweizerische Volkspartei (SVP),0.0,0.013636363636363636,0.0,0.0,0.0,0.04090909090909091,0.03636363636363636,0.0,0.006818181818181818,0.02727272727272727,0.013636363636363636,0.0,0.0,0.011363636363636364,0.004545454545454545,0.004545454545454545,0.025,0.004545454545454545,0.0,0.015909090909090907,0.004545454545454545,0.0,0.013636363636363636,0.004545454545454545,0.004545454545454545,0.0022727272727272726,0.00909090909090909,0.0022727272727272726,0.0,0.0,0.0022727272727272726,0.0,0.006818181818181818,0.00909090909090909,0.004545454545454545,0.006818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0022727272727272726,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.029545454545454545,0.0,0.0022727272727272726,0.0,0.011363636363636364,0.0,0.013636363636363636,0.0,0.0,0.013636363636363636,0.0,0.00909090909090909,0.03636363636363636,0.0022727272727272726,0.006818181818181818,0.0,0.0,0.0,0.0,0.0022727272727272726,0.03636363636363636,0.01818181818181818,0.0,0.0,0.0,0.0022727272727272726,0.0,0.0022727272727272726,0.025,0.00909090909090909,0.0,0.0,0.0022727272727272726,0.0022727272727272726,0.013636363636363636,0.0022727272727272726,0.00909090909090909,0.0,0.0,0.0,0.0022727272727272726,0.00909090909090909,0.03409090909090909,0.029545454545454545,0.0,0.006818181818181818,0.0,0.011363636363636364,0.0,0.06818181818181818,0.020454545454545454,0.0,0.025,0.004545454545454545,0.004545454545454545,0.0022727272727272726,0.0022727272727272726,0.006818181818181818,0.0,0.0,0.00909090909090909,0.0,0.0,0.05909090909090909,0.0,0.0,0.013636363636363636,0.006818181818181818,0.004545454545454545,0.0,0.020454545454545454,0.0,0.0,0.0,0.0,0.0,0.0022727272727272726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015909090909090907,0.0,0.0,0.0,0.0,0.0022727272727272726,0.0022727272727272726,0.0022727272727272726,0.0,0.0,0.006818181818181818,0.0,0.004545454545454545,0.025,0.0,0.011363636363636364,0.0,0.0,0.0,0.0022727272727272726,0.015909090909090907,0.004545454545454545,0.02727272727272727
52,Toni Brunner,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.011764705882352941,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.09411764705882353,0.0,0.0,0.011764705882352941,0.0,0.011764705882352941,0.047058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.08235294117647059,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.011764705882352941,0.0,0.023529411764705882,0.0,0.011764705882352941,0.0,0.0,0.0,0.023529411764705882,0.08235294117647059,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.03529411764705882,0.0,0.0,0.07058823529411765,0.0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023529411764705882,0.011764705882352941,0.047058823529411764,0.011764705882352941,0.011764705882352941,0.011764705882352941,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.047058823529411764,0.0,0.0,0.023529411764705882,0.011764705882352941,0.0,0.0,0.011764705882352941,0.011764705882352941,0.011764705882352941,0.0
