,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'eintret')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpdie', 'liberal')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('fdpliberal', 'fraktion')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('le', 'conseil')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
46,FDP.Die Liberalen (FDP-Liberale),Christian Wasserfallen,0,0,0,0,0,1,2,0,2,6,6,0,3,0,0,19,0,0,0,5,0,0,0,1,6,1,0,0,1,3,0,0,2,0,3,1,0,0,7,0,3,0,0,4,0,0,0,0,0,1,2,0,1,0,0,0,1,4,3,1,1,0,0,1,0,0,1,0,0,1,0,3,0,0,0,2,1,24,2,8,13,0,6,0,0,2,0,0,0,0,0,0,0,19,4,0,1,6,25,0,8,0,0,1,9,1,2,2,18,0,4,2,3,1,1,2,9,25,0,0,0,1,0,0,0,2,7,2,0,0,7,0,0,12,0,0,0,2,0,0,0,0,0,0,2,2,0,0,9,0,0,0,1,0,3,0,0,5,5,0,0,1,0,0,0,3,14,2,1,0,2,2,7,0,2,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,16,0,0,0,0,4,0,2,2,0,0,1,0,0,0,0,5,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,8,1,0,2,1,0,0,0,3,0,2,5,1,0
47,FDP.Die Liberalen (FDP-Liberale),Corina Eichenberger-Walther,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0
48,FDP.Die Liberalen (FDP-Liberale),Damian Müller,5,8,0,0,0,4,0,2,3,6,9,12,8,1,0,48,1,2,0,0,0,0,0,1,0,1,0,1,1,2,0,2,0,0,1,0,4,6,11,0,0,1,1,2,4,1,0,0,0,4,0,0,1,0,0,0,14,2,4,2,0,0,0,2,0,0,0,9,0,2,0,1,0,0,3,0,9,9,0,1,1,0,19,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,3,0,3,2,9,1,0,8,0,1,1,0,9,1,0,0,0,4,0,0,2,1,1,0,0,5,1,1,0,2,0,1,0,1,1,5,4,0,2,0,10,1,1,0,4,1,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,17,0,0,2,0,0,2,4,3,4,1,4,0,0,0,0,2,0,0,0,0,0,2,1,6,0,6,0,0,0,0,0,0,2,0,0,2,2,1,0,0,3,5,6,7,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,24,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,4,2,1,3,6,1,4,3,3,1,5
49,FDP.Die Liberalen (FDP-Liberale),Daniela Schneeberger,4,7,0,0,0,0,0,6,0,5,33,1,0,3,0,70,0,0,0,0,1,0,1,16,0,1,0,0,0,0,2,0,2,0,9,0,0,1,4,1,0,1,0,2,0,0,0,0,0,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,2,0,0,13,9,3,5,0,0,1,0,0,0,0,4,0,0,0,0,0,1,1,1,36,10,0,0,0,2,0,0,0,0,0,5,1,0,3,3,1,11,1,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,1,3,21,0,15,0,0,14,3,0,0,0,1,0,0,8,0,2,0,1,37,24,0,0,1,1,8,0,0,4,1,0,0,1,0,0,1,0,3,0,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,30,0,0,0,0,0,0,2,0,0,2,0,0,0,11,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,1,5,1,0,0,0
50,FDP.Die Liberalen (FDP-Liberale),Didier Burkhalter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,FDP.Die Liberalen (FDP-Liberale),Doris Fiala,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,3,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,FDP.Die Liberalen (FDP-Liberale),Fabio Abate,1,7,5,1,0,7,4,7,1,2,3,0,1,2,1,68,1,1,0,0,0,6,2,0,1,0,0,1,4,0,5,0,0,0,10,0,2,2,7,1,0,15,0,2,0,0,0,3,0,4,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,9,1,0,0,0,3,0,18,0,6,5,2,3,0,0,4,0,6,0,0,0,0,0,0,0,8,0,0,0,10,1,0,0,4,0,1,0,1,1,4,4,36,23,2,1,2,0,1,2,0,2,0,1,0,0,5,3,2,4,0,2,0,7,0,3,0,0,1,0,4,7,1,0,8,24,14,2,1,0,0,0,0,0,0,0,2,0,0,9,14,0,0,0,0,0,0,0,65,2,1,0,0,0,1,0,11,3,2,14,0,0,0,0,1,0,0,0,13,0,11,3,1,0,24,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,41,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,14,0,0,0,1,6,2,0,0,0
53,FDP.Die Liberalen (FDP-Liberale),Giovanni Merlini,0,3,8,0,0,0,0,2,1,0,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,8,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
54,FDP.Die Liberalen (FDP-Liberale),Hans Wicki,2,2,0,0,0,1,3,3,3,4,11,0,4,2,0,13,0,1,0,1,0,0,1,0,1,1,0,0,1,1,8,5,1,1,0,0,0,1,4,0,0,2,0,4,0,3,0,0,0,0,0,0,2,0,0,0,1,3,0,1,2,3,0,0,0,0,0,1,0,0,3,12,0,0,0,2,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,5,10,0,1,0,0,0,1,1,0,2,3,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,3,0,0,0,0,0,1,0,1,0,0,2,2,2,2,6,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,4,0,0,0,0,1,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,7,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,11,1,0,0,4,0,0,1,4,0,0,3,0,1,3,2,0,0
55,FDP.Die Liberalen (FDP-Liberale),Hans-Peter Portmann,0,0,0,0,0,2,3,1,0,1,7,0,0,1,0,6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,3,3,0,0,0,3,0,1,1,0,5,0,0,2,2,3,0,5,0,0,0,2,0,0,0,0,0,20,0,3,1,0,14,0,4,0,0,0,5,1,0,3,9,0,1,4,0,0,0,1,15,23,0,1,0,0,0,0,1,5,2,0,0,2,2,0,7,0,0,0,3,0,0,2,0,1,1,0,3,1,1,3,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,1,1,1,2,4,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,0,2,0,1,0,2,0,0
56,FDP.Die Liberalen (FDP-Liberale),Hans-Ulrich Bigler,1,0,0,0,0,3,4,1,1,3,24,0,1,0,0,11,3,2,0,0,0,1,2,3,0,1,0,1,3,2,2,0,4,0,2,4,0,0,4,0,2,3,0,13,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,8,1,0,0,1,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,1,0,7,0,12,0,0,0,6,2,3,3,10,10,1,0,0,1,0,1,5,1,0,0,0,2,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,5,1,1,8,0,9,1,0,0,2,0,0,0,0,0,5,0,0,1,41,0,0,0,0,0,0,0,29,2,1,0,0,0,0,0,2,6,0,3,0,0,0,5,2,2,0,0,1,0,2,0,0,3,14,1,0,0,0,0,0,4,0,0,1,0,0,0,0,3,2,8,0,2,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,4,0,0,1,1,3,1,4,1,1
57,FDP.Die Liberalen (FDP-Liberale),Hansjörg Brunner,0,3,0,0,0,6,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,4,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,3,0,3,0,5,2,0,0,0,0,0,0,0
58,FDP.Die Liberalen (FDP-Liberale),Ignazio Cassis,2,0,0,0,0,4,1,1,0,0,0,0,2,0,0,5,0,1,0,0,0,0,1,1,2,0,0,1,0,1,0,1,1,0,0,0,0,0,3,0,0,7,2,0,1,0,0,4,0,8,0,0,1,0,0,0,0,3,0,1,0,0,58,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,8,19,2,0,0,0,0,0,1,0,0,0,7,2,12,2,0,1,0,0,0,13,0,8,0,3,0,5,1,0,3,0,0,0,1,1,0,0,37,11,0,0,1,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,1,0,0,8,4,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,0,0,0,0,0,2,1,0,0,2,1,0
59,FDP.Die Liberalen (FDP-Liberale),Isabelle Moret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,FDP.Die Liberalen (FDP-Liberale),Joachim Eder,9,30,1,0,0,12,6,7,5,3,11,2,11,0,0,68,4,2,0,0,3,5,12,12,8,3,2,1,22,0,7,0,10,1,3,0,12,18,34,3,1,10,0,8,3,4,0,0,0,1,0,0,3,0,0,0,7,0,4,1,3,0,0,2,0,6,0,0,0,17,7,2,0,0,1,2,8,4,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,5,13,3,1,3,9,0,1,0,0,0,4,9,11,13,4,0,5,13,1,0,1,0,35,3,0,0,0,6,0,0,0,2,3,3,0,1,1,0,0,1,0,0,3,0,1,28,3,0,4,1,18,4,3,0,5,0,0,0,0,0,1,0,0,0,10,0,0,2,0,3,2,0,7,1,1,1,0,0,1,4,10,8,7,5,0,0,0,0,4,2,0,0,11,1,4,4,1,2,20,13,0,0,0,4,0,1,0,0,1,4,0,3,1,5,6,8,5,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,10,1,45,0,0,0,0,0,0,0,0,0,0,50,2,0,0,6,2,0,2,6,0,0,16,0,6,2,5,6,2
61,FDP.Die Liberalen (FDP-Liberale),Johann N. Schneider-Ammann,39,7,0,3,0,12,4,11,5,12,37,0,6,0,0,29,4,3,0,0,5,0,0,0,1,3,0,1,1,2,24,1,4,0,6,16,3,2,30,0,9,32,52,19,1,2,0,31,0,18,4,0,1,0,0,0,1,3,11,4,2,0,15,6,0,2,0,0,0,7,1,2,0,0,1,1,9,0,7,3,13,0,37,8,1,0,0,0,0,0,0,0,0,9,0,8,4,0,1,0,1,3,62,0,13,31,10,19,41,2,4,15,7,0,5,11,1,2,0,138,47,0,0,9,3,15,2,0,0,3,0,0,0,0,0,0,4,0,2,1,4,3,13,0,2,4,4,5,7,9,12,0,6,0,3,0,0,4,15,0,0,0,1,0,1,1,34,1,20,0,1,0,0,0,44,3,1,8,18,0,0,0,0,0,0,0,1,0,1,0,1,10,6,0,1,0,4,0,22,5,1,0,14,31,2,0,1,4,11,13,0,1,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,14,5,3,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,18,2,1,22,13,5,0,7,2,0,3,8,5,1
62,FDP.Die Liberalen (FDP-Liberale),Josef Dittli,13,3,0,15,0,8,3,21,3,7,8,1,11,0,0,31,1,3,0,0,0,10,16,5,6,2,0,2,10,0,7,0,3,0,3,2,0,4,9,1,1,22,2,9,3,0,0,2,0,3,2,0,7,0,0,0,3,1,2,1,0,0,0,7,0,4,1,0,0,0,1,1,0,6,1,1,4,2,0,3,3,0,1,0,1,1,2,0,0,0,0,0,0,0,12,0,2,4,13,1,1,0,0,0,4,6,1,0,12,0,7,10,0,0,4,0,6,3,0,0,1,2,6,2,1,0,0,7,0,0,0,0,0,1,3,1,0,0,4,29,3,9,6,2,7,4,4,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,1,0,0,24,2,0,0,0,0,0,1,8,9,1,4,0,0,0,0,2,1,0,0,7,1,10,4,4,0,24,0,0,0,0,0,0,2,0,11,0,2,0,0,0,1,3,7,5,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,9,1,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,3,0,0,6,1,7,3,1,1,3
63,FDP.Die Liberalen (FDP-Liberale),Karin Keller-Sutter,4,17,2,0,0,9,9,9,4,5,26,1,5,0,0,68,9,3,4,0,5,4,2,3,7,11,0,5,4,0,7,0,21,0,14,3,8,2,12,16,2,17,2,7,12,0,0,5,0,5,0,0,3,0,0,0,1,6,1,27,1,0,8,11,0,2,3,0,0,0,2,11,0,3,0,4,33,0,0,1,1,5,24,3,2,3,2,0,0,0,0,0,0,1,6,1,1,2,12,3,1,0,7,0,4,6,2,6,20,9,14,8,0,1,3,1,15,5,0,32,41,2,0,7,2,9,21,1,0,1,8,10,0,0,2,0,1,2,0,8,4,0,22,15,5,4,1,2,9,0,0,0,0,0,0,0,0,10,39,0,0,0,2,0,0,0,24,3,7,3,58,5,15,12,18,6,2,5,15,0,0,0,0,0,0,0,0,1,5,6,5,0,18,0,0,0,4,5,2,1,1,0,7,7,1,2,0,0,5,1,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,9,2,6,9,0,26,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,7,0,2,12,4,14,8,4,7,5,2,3,11
