,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'eintret')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bieri')","('herr', 'bundesrat')","('herr', 'david')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'stahelin')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('lasst', 'mitteil')","('le', 'conseil')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
46,FDP.Die Liberalen (FDP-Liberale),Christine Beerli,0,12,15,0,0,0,2,16,0,19,26,0,9,4,1,150,3,1,0,0,0,4,5,5,4,3,4,5,6,0,12,12,1,0,11,0,4,5,14,1,0,1,0,1,0,2,0,1,1,0,0,6,0,0,0,1,2,4,4,1,0,1,0,1,1,3,0,0,0,0,2,0,0,0,1,11,0,1,10,4,0,5,0,7,4,5,0,0,0,0,0,16,0,2,0,18,0,4,0,0,0,0,70,35,6,8,6,1,8,12,2,1,1,7,3,4,3,0,4,1,0,3,0,1,9,0,0,4,5,2,9,0,2,2,0,0,2,0,0,1,9,3,28,3,0,16,0,5,0,3,0,7,0,0,0,0,2,3,0,0,10,63,0,0,1,0,3,2,0,38,2,0,2,5,0,2,0,1,0,4,7,0,0,0,4,2,0,0,4,1,11,6,1,0,9,7,6,0,1,6,2,6,0,0,1,14,1,11,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,2,2,8,0,1,0,2,7,3,5,2,3
47,FDP.Die Liberalen (FDP-Liberale),Christine Egerszegi-Obrist,0,1,0,0,0,0,1,0,2,10,38,0,0,4,0,16,0,0,0,0,0,0,1,1,1,0,0,19,2,0,17,0,6,0,9,0,1,0,5,0,0,0,0,1,1,0,1,0,1,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,10,1,0,3,5,6,0,0,0,6,2,0,0,2,0,0,25,1,0,2,3,0,3,2,4,0,10,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,3,0,4,0,0,2,0,0,0,0,0,1,0,0,3,0,2,1,0,1,2,1,0,4,0,0,0,3,0,3,0,9,6,18,0,0,13,0,5,2,0,19,2,1,0,1,0,0,0,0,0,0,5,0,0,25,6,6,0,0,0,0,0,2,0,0,16,8,3,0,0,5,1,5,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,11,0,0,0,0,2,2,0,7,29
48,FDP.Die Liberalen (FDP-Liberale),Dick Marty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,FDP.Die Liberalen (FDP-Liberale),Dorle Vallender,0,2,26,0,0,0,6,2,1,10,24,1,3,0,0,73,0,1,7,0,0,2,1,5,12,0,1,0,3,1,6,10,0,0,2,1,0,3,6,2,0,2,0,1,0,0,2,0,1,9,1,2,0,0,0,0,8,2,0,0,3,0,0,0,0,3,6,0,0,0,0,0,1,1,0,7,3,0,1,0,1,1,9,2,3,0,4,0,8,2,2,7,1,1,0,10,0,0,0,0,0,0,1,0,0,1,13,6,3,20,0,0,1,0,0,5,0,0,4,0,0,0,0,0,0,1,0,0,3,2,6,0,0,0,3,0,0,0,0,6,0,2,13,3,2,1,25,11,1,2,1,0,0,0,0,1,0,0,0,3,7,30,0,0,1,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,18,1,5,0,0,0,0,1,0,0,0,41,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,3,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,57,2,0,0,2,2,1,0,0,0,2,1,2,1,0
50,FDP.Die Liberalen (FDP-Liberale),Duri Bezzola,0,2,0,0,0,0,1,2,2,3,21,0,0,0,0,13,0,1,0,0,0,0,1,0,1,0,0,0,0,1,9,0,7,1,3,2,1,0,0,0,1,2,0,1,0,0,1,0,0,5,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,2,0,0,6,0,0,5,2,2,0,0,1,0,0,0,0,0,0,1,1,2,0,2,8,1,5,2,3,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,1,0,1,4,20,0,0,1,0,1,2,0,9,0,6,0,1,4,0,1,0,0,0,0,0,0,14,1,2,0,0,0,1,0,0,13,0,6,0,0,28,0,0,0,0,0,0,2,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,1,1,2,0
51,FDP.Die Liberalen (FDP-Liberale),Edi Engelberger,0,8,0,3,0,0,3,1,1,5,44,1,1,0,56,39,3,1,0,0,0,0,0,4,11,2,1,4,0,0,10,0,1,0,3,0,1,3,5,1,4,0,0,2,0,2,2,0,3,5,2,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,2,11,2,2,1,1,3,4,8,8,3,0,0,14,0,0,0,0,0,2,20,0,0,2,3,1,4,8,1,0,6,0,0,23,0,0,1,0,0,0,0,3,0,0,1,1,2,1,5,0,2,0,0,0,1,0,0,0,2,5,6,3,1,3,0,7,0,1,0,0,0,0,0,0,0,0,0,4,1,28,0,0,0,0,15,0,0,8,0,6,2,0,2,1,0,0,0,0,0,0,0,26,6,4,0,0,0,0,0,1,0,0,18,0,3,0,0,0,0,1,0,0,5,6,0,0,0,0,1,0,8,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,7,0,24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,11,0,0,0,0,1,0,0,0,0
52,FDP.Die Liberalen (FDP-Liberale),Erich Müller,0,0,0,0,0,0,2,0,0,6,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,1,3,0,3,0,0,0,0,2,1,10,3,0,0,0,0,0,0,1,1,1,0,3,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,7,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,8,0,0,3,0,1,0,0,34,0,1,0,0,0,0,2,1,0,0,5,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0
53,FDP.Die Liberalen (FDP-Liberale),Erika Forster-Vannini,2,27,9,0,0,1,4,25,3,19,12,2,6,2,0,125,3,1,0,2,0,2,5,7,4,3,0,4,23,0,24,1,5,0,7,1,13,15,15,1,1,8,0,10,2,1,9,4,2,2,1,4,0,0,0,3,2,5,8,0,0,0,4,0,4,1,1,0,1,0,0,0,2,1,1,24,24,0,5,4,0,1,8,11,0,5,0,0,0,0,0,5,1,1,0,9,0,0,1,0,0,0,2,14,0,10,24,1,1,30,3,0,3,6,0,34,4,4,18,1,0,3,0,4,1,0,0,1,1,3,2,0,2,1,0,0,0,0,0,0,4,3,18,4,6,14,1,20,9,11,0,8,0,0,0,1,0,1,0,0,6,33,0,0,0,1,9,20,0,15,1,1,7,14,0,3,4,4,0,4,3,0,0,0,10,4,0,0,6,2,12,8,0,0,21,6,10,0,0,0,0,3,0,0,0,1,0,0,0,1,5,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,14,5,3,26,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,9,2,0,10,5,3,0,1,8,1,5,3,2,4
54,FDP.Die Liberalen (FDP-Liberale),Fabio Abate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,FDP.Die Liberalen (FDP-Liberale),Felix Gutzwiller,0,12,0,0,0,0,0,7,2,15,28,0,5,2,0,23,2,2,0,0,0,1,2,0,1,2,1,1,0,2,6,0,14,1,9,4,4,2,5,2,1,0,0,3,0,1,0,2,0,1,0,2,0,0,0,0,21,1,22,5,2,2,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,2,0,0,0,0,0,1,8,0,4,1,0,1,0,12,2,0,0,5,3,0,7,0,0,3,34,16,7,7,18,6,5,4,6,0,2,3,0,4,0,0,15,0,0,0,0,0,0,2,0,0,11,2,6,0,0,2,5,0,0,0,0,6,14,1,2,3,1,5,3,2,1,0,0,0,0,0,0,1,0,1,0,1,19,22,0,0,5,0,3,2,0,5,3,6,3,16,4,2,0,1,0,0,2,0,0,17,6,1,0,1,1,0,0,0,0,0,23,0,4,0,0,1,1,2,1,0,1,5,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,1,8,0,0,1,8,1,1,8,3,7
56,FDP.Die Liberalen (FDP-Liberale),Franz Steinegger,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
57,FDP.Die Liberalen (FDP-Liberale),Fritz Schiesser,0,40,5,0,0,0,11,36,7,25,28,4,7,0,2,123,7,4,0,0,0,7,17,3,18,1,4,11,42,0,21,1,6,0,10,0,8,6,18,5,2,8,0,12,0,5,2,0,0,1,6,6,0,0,0,0,6,4,32,4,2,0,1,1,11,43,0,3,0,2,5,3,0,0,10,15,0,5,21,5,0,28,0,8,0,8,0,0,0,0,0,14,0,4,0,8,0,2,3,8,0,0,67,25,6,37,41,24,23,7,4,0,3,15,7,12,36,3,32,3,4,2,0,2,24,19,0,6,19,0,3,0,2,0,2,0,1,1,0,2,0,7,54,8,0,14,8,4,7,6,0,0,0,0,0,18,1,1,0,0,23,39,0,0,0,4,6,0,0,35,4,6,14,10,4,6,3,1,1,7,7,0,0,0,7,2,0,0,38,1,28,5,0,0,12,0,16,0,0,0,0,4,1,0,1,5,2,7,2,0,2,5,0,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,15,3,0,1,9,0,0,15,10,0,0,4,10,7,0,9,3,7
58,FDP.Die Liberalen (FDP-Liberale),Fulvio Pelli,0,0,1,0,0,0,1,0,0,1,4,1,3,0,0,10,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,7,0,2,0,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,2,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,4,0,0,0,0,1,1,9,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,2
59,FDP.Die Liberalen (FDP-Liberale),Gabriele Gendotti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,FDP.Die Liberalen (FDP-Liberale),Georges Theiler,0,1,0,0,0,0,0,3,0,2,6,0,3,0,0,5,0,2,0,0,0,0,0,1,0,0,0,3,0,0,9,0,2,0,1,0,0,1,3,0,0,2,0,3,0,0,4,0,1,3,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,3,7,0,0,0,3,0,0,0,1,2,0,4,12,2,0,0,3,0,0,0,4,0,2,3,1,0,2,4,1,0,0,1,0,0,2,0,16,0,0,0,2,0,0,0,1,0,0,0,0,1,1,4,0,0,1,0,0,1,0,0,1,2,2,2,0,2,4,0,2,0,1,0,1,0,0,0,2,0,0,0,1,3,4,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,1,0,0,3,0,0,3,3,2,0,0,0,0,0,0,15,0,33,0,4,0,0,0,0,1,1,0,3,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3,3,3,2,0,0
61,FDP.Die Liberalen (FDP-Liberale),Gerold Bührer,0,0,0,0,0,0,0,1,1,4,12,0,0,0,0,5,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,2,1,0,0,0,0,2,2,0,0,0,0,0,11,0,0,0,0,0,1,0,1,3,4,0,0,1,0,0,5,0,2,2,2,12,0,0,0,1,0,6,2,1,0,4,2,1,2,1,0,0,0,0,8,0,2,0,0,0,10,8,0,2,13,1,1,1,8,0,1,1,0,10,0,0,3,0,0,0,0,0,0,2,0,0,11,0,0,0,0,1,1,0,0,0,0,0,5,1,1,0,5,0,0,4,0,1,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0,2,1,1,0,18,0,0,1,0,8,2,3,0,0,0,3,0,0,7,2,0,0,0,0,0,0,3,0,0,2,0,2,0,1,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,8,0,0,10,3,4
62,FDP.Die Liberalen (FDP-Liberale),Hans Fünfschilling,0,1,0,0,0,0,1,1,1,1,3,0,3,0,0,6,1,0,0,0,0,0,0,0,2,1,0,0,2,0,4,0,5,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,2,8,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,1,0,1,4,1,0,1,0,1,1,0,1,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,7,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,8,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,1,1,0,0,0
63,FDP.Die Liberalen (FDP-Liberale),Hans Hess,0,12,10,5,0,0,3,9,1,7,3,1,15,0,34,92,2,3,1,1,0,23,10,12,5,5,1,0,12,1,7,0,0,1,0,1,5,6,16,0,1,1,0,3,1,1,15,0,0,0,3,2,0,0,0,2,2,1,9,3,0,2,0,0,3,5,0,0,0,0,0,0,1,0,1,15,7,0,1,3,0,0,1,3,0,8,0,0,0,0,0,6,0,1,0,11,0,4,0,0,0,0,4,0,1,8,15,3,6,15,2,0,2,4,1,27,0,0,0,0,0,0,0,16,0,0,0,2,0,2,1,0,2,0,0,0,2,0,0,1,0,1,61,4,4,5,6,3,3,5,1,0,1,0,0,0,0,0,0,0,2,17,0,0,0,2,2,5,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,0,0,1,1,6,8,8,1,12,0,5,0,0,0,1,0,1,0,1,2,0,1,0,1,0,3,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,30,0,0,2,6,2,0,2,15,0,0,3,2,2,3,1,3,0
