,Speaker Party,Speaker,"('absatz', 'artikel')","('absatz', 'buchstab')","('absatz', 'bundesverfass')","('absatz', 'litera')","('absatz', 'streich')","('acht', 'kanton')","('ahv', 'iv')","('allgemein', 'teil')","('allgemein', 'volksinitiativ')","('antrag', 'artikel')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'plattn')","('antrag', 'stell')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'or')","('ausdruck', 'gebracht')","('auseinand', 'gesetzt')","('auslanderinn', 'ausland')","('aussenpolit', 'kommission')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'bund')","('beim', 'eintret')","('bereit', 'erwahnt')","('bereit', 'heut')","('beschluss', 'nationalrat')","('besteht', 'darin')","('betrag', 'million')","('betroff', 'person')","('bilateral', 'abkomm')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'nam')","('botschaft', 'bundesrat')","('brunn', 'christian')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'c')","('bund', 'kanton')","('bundesamt', 'auslanderfrag')","('bundesamt', 'fluchtling')","('bundesamt', 'justiz')","('bundesamt', 'polizei')","('bundesprasident', 'leuenberg')","('bundesrat', 'antrag')","('bundesrat', 'bereit')","('bundesrat', 'entwurf')","('bundesrat', 'folg')","('bundesrat', 'leuenberg')","('bundesrat', 'losung')","('bundesrat', 'meinung')","('bundesrat', 'nationalrat')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesratin', 'dreifuss')","('corporat', 'governanc')","('cvpfraktion', 'antrag')","('cvpfraktion', 'beantragt')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'bitt')","('cvpfraktion', 'eintret')","('cvpfraktion', 'lehnt')","('cvpfraktion', 'mehrheit')","('cvpfraktion', 'meinung')","('cvpfraktion', 'unterstutzt')","('d', 'h')","('dafur', 'empfehl')","('dafur', 'verstandnis')","('darauf', 'hingewies')","('darf', 'sag')","('darum', 'geht')","('davon', 'ausgeh')","('de', 'dardel')","('delegiert', 'minist')","('demograph', 'entwickl')","('deshalb', 'meinung')","('deshalb', 'muss')","('deshalb', 'richtig')","('direkt', 'bundessteu')","('diskussion', 'kommission')","('drei', 'jahr')","('einfuhr', 'tarmed')","('einseit', 'massnahm')","('einstimm', 'kommission')","('embryonal', 'stammzell')","('entscheid', 'fall')","('entscheid', 'gefallt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erst', 'lesung')","('erst', 'lini')","('erteil', 'rahmenbewill')","('etwa', 'million')","('europa', 'union')","('fassung', 'bundesrat')","('fassung', 'nationalrat')","('fdpfraktion', 'antrag')","('fdpfraktion', 'beantrag')","('fdpfraktion', 'begrusst')","('fdpfraktion', 'bitt')","('fdpfraktion', 'eintret')","('fdpfraktion', 'empfehl')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'steht')","('fdpfraktion', 'unterstutzt')","('fdpfraktion', 'vorlag')","('flankier', 'massnahm')","('flughaf', 'zurich')","('folg', 'geb')","('frag', 'herrn')","('frank', 'jahr')","('frank', 'mehr')","('frank', 'wenig')","('frau', 'beerli')","('frau', 'brunn')","('frau', 'fassl')","('frau', 'forst')","('frau', 'spoerry')","('freiwill', 'ahv')","('fried', 'sicherheitspolit')","('funf', 'jahr')","('ganz', 'einfach')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'schweiz')","('ganz', 'wichtig')","('gefahr', 'straftat')","('gegeb', 'zeit')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemacht', 'word')","('gemass', 'artikel')","('gemass', 'bundesrat')","('gesagt', 'word')","('geschied', 'witw')","('gesetz', 'grundlag')","('gewiss', 'verstandnis')","('gross', 'mehrheit')","('grund', 'dafur')","('grund', 'weshalb')","('herr', 'brandli')","('herr', 'buttik')","('herr', 'david')","('herr', 'hofmann')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'maiss')","('herr', 'merz')","('herr', 'plattn')","('herr', 'reimann')","('herr', 'schluer')","('herr', 'schmid')","('herr', 'schweig')","('herr', 'stadl')","('herr', 'stahelin')","('herr', 'strahm')","('herrn', 'bundesprasident')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'leuenberg')","('hess', 'han')","('heut', 'morg')","('initiativ', 'folg')","('inn', 'sich')","('ja', 'schon')","('jurist', 'person')","('kanton', 'gemeind')","('kanton', 'luz')","('kanton', 'uri')","('kanton', 'zurich')","('kenntnis', 'nehm')","('kinderlos', 'witw')","('klar', 'meinung')","('klein', 'kanton')","('kolleg', 'david')","('kolleg', 'leuenberg')","('kolleg', 'maiss')","('kolleg', 'plattn')","('kolleg', 'schmid')","('kommission', 'antrag')","('kommission', 'artikel')","('kommission', 'auffass')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'folg')","('kommission', 'meinung')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('konstruktiv', 'referendum')","('konsumentinn', 'konsument')","('kurz', 'bemerk')","('landlich', 'raum')","('lang', 'zeit')","('lasst', 'mitteil')","('letzt', 'mal')","('leutenegg', 'oberholz')","('litera', 'b')","('losung', 'find')","('mehr', 'benotigt')","('mehr', 'geld')","('mehrheit', 'bleib')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mehrheit', 'zuzustimm')","('meinung', 'bundesrat')","('meinung', 'kommission')","('meinung', 'mehrheit')","('meinung', 'sei')","('meinung', 'soll')","('mieterinn', 'miet')","('million', 'frank')","('mind', 'i')","('mind', 'ii')","('mind', 'kommission')","('minderheitsantrag', 'abzulehn')","('mitarbeiterinn', 'mitarbeit')","('mitteil', 'mehrheit')","('mocht', 'beliebt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'kurz')","('monist', 'syst')","('motion', 'postulat')","('motion', 'uberweis')","('nach', 'generation')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nation', 'uni')","('nationalrat', 'artikel')","('nationalrat', 'beschloss')","('nationalrat', 'bloch')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('natur', 'person')","('neu', 'artikel')","('neu', 'auslandergesetz')","('neu', 'finanzausgleich')","('neu', 'steu')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('pensionskass', 'bund')","('postulat', 'uberweis')","('pro', 'helvetia')","('pro', 'jahr')","('rechnung', 'getrag')","('rechnung', 'trag')","('richtig', 'richtung')","('rund', 'milliard')","('sag', 'bundesrat')","('sag', 'darf')","('schluss', 'gekomm')","('schmid', 'carlo')","('schon', 'erwahnt')","('schon', 'gesagt')","('schriftlich', 'bericht')","('schweizer', 'nationalbank')","('sech', 'jahr')","('seit', 'jahr')","('servic', 'public')","('sinkend', 'beitragsskala')","('sinn', 'bitt')","('spfraktion', 'bitt')","('spfraktion', 'mocht')","('spfraktion', 'unterstutzt')","('st', 'gall')","('staatspolit', 'kommission')","('standerat', 'folg')","('stell', 'fest')","('stellung', 'nehm')","('stimm', 'enthalt')","('strukturell', 'defizit')","('svpfraktion', 'antrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'stimmt')","('svpfraktion', 'unterstutzt')","('teil', 'meinung')","('uberzahl', 'embryon')","('uns', 'kommission')","('verdeckt', 'ermittl')","('verdeckt', 'ermittlungsperson')","('vergang', 'jahr')","('vier', 'jahr')","('volk', 'stand')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlauf', 'aufnahm')","('vorstoss', 'motion')","('vorstoss', 'rahm')","('votum', 'herrn')","('werdend', 'leb')","('wirtschaft', 'leistungsfah')","('wurd', 'bereit')","('wurd', 'kommission')","('zehn', 'jahr')","('zuhand', 'materiali')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'etapp')","('zweit', 'saul')"
90,FDP.Die Liberalen (FDP-Liberale),Trix Heberlein,2,13,0,9,0,0,2,0,0,3,2,6,16,52,0,0,0,0,0,33,0,1,0,0,0,0,0,1,2,1,2,6,3,0,1,0,1,0,0,0,0,0,0,0,0,2,4,4,5,0,1,1,0,0,3,4,2,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,8,0,0,0,5,1,7,0,0,0,0,2,2,7,4,0,11,2,0,0,0,2,1,4,2,0,1,1,0,0,1,4,1,8,3,0,0,0,0,0,5,2,1,0,0,0,0,3,0,7,2,35,1,1,0,0,0,7,1,1,0,10,2,0,0,7,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,0,0,5,6,0,2,0,0,0,0,0,0,11,2,0,5,0,0,2,0,15,2,2,0,1,0,0,3,0,1,2,1,0,1,1,0,0,8,1,14,0,11,0,5,1,0,0,0,45,20,29,3,3,3,0,0,0,0,1,3,0,2,4,4,0,0,7,7,0,0,0,0,0,0,0,5,0,2,0,1,0,0,0,3,0,1,0,7,2,1,0,2,0,0,1,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,8,21,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,5,2,0,0,0,0,0,0,0,0,4,8,2,0,4,1,4,0,12
91,FDP.Die Liberalen (FDP-Liberale),Ulrich Fischer,1,3,0,11,0,0,0,0,0,1,0,0,5,25,0,1,0,0,0,52,0,1,2,0,5,0,1,8,1,4,1,3,2,0,3,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,1,3,3,10,4,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,1,1,13,0,0,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,2,2,0,2,0,0,0,4,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,2,10,1,1,0,0,5,3,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,1,1,16,0,1,0,0,0,1,0,0,4,14,15,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,3,3,1,1,0,0,3,0,1,1,0,0,3,1,1,0,1,0,0,0,0,0,8,1,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,1,0,0,3,2,12,4,2,0,1,0,0
92,FDP.Die Liberalen (FDP-Liberale),Vreni Spoerry,7,5,3,3,1,1,0,0,0,2,6,4,7,27,5,2,8,0,0,28,0,5,1,1,0,0,2,1,3,2,1,0,2,5,1,3,1,0,5,4,5,2,4,0,3,1,0,0,4,0,0,0,0,2,3,5,1,7,2,0,1,7,0,9,5,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1,7,4,0,0,1,1,0,1,8,1,4,0,2,1,0,3,2,3,11,2,3,5,2,3,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,1,0,1,1,0,5,0,6,1,0,0,9,3,20,0,2,8,0,0,11,5,6,3,5,1,3,0,4,1,3,6,6,2,3,10,1,1,4,7,0,0,2,0,1,0,1,2,0,3,2,2,5,3,1,3,0,1,0,1,0,0,10,4,3,0,1,6,5,4,2,0,3,4,0,7,2,5,0,2,2,1,1,0,0,0,0,3,0,2,0,0,6,2,3,0,0,0,2,20,0,0,1,1,1,0,0,0,41,7,14,2,0,15,0,1,0,0,3,2,4,5,3,9,0,0,0,4,0,0,0,0,4,0,2,2,0,3,0,14,6,5,0,6,0,4,0,6,0,2,2,2,0,0,3,0,0,3,1,2,0,3,2,0,12,0,0,0,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,5,10,1,9,0,1,0,0,2,2,1,5,13,4,2,1,3,0,4
93,FDP.Die Liberalen (FDP-Liberale),Walter Bosshard,1,0,0,3,2,0,0,1,0,0,1,1,2,4,0,0,0,0,0,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,0,4,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,8,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94,FDP.Die Liberalen (FDP-Liberale),Werner Messmer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,1,0,0,0,0,0,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
95,FDP.Die Liberalen (FDP-Liberale),Yves Christen,0,0,0,0,0,0,0,0,0,0,1,0,34,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Schweizerische Volkspartei (SVP),Adolf Ogi,1,0,0,0,1,0,0,0,0,0,1,1,0,7,0,0,9,0,46,9,0,14,3,6,4,0,0,0,4,2,1,1,2,2,0,2,0,1,7,0,10,3,2,0,0,0,0,0,11,0,0,0,0,0,2,6,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,9,3,4,2,0,0,0,2,1,2,0,8,0,0,0,0,1,0,0,3,0,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,0,0,0,1,1,0,0,0,3,2,24,4,0,2,0,2,6,2,0,2,1,1,2,0,2,0,0,1,5,0,4,0,0,0,0,9,11,4,10,7,1,1,0,0,0,0,0,0,0,3,5,0,14,0,0,3,0,1,0,8,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,2,2,0,1,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,43,3,0,0,1,1,0,0,2,0,2,0,5,3,1,12,7,0,0,0,0,0,0,1,3,0,0,0,0,6,3,7,0,0,0,1,1,5,0,2,5,1,0,0,6,2,0,0,1,1,0,0,0,6,3,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,3,0,1,0,1,0,0,2,1,14,0,6,1,2,0,0
97,Schweizerische Volkspartei (SVP),Bruno Zuppiger,3,1,0,0,0,0,6,0,0,1,1,0,9,24,0,1,0,1,0,15,0,4,2,0,0,0,1,0,1,3,2,2,1,0,0,4,1,0,8,4,1,2,6,1,0,1,0,0,18,2,4,0,1,0,0,1,5,3,1,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,5,2,1,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,3,3,0,0,2,0,0,0,0,2,0,11,0,0,0,0,0,7,0,2,0,1,1,1,0,4,1,3,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,1,0,0,13,0,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,2,0,4,0,0,0,0,2,0,2,1,0,1,0,3,0,0,0,1,22,4,2,1,0,0,0,0,1,63,19,6,2,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,3,6,1,0,1,0,1,1,4,3,0,4,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,1,0,0,4,0,1,1,4,6,7,1,0,0,9,6,3,1,0,0,1,0,0,4,4,1,0,2,0,0,0,0,0,0,1,0,9,0,0,1,1,0,0
98,Schweizerische Volkspartei (SVP),Caspar Baader,2,2,2,16,3,0,7,1,5,1,1,2,10,32,0,0,2,4,0,59,0,2,0,0,0,0,6,1,8,3,0,0,15,0,1,2,1,1,8,10,16,1,7,1,0,0,1,1,8,0,0,2,0,0,1,1,3,0,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,38,0,0,1,0,4,0,1,0,1,3,1,1,5,0,2,0,0,1,0,0,0,1,8,0,1,9,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,1,2,1,0,0,3,0,0,0,0,10,0,6,2,0,0,0,0,14,9,1,1,11,1,0,0,0,0,1,4,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,1,6,0,0,5,7,0,0,3,0,0,5,0,0,0,0,0,0,5,0,4,1,2,4,2,6,4,0,0,0,5,0,0,1,0,1,2,2,1,3,1,0,0,0,11,36,2,1,1,2,12,2,0,3,83,23,18,5,1,3,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,3,0,0,0,0,0,1,3,2,0,0,4,0,0,37,4,0,0,17,1,0,2,3,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,15,0,2,7,0,1,1,7,0,0,2,2,0,7,0,0,0,0,0,0,6,5,0,1,0,0,0,0,0,0,0,4,13,0,0,1,1,0,1
99,Schweizerische Volkspartei (SVP),Christian Speck,1,8,2,5,1,0,0,0,0,2,2,4,3,24,0,0,1,0,0,19,0,0,0,0,0,2,1,2,3,2,0,2,7,0,0,0,0,0,5,0,5,3,3,0,0,0,1,3,1,0,0,0,0,0,1,3,0,4,8,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,2,40,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,2,2,7,0,0,0,0,0,4,1,5,1,4,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,1,1,2,0,0,0,0,2,0,2,5,2,0,0,0,0,0,0,2,14,2,2,0,0,0,1,0,0,24,12,2,2,0,0,0,0,2,5,0,0,5,3,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,16,0,0,13,0,4,0,8,3,0,0,0,0,0,1,0,0,2,0,0,7,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,8,5,1,0,0,2,4,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,0,2,1,1,0,0
100,Schweizerische Volkspartei (SVP),Christoffel Brändli,1,5,3,0,0,0,2,0,0,0,12,2,1,10,0,2,9,0,0,25,1,3,2,0,0,3,4,3,1,5,1,1,0,2,4,4,0,0,12,0,10,0,1,0,1,3,3,4,8,0,0,0,0,1,1,5,0,4,4,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,22,1,7,7,0,0,0,1,1,1,9,1,6,0,0,2,0,1,0,1,4,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,19,1,0,10,0,3,1,0,3,4,0,0,9,1,2,2,3,0,0,1,15,11,1,3,5,0,1,0,2,0,0,0,0,0,4,0,1,0,2,1,2,0,0,0,1,0,2,2,0,3,2,2,0,3,5,9,0,4,0,6,0,0,4,6,0,1,0,0,0,0,1,0,3,0,1,15,2,11,2,0,3,0,6,0,0,6,1,2,0,4,0,0,5,1,1,0,0,0,3,3,0,0,2,3,1,0,0,0,115,3,2,0,0,0,0,1,2,10,3,0,7,3,1,14,1,0,0,5,0,0,0,1,4,0,5,2,0,2,0,4,2,21,0,22,0,5,0,1,0,0,2,4,1,0,0,0,0,1,1,6,1,4,6,0,4,0,0,0,0,0,2,8,0,5,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,11,3,0,2,0,1,0,3,0,1,0,3,8,1,3,12,7,0,0
101,Schweizerische Volkspartei (SVP),Christoph Blocher,1,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,2,1,0,1,0,0,0,7,2,0,0,0,1,6,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,6,0,0,0,0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,5,0,0,1,10,0,0,0,0,2,0,3,1,0,0,0,0,0,42,2,2,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,0,0,0,6,0,1,2,1,0,4
102,Schweizerische Volkspartei (SVP),Christoph Mörgeli,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
103,Schweizerische Volkspartei (SVP),Elmar Bigger,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
