,Speaker Party,Phrase,tf_idf
0,Bürgerlich-Demokratische Partei Schweiz (BDP),"('herr', 'nationalrat')",253.69186808493998
1,Bürgerlich-Demokratische Partei Schweiz (BDP),"('herr', 'standerat')",207.25100698742364
2,Bürgerlich-Demokratische Partei Schweiz (BDP),"('mocht', 'bitt')",151.32077010963673
3,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bdpfraktion', 'vorlag')",91.94154604215602
4,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bdpfraktion', 'unterstutzt')",78.83741664603441
5,Bürgerlich-Demokratische Partei Schweiz (BDP),"('darauf', 'hingewies')",77.9618416344326
6,Bürgerlich-Demokratische Partei Schweiz (BDP),"('herrn', 'standerat')",73.53937393772759
7,Bürgerlich-Demokratische Partei Schweiz (BDP),"('frau', 'nationalratin')",70.0695450952493
8,Bürgerlich-Demokratische Partei Schweiz (BDP),"('nam', 'bdpfraktion')",69.87861929989414
9,Bürgerlich-Demokratische Partei Schweiz (BDP),"('unterstutzt', 'bdpfraktion')",67.092479544276
10,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bdpfraktion', 'mehrheit')",64.60757289448802
11,Bürgerlich-Demokratische Partei Schweiz (BDP),"('nationalrat', 'aeschi')",62.383246250395075
12,Bürgerlich-Demokratische Partei Schweiz (BDP),"('sicht', 'bdp')",57.15285294512401
13,Bürgerlich-Demokratische Partei Schweiz (BDP),"('herrn', 'nationalrat')",50.66567106887257
14,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bdpfraktion', 'antrag')",49.698132995760005
15,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bdpfraktion', 'lehnt')",49.698132995760005
16,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bdpfraktion', 'eintret')",47.213226345972004
17,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bdpfraktion', 'begrusst')",44.72831969618401
18,Bürgerlich-Demokratische Partei Schweiz (BDP),"('mehrheit', 'bdpfraktion')",42.24341304639601
19,Bürgerlich-Demokratische Partei Schweiz (BDP),"('automat', 'informationsaustausch')",42.1683712432491
20,Bürgerlich-Demokratische Partei Schweiz (BDP),"('frau', 'standeratin')",40.89568365303677
21,Bürgerlich-Demokratische Partei Schweiz (BDP),"('darum', 'bitt')",40.20253647247683
22,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bdpfraktion', 'klar')",39.758506396608006
23,Bürgerlich-Demokratische Partei Schweiz (BDP),"('darub', 'diskuti')",38.92465037838378
24,Bürgerlich-Demokratische Partei Schweiz (BDP),"('unternehmenssteuerreform', 'iii')",37.302789945951126
25,Bürgerlich-Demokratische Partei Schweiz (BDP),"('lehnt', 'bdpfraktion')",37.273599746820004
26,Bürgerlich-Demokratische Partei Schweiz (BDP),"('sicht', 'bdpfraktion')",37.273599746820004
27,Bürgerlich-Demokratische Partei Schweiz (BDP),"('nationalrat', 'matt')",37.273599746820004
28,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bdp', 'begrusst')",37.273599746820004
29,Bürgerlich-Demokratische Partei Schweiz (BDP),"('standerat', 'schmid')",35.894218231509896
30,Bürgerlich-Demokratische Partei Schweiz (BDP),"('mocht', 'sag')",35.680929513518464
31,Bürgerlich-Demokratische Partei Schweiz (BDP),"('mocht', 'wirklich')",35.573769048357335
32,Bürgerlich-Demokratische Partei Schweiz (BDP),"('wirklich', 'bitt')",35.03477254762465
33,Bürgerlich-Demokratische Partei Schweiz (BDP),"('nationalrat', 'schwand')",34.657359027997266
34,Bürgerlich-Demokratische Partei Schweiz (BDP),"('eidgenoss', 'steuerverwalt')",34.46453418919397
35,Bürgerlich-Demokratische Partei Schweiz (BDP),"('kollektiv', 'kapitalanlag')",34.46453418919397
36,Bürgerlich-Demokratische Partei Schweiz (BDP),"('denk', 'richtig')",31.884770305757485
37,Bürgerlich-Demokratische Partei Schweiz (BDP),"('nationalrat', 'caroni')",31.884770305757485
38,Bürgerlich-Demokratische Partei Schweiz (BDP),"('standerat', 'germann')",31.859756371375184
39,Bürgerlich-Demokratische Partei Schweiz (BDP),"('nationalratin', 'leutenegg')",31.516874544740396
40,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bdpfraktion', 'artikel')",29.818879797456006
41,Bürgerlich-Demokratische Partei Schweiz (BDP),"('stimmt', 'bdpfraktion')",29.818879797456006
42,Bürgerlich-Demokratische Partei Schweiz (BDP),"('deshalb', 'bdpfraktion')",29.818879797456006
43,Bürgerlich-Demokratische Partei Schweiz (BDP),"('heut', 'gesagt')",29.64480754029778
44,Bürgerlich-Demokratische Partei Schweiz (BDP),"('darauf', 'hinweis')",28.382557567571506
45,Bürgerlich-Demokratische Partei Schweiz (BDP),"('standerat', 'fohn')",28.014999595324795
46,Bürgerlich-Demokratische Partei Schweiz (BDP),"('ausdruck', 'gebracht')",27.166162243247015
47,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bundesrat', 'auffass')",27.032740041837865
48,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bdpfraktion', 'mind')",26.876392038420825
49,Bürgerlich-Demokratische Partei Schweiz (BDP),"('anschau', 'seh')",26.410828535901658
50,Bürgerlich-Demokratische Partei Schweiz (BDP),"('mocht', 'darum')",25.646445680717974
51,Bürgerlich-Demokratische Partei Schweiz (BDP),"('standerat', 'levrat')",25.08463256919277
52,Bürgerlich-Demokratische Partei Schweiz (BDP),"('nationalrat', 'kaufmann')",24.95329850015803
53,Bürgerlich-Demokratische Partei Schweiz (BDP),"('nationalrat', 'baad')",24.95329850015803
54,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bdpfraktion', 'bitt')",24.849066497880003
55,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bdp', 'klar')",24.849066497880003
56,Bürgerlich-Demokratische Partei Schweiz (BDP),"('vorweg', 'bdpfraktion')",24.849066497880003
57,Bürgerlich-Demokratische Partei Schweiz (BDP),"('wurd', 'gesagt')",24.61341016718387
58,Bürgerlich-Demokratische Partei Schweiz (BDP),"('standerat', 'grab')",24.513124645909194
59,Bürgerlich-Demokratische Partei Schweiz (BDP),"('denk', 'macht')",23.56700413903814
60,Bürgerlich-Demokratische Partei Schweiz (BDP),"('einfach', 'sag')",23.516976270273535
61,Bürgerlich-Demokratische Partei Schweiz (BDP),"('minderheitsantrag', 'abzulehn')",22.439201651238907
62,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bdpfraktion', 'empfiehlt')",22.364159848092005
63,Bürgerlich-Demokratische Partei Schweiz (BDP),"('bdp', 'wichtig')",22.364159848092005
64,Bürgerlich-Demokratische Partei Schweiz (BDP),"('zusammenhang', 'unternehmenssteuerreform')",22.18070977791825
