,Speaker Party,Speaker,"('ab', 'jahr')","('abgelehnt', 'word')","('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'geht')","('absatz', 'litera')","('absatz', 'streich')","('acht', 'jahr')","('administrativ', 'aufwand')","('allgemein', 'teil')","('ambulant', 'bereich')","('amtlich', 'bulletin')","('angehor', 'arme')","('angenomm', 'word')","('anlieg', 'motion')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'gestellt')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'stell')","('antrag', 'wurd')","('antwort', 'bundesrat')","('antwort', 'frag')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'artikel')","('artikel', 'buchstab')","('artikel', 'geht')","('artikel', 'ziff')","('auffass', 'bundesrat')","('aufmerksam', 'gemacht')","('aug', 'behalt')","('ausdruck', 'gebracht')","('ausfuhr', 'herrn')","('auslanderinn', 'ausland')","('aussenpolit', 'kommission')","('ausserhalb', 'bauzon')","('aussicht', 'gestellt')","('automat', 'informationsaustausch')","('beantrag', 'nam')","('beantragt', 'bundesrat')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'motion')","('beantragt', 'stimm')","('beid', 'antrag')","('beid', 'rat')","('beim', 'bund')","('beim', 'bundesamt')","('beim', 'eintret')","('bereit', 'erwahnt')","('bereit', 'heut')","('bereit', 'jahr')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('beschluss', 'standerat')","('besond', 'wichtig')","('best', 'dank')","('betrag', 'million')","('betroff', 'person')","('big', 'to')","('bitt', 'antrag')","('bitt', 'bundesrat')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'kommission')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'e')","('bund', 'kanton')","('bundesamt', 'gesund')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'beauftragt')","('bundesrat', 'bleib')","('bundesrat', 'botschaft')","('bundesrat', 'couchepin')","('bundesrat', 'deshalb')","('bundesrat', 'entwurf')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'mocht')","('bundesrat', 'motion')","('bundesrat', 'nationalrat')","('bundesrat', 'parlament')","('bundesrat', 'schlagt')","('bundesrat', 'schreibt')","('bundesrat', 'standerat')","('bundesrat', 'unterstutz')","('bundesrat', 'verwalt')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpfraktion', 'unterstutzt')","('d', 'h')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'angewies')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darf', 'sag')","('darub', 'hinaus')","('darum', 'bitt')","('davon', 'ausgeh')","('de', 'la')","('deshalb', 'antrag')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('deshalb', 'mocht')","('deshalb', 'muss')","('differenz', 'nationalrat')","('differenz', 'standerat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'gegenvorschlag')","('diskussion', 'gefuhrt')","('diskussion', 'kommission')","('diskussion', 'stehend')","('diskussion', 'steht')","('diskutiert', 'word')","('drei', 'jahr')","('drei', 'punkt')","('dreissig', 'jahr')","('eben', 'gerad')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('eigent', 'schon')","('einfach', 'sag')","('eintret', 'vorlag')","('empfiehlt', 'stimm')","('end', 'jahr')","('enthalt', 'abgelehnt')","('entscheid', 'fall')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erinn', 'daran')","('erinner', 'ruf')","('erneuerbar', 'energi')","('erst', 'lini')","('erst', 'phas')","('erst', 'punkt')","('erst', 'schritt')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fall', 'den')","('famili', 'kind')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fassung', 'standerat')","('fdpfraktion', 'bitt')","('fdpfraktion', 'unterstutzt')","('finanziell', 'auswirk')","('finanziell', 'mittel')","('finanzplatz', 'schweiz')","('flankier', 'massnahm')","('folg', 'antrag')","('folg', 'geb')","('folgend', 'grund')","('folgend', 'sag')","('forschung', 'innovation')","('frag', 'beantwort')","('frag', 'herr')","('frag', 'herrn')","('frag', 'wer')","('frank', 'pro')","('frank', 'wenig')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fassl')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('frau', 'standeratin')","('funf', 'jahr')","('ganz', 'besond')","('ganz', 'einfach')","('ganz', 'genau')","('ganz', 'herzlich')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'reih')","('ganz', 'sich')","('ganz', 'wichtig')","('gar', 'mehr')","('geh', 'davon')","('geht', 'darum')","('geht', 'eben')","('geht', 'eigent')","('geht', 'frag')","('geht', 'ja')","('geltend', 'gemacht')","('geltend', 'recht')","('gemacht', 'word')","('gemacht', 'wurd')","('gemass', 'artikel')","('gentechn', 'verandert')","('gesagt', 'hatt')","('gesagt', 'word')","('gesagt', 'wurd')","('geschatzt', 'kolleg')","('gesetz', 'regel')","('gibt', 'ja')","('gibt', 'kanton')","('gibt', 'verschied')","('gibt', 'zwei')","('glaub', 'wichtig')","('gleich', 'lang')","('gross', 'bedeut')","('gross', 'mehrheit')","('grun', 'fraktion')","('grund', 'dafur')","('grund', 'genomm')","('grund', 'weshalb')","('gut', 'daran')","('gut', 'grund')","('handlungsbedarf', 'besteht')","('herr', 'bieri')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'david')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'schmid')","('herr', 'stahelin')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'bereit')","('heut', 'geltend')","('heut', 'ja')","('heut', 'morg')","('heutig', 'regel')","('hoh', 'kost')","('hoh', 'million')","('hoh', 'preis')","('indirekt', 'gegenvorschlag')","('infrag', 'gestellt')","('initiativ', 'folg')","('inn', 'sich')","('insgesamt', 'million')","('interess', 'daran')","('interess', 'schweiz')","('international', 'organisation')","('international', 'standard')","('international', 'zusammenarbeit')","('ja', 'bereit')","('ja', 'gerad')","('ja', 'nein')","('ja', 'sag')","('ja', 'schon')","('jahr', 'lang')","('jahr', 'mehr')","('jahr', 'neu')","('januar', 'kraft')","('je', 'nachd')","('jugend', 'sport')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'bund')","('kanton', 'luz')","('kanton', 'schwyz')","('kanton', 'tessin')","('kanton', 'thurgau')","('kanton', 'zurich')","('kauf', 'nehm')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('klar', 'meinung')","('klein', 'mittl')","('kolleginn', 'kolleg')","('komm', 'schluss')","('kommission', 'antrag')","('kommission', 'auffass')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'einstimm')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'nationalrat')","('kommission', 'rat')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'verkehr')","('kommission', 'vorlag')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionsmehr', 'zuzustimm')","('konsumentinn', 'konsument')","('konzept', 'bundesrat')","('kraft', 'setz')","('kraft', 'tret')","('landlich', 'raum')","('lang', 'spiess')","('letzt', 'jahr')","('letzt', 'mal')","('letzt', 'punkt')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('litera', 'a')","('losung', 'bundesrat')","('losung', 'find')","('losung', 'gefund')","('macht', 'sinn')","('mehr', 'geld')","('mehrheit', 'finanzkommission')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zustimm')","('mehrheit', 'zuzustimm')","('meinung', 'bundesrat')","('meinung', 'kommission')","('milliard', 'frank')","('mind', 'beantragt')","('mind', 'folg')","('mind', 'i')","('mind', 'kommission')","('mind', 'zuzustimm')","('minderheitsantrag', 'abzulehn')","('mitarbeiterinn', 'mitarbeit')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'bundesrat')","('mocht', 'daran')","('mocht', 'darauf')","('mocht', 'deshalb')","('mocht', 'einfach')","('mocht', 'kurz')","('mocht', 'nochmal')","('mocht', 'sag')","('moglich', 'geb')","('moglich', 'rasch')","('motion', 'abzulehn')","('motion', 'annehm')","('motion', 'anzunehm')","('motion', 'nationalrat')","('motion', 'postulat')","('motion', 'standerat')","('motion', 'uberweis')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'kommissionsmehr')","('nam', 'mehrheit')","('nam', 'mind')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'anzuschliess')","('nationalrat', 'beschloss')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('natur', 'person')","('nein', 'sag')","('neu', 'artikel')","('neu', 'bestimm')","('neu', 'gesetz')","('neu', 'regel')","('offent', 'beschaffungswes')","('offent', 'hand')","('offent', 'interess')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('postulat', 'uberweis')","('pro', 'helvetia')","('pro', 'jahr')","('rapp', 'pro')","('rechnung', 'trag')","('recht', 'gesagt')","('rechtlich', 'grundlag')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('richtig', 'ort')","('rund', 'milliard')","('sag', 'bundesrat')","('sag', 'herr')","('sag', 'muss')","('sag', 'sei')","('sbb', 'cargo')","('schlicht', 'einfach')","('schluss', 'gekomm')","('schon', 'gar')","('schon', 'gesagt')","('schon', 'sag')","('schriftlich', 'bericht')","('schweiz', 'international')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('schweizer', 'recht')","('sech', 'monat')","('seit', 'fahn')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sinn', 'bitt')","('sinn', 'macht')","('sozial', 'sich')","('spfraktion', 'bitt')","('spfraktion', 'unterstutzt')","('st', 'gall')","('staatspolit', 'kommission')","('standerat', 'bundesrat')","('standerat', 'folg')","('standesinitiativ', 'folg')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'beschloss')","('stimm', 'enthalt')","('strateg', 'ziel')","('svpfraktion', 'unterstutzt')","('teil', 'auffass')","('teilt', 'antrag')","('to', 'fail')","('too', 'big')","('tun', 'muss')","('umfang', 'million')","('unabhang', 'davon')","('uns', 'kommission')","('uns', 'sicht')","('unterstutz', 'antrag')","('verdeckt', 'ermittl')","('verfug', 'steh')","('verfug', 'stehend')","('vergang', 'jahr')","('verkehr', 'fernmeldewes')","('verstandnis', 'dafur')","('viel', 'fall')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'bundesrat')","('vorlag', 'eintret')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('war', 'ja')","('weit', 'geh')","('weit', 'moglich')","('weiterentwickl', 'arme')","('wichtig', 'frag')","('wichtig', 'punkt')","('wiss', 'darum')","('word', 'war')","('worum', 'geht')","('wurd', 'bereit')","('wurd', 'gesagt')","('wurd', 'kommission')","('z', 'b')","('zehn', 'jahr')","('ziel', 'erreich')","('zuhand', 'materiali')","('zustand', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zwei', 'grund')","('zwei', 'jahr')","('zweit', 'punkt')","('zweit', 'saul')"
0,Bürgerlich-Demokratische Partei Schweiz (BDP),Brigitta M. Gadient,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,1,2,0,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,5,1,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,9,0,0,1,1,0,1,3,0,0,0,1,3,0,0,2,3,0,0,0,1,0,0,0,0,1,0,0,2,4,1,0,1,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,3,5,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,1,0,0,6,0,0,0,3,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,1,0,0,0,7,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1,2,0,1,3,0,0,0,1,0,0,1,0,1,0,0
1,Bürgerlich-Demokratische Partei Schweiz (BDP),Hansjörg Hassler,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,22,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,2,1,0,5,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,2,1,0,0,0,0,1,2,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,9,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,1,0,0,0,0,1,0,1,0,7
2,Bürgerlich-Demokratische Partei Schweiz (BDP),Samuel Schmid,0,1,0,8,1,4,0,2,1,1,0,0,22,0,0,1,10,2,20,3,10,50,6,1,2,1,0,78,21,0,2,2,1,7,0,0,1,0,2,0,0,2,0,4,4,0,0,0,0,2,4,1,1,0,2,11,1,2,0,3,1,0,1,1,0,0,38,2,0,21,1,2,3,1,2,1,7,1,0,2,4,1,2,3,0,1,0,5,1,5,2,0,0,2,0,7,1,0,1,0,0,0,1,0,24,0,2,4,4,41,10,0,2,0,10,2,8,4,1,0,1,1,2,0,1,0,1,4,0,5,4,2,3,3,1,0,0,0,0,0,0,4,0,4,7,11,9,1,0,4,0,0,2,2,9,6,0,0,0,2,0,4,5,5,5,0,0,0,4,0,0,2,0,5,2,0,3,4,7,0,2,1,0,3,0,0,0,0,0,0,2,0,7,1,2,0,1,1,2,9,2,0,1,10,35,0,1,0,5,1,2,4,5,8,0,1,12,5,1,2,1,1,3,2,0,0,1,1,2,7,0,14,4,2,2,1,1,0,3,2,2,2,1,0,1,1,1,2,1,0,0,7,1,1,3,0,2,5,0,5,1,0,1,3,0,2,1,0,0,1,0,1,3,1,0,1,1,0,0,2,3,0,0,0,0,1,2,9,14,0,0,2,5,1,0,2,2,0,0,2,1,2,2,0,0,0,0,4,4,0,2,1,0,0,0,31,4,1,0,0,1,0,0,0,0,0,0,3,8,1,0,3,2,3,1,11,1,5,9,0,3,11,4,0,0,0,0,1,1,0,0,0,0,4,7,3,0,0,0,3,1,5,20,6,0,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,5,2,4,0,3,0,4,0,5,3,0,14,0,11,4,0,0,0,0,2,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1,0,7,0,34,11,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,5,0,4,0,1,1,0,10,7,2,0,1,0,3,0,0,0,0,0,3,0,0,0,0,1,4,0,1,0,0,2,1,5,5,0,19,12,0,0,0,2,8,7,3,8,0,0
3,Bürgerlich-Demokratische Partei Schweiz (BDP),Ursula Haller Vannini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,0
4,Christlich-soziale Partei (CSP),Hugo Fasel,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,5,36,0,0,0,1,4,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,9,0,1,0,0,1,0,0,4,1,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,0,10,0,1,1,0,9,2,0,1,0,1,1,7,1,0,2,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0,2,3,0,0,1,0,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,1,0,1,3,0,0,7,0,0,0,0,0,0,0,0,1,0,1,3,0,1,3,3,1,0,1,2,7,0,2,1,2,0,0,0,0,0,0,3,0,4,0,0,1,0,0,1,0,1,0,1,69,1,0,0,0,1,0,0,6,10,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,3,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,16,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,4,3,0,0,42,1,0,13,0,1,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,3,0,0,0,3,0,6,0,0,8,1,0,5,0,3,0,2,0,0,0,0,3,0,0,0,2,0,0,1,0,5,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,3,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,1,3,0,0,0,2,7,5,0,9,2,29
5,Christlichdemokratische Volkspartei der Schweiz (CVP),Adalbert Durrer,0,0,0,5,0,3,0,0,0,0,0,0,0,1,0,0,0,0,4,0,4,19,0,0,1,0,0,0,25,2,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,2,3,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,11,0,0,0,0,0,1,2,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,9,7,0,1,3,1,2,15,0,1,4,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,1,4,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,1,2,2,2,0,0,0,0,0,0,2,0,0,0,2,1,4,2,0,1,6,2,0,0,0,5,0,1,0,1,0,3,0,0,0,17,1,0,0,4,0,0,2,0,0,5,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,5,0,1,0,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,5,6,0,0,0,0,0,0,1,0,1,0
6,Christlichdemokratische Volkspartei der Schweiz (CVP),Adriano Imfeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
