,Speaker Party,Speaker,"('absatz', 'artikel')","('absatz', 'buchstab')","('absatz', 'bundesverfass')","('absatz', 'litera')","('absatz', 'streich')","('allgemein', 'teil')","('amtlich', 'bulletin')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'mehrheit')","('antrag', 'mind')","('antwort', 'bundesrat')","('anzunehm', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('artikel', 'bundesverfass')","('artikel', 'strafgesetzbuch')","('ausdruck', 'bring')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('baulich', 'unterhalt')","('beantrag', 'nam')","('beantragt', 'ablehn')","('beantragt', 'annahm')","('beantragt', 'diskussion')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('befriedigt', 'beantragt')","('beid', 'rat')","('bericht', 'bundesrat')","('bericht', 'kommission')","('berichterstatt', 'verzicht')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('beschuldigt', 'person')","('betroff', 'person')","('bilateral', 'vertrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'fassung')","('bitt', 'nam')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'c')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesamt', 'migration')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'bereit')","('bundesrat', 'couchepin')","('bundesrat', 'empfiehlt')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'mocht')","('buro', 'wahl')","('cvpfraktion', 'antrag')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'bitt')","('cvpfraktion', 'eintret')","('cvpfraktion', 'lehnt')","('cvpfraktion', 'steht')","('cvpfraktion', 'stimmt')","('cvpfraktion', 'teilt')","('cvpfraktion', 'unterstutzt')","('cvpfraktion', 'vorlag')","('dam', 'herr')","('dank', 'bundesrat')","('darauf', 'aufmerksam')","('darum', 'bitt')","('darum', 'bundesrat')","('davon', 'uberzeugt')","('de', 'la')","('deshalb', 'ersuch')","('deshalb', 'meinung')","('differenz', 'nationalrat')","('diskussion', 'einverstand')","('diskutiert', 'word')","('ebenfall', 'annahm')","('eidgenoss', 'steuerverwalt')","('einstimm', 'kommission')","('einstimm', 'motion')","('end', 'jahr')","('entwurf', 'bundesrat')","('erklart', 'beschluss')","('erneuerbar', 'energi')","('ersatz', 'list')","('erst', 'ersatz')","('erst', 'lini')","('erst', 'phas')","('ersuch', 'antrag')","('ersuch', 'deshalb')","('ersuch', 'mehrheit')","('erwahnt', 'word')","('etwa', 'million')","('fassung', 'bundesrat')","('fassung', 'nationalrat')","('fdpfraktion', 'antrag')","('fdpfraktion', 'beantrag')","('fdpfraktion', 'beantragt')","('fdpfraktion', 'begrusst')","('fdpfraktion', 'bereit')","('fdpfraktion', 'bitt')","('fdpfraktion', 'bittet')","('fdpfraktion', 'eintret')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'stimmt')","('fdpfraktion', 'teil')","('fdpfraktion', 'teilt')","('fdpfraktion', 'unterstutzt')","('finanzplatz', 'schweiz')","('folg', 'geb')","('frag', 'gestellt')","('frag', 'herrn')","('frau', 'brunn')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'forst')","('frau', 'heberlein')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'sommaruga')","('ganz', 'genau')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('gas', 'dampfkraftwerk')","('geht', 'darum')","('geht', 'erst')","('geht', 'ja')","('geltend', 'gemacht')","('geltend', 'recht')","('gemacht', 'word')","('gemass', 'absatz')","('gemass', 'artikel')","('gemeinsam', 'sorgerecht')","('gesagt', 'word')","('gesetz', 'grundlag')","('gesetz', 'regel')","('gross', 'bedeut')","('grund', 'dafur')","('grund', 'genomm')","('grund', 'weshalb')","('herr', 'brandli')","('herr', 'bundesprasident')","('herr', 'david')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'lauri')","('herr', 'leuenberg')","('herr', 'maiss')","('herr', 'prasident')","('herr', 'schiess')","('herr', 'schmid')","('herr', 'schweig')","('herr', 'stahelin')","('herr', 'visch')","('herr', 'vollm')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'lauri')","('herrn', 'schmid')","('indirekt', 'teilliquidation')","('initiativ', 'folg')","('international', 'organisation')","('interpellant', 'schriftlich')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'tessin')","('kantonal', 'recht')","('kenntnis', 'nehm')","('klar', 'meinung')","('klein', 'mittl')","('kolleg', 'leuenberg')","('kolleg', 'schmid')","('kolleg', 'schweig')","('kollegin', 'fetz')","('kollektiv', 'kapitalanlag')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'einstimm')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'frag')","('kommission', 'meinung')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('konsumentinn', 'konsument')","('kraft', 'tret')","('kurz', 'bemerk')","('lag', 'kommission')","('landlich', 'raum')","('les', 'canton')","('letzt', 'mal')","('letzt', 'punkt')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('litera', 'a')","('lunion', 'européenn')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'unterstutz')","('mehrheit', 'unterstutzt')","('mehrheit', 'wak')","('mehrheit', 'zustimmt')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('mind', 'abzulehn')","('mind', 'kommission')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'bundesrat')","('mocht', 'darauf')","('mocht', 'nochmal')","('motion', 'anzunehm')","('muss', 'einfach')","('muss', 'seh')","('nach', 'jahr')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'anzuschliess')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('nationalratsmandat', 'besteht')","('natur', 'frag')","('natur', 'schon')","('neu', 'artikel')","('neu', 'gesetz')","('neu', 'regionalpolit')","('offent', 'interess')","('offent', 'recht')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('porta', 'alpina')","('prasenz', 'schweiz')","('pro', 'helvetia')","('raum', 'berggebiet')","('rechnung', 'getrag')","('ressourcenschwach', 'kanton')","('ressourcenstark', 'kanton')","('richterinn', 'richt')","('rund', 'million')","('sbb', 'cargo')","('schluss', 'gekomm')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'recht')","('schweizer', 'zivilprozessordn')","('seit', 'jahr')","('sicherheitspolit', 'kommission')","('sicht', 'spfraktion')","('sinn', 'ersuch')","('sozial', 'wohlfahrt')","('spfraktion', 'antrag')","('spfraktion', 'beantragt')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'teilt')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('standerat', 'folg')","('standort', 'schweiz')","('stell', 'fest')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'artikel')","('svpfraktion', 'beantrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'teilt')","('svpfraktion', 'unterstutzt')","('teil', 'antrag')","('teilt', 'antrag')","('tut', 'leid')","('uns', 'kommission')","('unternehmenssteuerreform', 'i')","('unterstutzt', 'antrag')","('unterstutzt', 'cvpfraktion')","('unterstutzt', 'fdpfraktion')","('unvereinbar', 'nationalratsmandat')","('verfug', 'stell')","('vier', 'jahr')","('volk', 'stand')","('vorlag', 'einzutret')","('vorlauf', 'anwend')","('vorlauf', 'aufgenomm')","('vot', 'électroniqu')","('votum', 'herrn')","('worum', 'geht')","('wurd', 'kommission')","('y', 'a')","('zuhand', 'materiali')","('zuruckgezog', 'word')","('zwei', 'drei')","('zweit', 'saul')"
52,FDP.Die Liberalen (FDP-Liberale),Erika Forster-Vannini,8,29,1,0,1,0,9,0,7,7,22,12,14,8,0,4,0,74,5,0,0,0,1,3,0,0,3,0,0,2,7,4,0,4,1,0,0,10,8,0,5,0,0,7,1,0,13,14,25,16,9,3,1,1,4,5,7,1,5,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,6,0,0,10,4,0,4,1,1,9,1,1,12,0,11,0,0,14,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,2,6,2,2,0,4,6,0,9,0,3,22,0,0,34,1,5,16,10,2,9,17,0,5,10,5,7,2,1,11,0,4,1,3,17,3,2,1,9,2,0,1,4,0,0,3,6,1,1,2,5,0,0,0,0,2,1,0,3,10,3,6,8,6,1,0,4,15,8,5,8,4,14,3,17,12,9,1,10,6,2,2,0,7,0,0,0,0,0,0,0,15,32,0,0,5,1,8,0,4,7,2,21,2,3,3,15,0,0,2,0,0,8,0,0,4,8,6,0,0,0,8,6,0,1,1,3,12,0,0,1,1,0,12,0,0,0,11,0,2,0,1,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,5,10,1,18,5,0,0,6,5,9,0,2,0,9,3
53,FDP.Die Liberalen (FDP-Liberale),Fabio Abate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,FDP.Die Liberalen (FDP-Liberale),Felix Gutzwiller,0,3,0,0,1,0,1,0,3,2,4,13,13,1,0,2,0,15,4,4,0,1,2,2,0,0,0,0,0,0,1,1,0,3,0,0,0,1,1,0,1,1,0,9,0,0,2,1,2,4,4,2,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,1,0,2,2,0,0,2,0,2,0,0,0,1,0,5,1,0,0,3,0,0,1,8,1,0,0,32,11,1,0,13,0,6,0,2,1,1,5,0,3,8,2,1,1,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,2,0,0,0,0,2,16,3,0,0,0,0,0,1,5,1,4,2,3,5,1,10,0,1,2,1,1,0,0,0,2,2,6,0,0,0,0,1,13,19,3,1,0,0,3,0,0,1,3,1,0,2,0,4,0,0,0,0,4,2,0,0,0,2,0,0,0,0,1,4,0,0,1,9,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,1,0,0,2,0,4,0,0,0,0,7,1,0,2,0,8,3
55,FDP.Die Liberalen (FDP-Liberale),Filippo Leutenegger,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
56,FDP.Die Liberalen (FDP-Liberale),Fritz Schiesser,8,16,8,0,3,2,8,0,8,11,15,29,26,32,1,0,0,81,0,7,3,1,3,0,7,1,7,12,15,14,7,8,12,10,1,22,0,0,21,0,1,0,0,4,0,0,6,6,3,3,40,6,0,7,35,10,0,0,6,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,6,0,0,0,7,23,5,0,1,0,4,2,16,0,0,0,0,3,0,0,0,0,6,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,4,5,3,12,12,5,8,6,0,17,1,34,13,1,0,28,1,2,1,11,1,4,17,0,3,5,7,2,7,0,5,5,2,17,4,35,5,0,2,7,0,1,3,2,0,0,7,13,3,4,4,10,3,2,4,14,1,4,0,18,0,2,4,4,10,1,0,3,58,1,0,10,2,0,6,3,8,4,0,7,7,0,0,0,7,5,0,24,0,0,0,0,18,13,0,1,1,0,6,0,1,2,3,4,6,15,1,9,2,0,6,0,0,3,0,0,2,10,3,0,5,1,2,2,0,7,0,15,0,15,1,0,9,0,3,25,42,0,7,0,0,6,29,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,4,19,5,9,0,0,0,12,8,2,0,4,7,14,1
57,FDP.Die Liberalen (FDP-Liberale),Fulvio Pelli,1,0,0,1,0,0,0,0,1,0,2,2,8,0,0,3,2,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,1,1,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,7,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
58,FDP.Die Liberalen (FDP-Liberale),Gabi Huber,14,17,6,0,2,6,0,0,1,2,3,9,17,0,0,0,0,85,3,12,1,2,0,0,3,2,0,1,0,1,0,4,0,1,0,1,0,2,1,2,14,0,0,3,0,0,0,8,8,4,15,8,0,1,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,1,0,0,9,0,0,0,0,5,0,1,5,5,1,1,13,2,0,2,3,2,2,0,0,5,0,4,2,2,0,0,15,4,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,3,13,1,5,11,0,2,3,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,1,1,3,1,0,0,0,0,0,0,5,7,0,1,1,0,0,43,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,18,9,0,0,0,5,4,1,0,1,0,0,0,0,1,0,0,1,0,18,6,0,0,0,0,0,0,0,0,10,4,0,1,0,8,0,0,0,0,0,0,2,0,6,0,3,0,1,0,0,0,7,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,4,1,0,0,0,0,0,2,3,0,1,0,2,0
59,FDP.Die Liberalen (FDP-Liberale),Georges Theiler,1,2,1,0,1,0,0,0,2,1,3,2,10,0,1,0,0,9,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,7,0,0,1,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,4,1,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,1,0,0,0,0,3,0,4,1,0,1,2,0,1,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1,9,1,0,0,0,2,5,0,0,2,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,7,0,0,0,2,2,0,0,0,0,2,0
60,FDP.Die Liberalen (FDP-Liberale),Gerold Bührer,2,2,5,4,1,0,1,7,0,2,1,13,14,4,0,0,0,23,0,6,0,1,3,0,0,0,0,0,0,0,3,1,0,1,2,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,10,1,0,0,1,1,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,1,0,0,0,1,0,1,0,0,2,1,0,0,0,0,17,0,2,0,1,34,2,6,0,1,0,0,0,0,0,0,0,3,1,1,2,0,0,2,8,5,4,0,0,4,0,0,0,6,9,0,3,19,6,4,0,18,1,7,2,7,7,0,2,0,22,0,2,2,1,0,7,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,7,6,27,0,0,5,16,4,0,0,0,0,7,0,2,0,5,0,4,2,0,6,4,4,0,0,0,2,0,0,0,12,31,0,4,0,0,2,1,13,2,0,3,0,3,0,1,0,1,0,1,0,4,2,0,0,1,0,8,6,0,0,0,0,0,0,1,0,2,2,0,2,0,10,0,0,0,0,0,0,5,0,0,0,1,0,5,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,1,0,1,0,12,3,0,0,0,0,17,0,0,3,0,5,7
61,FDP.Die Liberalen (FDP-Liberale),Hans Altherr,0,0,0,2,0,0,0,0,2,1,0,1,2,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,1,1,2,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,0,0,1,0
62,FDP.Die Liberalen (FDP-Liberale),Hans Fünfschilling,0,1,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,1,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,5,2,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,4,0,1,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,7,0,0,0,0,1,0
63,FDP.Die Liberalen (FDP-Liberale),Hans Hess,2,1,2,8,1,0,0,0,7,3,1,9,14,12,1,0,6,28,1,4,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,0,0,3,0,0,0,0,3,0,0,0,1,0,0,8,1,7,1,4,4,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,2,0,0,0,0,0,0,2,0,6,4,0,4,0,0,2,2,6,6,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,1,0,0,0,2,1,4,0,3,0,0,1,1,0,0,3,0,0,0,0,2,1,4,7,1,1,0,6,2,0,2,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,1,3,0,0,5,0,0,3,1,4,1,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,12,0,0,0,0,6,0,1,0,0,1,1,0,0,7,0,0,2,0,0,2,0,0,1,0,1,0,0,0,1,3,0,5,0,4,0,1,0,0,0,0,1,1,0,1,9,6,0,0,1,21,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,1,1,6,0,2,0,1,2,1,0,2,0,1,0
64,FDP.Die Liberalen (FDP-Liberale),Hans Rudolf Gysin,1,5,0,0,0,0,1,0,4,1,2,3,19,0,0,4,0,11,0,0,0,1,3,0,0,1,0,0,0,0,1,1,0,0,2,0,0,1,0,0,2,0,4,15,0,0,4,3,6,4,9,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,1,5,0,0,0,0,6,2,0,1,0,0,0,2,2,0,0,2,1,0,1,1,0,0,0,1,1,0,0,3,0,9,0,0,0,0,0,0,0,2,0,0,0,9,0,2,0,4,0,1,0,4,0,0,1,0,0,3,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,0,0,1,0,0,1,0,0,2,6,0,0,0,0,0,2,0,2,0,3,1,0,3,3,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,3,14,2,2,16,0,4,2,1,3,2,0,0,0,1,3,0,0,4,0,4,3,0,0,0,0,4,0,0,0,2,1,0,0,0,16,0,0,0,5,1,0,1,0,0,0,1,0,0,0,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,6,0,5,0,0,0,0,2,3,0,0,0,0,5
65,FDP.Die Liberalen (FDP-Liberale),Hans-Rudolf Merz,14,14,3,5,1,1,11,8,11,56,50,48,86,6,1,0,14,131,5,13,3,22,12,0,4,1,3,1,0,0,1,0,0,34,2,2,0,31,6,0,11,18,0,20,0,0,1,12,6,4,80,23,0,27,28,16,0,32,5,1,35,1,18,0,1,0,0,0,0,0,0,0,0,0,2,2,46,0,2,10,0,53,21,3,0,19,1,36,1,0,28,35,0,5,0,0,120,4,38,51,27,8,81,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,59,28,3,1,16,6,11,1,12,18,6,48,37,9,0,60,11,17,9,17,9,2,16,0,40,34,1,2,12,42,91,8,1,21,5,3,36,37,0,2,9,6,24,15,2,8,19,2,18,7,63,0,9,0,13,14,38,22,4,24,1,8,2,0,1,0,8,5,3,1,0,53,7,1,5,0,1,53,5,9,6,0,1,0,11,10,16,1,3,0,0,0,8,130,3,0,3,0,23,0,5,15,50,24,12,27,4,22,8,10,178,0,0,0,0,0,1,0,5,0,12,19,7,24,0,10,2,21,0,5,13,0,11,0,24,7,12,0,24,16,39,2,0,2,11,0,50,1,0,29,9,0,0,0,0,0,0,0,0,0,0,0,10,12,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,20,0,0,0,0,7,20,7,14,1,0,0,18,5,2,1,15,0,29,13
