,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'artikel')","('absatz', 'buchstab')","('administrativ', 'aufwand')","('all', 'grund')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'mehrheit')","('antrag', 'mind')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('art', 'weis')","('artikel', 'absatz')","('ausricht', 'antrag')","('beantrag', 'nam')","('beantragt', 'ablehn')","('beantragt', 'annahm')","('beantragt', 'diskussion')","('beantragt', 'ebenfall')","('beantragt', 'einstimm')","('beantragt', 'kurz')","('beantragt', 'stimm')","('befriedigt', 'diskussion')","('beid', 'rat')","('bereit', 'erwahnt')","('bereit', 'heut')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('big', 'to')","('bitt', 'bundesrat')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'nam')","('buchstab', 'a')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'befriedigt')","('bundesrat', 'folg')","('bundesrat', 'leuenberg')","('bundesrat', 'parlament')","('bundesratin', 'widmerschlumpf')","('burg', 'partei')","('burgerinn', 'burg')","('cvpevpglpfraktion', 'bitt')","('cvpevpglpfraktion', 'unterstutzt')","('d', 'h')","('dah', 'find')","('dam', 'herr')","('dank', 'bundesrat')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darum', 'bitt')","('deshalb', 'bitt')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'gegenentwurf')","('direkt', 'gegenvorschlag')","('diskussion', 'beantragt')","('diskussion', 'einverstand')","('drei', 'jahr')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('end', 'jahr')","('entwurf', 'bundesrat')","('erhalt', 'kommission')","('erneuerbar', 'energi')","('erst', 'lini')","('eth', 'zurich')","('etwa', 'million')","('europa', 'union')","('fakultativ', 'referendum')","('famili', 'kind')","('fdpliberal', 'fraktion')","('financial', 'stability')","('flankier', 'massnahm')","('folg', 'geb')","('frag', 'stell')","('fraktion', 'cvpevpglpfraktion')","('frank', 'pro')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'dien')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'meierschatz')","('frau', 'nationalratin')","('frau', 'sommaruga')","('freisinnigdemokrat', 'fraktion')","('ganz', 'klar')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('gross', 'zahl')","('grund', 'weshalb')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'buttik')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'spuhl')","('herr', 'stahelin')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'kolleg')","('herrn', 'standerat')","('hoh', 'vergut')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('interess', 'daran')","('international', 'wahrungsfond')","('interpellant', 'schriftlich')","('ja', 'nein')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'gemeind')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('klar', 'meinung')","('kolleg', 'david')","('kolleg', 'schweig')","('kommission', 'beantragt')","('kommission', 'erhalt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'verkehr')","('konsumentinn', 'konsument')","('lang', 'zeit')","('lasst', 'ausricht')","('letzt', 'bemerk')","('letzt', 'jahr')","('letzt', 'mal')","('letzt', 'punkt')","('letzt', 'woch')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('losung', 'find')","('macht', 'sinn')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('million', 'frank')","('mind', 'folg')","('mind', 'i')","('mind', 'ii')","('minderheitsantrag', 'abzulehn')","('mitglied', 'bundesrat')","('mocht', 'darauf')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nach', 'jahr')","('nam', 'cvpevpglpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'folg')","('natur', 'person')","('neu', 'unternehmenssteu')","('oberst', 'organ')","('offent', 'hand')","('offent', 'interess')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('pro', 'helvetia')","('pro', 'jahr')","('produzier', 'landwirtschaft')","('rapp', 'pro')","('recht', 'gesagt')","('regional', 'erschopf')","('richterinn', 'richt')","('richtig', 'gesagt')","('roll', 'spiel')","('rund', 'milliard')","('sag', 'ja')","('sbb', 'cargo')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'eu')","('schweiz', 'schul')","('schweizer', 'nationalbank')","('seit', 'fahn')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokratinn', 'sozialdemokrat')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'klar')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stell', 'fest')","('stimm', 'enthalt')","('svpfraktion', 'beantrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'eintret')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('to', 'fail')","('too', 'big')","('uns', 'kommission')","('uns', 'meinung')","('unterstutzt', 'antrag')","('unterstutzt', 'spfraktion')","('vergang', 'jahr')","('verkehr', 'fernmeldewes')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('weshalb', 'bundesrat')","('wirtschaft', 'leistungsfah')","('worum', 'geht')","('wurd', 'kommission')","('z', 'b')","('zehn', 'jahr')","('zwei', 'drei')","('zwingend', 'volkerrecht')"
110,Schweizerische Volkspartei (SVP),Josef Kunz,1,1,0,0,10,0,0,0,7,22,0,0,1,2,0,11,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,9,1,0,1,0,0,0,0,0,0,2,2,0,1,1,9,0,0,0,2,0,0,0,0,5,0,6,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,5,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,3,0,1,0,11,56,7,8,13,1,0,0,0,1,1,2,0,0,0,1,0,21,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,0,0
111,Schweizerische Volkspartei (SVP),Jürg Stahl,0,0,1,1,0,1,0,3,3,9,0,0,0,11,0,3,0,0,0,0,0,0,1,0,1,0,2,0,3,1,0,1,1,0,6,10,0,0,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,2,0,6,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,7,1,2,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,7,0,0,0,2,0,3,0,4,0,0,0,0,0,1,0,2,0,0,0,1,2,6,26,1,3,0,5,3,1,3,1,0,0,0,0,0,2,1,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,4,0,0,3,2,6,0,0,4,0,1,0,4,0,4,3,0,0,1,1,0,3,2,0
112,Schweizerische Volkspartei (SVP),Lieni Füglistaller,2,4,13,1,0,4,0,3,6,31,1,0,1,20,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,5,0,0,0,12,7,3,5,5,1,0,4,1,2,0,0,1,0,0,4,0,0,0,0,5,0,2,22,3,1,0,0,0,0,4,0,2,2,10,0,0,3,0,7,0,1,0,0,0,0,3,4,0,1,0,7,0,0,0,5,0,0,0,0,1,2,1,0,0,6,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,6,1,0,0,3,0,1,0,2,0,0,0,0,0,9,0,0,4,0,0,1,1,15,14,2,3,0,43,96,3,10,15,1,0,0,0,3,1,5,0,0,0,1,0,9,0,0,0,0,0,2,0,1,6,1,0,1,3,0,0,0,0,0,0,0,11,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,1,6,0,0,0,3,3,0,0,3,9,0,0,0,0,1,3,2,1,0,6,0,3,2,0
113,Schweizerische Volkspartei (SVP),Lukas Reimann,0,2,0,0,0,2,0,0,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,8,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1
114,Schweizerische Volkspartei (SVP),Luzi Stamm,0,1,4,0,0,0,2,4,9,25,3,0,1,8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,11,1,1,3,1,0,0,3,0,0,3,1,1,0,0,2,0,0,0,7,6,0,0,18,1,18,0,7,0,0,6,1,2,0,3,0,0,3,0,0,1,2,0,0,0,2,9,3,0,1,2,35,0,0,0,12,0,0,0,0,6,0,4,7,7,3,2,0,4,1,2,0,23,0,0,0,0,1,6,0,0,18,8,1,0,0,7,2,13,0,0,2,0,0,0,0,3,0,0,12,3,0,0,1,0,4,7,3,2,1,6,0,1,2,2,18,0,2,0,5,21,2,11,9,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,17,0,0,0,3,0,0,0,0,0,6,1,0,1,0,4,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,10,5,25,2,9,0
115,Schweizerische Volkspartei (SVP),Marcel Scherer,0,0,0,0,0,2,0,1,0,5,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,7,9,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,2,6,0,7,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4,12,0,1,0,1,13,0,2,3,1,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,0,0,0
116,Schweizerische Volkspartei (SVP),Max Binder,0,3,11,0,0,0,0,1,5,30,1,0,6,30,0,2,0,0,0,0,1,0,5,0,9,1,2,1,0,3,0,0,0,0,6,3,9,3,0,0,1,15,1,0,0,0,0,0,4,0,0,0,1,5,0,1,7,0,0,0,0,0,0,2,0,4,0,5,0,0,2,0,7,0,0,0,1,0,0,3,4,0,2,0,18,0,0,0,3,2,0,0,0,10,6,14,2,4,3,1,0,0,4,31,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,1,0,0,6,3,7,0,0,14,0,5,0,6,3,0,3,0,0,7,0,0,2,0,0,3,6,19,15,3,4,0,26,34,2,18,11,2,4,0,0,0,1,2,0,0,1,3,0,2,1,0,0,0,0,0,0,20,13,0,1,0,3,0,1,1,0,0,1,0,2,0,4,7,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,12,12,0,0,0,0,0,2,0,2,0,0,2,2,1,0,0,3,0,2,0,0,0,3,6,5,1,0
117,Schweizerische Volkspartei (SVP),Maximilian Reimann,1,0,0,0,0,1,1,1,2,3,19,0,8,1,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,2,1,2,1,5,0,0,0,4,1,2,1,1,0,0,0,2,0,0,2,0,0,0,0,8,0,1,10,0,5,1,7,0,0,6,3,4,2,0,1,1,12,0,0,2,4,1,0,0,3,8,3,0,1,6,50,0,2,0,3,0,1,0,0,14,2,0,1,1,4,0,1,1,7,55,5,7,0,0,1,0,2,5,0,0,6,5,0,0,0,2,3,1,0,6,2,15,0,2,0,0,1,0,2,2,0,0,2,0,1,12,3,1,9,0,0,3,5,0,5,0,0,0,12,24,1,0,3,0,1,0,6,2,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,1,15,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,0,0,0,0,0,0,0,0,1,1,8,0,0,0,1,0,9,2,0,0,0,3,3,3,9,8
118,Schweizerische Volkspartei (SVP),Natalie Rickli,0,0,0,0,5,2,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,4,1,0,5,1,8,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,4,0,0,1,1,1,1,0,0,0,4,0,1,1,0,0,1,2,0,0,0,0,0,6,16,0,0,0,0,0,1,0,5,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,5,0,1,0
119,Schweizerische Volkspartei (SVP),Oskar Freysinger,0,0,1,0,1,1,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,10,0,0,0,4,0,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,3,0,1,0,1,3,0,0,0,0,3,0,5,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,2,1,1,0
120,Schweizerische Volkspartei (SVP),Peter Föhn,0,0,1,0,0,0,1,0,0,2,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0,1,3,1,0,0,1,0,0,4,0,1,0,0,0,1,0,4,0,1,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,6,0,0,0,1,0,0,0,0,6,0,1,0,2,0,0,0,1,0,16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1,19,1,4,3,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,3,4,0
121,Schweizerische Volkspartei (SVP),Peter Spuhler,0,0,1,1,0,0,0,0,2,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,3,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,1,0,0,0,0,3,0,1,0,2,0,1,7,0,1,0,0,1,1,0,6,1,0,0,3,0,2,0,0,0,1,1,0,0,0,8,3,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,1,8,1,1,0,17,10,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,4,0,0,0,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4,5,0
122,Schweizerische Volkspartei (SVP),Pirmin Schwander,1,6,5,4,19,1,1,0,4,36,1,0,9,51,0,18,1,1,0,0,0,0,0,0,1,3,8,0,0,0,2,0,31,30,6,24,4,16,3,0,3,1,5,5,3,7,0,0,1,0,0,0,4,10,1,2,13,3,0,5,3,0,0,7,1,1,1,1,0,0,6,0,0,1,0,0,0,0,0,16,2,0,7,1,31,0,0,0,7,0,0,0,0,17,5,27,8,22,10,23,0,4,2,8,0,14,0,0,0,0,3,0,0,5,7,13,0,1,0,4,1,14,0,7,0,5,12,0,0,0,0,1,10,0,0,4,1,0,0,13,1,4,3,3,0,3,0,14,3,4,0,0,67,91,28,20,23,1,0,0,3,4,1,5,0,0,0,0,0,34,0,0,1,0,0,3,5,0,31,0,0,0,17,0,0,0,0,7,1,4,3,2,0,4,0,0,0,0,7,2,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,4,2,0,3,5,5,6,2,2,1,21,0,0,5,0,0,15,0,1,6,2,15,11,8,4
123,Schweizerische Volkspartei (SVP),Roland F. Borer,0,1,1,0,3,2,0,0,6,6,7,4,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,4,2,0,1,1,0,0,1,1,0,0,1,0,5,0,1,3,10,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,3,1,0,1,1,9,0,0,0,14,0,0,0,0,3,0,10,0,0,0,0,0,2,8,15,0,14,0,0,0,1,3,1,0,0,0,1,0,0,0,4,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,4,1,1,1,0,0,0,2,3,1,1,0,0,4,5,0,6,5,0,0,5,0,2,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,9,1,1,0
124,Schweizerische Volkspartei (SVP),Roland Rino Büchel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125,Schweizerische Volkspartei (SVP),Rudolf Joder,1,3,2,1,0,2,7,0,2,7,0,0,1,11,0,2,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,2,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,1,0,2,0,0,0,0,0,0,0,0,3,0,10,0,3,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,2,0,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,2,9,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,1,0,3,2,0,13
126,Schweizerische Volkspartei (SVP),Sebastian Frehner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
127,Schweizerische Volkspartei (SVP),Simon Schenk,4,4,11,5,3,1,1,2,3,9,1,0,2,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,15,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,15,0,1,1,0,0,0,0,0,1,0,0,2,1,3,0,0,0,2,0,0,0,0,1,2,5,0,0,2,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,0,0,0,0,0,1,0,1,4,1,1,0,0,4,0,0,1,0,0,0,1,0,3,6,4,0,0,12,0,8,4,3,0,0,0,9,0,1,0,0,0,1,0,33,0,0,0,0,0,1,0,1,8,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,32,0,2,4,0,0,0,0,2,1,0,0,1,4,0,2,0,0,0,0,1,1,1,0
128,Schweizerische Volkspartei (SVP),Sylvia Flückiger-Bäni,1,1,1,5,0,0,0,0,2,8,1,3,2,18,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,4,0,1,2,0,0,0,0,0,0,1,1,1,0,3,7,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,0,6,0,0,0,9,0,0,3,2,2,0,0,0,0,0,0,0,0,0,3,2,0,1,5,0,2,0,2,4,0,5,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,3,0,0,2,2,0,1,0,2,0,0,0,0,11,16,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,0,22,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1,0,3,1,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,4,2,1,0
129,Schweizerische Volkspartei (SVP),Theophil Pfister,2,6,3,0,0,1,0,1,5,20,0,0,6,23,0,6,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,4,2,2,2,9,4,7,1,0,5,0,2,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,4,0,0,0,0,5,0,2,1,4,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,1,6,0,0,0,12,0,0,0,0,16,1,4,8,0,13,1,0,0,0,5,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,1,0,3,2,3,10,8,1,0,19,31,10,8,2,0,0,0,0,0,0,2,0,0,0,0,0,9,0,1,0,0,0,3,0,0,1,0,2,13,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,8,1,10,1,3,1,4,0,0,0,0,2,0,0,0,0,4,0,0,0,2,5,3,0,0
