,Speaker,Speaker Party,"('absatz', 'buchstab')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('automat', 'informationsaustausch')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'minderheitsantrag')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'vorgeschlag')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('direkt', 'demokrati')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('europa', 'gerichtshof')","('europa', 'union')","('fassung', 'bundesrat')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('ganz', 'klar')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'standerat')","('heut', 'geltend')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('ja', 'schon')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('mehr', 'geld')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('pro', 'helvetia')","('rentnerinn', 'rentn')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('worum', 'geht')","('zwanzig', 'jahr')","('zwei', 'drei')","('zweit', 'saul')"
10,Christoph Mörgeli,Schweizerische Volkspartei (SVP),0.005952380952380952,0.0,0.0,0.011904761904761904,0.0,0.017857142857142856,0.05357142857142857,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.017857142857142856,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.005952380952380952,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.041666666666666664,0.0,0.0,0.0,0.005952380952380952,0.005952380952380952,0.041666666666666664,0.0,0.011904761904761904,0.005952380952380952,0.0,0.023809523809523808,0.023809523809523808,0.0,0.06547619047619048,0.0,0.0,0.011904761904761904,0.011904761904761904,0.0,0.02976190476190476,0.0,0.0,0.005952380952380952,0.005952380952380952,0.0,0.011904761904761904,0.0,0.03571428571428571,0.13095238095238096,0.0,0.005952380952380952,0.005952380952380952,0.0,0.0,0.0,0.011904761904761904,0.005952380952380952,0.005952380952380952,0.005952380952380952,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.023809523809523808,0.005952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.005952380952380952,0.005952380952380952,0.005952380952380952,0.017857142857142856,0.005952380952380952,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.005952380952380952,0.005952380952380952,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.0
11,Erich von Siebenthal,Schweizerische Volkspartei (SVP),0.05,0.0,0.0,0.0,0.0,0.0,0.0875,0.0,0.0,0.1,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.0125,0.0,0.0,0.0125,0.0,0.0,0.0,0.0125,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0125,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.05,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.0125,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.025,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.05,0.0,0.0125,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.025,0.0,0.0,0.025,0.0,0.0125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0
12,Ernst Schibli,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0273972602739726,0.0547945205479452,0.0547945205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0821917808219178,0.0684931506849315,0.0,0.0,0.0136986301369863,0.0,0.0410958904109589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0684931506849315,0.0,0.0410958904109589,0.0136986301369863,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.1095890410958904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0410958904109589,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Felix Müri,Schweizerische Volkspartei (SVP),0.0078125,0.0,0.0,0.0,0.0,0.0078125,0.078125,0.0,0.0,0.0390625,0.0,0.0,0.0,0.015625,0.0,0.0078125,0.0,0.0,0.0078125,0.0234375,0.0234375,0.0,0.015625,0.0703125,0.0078125,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0390625,0.0,0.0,0.0,0.0390625,0.0,0.0,0.0,0.0,0.015625,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0390625,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0078125,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.015625,0.0,0.0078125,0.0,0.0,0.0,0.0234375,0.0,0.0,0.0,0.0,0.0078125,0.0234375,0.0,0.0078125,0.0,0.0,0.0078125,0.0,0.0,0.1484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,0.0,0.0,0.0078125,0.0,0.0,0.0078125,0.015625,0.0,0.0,0.0078125,0.0078125,0.0078125,0.0,0.015625,0.0546875,0.0,0.0,0.0078125,0.0,0.0,0.0
14,Gregor Rutz,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.033783783783783786,0.0,0.0,0.0945945945945946,0.0,0.02027027027027027,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.0,0.033783783783783786,0.0,0.0,0.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.006756756756756757,0.0,0.02702702702702703,0.0,0.0,0.10135135135135136,0.0,0.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.02027027027027027,0.0,0.0,0.006756756756756757,0.05405405405405406,0.0,0.006756756756756757,0.0,0.0,0.006756756756756757,0.02027027027027027,0.0,0.10135135135135136,0.02027027027027027,0.013513513513513514,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.02027027027027027,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.02027027027027027,0.013513513513513514,0.006756756756756757,0.0472972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.0,0.02702702702702703,0.0,0.02027027027027027,0.0,0.0,0.0,0.02027027027027027,0.0,0.013513513513513514,0.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.04054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.02027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.006756756756756757,0.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.033783783783783786,0.006756756756756757,0.006756756756756757,0.0
15,Hannes Germann,Schweizerische Volkspartei (SVP),0.007246376811594203,0.0,0.0,0.007246376811594203,0.0018115942028985507,0.009057971014492754,0.019927536231884056,0.0,0.0018115942028985507,0.05434782608695652,0.0018115942028985507,0.0,0.007246376811594203,0.0018115942028985507,0.007246376811594203,0.0018115942028985507,0.0036231884057971015,0.010869565217391304,0.0018115942028985507,0.010869565217391304,0.0036231884057971015,0.0036231884057971015,0.005434782608695652,0.010869565217391304,0.009057971014492754,0.005434782608695652,0.0018115942028985507,0.0018115942028985507,0.0018115942028985507,0.0,0.0018115942028985507,0.0018115942028985507,0.0,0.005434782608695652,0.0036231884057971015,0.028985507246376812,0.050724637681159424,0.0036231884057971015,0.0036231884057971015,0.0,0.016304347826086956,0.005434782608695652,0.0,0.016304347826086956,0.009057971014492754,0.010869565217391304,0.014492753623188406,0.0018115942028985507,0.025362318840579712,0.0036231884057971015,0.0,0.016304347826086956,0.030797101449275364,0.019927536231884056,0.005434782608695652,0.0,0.0,0.014492753623188406,0.012681159420289856,0.007246376811594203,0.019927536231884056,0.0036231884057971015,0.0036231884057971015,0.021739130434782608,0.0018115942028985507,0.0018115942028985507,0.0018115942028985507,0.0018115942028985507,0.019927536231884056,0.016304347826086956,0.0036231884057971015,0.007246376811594203,0.0,0.0036231884057971015,0.0,0.018115942028985508,0.018115942028985508,0.005434782608695652,0.007246376811594203,0.0018115942028985507,0.0,0.0036231884057971015,0.0018115942028985507,0.0018115942028985507,0.009057971014492754,0.0,0.0,0.0,0.0,0.0018115942028985507,0.007246376811594203,0.005434782608695652,0.0,0.0,0.0018115942028985507,0.0018115942028985507,0.0,0.07065217391304347,0.019927536231884056,0.0018115942028985507,0.0,0.0,0.005434782608695652,0.0036231884057971015,0.0036231884057971015,0.009057971014492754,0.0,0.0,0.0,0.0018115942028985507,0.010869565217391304,0.050724637681159424,0.0,0.007246376811594203,0.0018115942028985507,0.009057971014492754,0.005434782608695652,0.0,0.005434782608695652,0.0,0.0,0.0,0.0,0.02717391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005434782608695652,0.0,0.036231884057971016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036231884057971015,0.0018115942028985507,0.0,0.005434782608695652,0.0018115942028985507,0.0,0.0,0.009057971014492754,0.0036231884057971015,0.005434782608695652,0.0
16,Hans Egloff,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.04054054054054054,0.0,0.0,0.0,0.0,0.0,0.04054054054054054,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0945945945945946,0.0,0.0,0.0,0.013513513513513514,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.013513513513513514,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.10810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.20270270270270271,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04054054054054054,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0
17,Hans Fehr,Schweizerische Volkspartei (SVP),0.003861003861003861,0.0,0.0,0.0,0.003861003861003861,0.003861003861003861,0.11583011583011583,0.0,0.0,0.023166023166023165,0.0,0.007722007722007722,0.0,0.0,0.0,0.0,0.0,0.0,0.011583011583011582,0.03088803088803089,0.015444015444015444,0.0,0.05019305019305019,0.003861003861003861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10038610038610038,0.0,0.0,0.011583011583011582,0.0,0.0,0.0,0.0,0.011583011583011582,0.0,0.007722007722007722,0.06563706563706563,0.003861003861003861,0.007722007722007722,0.0,0.003861003861003861,0.019305019305019305,0.03088803088803089,0.0,0.011583011583011582,0.003861003861003861,0.0,0.019305019305019305,0.003861003861003861,0.0,0.03474903474903475,0.007722007722007722,0.003861003861003861,0.007722007722007722,0.0,0.0,0.003861003861003861,0.0,0.02702702702702703,0.02702702702702703,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.003861003861003861,0.007722007722007722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003861003861003861,0.0,0.007722007722007722,0.003861003861003861,0.0,0.0,0.0,0.003861003861003861,0.0,0.05019305019305019,0.0,0.007722007722007722,0.0,0.0,0.0,0.0,0.003861003861003861,0.0,0.0,0.0,0.023166023166023165,0.0,0.003861003861003861,0.04633204633204633,0.0,0.0,0.0,0.0,0.003861003861003861,0.0,0.003861003861003861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015444015444015444,0.003861003861003861,0.0,0.007722007722007722,0.0,0.003861003861003861,0.0,0.0,0.0,0.0,0.003861003861003861,0.0,0.0,0.0,0.0,0.0,0.007722007722007722,0.0,0.003861003861003861,0.015444015444015444,0.023166023166023165,0.019305019305019305,0.011583011583011582,0.0
18,Hans Kaufmann,Schweizerische Volkspartei (SVP),0.00684931506849315,0.0,0.0,0.0,0.0,0.0136986301369863,0.06164383561643835,0.0,0.0,0.0136986301369863,0.0,0.0,0.0547945205479452,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.00684931506849315,0.0136986301369863,0.00684931506849315,0.00684931506849315,0.0,0.0,0.0,0.0,0.0136986301369863,0.00684931506849315,0.00684931506849315,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.00684931506849315,0.0,0.0,0.00684931506849315,0.0,0.00684931506849315,0.00684931506849315,0.0,0.02054794520547945,0.0273972602739726,0.0,0.0410958904109589,0.02054794520547945,0.0,0.0547945205479452,0.0,0.0136986301369863,0.02054794520547945,0.0,0.0,0.0136986301369863,0.0,0.0,0.00684931506849315,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.00684931506849315,0.0136986301369863,0.0,0.0,0.00684931506849315,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.00684931506849315,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0,0.00684931506849315,0.0,0.1232876712328767,0.0,0.02054794520547945,0.0,0.00684931506849315,0.0,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.07534246575342465,0.0,0.0,0.0,0.0,0.0,0.0,0.03424657534246575,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.02054794520547945,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.00684931506849315,0.00684931506849315,0.0,0.0
19,Hans Killer,Schweizerische Volkspartei (SVP),0.06461538461538462,0.0,0.0,0.009230769230769232,0.009230769230769232,0.009230769230769232,0.11384615384615385,0.0,0.0,0.18461538461538463,0.0,0.0,0.0,0.006153846153846154,0.009230769230769232,0.0,0.0,0.0,0.0,0.012307692307692308,0.003076923076923077,0.003076923076923077,0.006153846153846154,0.018461538461538463,0.0,0.0,0.0,0.0,0.0,0.003076923076923077,0.003076923076923077,0.006153846153846154,0.003076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.033846153846153845,0.0,0.0,0.0,0.036923076923076927,0.0,0.0,0.006153846153846154,0.021538461538461538,0.0,0.003076923076923077,0.0,0.0,0.0,0.0,0.003076923076923077,0.006153846153846154,0.0,0.009230769230769232,0.003076923076923077,0.003076923076923077,0.0,0.006153846153846154,0.0,0.006153846153846154,0.009230769230769232,0.0,0.0,0.0,0.0,0.0,0.003076923076923077,0.021538461538461538,0.0,0.0,0.0,0.0,0.0,0.003076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.003076923076923077,0.012307692307692308,0.033846153846153845,0.0,0.0,0.0,0.0,0.0,0.018461538461538463,0.003076923076923077,0.006153846153846154,0.0,0.0,0.0,0.003076923076923077,0.006153846153846154,0.009230769230769232,0.0,0.0,0.03076923076923077,0.0,0.07076923076923076,0.04923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.012307692307692308,0.021538461538461538,0.0,0.0,0.0,0.003076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006153846153846154,0.0,0.018461538461538463,0.003076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.003076923076923077,0.0,0.006153846153846154,0.0,0.015384615384615385,0.0,0.003076923076923077,0.0,0.0,0.0,0.0,0.006153846153846154,0.0,0.0
20,Hansjörg Knecht,Schweizerische Volkspartei (SVP),0.015873015873015872,0.0,0.0,0.0,0.0,0.015873015873015872,0.031746031746031744,0.0,0.0,0.09523809523809523,0.015873015873015872,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.015873015873015872,0.031746031746031744,0.0,0.0,0.015873015873015872,0.0,0.0,0.007936507936507936,0.0,0.015873015873015872,0.0,0.0,0.0,0.015873015873015872,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.1984126984126984,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.031746031746031744,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.03968253968253968,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.031746031746031744,0.007936507936507936,0.015873015873015872,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0
21,Hansjörg Walter,Schweizerische Volkspartei (SVP),0.019417475728155338,0.0,0.0,0.0,0.014563106796116505,0.009708737864077669,0.019417475728155338,0.0048543689320388345,0.0,0.06310679611650485,0.0,0.0,0.009708737864077669,0.0048543689320388345,0.05339805825242718,0.0,0.0048543689320388345,0.014563106796116505,0.05339805825242718,0.0048543689320388345,0.0,0.0,0.0,0.014563106796116505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048543689320388345,0.0048543689320388345,0.009708737864077669,0.0,0.0,0.009708737864077669,0.0,0.014563106796116505,0.0,0.0,0.009708737864077669,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.038834951456310676,0.0,0.0048543689320388345,0.0048543689320388345,0.009708737864077669,0.0,0.0048543689320388345,0.0,0.0048543689320388345,0.0,0.0,0.009708737864077669,0.009708737864077669,0.014563106796116505,0.0048543689320388345,0.014563106796116505,0.0048543689320388345,0.0,0.0,0.0,0.014563106796116505,0.009708737864077669,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.019417475728155338,0.0,0.0048543689320388345,0.0,0.019417475728155338,0.0048543689320388345,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.019417475728155338,0.0,0.009708737864077669,0.043689320388349516,0.0,0.0,0.0048543689320388345,0.024271844660194174,0.0,0.024271844660194174,0.0,0.0,0.0,0.0,0.0048543689320388345,0.0,0.0,0.0048543689320388345,0.0,0.0,0.014563106796116505,0.0,0.0,0.1262135922330097,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.009708737864077669,0.0,0.0,0.0,0.0048543689320388345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048543689320388345,0.0,0.038834951456310676,0.0048543689320388345,0.0,0.0,0.0,0.0,0.0,0.0048543689320388345,0.009708737864077669,0.0,0.0048543689320388345,0.0048543689320388345,0.0,0.0,0.019417475728155338,0.0,0.0,0.0,0.0,0.02912621359223301,0.0,0.0048543689320388345
