,Speaker,Speaker Party,"('absatz', 'buchstab')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('automat', 'informationsaustausch')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'minderheitsantrag')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'vorgeschlag')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('direkt', 'demokrati')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('europa', 'gerichtshof')","('europa', 'union')","('fassung', 'bundesrat')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('ganz', 'klar')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'standerat')","('heut', 'geltend')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('ja', 'schon')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('mehr', 'geld')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('pro', 'helvetia')","('rentnerinn', 'rentn')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('worum', 'geht')","('zwanzig', 'jahr')","('zwei', 'drei')","('zweit', 'saul')"
22,Hansruedi Wandfluh,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.01694915254237288,0.01694915254237288,0.0,0.03389830508474576,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0847457627118644,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.01694915254237288,0.0,0.01694915254237288,0.01694915254237288,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.01694915254237288,0.0,0.01694915254237288,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.06779661016949153,0.0,0.0,0.1016949152542373,0.0,0.0,0.0,0.0,0.0,0.05084745762711865,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.2033898305084746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.06779661016949153,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05084745762711865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Heinz Brand,Schweizerische Volkspartei (SVP),0.009389671361502348,0.0,0.0,0.004694835680751174,0.014084507042253521,0.028169014084507043,0.023474178403755867,0.0,0.0,0.13615023474178403,0.0,0.014084507042253521,0.0,0.0,0.004694835680751174,0.0,0.0,0.0,0.004694835680751174,0.004694835680751174,0.0,0.0,0.004694835680751174,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004694835680751174,0.004694835680751174,0.009389671361502348,0.014084507042253521,0.0,0.0,0.004694835680751174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.0,0.051643192488262914,0.0,0.0,0.004694835680751174,0.018779342723004695,0.0,0.004694835680751174,0.0,0.0,0.004694835680751174,0.0,0.009389671361502348,0.004694835680751174,0.004694835680751174,0.046948356807511735,0.004694835680751174,0.014084507042253521,0.0,0.0,0.0,0.004694835680751174,0.018779342723004695,0.004694835680751174,0.0,0.004694835680751174,0.0,0.0,0.0,0.028169014084507043,0.0,0.004694835680751174,0.0,0.0,0.004694835680751174,0.0,0.0,0.0,0.0,0.0,0.0,0.004694835680751174,0.0,0.028169014084507043,0.0,0.0,0.0,0.0,0.009389671361502348,0.0,0.0,0.0,0.0,0.009389671361502348,0.0,0.014084507042253521,0.009389671361502348,0.0,0.0,0.0,0.0,0.023474178403755867,0.0,0.0,0.08450704225352113,0.0,0.0,0.0,0.0,0.0,0.0,0.03286384976525822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004694835680751174,0.023474178403755867,0.0,0.0,0.0,0.0,0.009389671361502348,0.004694835680751174,0.009389671361502348,0.004694835680751174,0.0,0.0,0.0,0.0,0.014084507042253521,0.03755868544600939,0.06103286384976526,0.028169014084507043,0.004694835680751174,0.014084507042253521,0.0
24,Jean-François Rime,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Jürg Stahl,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.015625,0.0703125,0.0,0.0,0.078125,0.0,0.0,0.0,0.0078125,0.0,0.0078125,0.0078125,0.0,0.0078125,0.0234375,0.015625,0.0,0.015625,0.0078125,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.046875,0.0,0.0,0.0,0.015625,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0078125,0.0078125,0.0,0.0,0.0078125,0.0,0.0,0.0078125,0.0078125,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0078125,0.0,0.0,0.0078125,0.0,0.0,0.0078125,0.015625,0.078125,0.0,0.015625,0.0,0.0,0.0,0.0390625,0.0,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0,0.0,0.0703125,0.0,0.0078125,0.0390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,0.0,0.0,0.0078125,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546875,0.0234375,0.0,0.015625,0.0,0.0,0.015625,0.0078125,0.0078125,0.0078125,0.0,0.0,0.0390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0078125,0.0078125
26,Lukas Reimann,Schweizerische Volkspartei (SVP),0.007142857142857143,0.0,0.0,0.007142857142857143,0.0,0.0,0.02857142857142857,0.0,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.02142857142857143,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04285714285714286,0.02142857142857143,0.0,0.007142857142857143,0.07142857142857142,0.0,0.0,0.007142857142857143,0.02142857142857143,0.0,0.06428571428571428,0.0,0.0,0.007142857142857143,0.02857142857142857,0.0,0.02857142857142857,0.0,0.0,0.014285714285714285,0.0,0.007142857142857143,0.04285714285714286,0.014285714285714285,0.03571428571428571,0.0,0.0,0.0,0.007142857142857143,0.0,0.007142857142857143,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.007142857142857143,0.0,0.0,0.0,0.007142857142857143,0.0,0.02857142857142857,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.014285714285714285,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.014285714285714285,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.007142857142857143,0.0,0.007142857142857143,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.014285714285714285,0.0,0.0
27,Luzi Stamm,Schweizerische Volkspartei (SVP),0.004149377593360996,0.0,0.0,0.004149377593360996,0.0,0.008298755186721992,0.11618257261410789,0.0,0.0,0.012448132780082987,0.0,0.0,0.0,0.004149377593360996,0.0,0.0,0.0,0.0,0.0,0.03319502074688797,0.02074688796680498,0.012448132780082987,0.016597510373443983,0.0,0.0,0.0,0.0,0.0,0.004149377593360996,0.0,0.0,0.004149377593360996,0.0,0.008298755186721992,0.0,0.0,0.0,0.0,0.05394190871369295,0.0,0.0,0.008298755186721992,0.004149377593360996,0.004149377593360996,0.0,0.004149377593360996,0.012448132780082987,0.0,0.029045643153526972,0.0,0.004149377593360996,0.03734439834024896,0.07468879668049792,0.0,0.05394190871369295,0.008298755186721992,0.004149377593360996,0.0,0.004149377593360996,0.0,0.024896265560165973,0.03319502074688797,0.012448132780082987,0.0,0.004149377593360996,0.0,0.0,0.012448132780082987,0.0,0.04564315352697095,0.0,0.0,0.012448132780082987,0.0,0.0,0.0,0.024896265560165973,0.004149377593360996,0.0,0.0,0.004149377593360996,0.008298755186721992,0.004149377593360996,0.004149377593360996,0.02074688796680498,0.0,0.0,0.0,0.03319502074688797,0.008298755186721992,0.0,0.008298755186721992,0.0,0.0,0.0,0.008298755186721992,0.0,0.02074688796680498,0.004149377593360996,0.0,0.0,0.0,0.0,0.004149377593360996,0.004149377593360996,0.004149377593360996,0.0,0.0,0.012448132780082987,0.0,0.0,0.03319502074688797,0.0,0.0,0.0,0.0,0.012448132780082987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008298755186721992,0.012448132780082987,0.004149377593360996,0.0,0.008298755186721992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004149377593360996,0.008298755186721992,0.0,0.0,0.012448132780082987,0.012448132780082987,0.008298755186721992,0.0
28,Markus Hausammann,Schweizerische Volkspartei (SVP),0.02976190476190476,0.0,0.0,0.005952380952380952,0.017857142857142856,0.0,0.05357142857142857,0.005952380952380952,0.0,0.11904761904761904,0.0,0.0,0.0,0.005952380952380952,0.005952380952380952,0.0,0.0,0.011904761904761904,0.0,0.005952380952380952,0.017857142857142856,0.0,0.005952380952380952,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.005952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.03571428571428571,0.0,0.0,0.02976190476190476,0.1130952380952381,0.0,0.02976190476190476,0.0,0.0,0.005952380952380952,0.0,0.0,0.005952380952380952,0.0,0.005952380952380952,0.005952380952380952,0.0,0.005952380952380952,0.0,0.0,0.005952380952380952,0.07142857142857142,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.005952380952380952,0.017857142857142856,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.011904761904761904,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.005952380952380952,0.0,0.0,0.0,0.005952380952380952,0.005952380952380952,0.005952380952380952,0.0,0.0,0.047619047619047616,0.0,0.0,0.05357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.011904761904761904,0.005952380952380952,0.0,0.0,0.0,0.0,0.011904761904761904,0.047619047619047616,0.0,0.005952380952380952,0.005952380952380952,0.0,0.023809523809523808,0.0,0.005952380952380952,0.011904761904761904,0.0,0.0,0.0,0.0
29,Max Binder,Schweizerische Volkspartei (SVP),0.019138755980861243,0.0,0.0,0.0023923444976076554,0.0023923444976076554,0.014354066985645933,0.0430622009569378,0.0,0.0,0.05502392344497608,0.0,0.0023923444976076554,0.0,0.0023923444976076554,0.004784688995215311,0.007177033492822967,0.0,0.0023923444976076554,0.004784688995215311,0.004784688995215311,0.004784688995215311,0.0023923444976076554,0.007177033492822967,0.007177033492822967,0.0,0.007177033492822967,0.0023923444976076554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007177033492822967,0.0023923444976076554,0.0,0.0,0.014354066985645933,0.0,0.0215311004784689,0.004784688995215311,0.004784688995215311,0.0,0.0,0.0023923444976076554,0.0,0.007177033492822967,0.0,0.15789473684210525,0.0,0.03110047846889952,0.0023923444976076554,0.0023923444976076554,0.011961722488038277,0.0,0.011961722488038277,0.014354066985645933,0.007177033492822967,0.014354066985645933,0.011961722488038277,0.0,0.0,0.004784688995215311,0.0023923444976076554,0.023923444976076555,0.028708133971291867,0.0023923444976076554,0.0023923444976076554,0.0,0.0,0.007177033492822967,0.0,0.0,0.0,0.0,0.0,0.007177033492822967,0.023923444976076555,0.0023923444976076554,0.0,0.0,0.0,0.0,0.0,0.004784688995215311,0.0023923444976076554,0.023923444976076555,0.023923444976076555,0.0,0.0,0.0,0.0023923444976076554,0.0,0.028708133971291867,0.0,0.0,0.0,0.0,0.0,0.0,0.0023923444976076554,0.009569377990430622,0.0,0.0,0.0023923444976076554,0.0,0.05741626794258373,0.014354066985645933,0.0,0.0,0.0,0.004784688995215311,0.0023923444976076554,0.0023923444976076554,0.011961722488038277,0.04066985645933014,0.0,0.0,0.0,0.0023923444976076554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023923444976076554,0.023923444976076555,0.007177033492822967,0.0,0.0,0.0,0.0023923444976076554,0.0023923444976076554,0.009569377990430622,0.0,0.01674641148325359,0.0,0.0023923444976076554,0.028708133971291867,0.0,0.0023923444976076554,0.0,0.0,0.0,0.0023923444976076554,0.01674641148325359,0.014354066985645933,0.0
30,Maximilian Reimann,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.02531645569620253,0.08860759493670886,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.0,0.0,0.0,0.02531645569620253,0.0,0.0,0.0379746835443038,0.24050632911392406,0.0,0.0379746835443038,0.0,0.0,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.0,0.08860759493670886,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.0,0.0,0.0,0.0,0.012658227848101266,0.02531645569620253,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.012658227848101266,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0379746835443038,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0
31,Nadja Pieren,Schweizerische Volkspartei (SVP),0.04032258064516129,0.0,0.0,0.0,0.0,0.04032258064516129,0.07258064516129033,0.0,0.0,0.03225806451612903,0.008064516129032258,0.0,0.0,0.016129032258064516,0.008064516129032258,0.0,0.0,0.0,0.0,0.016129032258064516,0.056451612903225805,0.0,0.008064516129032258,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.016129032258064516,0.0,0.008064516129032258,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.008064516129032258,0.0,0.024193548387096774,0.0,0.008064516129032258,0.0,0.0,0.0,0.0,0.03225806451612903,0.056451612903225805,0.0,0.008064516129032258,0.008064516129032258,0.0,0.008064516129032258,0.008064516129032258,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.008064516129032258,0.008064516129032258,0.008064516129032258,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.1693548387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.024193548387096774,0.0,0.0,0.0,0.0,0.016129032258064516,0.0,0.016129032258064516,0.008064516129032258,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.0,0.008064516129032258,0.024193548387096774,0.0
32,Natalie Rickli,Schweizerische Volkspartei (SVP),0.023333333333333334,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.016666666666666666,0.04666666666666667,0.0,0.0,0.12666666666666668,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.02,0.0033333333333333335,0.006666666666666667,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.006666666666666667,0.0,0.01,0.0,0.0,0.0033333333333333335,0.006666666666666667,0.0,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.0033333333333333335,0.0033333333333333335,0.06666666666666667,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.03666666666666667,0.0,0.006666666666666667,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.006666666666666667,0.0,0.0,0.03,0.02,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0,0.0,0.0,0.056666666666666664,0.0033333333333333335,0.0,0.0,0.0033333333333333335,0.006666666666666667,0.016666666666666666,0.043333333333333335,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0033333333333333335,0.0,0.013333333333333334,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.02,0.0,0.0033333333333333335,0.08666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0,0.006666666666666667,0.0,0.006666666666666667,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.013333333333333334,0.0
33,Oskar Freysinger,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.015151515151515152,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.15151515151515152,0.0,0.0,0.015151515151515152,0.06060606060606061,0.0,0.0,0.030303030303030304,0.0,0.045454545454545456,0.0,0.015151515151515152,0.07575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.015151515151515152,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.07575757575757576,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.045454545454545456,0.0,0.0,0.0,0.030303030303030304,0.015151515151515152,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.07575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0
