,Speaker Party,Speaker,"('ablehn', 'empfehl')","('ablehn', 'motion')","('absatz', 'artikel')","('absatz', 'buchstab')","('absatz', 'geht')","('absatz', 'litera')","('absatz', 'streich')","('administrativ', 'aufwand')","('all', 'grund')","('amtlich', 'bulletin')","('anerkannt', 'standard')","('angenomm', 'word')","('annahm', 'motion')","('antrag', 'abzulehn')","('antrag', 'bundesrat')","('antrag', 'gestellt')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'stell')","('antwort', 'bundesrat')","('antwort', 'frag')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('art', 'weis')","('artikel', 'absatz')","('artikel', 'artikel')","('artikel', 'bundesverfass')","('artikel', 'geht')","('artikel', 'oecdmusterabkomm')","('auffass', 'bundesrat')","('aufmerksam', 'gemacht')","('ausdruck', 'gebracht')","('ausgleich', 'kalt')","('auslanderinn', 'ausland')","('aussenpolit', 'kommission')","('ausserordent', 'ausgab')","('aussicht', 'gestellt')","('bdpfraktion', 'beantrag')","('bdpfraktion', 'unterstutzt')","('beantrag', 'deshalb')","('beantrag', 'nam')","('beantragt', 'ablehn')","('beantragt', 'annahm')","('beantragt', 'bundesrat')","('beantragt', 'diskussion')","('beantragt', 'ebenfall')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('befriedigt', 'diskussion')","('beid', 'initiativ')","('beid', 'motion')","('beid', 'rat')","('beid', 'vorlag')","('beim', 'bundesamt')","('beim', 'eintret')","('bereit', 'beschloss')","('bereit', 'erwahnt')","('bereit', 'heut')","('bericht', 'bundesrat')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschloss', 'word')","('beschluss', 'nationalrat')","('beschluss', 'standerat')","('betrag', 'million')","('betroff', 'person')","('bezahl', 'muss')","('big', 'to')","('bildung', 'forschung')","('biometr', 'dat')","('bitt', 'antrag')","('bitt', 'bundesrat')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('bitt', 'motion')","('bitt', 'nam')","('bitt', 'vorlag')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'c')","('buchstab', 'd')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesamt', 'kultur')","('bundesamt', 'migration')","('bundesrat', 'antwort')","('bundesrat', 'beantragt')","('bundesrat', 'beauftragt')","('bundesrat', 'befriedigt')","('bundesrat', 'bereit')","('bundesrat', 'botschaft')","('bundesrat', 'entwurf')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'kompetenz')","('bundesrat', 'leuenberg')","('bundesrat', 'merz')","('bundesrat', 'mocht')","('bundesrat', 'motion')","('bundesrat', 'parlament')","('bundesrat', 'standerat')","('bundesrat', 'vorgeschlag')","('bundesratin', 'leuthard')","('bundesratin', 'widmerschlumpf')","('burgerinn', 'burg')","('cvpevpglpfraktion', 'unterstutzt')","('d', 'h')","('dafur', 'sorg')","('dam', 'herr')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'angewies')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darauf', 'hinzuweis')","('darauf', 'verzichtet')","('darub', 'diskuti')","('darub', 'diskutiert')","('darum', 'bitt')","('darum', 'geht')","('davon', 'ausgeh')","('davon', 'uberzeugt')","('de', 'la')","('deshalb', 'antrag')","('deshalb', 'beantrag')","('deshalb', 'bitt')","('deshalb', 'bundesrat')","('differenz', 'nationalrat')","('differenz', 'standerat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'gegenentwurf')","('direkt', 'gegenvorschlag')","('diskussion', 'einverstand')","('diskussion', 'kommission')","('drei', 'jahr')","('drei', 'punkt')","('eben', 'gerad')","('eidgenoss', 'steuerverwalt')","('eigent', 'schon')","('einfach', 'sag')","('eintret', 'vorlag')","('end', 'jahr')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erhalt', 'kommission')","('erinn', 'daran')","('erneuerbar', 'energi')","('ernst', 'nehm')","('erst', 'lini')","('erst', 'mal')","('erst', 'recht')","('erst', 'schritt')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'union')","('fakultativ', 'referendum')","('famili', 'kind')","('fassung', 'bundesrat')","('fassung', 'nationalrat')","('fassung', 'standerat')","('fdpliberal', 'fraktion')","('finanzplatz', 'schweiz')","('flankier', 'massnahm')","('folg', 'geb')","('folgend', 'sag')","('frag', 'beantwort')","('frag', 'frau')","('frag', 'gestellt')","('frag', 'herr')","('frag', 'herrn')","('frag', 'stell')","('frag', 'stellt')","('frag', 'wer')","('fraktion', 'grun')","('fraktion', 'unterstutzt')","('frank', 'pro')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'dien')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'mann')","('frau', 'nationalratin')","('frau', 'sommaruga')","('frau', 'standeratin')","('funf', 'jahr')","('ganz', 'einfach')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'schweiz')","('gar', 'mehr')","('geh', 'davon')","('geht', 'artikel')","('geht', 'darum')","('geht', 'einfach')","('geht', 'frag')","('geht', 'ja')","('geltend', 'gemacht')","('geltend', 'recht')","('gemacht', 'word')","('gemacht', 'wurd')","('gemass', 'antrag')","('gemass', 'artikel')","('genau', 'gleich')","('gesagt', 'sei')","('gesagt', 'word')","('gesagt', 'wurd')","('gesetz', 'grundlag')","('gesetz', 'regel')","('gibt', 'grund')","('gibt', 'ja')","('gibt', 'verschied')","('gibt', 'viel')","('gleich', 'lang')","('gross', 'bedeut')","('gross', 'mehrheit')","('gross', 'teil')","('gross', 'zahl')","('grun', 'fraktion')","('grund', 'bitt')","('grund', 'dafur')","('grund', 'genomm')","('grund', 'warum')","('grund', 'weshalb')","('handlungsbedarf', 'besteht')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'buttik')","('herr', 'david')","('herr', 'fehr')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'stahelin')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'morg')","('heut', 'schon')","('heutig', 'situation')","('heutig', 'syst')","('hoh', 'million')","('hoh', 'preis')","('hoh', 'vergut')","('imm', 'mehr')","('indirekt', 'gegenvorschlag')","('infrag', 'gestellt')","('initiativ', 'ablehn')","('initiativ', 'folg')","('interess', 'daran')","('interess', 'schweiz')","('international', 'erschopf')","('international', 'organisation')","('ja', 'bereit')","('ja', 'eigent')","('ja', 'herr')","('ja', 'imm')","('ja', 'nein')","('ja', 'sag')","('ja', 'schon')","('jahr', 'prozent')","('jahr', 'wurd')","('januar', 'kraft')","('je', 'nachd')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bund')","('kanton', 'gemeind')","('kanton', 'kanton')","('kanton', 'st')","('kanton', 'zurich')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('kind', 'jugend')","('klar', 'meinung')","('klein', 'mittl')","('kolleg', 'david')","('kolleg', 'frick')","('kolleg', 'schweig')","('kolleginn', 'kolleg')","('kommend', 'jahr')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'erhalt')","('kommission', 'folg')","('kommission', 'meinung')","('kommission', 'nationalrat')","('kommission', 'rat')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'verkehr')","('kommission', 'vorlag')","('kommission', 'wurd')","('kompetenz', 'kanton')","('konsumentinn', 'konsument')","('kraft', 'gesetzt')","('kraft', 'getret')","('kraft', 'setz')","('kraft', 'tret')","('kredit', 'million')","('kurz', 'zeit')","('lang', 'spiess')","('lang', 'zeit')","('letzt', 'jahr')","('letzt', 'mal')","('letzt', 'punkt')","('letzt', 'woch')","('leutenegg', 'oberholz')","('lex', 'koll')","('liegt', 'schriftlich')","('losung', 'find')","('losung', 'gefund')","('macht', 'sinn')","('managed', 'car')","('massnahm', 'treff')","('mehr', 'geld')","('mehr', 'mittel')","('mehr', 'wenig')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'unterstutz')","('mehrheit', 'zuzustimm')","('meinung', 'bundesrat')","('milliard', 'frank')","('million', 'frank')","('mind', 'folg')","('mind', 'i')","('mind', 'ii')","('mind', 'unterstutz')","('minderheitsantrag', 'abzulehn')","('mitarbeiterinn', 'mitarbeit')","('mitglied', 'bundesrat')","('mittel', 'verfug')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'bundesrat')","('mocht', 'darauf')","('mocht', 'einfach')","('mocht', 'frag')","('mocht', 'kurz')","('mocht', 'sag')","('moglich', 'geb')","('moglich', 'war')","('motion', 'abzulehn')","('motion', 'annehm')","('motion', 'anzunehm')","('motion', 'bundesrat')","('motion', 'nationalrat')","('musst', 'eigent')","('nach', 'jahr')","('nam', 'bdpfraktion')","('nam', 'bundesrat')","('nam', 'cvpevpglpfraktion')","('nam', 'fdpliberal')","('nam', 'grun')","('nam', 'kommission')","('nam', 'kommissionsmehr')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('national', 'erschopf')","('nationalrat', 'anzuschliess')","('nationalrat', 'beschloss')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('natur', 'person')","('nein', 'sag')","('neu', 'artikel')","('neu', 'bestimm')","('neu', 'regel')","('offent', 'beurkund')","('offent', 'hand')","('offent', 'interess')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('pensionskass', 'sbb')","('polit', 'entscheid')","('polit', 'partei')","('pro', 'helvetia')","('pro', 'jahr')","('rapp', 'pro')","('rechnung', 'getrag')","('rechnung', 'trag')","('recht', 'gesagt')","('rechtlich', 'grundlag')","('regional', 'erschopf')","('relativ', 'immunitat')","('richterinn', 'richt')","('richtig', 'gesagt')","('richtig', 'richtung')","('roll', 'spiel')","('rund', 'milliard')","('rund', 'million')","('sag', 'bundesrat')","('sag', 'einfach')","('sag', 'ja')","('sag', 'sei')","('sbb', 'cargo')","('scheint', 'wichtig')","('schlicht', 'einfach')","('schluss', 'gekomm')","('schon', 'gesagt')","('schon', 'heut')","('schon', 'lang')","('schon', 'sag')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'bevolker')","('schweiz', 'eu')","('schweiz', 'international')","('schweiz', 'schul')","('schweiz', 'wirtschaft')","('schweizer', 'nationalbank')","('schweizer', 'recht')","('schwierig', 'situation')","('sech', 'monat')","('seit', 'fahn')","('seit', 'jahr')","('seit', 'lang')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sinn', 'bitt')","('spfraktion', 'antrag')","('spfraktion', 'bitt')","('spfraktion', 'mind')","('spfraktion', 'unterstutzt')","('st', 'gall')","('staatspolit', 'kommission')","('standerat', 'bundesrat')","('standerat', 'folg')","('status', 'quo')","('stell', 'fest')","('stellt', 'frag')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('steuerbar', 'einkomm')","('still', 'reserv')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('strateg', 'ziel')","('svpfraktion', 'bitt')","('teil', 'b')","('to', 'fail')","('too', 'big')","('tun', 'muss')","('unabhang', 'davon')","('uns', 'fraktion')","('uns', 'kommission')","('uns', 'sicht')","('unternehmenssteuerreform', 'ii')","('unterstutzt', 'antrag')","('verfug', 'gestellt')","('verfug', 'stehend')","('verfug', 'steht')","('verfug', 'stell')","('vergang', 'jahr')","('verkehr', 'fernmeldewes')","('viel', 'fall')","('viel', 'leut')","('vier', 'jahr')","('vorberat', 'kommission')","('vorhin', 'gesagt')","('vorlag', 'bundesrat')","('vorlag', 'einzutret')","('vorlieg', 'motion')","('war', 'ja')","('weit', 'punkt')","('wichtig', 'frag')","('wichtig', 'punkt')","('wirtschaft', 'leistungsfah')","('wirtschaftsstandort', 'schweiz')","('wohl', 'kaum')","('word', 'war')","('worum', 'geht')","('wurd', 'bereit')","('wurd', 'gesagt')","('wurd', 'kommission')","('z', 'b')","('zehn', 'jahr')","('zuhand', 'materiali')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'jahr')","('zweit', 'punkt')","('zweit', 'saul')","('zwingend', 'volkerrecht')"
0,Alternative Kanton Zug (Al),Josef Lang,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,1,3,9,34,0,2,1,0,0,1,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,0,3,0,3,2,2,0,0,0,0,4,0,0,0,0,0,0,4,1,0,2,0,1,1,1,1,3,1,1,0,1,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,1,0,18,0,1,0,0,0,3,0,0,4,0,0,0,2,0,0,1,1,0,2,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2,1,3,0,2,3,0,0,3,2,0,0,0,0,0,0,0,11,4,0,0,0,3,0,0,1,0,0,0,7,1,0,7,1,0,0,0,0,0,0,0,0,2,3,1,1,0,3,0,0,7,0,2,1,0,0,1,0,0,0,2,0,0,1,4,0,0,0,0,0,0,1,4,2,0,17,0,1,0,0,1,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,7,0,2,1,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,24,4,0,1,0,0,0,0,0,0,0,0,4,1,3,0,7,1,0,0,29,23,0,12,10,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,2,0,6,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,4,2,0,6,15,0,3,0,0,0,0,0,0,0,4,0,0,1,0,0,3,0,1,7,0,2,0,0,0,0,1,1,0,1,0,5,1,0,0,4,0,0,0,0,7,0,8,0,0,0,0,0,2,1,0,0,0,1,0,2,1,1,1,4,1,5,0,2,0,0,0
1,Bürgerlich-Demokratische Partei Schweiz (BDP),Brigitta M. Gadient,2,0,2,6,0,0,0,1,10,0,0,0,1,0,3,0,6,20,10,25,2,1,0,0,0,5,15,0,3,0,0,1,0,4,0,0,0,0,2,46,8,5,5,0,0,0,0,12,0,0,0,0,0,0,5,0,1,4,1,0,7,1,0,1,0,1,6,0,6,0,0,7,0,1,0,1,6,0,0,0,1,0,2,2,2,4,20,1,4,0,0,1,1,0,2,0,0,0,1,1,0,0,2,0,1,6,1,3,0,1,0,0,8,4,0,0,0,2,2,2,0,0,1,0,0,0,4,0,8,2,7,0,2,1,0,1,0,0,1,0,0,1,1,3,2,3,1,1,1,2,4,3,0,0,2,0,3,0,1,1,0,2,2,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,11,1,1,0,0,0,1,0,0,0,1,15,0,0,10,7,1,1,0,0,7,8,3,1,4,1,0,23,3,1,0,0,1,3,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,3,0,8,0,1,1,0,0,0,2,2,0,0,1,0,3,0,0,2,0,0,0,3,7,1,0,0,6,3,14,2,2,0,0,0,1,1,1,2,0,3,0,0,2,4,0,0,4,0,0,4,2,0,1,5,0,0,0,1,32,0,1,0,0,0,0,2,0,6,1,2,0,1,1,2,4,1,0,4,1,6,1,7,3,0,2,1,1,0,5,0,1,0,1,0,1,2,2,2,0,0,1,0,0,0,7,57,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,1,7,1,2,8,5,1,0,0,1,0,8,1,0,11,13,0,2,0,10,0,0,4,1,1,0,1,0,0,1,0,0,8,0,3,3,4,0,0,3,1,5,0,0,1,1,0,1,3,0,12,2,1,0,0,0,1,0,0,0,0,0,6,1,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,3,4,31,8,0,1,0,6,0,2,6,0,0,0,1,3,0,0,45,1,0,0,2,5,0,5,2,0,0,8,0,0,4,7,0,0,0,8,1,0,0
2,Bürgerlich-Demokratische Partei Schweiz (BDP),Eveline Widmer-Schlumpf,25,27,39,28,3,0,4,7,4,5,16,6,27,36,22,5,24,8,46,91,5,7,12,4,0,40,252,10,32,0,13,42,3,31,1,34,6,8,14,0,0,3,2,4,6,9,0,0,0,0,0,0,15,9,12,6,8,7,3,7,60,3,1,17,0,21,24,5,33,1,32,5,37,98,7,11,4,27,82,25,0,38,9,14,8,5,71,38,2,64,2,27,9,0,17,17,42,16,8,4,1,0,2,14,10,15,16,12,0,0,28,0,56,19,0,0,19,6,3,170,47,14,11,33,16,14,14,15,4,0,0,0,7,0,3,2,48,4,11,55,0,1,28,7,4,27,5,16,5,22,7,89,0,0,3,5,42,11,1,3,5,7,10,21,5,16,5,15,1,12,18,4,4,10,6,17,7,20,32,15,9,0,0,18,0,0,1,4,2,0,4,12,31,0,21,28,18,65,28,6,5,52,1,41,2,30,17,23,46,6,12,9,53,8,14,23,38,67,21,4,11,19,3,2,16,10,20,7,1,4,22,0,19,3,12,0,2,5,15,3,8,0,88,3,146,2,0,56,10,21,13,15,4,4,5,9,75,20,12,3,11,11,30,7,23,12,4,18,12,4,13,5,22,45,5,19,3,21,21,17,2,17,13,7,11,0,8,0,0,0,3,1,0,10,1,26,1,7,6,76,0,0,1,2,11,3,33,20,15,23,0,9,1,19,76,2,0,6,16,37,0,9,6,17,0,13,0,6,20,10,67,2,7,2,104,189,11,21,26,2,84,9,8,10,37,322,2,31,27,4,26,33,4,20,35,3,15,4,2,2,30,0,32,0,0,0,0,0,0,0,0,37,1,3,3,3,15,13,11,8,15,19,23,18,1,31,0,17,11,15,1,26,5,40,50,18,18,39,0,14,4,3,4,13,15,7,9,13,13,0,5,7,11,11,12,14,7,1,0,5,17,12,0,7,18,23,25,25,0,36,13,0,1,0,4,4,0,0,0,0,5,12,6,19,6,20,21,22,4,10,28,0,1,5,0,11,32,32,2,21,0,0,2,27,2,19,7,3,16,6,0,11,3,49,23,3,7,45,11,10,1,5,1,8,15,5,13,16,33,83,2,50,41,0,8,9,53,3,4,16
3,Bürgerlich-Demokratische Partei Schweiz (BDP),Hans Grunder,1,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,3,0,1,0,1,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,1,2,0,3,1,0,1,0,0,1,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,3,0,0,0,0,0,0,1,1,3,1,0,3,0,1,0,6,2,0,0,0,0,0,5,0,0,2,0,2,0,0,0,4,4,0,1,0,0,8,1,2,0,0,2,1,0,0,10,0,0,0,0,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,1,58,0,0,0,1,0,2,0,0,3,0,0,0,1,0,0,2,0,1,2,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,0,0,0,0,1,14,1,0,1,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,23,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,1,0,1,2,0,0,3,3,3,0,0,0,0,1,3,1,2,1,0,0,17,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,3,5,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,4,4,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,3,0,0,0,0,0,5,1,0,2,2,0,0,0,1,1,0,0
4,Bürgerlich-Demokratische Partei Schweiz (BDP),Hansjörg Hassler,0,0,1,0,2,0,1,8,6,0,0,0,0,0,0,1,2,2,2,14,1,0,0,15,0,5,2,0,2,1,2,1,1,1,3,1,0,0,1,1,10,0,0,0,0,1,0,0,1,1,0,0,2,0,0,3,0,0,0,2,2,0,0,2,0,1,2,0,0,1,2,0,0,1,2,8,1,1,0,0,3,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,5,2,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,4,0,0,8,2,1,1,0,0,1,2,4,0,0,1,6,2,0,3,6,1,0,1,0,5,0,3,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,1,0,1,0,1,0,1,1,0,5,1,0,1,3,0,0,0,1,0,1,0,1,0,1,5,6,1,3,0,0,0,1,3,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,7,2,4,1,2,0,1,0,0,1,0,0,0,0,1,0,1,3,2,0,2,10,0,9,0,1,1,1,2,0,10,1,0,0,0,1,4,0,5,0,0,0,1,0,0,0,0,0,1,0,4,0,0,2,0,0,0,5,2,13,1,0,2,1,0,0,3,4,6,1,0,2,3,1,1,5,3,1,2,13,26,1,4,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,2,0,1,0,1,13,4,0,0,0,0,3,1,0,2,0,1,0,0,0,0,0,0,7,12,0,0,0,0,0,1,0,2,1,1,2,0,0,0,0,2,2,0,4,2,2,6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,2,0,2,0,0,0,0,0,4,2,2,1,2,0,0,14,3,0,1,3,0,1,3,0,1,0,1,4,0,2,7,0,1,2,0,5,2,8,0,0,1,3,0,0,13,4,0,2,1,5,0,0,0
5,Bürgerlich-Demokratische Partei Schweiz (BDP),Martin Landolt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6,Bürgerlich-Demokratische Partei Schweiz (BDP),Samuel Schmid,1,4,0,0,0,0,0,0,0,0,0,1,1,3,6,1,3,2,4,16,3,4,3,0,14,2,4,1,0,0,0,5,0,1,0,0,2,0,0,0,0,0,5,0,1,2,0,0,0,1,0,0,0,0,5,1,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,9,0,2,14,4,6,1,0,4,0,0,0,0,8,3,0,0,1,3,1,0,0,1,1,2,1,0,0,0,0,1,1,5,0,2,0,0,0,0,12,3,1,1,0,0,5,20,5,3,1,0,1,0,6,4,1,1,4,0,10,1,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,3,0,6,0,2,0,4,2,0,2,1,2,0,0,0,0,8,0,0,0,0,0,0,2,1,0,1,1,3,1,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,2,1,1,1,2,1,11,0,17,1,1,2,0,6,0,1,2,4,2,3,3,5,3,0,0,0,2,0,0,1,0,2,1,0,1,1,0,0,2,1,0,0,0,0,1,6,0,4,0,6,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,1,0,0,4,2,0,1,2,0,3,0,1,1,1,0,0,0,3,0,0,0,1,7,4,1,0,0,0,0,0,0,1,0,0,0,5,0,1,2,0,0,0,1,0,0,0,5,0,2,0,0,2,0,7,12,0,1,4,0,0,0,2,0,1,0,0,1,0,1,3,10,0,0,0,7,28,0,6,8,1,13,3,0,1,0,0,1,0,0,0,0,0,3,2,5,2,1,2,0,1,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,6,0,2,6,1,1,0,0,0,1,5,1,0,5,2,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,3,0,0,0,11,0,3,2,0,19,14,6,0,0,0,0,0,0,0,0,1,6,8,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,7,2,1,5,2,0,1,0,10,1,0,1,10,0,1,2,1,1,0,0,0,3,1,1,3,0,5,2,0,1,5,7,2,0,0
