,Speaker Party,Speaker,"('ab', 'jahr')","('ablehn', 'motion')","('administrativ', 'aufwand')","('aeschi', 'thomas')","('amtlich', 'bulletin')","('anerkannt', 'fluchtling')","('angenomm', 'word')","('anlieg', 'motion')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'einigungskonferenz')","('antrag', 'gestellt')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('antwort', 'frag')","('art', 'weis')","('artikel', 'absatz')","('artikel', 'artikel')","('artikel', 'bundesverfass')","('artikel', 'stgb')","('aufmerksam', 'gemacht')","('auftrag', 'gegeb')","('aug', 'behalt')","('aussenpolit', 'kommission')","('ausserhalb', 'bauzon')","('aussicht', 'gestellt')","('automat', 'informationsaustausch')","('bdpfraktion', 'unterstutzt')","('beantragt', 'bundesrat')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'motion')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'bundesamt')","('beim', 'eintret')","('beitrag', 'leist')","('bereit', 'erwahnt')","('bereit', 'heut')","('bericht', 'bundesrat')","('bern', 'konvention')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('betroff', 'person')","('big', 'to')","('bilateral', 'vertrag')","('bildung', 'forschung')","('bitt', 'antrag')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'mind')","('bitt', 'minderheitsantrag')","('bitt', 'motion')","('bitt', 'nam')","('bitt', 'vorlag')","('branchenorganisation', 'milch')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'verkehr')","('bundesrat', 'antwort')","('bundesrat', 'beantragt')","('bundesrat', 'beauftrag')","('bundesrat', 'bleib')","('bundesrat', 'entwurf')","('bundesrat', 'folg')","('bundesrat', 'frag')","('bundesrat', 'ja')","('bundesrat', 'maur')","('bundesrat', 'meinung')","('bundesrat', 'motion')","('bundesrat', 'nationalrat')","('bundesrat', 'parlament')","('bundesrat', 'sagt')","('bundesrat', 'schlagt')","('bundesrat', 'schon')","('bundesrat', 'schreibt')","('bundesrat', 'standerat')","('bundesrat', 'unterstutz')","('bundesrat', 'verwalt')","('bundesrat', 'vorgeschlag')","('bundesratin', 'leuthard')","('burgerinn', 'burg')","('conseil', 'fédéral')","('cvpfraktion', 'unterstutzt')","('dafur', 'sorg')","('dah', 'bitt')","('dan', 'le')","('dank', 'bundesrat')","('dank', 'frag')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darauf', 'hinzuweis')","('darauf', 'verzicht')","('darub', 'diskuti')","('darub', 'hinaus')","('darum', 'bitt')","('davon', 'ausgeh')","('davon', 'uberzeugt')","('de', 'la')","('de', 'roulement')","('deshalb', 'bitt')","('deshalb', 'bundesrat')","('deshalb', 'motion')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'gegenentwurf')","('diskussion', 'fuhr')","('diskussion', 'gefuhrt')","('diskutiert', 'wurd')","('drei', 'jahr')","('dreissig', 'jahr')","('ehrlich', 'gesagt')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('eidgenoss', 'zollverwalt')","('eigent', 'schon')","('einfach', 'sag')","('enthalt', 'abgelehnt')","('enthalt', 'angenomm')","('entscheid', 'fall')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erinn', 'daran')","('erinner', 'ruf')","('erleichtert', 'einburger')","('erneuerbar', 'energi')","('erst', 'lini')","('erst', 'mal')","('erst', 'schritt')","('etwa', 'milliard')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fdpliberal', 'fraktion')","('flankier', 'massnahm')","('fluchtling', 'vorlauf')","('folg', 'geb')","('fond', 'de')","('frag', 'herr')","('frag', 'herrn')","('frag', 'stell')","('frank', 'erhoh')","('frank', 'jahr')","('frank', 'mehr')","('frank', 'pro')","('frank', 'prozent')","('frank', 'wenig')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'mann')","('frau', 'nationalratin')","('frau', 'standeratin')","('funf', 'jahr')","('funfzehn', 'jahr')","('ganz', 'einfach')","('ganz', 'genau')","('ganz', 'klar')","('ganz', 'schweiz')","('ganz', 'sich')","('ganz', 'wichtig')","('gar', 'mehr')","('gebund', 'ausgab')","('geh', 'davon')","('geht', 'dabei')","('geht', 'darum')","('geht', 'eben')","('geht', 'einfach')","('geht', 'frag')","('geht', 'geht')","('geht', 'ja')","('geltend', 'recht')","('gemacht', 'wurd')","('gemass', 'antrag')","('gemass', 'artikel')","('gemass', 'bundesrat')","('gemischt', 'ausschuss')","('genet', 'untersuch')","('gentechn', 'verandert')","('gern', 'bereit')","('gesagt', 'bundesrat')","('gesagt', 'sei')","('gesagt', 'word')","('gesagt', 'wurd')","('geschatzt', 'frau')","('geschatzt', 'herr')","('geschatzt', 'kolleg')","('geschatzt', 'kollegin')","('gesetz', 'grundlag')","('gibt', 'ganz')","('gibt', 'ja')","('gibt', 'kanton')","('gibt', 'mehr')","('gibt', 'moglich')","('gibt', 'viel')","('gibt', 'zwei')","('glaub', 'wichtig')","('gleich', 'lang')","('global', 'forum')","('gross', 'herausforder')","('gross', 'probl')","('gross', 'teil')","('grun', 'fraktion')","('grund', 'dafur')","('grund', 'warum')","('grund', 'weshalb')","('grunliberal', 'fraktion')","('grunliberal', 'unterstutz')","('gut', 'daran')","('gut', 'gemeint')","('gut', 'grund')","('handlungsbedarf', 'besteht')","('hauslich', 'gewalt')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'caroni')","('herr', 'kolleg')","('herr', 'mind')","('herr', 'nationalrat')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'mehr')","('heut', 'morg')","('heut', 'schon')","('hoh', 'berufsbild')","('hoh', 'fachschul')","('hoh', 'kost')","('hoh', 'million')","('imm', 'gleich')","('imm', 'mehr')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('interess', 'daran')","('interess', 'schweiz')","('international', 'organisation')","('international', 'recht')","('international', 'standard')","('international', 'vergleich')","('international', 'zusammenarbeit')","('ja', 'eigent')","('ja', 'gut')","('ja', 'imm')","('ja', 'nein')","('ja', 'sag')","('ja', 'schon')","('jahr', 'jahr')","('jahr', 'lang')","('jahr', 'million')","('jahr', 'prozent')","('jahr', 'spat')","('je', 'nachd')","('jugend', 'sport')","('jung', 'mensch')","('jurist', 'person')","('kanton', 'bern')","('kanton', 'bund')","('kanton', 'genf')","('kanton', 'graubund')","('kanton', 'luz')","('kanton', 'stadt')","('kanton', 'tessin')","('kanton', 'thurgau')","('kanton', 'zurich')","('kauf', 'nehm')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('kien', 'nell')","('klar', 'meinung')","('kolleg', 'caroni')","('kolleg', 'cram')","('kolleg', 'engl')","('kolleg', 'fohn')","('kolleg', 'jositsch')","('kolleg', 'mind')","('kolleg', 'nos')","('kolleg', 'ried')","('kolleg', 'stockli')","('kolleginn', 'kolleg')","('komm', 'sag')","('komm', 'schluss')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'einstimm')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rat')","('kommission', 'rechtsfrag')","('kommission', 'sozial')","('kommission', 'stimm')","('kommission', 'unterstutz')","('kommission', 'vorlag')","('kommission', 'wirtschaft')","('kommission', 'wurd')","('kommissionssprech', 'gesagt')","('kompetenz', 'kanton')","('konsumentinn', 'konsument')","('konzept', 'mehrheit')","('kraft', 'tret')","('kundinn', 'kund')","('kurzung', 'million')","('la', 'suiss')","('lang', 'spiess')","('lang', 'zeit')","('le', 'conseil')","('letzt', 'jahr')","('letzt', 'woch')","('leutenegg', 'oberholz')","('lieb', 'kolleg')","('losung', 'find')","('losung', 'gefund')","('macht', 'sinn')","('mann', 'frau')","('mehr', 'geld')","('mehr', 'prozent')","('mehr', 'wenig')","('mehrheit', 'finanzkommission')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'mind')","('mensch', 'land')","('milliard', 'frank')","('million', 'frank')","('mind', 'aeschi')","('mind', 'folg')","('mind', 'i')","('mind', 'ii')","('mind', 'iii')","('mindest', 'prozent')","('mitarbeiterinn', 'mitarbeit')","('mocht', 'bitt')","('mocht', 'bundesrat')","('mocht', 'darauf')","('mocht', 'einfach')","('mocht', 'kommission')","('mocht', 'kurz')","('mocht', 'nochmal')","('mocht', 'schon')","('moglich', 'geb')","('moglich', 'war')","('motion', 'ablehn')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('motion', 'verlangt')","('muss', 'einfach')","('muss', 'ja')","('muss', 'schau')","('muss', 'schon')","('muss', 'wiss')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpliberal')","('nam', 'grunliberal')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'folg')","('natur', 'person')","('negativ', 'auswirk')","('nehm', 'muss')","('nein', 'sag')","('neu', 'artikel')","('neu', 'aufgab')","('neu', 'fuhrungsmodell')","('neu', 'gesetz')","('offent', 'beschaffungswes')","('offent', 'hand')","('offent', 'interess')","('offent', 'verkehr')","('paar', 'jahr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'bildung')","('postulat', 'abzulehn')","('pro', 'jahr')","('pro', 'monat')","('prozent', 'mehr')","('prozent', 'prozent')","('rechnung', 'trag')","('recht', 'gesagt')","('regional', 'personenverkehr')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('richtig', 'richtung')","('richtig', 'verstand')","('richtung', 'geh')","('rund', 'milliard')","('rund', 'million')","('rund', 'prozent')","('rund', 'tisch')","('sach', 'kanton')","('sag', 'bundesrat')","('sag', 'ja')","('sag', 'muss')","('sag', 'sei')","('schlicht', 'einfach')","('schluss', 'gekomm')","('schon', 'frag')","('schon', 'gesagt')","('schon', 'heut')","('schon', 'sag')","('schon', 'seit')","('schutz', 'privatsphar')","('schweizer', 'nationalbank')","('schweizerinn', 'schweiz')","('sech', 'monat')","('seit', 'fahn')","('seit', 'jahr')","('servic', 'public')","('sich', 'gesund')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'kommission')","('sinn', 'bitt')","('sozial', 'sich')","('spfraktion', 'unterstutzt')","('st', 'gall')","('staatssekretariat', 'migration')","('stadt', 'gemeind')","('standerat', 'folg')","('standerat', 'kommission')","('standesinitiativ', 'folg')","('status', 'quo')","('stellt', 'frag')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('strateg', 'ziel')","('svpfraktion', 'unterstutzt')","('swiss', 'finish')","('to', 'fail')","('too', 'big')","('umfang', 'million')","('umsetz', 'masseneinwanderungsinitiativ')","('umso', 'mehr')","('unabhang', 'davon')","('uns', 'kommission')","('uns', 'sicht')","('unternehmenssteuerreform', 'ii')","('unternehmenssteuerreform', 'iii')","('unterstutz', 'mind')","('unterstutzt', 'cvpfraktion')","('verfug', 'steh')","('vergang', 'jahr')","('verlangt', 'bundesrat')","('viel', 'dank')","('viel', 'mensch')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorberat', 'kommission')","('vorhin', 'gesagt')","('vorlag', 'bundesrat')","('vorlag', 'eintret')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorschlag', 'bundesrat')","('wak', 'rat')","('war', 'ja')","('weiterentwickl', 'arme')","('wichtig', 'anlieg')","('wirtschaft', 'abgab')","('wiss', 'ja')","('worum', 'geht')","('wurd', 'gesagt')","('wurd', 'ja')","('wurd', 'kommission')","('wurd', 'schon')","('wurd', 'stimm')","('z', 'b')","('zehn', 'jahr')","('ziel', 'erreich')","('zinsbereinigt', 'gewinnsteu')","('zusamm', 'kanton')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'grund')","('zwei', 'jahr')","('zwei', 'punkt')","('zweit', 'frag')","('zweit', 'punkt')","('zweit', 'saul')","('à', 'la')"
0,Bürgerlich-Demokratische Partei Schweiz (BDP),Bernhard Guhl,2,0,0,0,0,0,0,0,1,0,3,1,4,8,12,20,0,0,0,0,41,1,0,2,0,0,0,0,2,0,0,7,0,0,0,0,2,1,0,0,1,2,3,0,0,0,1,2,1,0,0,0,6,1,4,1,1,1,1,11,0,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,5,2,0,0,0,0,1,0,0,0,0,2,3,0,0,0,1,4,1,0,0,0,2,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,1,0,0,3,9,0,2,0,0,0,5,1,1,0,8,1,1,0,2,0,3,1,11,0,0,0,3,2,5,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,9,2,0,1,4,0,4,0,4,0,0,0,0,0,1,3,0,2,0,0,0,0,0,1,21,7,3,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,3,1,0,0,0,0,0,1,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,5,0,1,0,2,0,4,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,1,1,4,0,3,0,2,0,11,12,1,1,2,4,0,4,3,3,0,0,0,0,0,0,1,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,3,1,20,0,18,0,0,2,3,0,1,0,1,0,0,0,0,1,1,0,0,1,1,2,1,0,1,0,0,2,3,2,0,1,0,0,0,0,0,2,0,1,6,0,0,0,0,1,0,0,1,0,0,4,5,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,2,3,1,0,0,2,10,18,0,0,0,0,0,0,1,0,0,5,0,0,1,2,0,9,5,0,0,0,3,2,0,6,0,0,0,1,0
1,Bürgerlich-Demokratische Partei Schweiz (BDP),Duri Campell,2,0,1,1,0,1,0,0,1,1,0,0,0,0,7,3,0,0,0,0,4,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,0,2,0,0,0,0,2,0,0,1,6,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,5,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0
2,Bürgerlich-Demokratische Partei Schweiz (BDP),Eveline Widmer-Schlumpf,5,1,1,0,0,0,0,1,3,3,0,0,1,1,1,5,0,0,0,13,2,0,1,0,0,1,0,0,0,0,20,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,6,0,3,0,5,0,0,5,0,0,1,0,0,3,0,2,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,5,0,11,2,0,0,7,0,3,2,0,1,0,1,0,0,0,17,1,0,1,2,0,0,1,0,2,0,4,1,4,0,0,0,0,6,1,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,1,2,0,0,0,0,0,7,5,3,2,1,4,3,2,0,1,0,0,0,10,1,6,0,0,2,0,2,0,1,1,0,0,0,0,0,0,3,2,2,3,0,0,0,0,3,2,2,0,1,2,1,1,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,9,33,0,7,1,1,0,4,0,0,0,1,2,0,0,0,1,0,1,0,1,1,3,0,1,2,0,2,3,1,0,0,1,2,1,0,0,0,0,1,1,2,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,3,0,23,0,3,0,0,1,3,1,0,2,1,1,1,2,0,0,28,46,0,1,0,0,0,0,5,32,1,0,8,0,1,0,4,1,0,0,1,0,0,0,1,3,0,1,0,26,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,4,0,5,6,0,0,0,0,1,0,1,1,4,4,5,0,1,0,3,0,2,3,0,2,0,1,0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,4,2,0,0,0,1,3,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,6,11,0,0,1,0,0,0,0,6,0,0,0,0,0,4,0,0,2,0,1,0,0,0,0,2,8,0,0,1,0,2,3,3,0,1,0,0,1,2,0,1,1,0,0
3,Bürgerlich-Demokratische Partei Schweiz (BDP),Hans Grunder,0,3,0,1,0,0,1,1,0,0,0,1,0,2,2,18,0,2,0,2,15,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,1,0,1,0,8,1,0,0,1,1,0,0,0,0,3,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,1,1,4,1,18,0,8,3,1,0,2,0,2,2,0,0,1,2,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,2,0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,4,0,0,1,0,5,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,3,0,0,4,1,0,1,0,4,1,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,0,14,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,8,2,1,0,0,1,0,1,0,0,4,0,0,4,13,1,0,3,6,4,3,0,0,0,0,2,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,3,0,13,0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,3,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,6,1,0,0,0,4,6,2,0,0,2,0,0,3,0,2,0,0,0
4,Bürgerlich-Demokratische Partei Schweiz (BDP),Heinz Siegenthaler,0,0,0,8,0,0,0,0,0,3,0,0,0,1,5,23,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,1,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,6,3,1,0,0,6,0,0,0,0,0,1,0,2,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,3,0,1,1,0,0,0,0,1,3,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,3,0,2,0,0,3,0,0,3,1,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,2,0,7,0,0,0,0,0,0,0,1,0,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,2,2,0,0,5,1,1,3,1,3,16,4,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,3,0,0,0,0,3,0,1,0,0,0,0,1,0,2,0,3,0,0,0,0,2,2,0,0,5,0,4,1,1,0,0,1,0,1,0,0,0,1,0,0
5,Bürgerlich-Demokratische Partei Schweiz (BDP),Lorenz Hess,1,1,5,2,1,0,0,0,1,0,2,0,2,2,10,23,1,0,1,3,23,0,1,0,0,0,2,0,0,0,0,3,0,1,0,0,0,3,0,2,1,1,0,0,0,5,0,0,6,0,0,0,2,5,6,3,3,2,2,7,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,0,1,0,0,0,1,0,0,0,0,6,1,0,0,3,0,0,0,1,0,0,3,0,0,1,0,0,0,9,0,0,0,0,0,0,1,1,1,2,1,0,2,0,0,0,2,0,0,0,1,2,2,0,0,0,4,0,1,0,0,1,2,0,2,0,0,2,0,1,0,0,0,3,0,0,1,1,0,0,1,1,0,9,0,0,0,1,0,3,0,6,1,0,1,1,0,2,1,29,2,1,3,3,4,0,0,2,0,1,0,0,0,0,0,2,0,3,0,0,1,0,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,0,0,0,2,3,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,5,1,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,4,1,1,0,4,0,12,18,3,0,7,4,2,1,3,2,1,1,0,4,1,0,0,0,1,0,0,1,1,1,0,3,0,0,3,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,4,5,0,0,0,1,0,0,0,0,0,3,1,3,1,1,0,1,3,0,0,1,0,0,1,0,2,2,4,0,2,2,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,1,1,3,0,1,0,0,0,0,0,1,0,0,0,1,2,0,2,7,0,0,0,0,1,0,0,0,0,5,0,1,10,1,0,0,0,0,0,0,0,0,8,0,1,1,8,0,0,4,1,0,0,0,6,3,4,3,3,0,4,2
6,Bürgerlich-Demokratische Partei Schweiz (BDP),Martin Landolt,0,2,1,2,0,0,0,0,1,1,0,0,0,1,2,1,0,1,0,2,10,1,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,3,0,0,5,0,2,0,2,0,1,0,1,0,0,0,1,3,0,0,2,0,0,1,2,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,4,0,5,0,2,3,0,0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,3,1,6,0,0,0,0,4,0,1,0,1,0,4,5,0,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,2,0,0,1,0,2,0,10,0,1,0,3,1,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,8,0,1,0,0,0,1,1,1,0,0,0,1,1,4,0,0,3,0,13,0,0,0,0,0,1,0,1,3,0,0,0,0,1,1,0,4,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,8,1,0,2,0,1,0,0,0,0,0,0,0,3,0,5,4,0,5,0,8,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,17,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2,0,0,2,4,1,4,1,0,2,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,6,0,4,0,0,0,0,0,0,0,1,3,1,0,0,13,1,0,0,0,0,1,0,0,1,0,3,0,0,0,2,0,2,7,2,0,0,2,0,1,1,0,0,0,0,0
