,Speaker,Speaker Party,"('ab', 'jahr')","('absatz', 'artikel')","('absatz', 'buchstab')","('absatz', 'bundesverfass')","('absatz', 'geht')","('absatz', 'litera')","('absatz', 'streich')","('ahv', 'iv')","('all', 'grund')","('allgemein', 'teil')","('allgemein', 'volksinitiativ')","('amtlich', 'bulletin')","('ander', 'artikel')","('antrag', 'artikel')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'stell')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('artikel', 'bundesverfass')","('artikel', 'geht')","('artikel', 'gesetz')","('artikel', 'neu')","('artikel', 'or')","('aufgab', 'bund')","('aufmerksam', 'gemacht')","('ausdruck', 'bring')","('ausdruck', 'gebracht')","('auseinand', 'gesetzt')","('auseinand', 'setz')","('ausfuhr', 'herrn')","('auslanderinn', 'ausland')","('aussenpolit', 'bericht')","('aussenpolit', 'kommission')","('autofrei', 'sonntag')","('beantrag', 'nam')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'antrag')","('beim', 'bund')","('beim', 'bundesamt')","('beim', 'eintret')","('bereit', 'erwahnt')","('bereit', 'heut')","('bereit', 'motion')","('beschluss', 'nationalrat')","('besteht', 'darin')","('besteht', 'gefahr')","('betrag', 'million')","('betroff', 'person')","('bezahl', 'muss')","('bilateral', 'abkomm')","('bilateral', 'verhandl')","('bilateral', 'vertrag')","('bildung', 'forschung')","('bitt', 'antrag')","('bitt', 'artikel')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'kommission')","('bitt', 'mehrheit')","('bitt', 'mind')","('bitt', 'minderheitsantrag')","('bitt', 'nam')","('botschaft', 'bundesrat')","('brunn', 'christian')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'c')","('bund', 'kanton')","('bundesamt', 'fluchtling')","('bundesamt', 'justiz')","('bundesamt', 'landwirtschaft')","('bundesamt', 'sozialversicher')","('bundesprasident', 'leuenberg')","('bundesprasident', 'villig')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'bereit')","('bundesrat', 'bericht')","('bundesrat', 'botschaft')","('bundesrat', 'couchepin')","('bundesrat', 'entscheid')","('bundesrat', 'entwurf')","('bundesrat', 'fassung')","('bundesrat', 'folg')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'mocht')","('bundesrat', 'nationalrat')","('bundesrat', 'parlament')","('bundesrat', 'standerat')","('bundesrat', 'verwalt')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('bundesrat', 'vorlag')","('bundesratin', 'dreifuss')","('bundesratin', 'metzl')","('burgerinn', 'burg')","('corporat', 'governanc')","('cvpfraktion', 'unterstutzt')","('d', 'h')","('dafur', 'sorg')","('dank', 'bundesrat')","('dank', 'herrn')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darauf', 'verzichtet')","('darf', 'sag')","('darum', 'geh')","('darum', 'geht')","('davon', 'ausgegang')","('davon', 'ausgeh')","('davon', 'uberzeugt')","('de', 'dardel')","('de', 'la')","('deshalb', 'antrag')","('deshalb', 'bitt')","('deshalb', 'meinung')","('deshalb', 'muss')","('differenz', 'nationalrat')","('differenz', 'standerat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'steu')","('diskussion', 'kommission')","('drei', 'grund')","('drei', 'jahr')","('drei', 'punkt')","('dreissig', 'jahr')","('dringend', 'notwend')","('eben', 'gerad')","('einfach', 'bundesbeschluss')","('einfach', 'sag')","('einkomm', 'frank')","('einstimm', 'kommission')","('einzeln', 'kanton')","('embryonal', 'stammzell')","('end', 'jahr')","('energi', 'schweiz')","('entscheid', 'bundesrat')","('entscheid', 'fall')","('entscheid', 'gefallt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erinn', 'daran')","('erinner', 'ruf')","('erneuerbar', 'energi')","('ernst', 'genomm')","('ernst', 'nehm')","('erst', 'blick')","('erst', 'lesung')","('erst', 'lini')","('erst', 'mal')","('erst', 'phas')","('etapp', 'bahn')","('etwa', 'million')","('europa', 'union')","('fassung', 'bundesrat')","('fassung', 'nationalrat')","('fassung', 'standerat')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'unterstutzt')","('finanziell', 'mittel')","('flankier', 'massnahm')","('flughaf', 'zurich')","('folg', 'geb')","('folg', 'gegeb')","('folgend', 'grund')","('form', 'postulat')","('frag', 'beantwort')","('frag', 'herr')","('frag', 'herrn')","('frank', 'jahr')","('frank', 'mehr')","('frank', 'pro')","('frank', 'wenig')","('frau', 'beerli')","('frau', 'brunn')","('frau', 'fassl')","('frau', 'forst')","('frau', 'leumann')","('frau', 'leutenegg')","('frau', 'spoerry')","('funf', 'jahr')","('ganz', 'besond')","('ganz', 'einfach')","('ganz', 'genau')","('ganz', 'geschicht')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'schweiz')","('ganz', 'wichtig')","('gegeb', 'zeit')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geht', 'ja')","('geltend', 'gemacht')","('geltend', 'recht')","('gemacht', 'word')","('gemass', 'artikel')","('gemass', 'bundesrat')","('gentechn', 'verandert')","('gesagt', 'word')","('gesetz', 'grundlag')","('gesetz', 'regel')","('gleich', 'lang')","('gross', 'bedeut')","('gross', 'mehrheit')","('gross', 'teil')","('gross', 'zahl')","('grun', 'fraktion')","('grund', 'bitt')","('grund', 'genomm')","('grund', 'weshalb')","('herr', 'brandli')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'buttik')","('herr', 'david')","('herr', 'hofmann')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'maiss')","('herr', 'merz')","('herr', 'plattn')","('herr', 'reimann')","('herr', 'schluer')","('herr', 'schmid')","('herr', 'schweig')","('herr', 'stadl')","('herr', 'strahm')","('herr', 'sut')","('herrn', 'bundesprasident')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herzlich', 'dank')","('hess', 'han')","('heut', 'geltend')","('heut', 'morg')","('heutig', 'debatt')","('heutig', 'regel')","('hinzu', 'kommt')","('imm', 'gesagt')","('indirekt', 'gegenvorschlag')","('infrag', 'gestellt')","('initiativ', 'folg')","('inn', 'sich')","('institutionell', 'anleg')","('international', 'organisation')","('ja', 'gerad')","('ja', 'nein')","('ja', 'schon')","('jahr', 'alt')","('jahr', 'prozent')","('jetzig', 'zeitpunkt')","('jurist', 'person')","('kanton', 'aargau')","('kanton', 'gemeind')","('kanton', 'uri')","('kanton', 'zurich')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('klar', 'ausdruck')","('klar', 'gesagt')","('klar', 'meinung')","('klar', 'sag')","('klein', 'kanton')","('klein', 'mittl')","('kolleg', 'david')","('kolleg', 'leuenberg')","('kolleg', 'schmid')","('kolleginn', 'kolleg')","('kommission', 'antrag')","('kommission', 'artikel')","('kommission', 'auffass')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'einstimm')","('kommission', 'folg')","('kommission', 'meinung')","('kommission', 'mocht')","('kommission', 'nationalrat')","('kommission', 'rat')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'verkehr')","('kommission', 'vorlag')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionsmehr', 'zuzustimm')","('konstruktiv', 'referendum')","('konsumentinn', 'konsument')","('kraft', 'gesetzt')","('kraft', 'tret')","('kurz', 'bemerk')","('kurz', 'zeit')","('landlich', 'raum')","('lang', 'zeit')","('lasst', 'mitteil')","('letzt', 'jahr')","('letzt', 'mal')","('leutenegg', 'oberholz')","('liegt', 'darin')","('litera', 'a')","('litera', 'b')","('losung', 'find')","('losung', 'nationalrat')","('macht', 'sinn')","('mehr', 'benotigt')","('mehr', 'geld')","('mehr', 'moglich')","('mehr', 'wenig')","('mehrheit', 'cvpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mehrheit', 'uns')","('mehrheit', 'unterstutz')","('mehrheit', 'zuzustimm')","('meinung', 'bundesrat')","('meinung', 'kommission')","('meinung', 'mehrheit')","('meinung', 'sei')","('million', 'frank')","('mind', 'folg')","('mind', 'i')","('mind', 'ii')","('mind', 'kommission')","('minderheitsantrag', 'abzulehn')","('mitarbeiterinn', 'mitarbeit')","('mitglied', 'kommission')","('mocht', 'beliebt')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'bundesrat')","('mocht', 'daran')","('mocht', 'darauf')","('mocht', 'deshalb')","('mocht', 'einfach')","('mocht', 'herrn')","('mocht', 'kurz')","('mocht', 'sag')","('monist', 'syst')","('motion', 'entgegenzunehm')","('motion', 'postulat')","('motion', 'uberweis')","('muss', 'heut')","('nach', 'generation')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'grun')","('nam', 'kommission')","('nam', 'kommissionsmehr')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'artikel')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('nationalrat', 'stimm')","('natur', 'person')","('neu', 'absatz')","('neu', 'artikel')","('neu', 'bestimm')","('neu', 'bundesverfass')","('neu', 'finanzausgleich')","('neu', 'gesetz')","('neu', 'recht')","('neu', 'steu')","('offent', 'hand')","('offent', 'interess')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('organisiert', 'kriminalitat')","('parlamentar', 'initiativ')","('pensionskass', 'bund')","('polit', 'entscheid')","('polit', 'recht')","('post', 'swisscom')","('postulat', 'entgegenzunehm')","('postulat', 'uberweis')","('pro', 'helvetia')","('pro', 'jahr')","('probl', 'los')","('prozent', 'prozent')","('rapp', 'pro')","('rechnung', 'getrag')","('rechnung', 'trag')","('richtig', 'richtung')","('roll', 'spiel')","('rucksicht', 'nehm')","('rund', 'frank')","('rund', 'milliard')","('rund', 'prozent')","('rund', 'tisch')","('sag', 'muss')","('schlicht', 'einfach')","('schluss', 'gekomm')","('schmid', 'carlo')","('schon', 'erwahnt')","('schon', 'gar')","('schon', 'gesagt')","('schriftlich', 'bericht')","('schritt', 'richtig')","('schweizer', 'nationalbank')","('sech', 'jahr')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sinn', 'bitt')","('sozial', 'sich')","('spfraktion', 'unterstutzt')","('st', 'gall')","('staatspolit', 'kommission')","('standerat', 'folg')","('standerat', 'kommission')","('status', 'quo')","('stell', 'fest')","('stellt', 'frag')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'beschloss')","('stimm', 'enthalt')","('stimmburgerinn', 'stimmburg')","('strateg', 'ziel')","('streichung', 'artikel')","('svpfraktion', 'bitt')","('svpfraktion', 'unterstutzt')","('teil', 'auffass')","('teil', 'meinung')","('u', 'a')","('uberweis', 'motion')","('uberzahl', 'embryon')","('umso', 'mehr')","('uns', 'fraktion')","('uns', 'kommission')","('uns', 'sicht')","('verdeckt', 'ermittl')","('verfug', 'gestellt')","('verfug', 'steh')","('verfug', 'stehend')","('vergang', 'jahr')","('verkehr', 'fernmeldewes')","('vier', 'jahr')","('volk', 'stand')","('voll', 'ganz')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorschlag', 'bundesrat')","('vorstoss', 'motion')","('votum', 'herrn')","('war', 'dankbar')","('weit', 'vorgeh')","('wert', 'darauf')","('wichtig', 'frag')","('wichtig', 'punkt')","('wirtschaft', 'entwickl')","('wirtschaft', 'leistungsfah')","('wiss', 'darum')","('wohl', 'kaum')","('word', 'war')","('worum', 'geht')","('wurd', 'bereit')","('wurd', 'kommission')","('zehn', 'jahr')","('zeich', 'setz')","('zentral', 'frag')","('zukomm', 'lass')","('zustand', 'gekomm')","('zwanzig', 'jahr')","('zwei', 'bemerk')","('zwei', 'ding')","('zwei', 'drei')","('zwei', 'drittel')","('zwei', 'grund')","('zweit', 'etapp')","('zweit', 'punkt')","('zweit', 'rohr')","('zweit', 'saul')"
0,Brigitta M. Gadient,Bürgerlich-Demokratische Partei Schweiz (BDP),0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.007326007326007326,0.01098901098901099,0.0,0.01098901098901099,0.003663003663003663,0.007326007326007326,0.003663003663003663,0.0,0.003663003663003663,0.007326007326007326,0.0,0.007326007326007326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.003663003663003663,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03296703296703297,0.003663003663003663,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.007326007326007326,0.003663003663003663,0.0,0.0,0.0,0.007326007326007326,0.0,0.0,0.0,0.018315018315018316,0.003663003663003663,0.003663003663003663,0.0,0.0,0.007326007326007326,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.007326007326007326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.003663003663003663,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007326007326007326,0.01098901098901099,0.0,0.0,0.03296703296703297,0.0,0.0,0.003663003663003663,0.0,0.003663003663003663,0.01098901098901099,0.0,0.003663003663003663,0.01098901098901099,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.007326007326007326,0.014652014652014652,0.003663003663003663,0.007326007326007326,0.007326007326007326,0.0,0.0,0.0,0.0,0.0,0.007326007326007326,0.01098901098901099,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.014652014652014652,0.003663003663003663,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.018315018315018316,0.0,0.003663003663003663,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.003663003663003663,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.003663003663003663,0.003663003663003663,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.03663003663003663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.003663003663003663,0.003663003663003663,0.0,0.0,0.01098901098901099,0.0,0.003663003663003663,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.02197802197802198,0.03296703296703297,0.0,0.0,0.01098901098901099,0.0,0.0,0.003663003663003663,0.007326007326007326,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.007326007326007326,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.007326007326007326,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.003663003663003663,0.0,0.007326007326007326,0.0,0.0,0.003663003663003663,0.003663003663003663,0.0,0.0,0.0,0.003663003663003663,0.0,0.007326007326007326,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007326007326007326,0.014652014652014652,0.0,0.003663003663003663,0.0,0.0,0.003663003663003663,0.007326007326007326,0.0,0.0,0.003663003663003663,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.02197802197802198,0.0,0.0,0.003663003663003663,0.0,0.0,0.007326007326007326,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.018315018315018316,0.0,0.007326007326007326,0.0,0.0,0.0,0.003663003663003663,0.007326007326007326,0.007326007326007326,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.01098901098901099,0.007326007326007326,0.0,0.0,0.003663003663003663,0.0,0.003663003663003663,0.007326007326007326,0.003663003663003663,0.0,0.0,0.0,0.0,0.0,0.0,0.007326007326007326,0.0,0.0,0.003663003663003663,0.0,0.0,0.0,0.0,0.0
1,Hansjörg Hassler,Bürgerlich-Demokratische Partei Schweiz (BDP),0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.008658008658008658,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.004329004329004329,0.004329004329004329,0.004329004329004329,0.09523809523809523,0.0,0.0,0.004329004329004329,0.0,0.012987012987012988,0.004329004329004329,0.0,0.0,0.0,0.004329004329004329,0.008658008658008658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.004329004329004329,0.0,0.004329004329004329,0.0,0.0,0.0,0.008658008658008658,0.008658008658008658,0.0,0.004329004329004329,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.008658008658008658,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.021645021645021644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.008658008658008658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.008658008658008658,0.0,0.0,0.0,0.004329004329004329,0.0,0.008658008658008658,0.0,0.0,0.0,0.0,0.0,0.008658008658008658,0.0,0.0,0.012987012987012988,0.017316017316017316,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.008658008658008658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.012987012987012988,0.0,0.004329004329004329,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.017316017316017316,0.0,0.004329004329004329,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017316017316017316,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.004329004329004329,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008658008658008658,0.0,0.0,0.0,0.004329004329004329,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06493506493506493,0.0,0.008658008658008658,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.008658008658008658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008658008658008658,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.03896103896103896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.004329004329004329,0.004329004329004329,0.0,0.004329004329004329,0.012987012987012988,0.004329004329004329,0.004329004329004329,0.0,0.008658008658008658,0.0,0.012987012987012988,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008658008658008658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.03896103896103896,0.0,0.0,0.0,0.008658008658008658,0.0,0.0,0.008658008658008658,0.0,0.004329004329004329,0.0,0.0,0.004329004329004329,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.021645021645021644,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.008658008658008658,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.030303030303030304
