,Speaker Party,Speaker,"('ab', 'jahr')","('absatz', 'artikel')","('absatz', 'buchstab')","('absatz', 'bundesverfass')","('absatz', 'geht')","('absatz', 'litera')","('absatz', 'streich')","('ahv', 'iv')","('all', 'grund')","('allgemein', 'teil')","('allgemein', 'volksinitiativ')","('amtlich', 'bulletin')","('ander', 'artikel')","('antrag', 'artikel')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'stell')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('artikel', 'bundesverfass')","('artikel', 'geht')","('artikel', 'gesetz')","('artikel', 'neu')","('artikel', 'or')","('aufgab', 'bund')","('aufmerksam', 'gemacht')","('ausdruck', 'bring')","('ausdruck', 'gebracht')","('auseinand', 'gesetzt')","('auseinand', 'setz')","('ausfuhr', 'herrn')","('auslanderinn', 'ausland')","('aussenpolit', 'bericht')","('aussenpolit', 'kommission')","('autofrei', 'sonntag')","('beantrag', 'nam')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'antrag')","('beim', 'bund')","('beim', 'bundesamt')","('beim', 'eintret')","('bereit', 'erwahnt')","('bereit', 'heut')","('bereit', 'motion')","('beschluss', 'nationalrat')","('besteht', 'darin')","('besteht', 'gefahr')","('betrag', 'million')","('betroff', 'person')","('bezahl', 'muss')","('bilateral', 'abkomm')","('bilateral', 'verhandl')","('bilateral', 'vertrag')","('bildung', 'forschung')","('bitt', 'antrag')","('bitt', 'artikel')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'kommission')","('bitt', 'mehrheit')","('bitt', 'mind')","('bitt', 'minderheitsantrag')","('bitt', 'nam')","('botschaft', 'bundesrat')","('brunn', 'christian')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'c')","('bund', 'kanton')","('bundesamt', 'fluchtling')","('bundesamt', 'justiz')","('bundesamt', 'landwirtschaft')","('bundesamt', 'sozialversicher')","('bundesprasident', 'leuenberg')","('bundesprasident', 'villig')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'bereit')","('bundesrat', 'bericht')","('bundesrat', 'botschaft')","('bundesrat', 'couchepin')","('bundesrat', 'entscheid')","('bundesrat', 'entwurf')","('bundesrat', 'fassung')","('bundesrat', 'folg')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'mocht')","('bundesrat', 'nationalrat')","('bundesrat', 'parlament')","('bundesrat', 'standerat')","('bundesrat', 'verwalt')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('bundesrat', 'vorlag')","('bundesratin', 'dreifuss')","('bundesratin', 'metzl')","('burgerinn', 'burg')","('corporat', 'governanc')","('cvpfraktion', 'unterstutzt')","('d', 'h')","('dafur', 'sorg')","('dank', 'bundesrat')","('dank', 'herrn')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darauf', 'verzichtet')","('darf', 'sag')","('darum', 'geh')","('darum', 'geht')","('davon', 'ausgegang')","('davon', 'ausgeh')","('davon', 'uberzeugt')","('de', 'dardel')","('de', 'la')","('deshalb', 'antrag')","('deshalb', 'bitt')","('deshalb', 'meinung')","('deshalb', 'muss')","('differenz', 'nationalrat')","('differenz', 'standerat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'steu')","('diskussion', 'kommission')","('drei', 'grund')","('drei', 'jahr')","('drei', 'punkt')","('dreissig', 'jahr')","('dringend', 'notwend')","('eben', 'gerad')","('einfach', 'bundesbeschluss')","('einfach', 'sag')","('einkomm', 'frank')","('einstimm', 'kommission')","('einzeln', 'kanton')","('embryonal', 'stammzell')","('end', 'jahr')","('energi', 'schweiz')","('entscheid', 'bundesrat')","('entscheid', 'fall')","('entscheid', 'gefallt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erinn', 'daran')","('erinner', 'ruf')","('erneuerbar', 'energi')","('ernst', 'genomm')","('ernst', 'nehm')","('erst', 'blick')","('erst', 'lesung')","('erst', 'lini')","('erst', 'mal')","('erst', 'phas')","('etapp', 'bahn')","('etwa', 'million')","('europa', 'union')","('fassung', 'bundesrat')","('fassung', 'nationalrat')","('fassung', 'standerat')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'unterstutzt')","('finanziell', 'mittel')","('flankier', 'massnahm')","('flughaf', 'zurich')","('folg', 'geb')","('folg', 'gegeb')","('folgend', 'grund')","('form', 'postulat')","('frag', 'beantwort')","('frag', 'herr')","('frag', 'herrn')","('frank', 'jahr')","('frank', 'mehr')","('frank', 'pro')","('frank', 'wenig')","('frau', 'beerli')","('frau', 'brunn')","('frau', 'fassl')","('frau', 'forst')","('frau', 'leumann')","('frau', 'leutenegg')","('frau', 'spoerry')","('funf', 'jahr')","('ganz', 'besond')","('ganz', 'einfach')","('ganz', 'genau')","('ganz', 'geschicht')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'schweiz')","('ganz', 'wichtig')","('gegeb', 'zeit')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geht', 'ja')","('geltend', 'gemacht')","('geltend', 'recht')","('gemacht', 'word')","('gemass', 'artikel')","('gemass', 'bundesrat')","('gentechn', 'verandert')","('gesagt', 'word')","('gesetz', 'grundlag')","('gesetz', 'regel')","('gleich', 'lang')","('gross', 'bedeut')","('gross', 'mehrheit')","('gross', 'teil')","('gross', 'zahl')","('grun', 'fraktion')","('grund', 'bitt')","('grund', 'genomm')","('grund', 'weshalb')","('herr', 'brandli')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'buttik')","('herr', 'david')","('herr', 'hofmann')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'maiss')","('herr', 'merz')","('herr', 'plattn')","('herr', 'reimann')","('herr', 'schluer')","('herr', 'schmid')","('herr', 'schweig')","('herr', 'stadl')","('herr', 'strahm')","('herr', 'sut')","('herrn', 'bundesprasident')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herzlich', 'dank')","('hess', 'han')","('heut', 'geltend')","('heut', 'morg')","('heutig', 'debatt')","('heutig', 'regel')","('hinzu', 'kommt')","('imm', 'gesagt')","('indirekt', 'gegenvorschlag')","('infrag', 'gestellt')","('initiativ', 'folg')","('inn', 'sich')","('institutionell', 'anleg')","('international', 'organisation')","('ja', 'gerad')","('ja', 'nein')","('ja', 'schon')","('jahr', 'alt')","('jahr', 'prozent')","('jetzig', 'zeitpunkt')","('jurist', 'person')","('kanton', 'aargau')","('kanton', 'gemeind')","('kanton', 'uri')","('kanton', 'zurich')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('klar', 'ausdruck')","('klar', 'gesagt')","('klar', 'meinung')","('klar', 'sag')","('klein', 'kanton')","('klein', 'mittl')","('kolleg', 'david')","('kolleg', 'leuenberg')","('kolleg', 'schmid')","('kolleginn', 'kolleg')","('kommission', 'antrag')","('kommission', 'artikel')","('kommission', 'auffass')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'einstimm')","('kommission', 'folg')","('kommission', 'meinung')","('kommission', 'mocht')","('kommission', 'nationalrat')","('kommission', 'rat')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'verkehr')","('kommission', 'vorlag')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionsmehr', 'zuzustimm')","('konstruktiv', 'referendum')","('konsumentinn', 'konsument')","('kraft', 'gesetzt')","('kraft', 'tret')","('kurz', 'bemerk')","('kurz', 'zeit')","('landlich', 'raum')","('lang', 'zeit')","('lasst', 'mitteil')","('letzt', 'jahr')","('letzt', 'mal')","('leutenegg', 'oberholz')","('liegt', 'darin')","('litera', 'a')","('litera', 'b')","('losung', 'find')","('losung', 'nationalrat')","('macht', 'sinn')","('mehr', 'benotigt')","('mehr', 'geld')","('mehr', 'moglich')","('mehr', 'wenig')","('mehrheit', 'cvpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mehrheit', 'uns')","('mehrheit', 'unterstutz')","('mehrheit', 'zuzustimm')","('meinung', 'bundesrat')","('meinung', 'kommission')","('meinung', 'mehrheit')","('meinung', 'sei')","('million', 'frank')","('mind', 'folg')","('mind', 'i')","('mind', 'ii')","('mind', 'kommission')","('minderheitsantrag', 'abzulehn')","('mitarbeiterinn', 'mitarbeit')","('mitglied', 'kommission')","('mocht', 'beliebt')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'bundesrat')","('mocht', 'daran')","('mocht', 'darauf')","('mocht', 'deshalb')","('mocht', 'einfach')","('mocht', 'herrn')","('mocht', 'kurz')","('mocht', 'sag')","('monist', 'syst')","('motion', 'entgegenzunehm')","('motion', 'postulat')","('motion', 'uberweis')","('muss', 'heut')","('nach', 'generation')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'grun')","('nam', 'kommission')","('nam', 'kommissionsmehr')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'artikel')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('nationalrat', 'stimm')","('natur', 'person')","('neu', 'absatz')","('neu', 'artikel')","('neu', 'bestimm')","('neu', 'bundesverfass')","('neu', 'finanzausgleich')","('neu', 'gesetz')","('neu', 'recht')","('neu', 'steu')","('offent', 'hand')","('offent', 'interess')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('organisiert', 'kriminalitat')","('parlamentar', 'initiativ')","('pensionskass', 'bund')","('polit', 'entscheid')","('polit', 'recht')","('post', 'swisscom')","('postulat', 'entgegenzunehm')","('postulat', 'uberweis')","('pro', 'helvetia')","('pro', 'jahr')","('probl', 'los')","('prozent', 'prozent')","('rapp', 'pro')","('rechnung', 'getrag')","('rechnung', 'trag')","('richtig', 'richtung')","('roll', 'spiel')","('rucksicht', 'nehm')","('rund', 'frank')","('rund', 'milliard')","('rund', 'prozent')","('rund', 'tisch')","('sag', 'muss')","('schlicht', 'einfach')","('schluss', 'gekomm')","('schmid', 'carlo')","('schon', 'erwahnt')","('schon', 'gar')","('schon', 'gesagt')","('schriftlich', 'bericht')","('schritt', 'richtig')","('schweizer', 'nationalbank')","('sech', 'jahr')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sinn', 'bitt')","('sozial', 'sich')","('spfraktion', 'unterstutzt')","('st', 'gall')","('staatspolit', 'kommission')","('standerat', 'folg')","('standerat', 'kommission')","('status', 'quo')","('stell', 'fest')","('stellt', 'frag')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'beschloss')","('stimm', 'enthalt')","('stimmburgerinn', 'stimmburg')","('strateg', 'ziel')","('streichung', 'artikel')","('svpfraktion', 'bitt')","('svpfraktion', 'unterstutzt')","('teil', 'auffass')","('teil', 'meinung')","('u', 'a')","('uberweis', 'motion')","('uberzahl', 'embryon')","('umso', 'mehr')","('uns', 'fraktion')","('uns', 'kommission')","('uns', 'sicht')","('verdeckt', 'ermittl')","('verfug', 'gestellt')","('verfug', 'steh')","('verfug', 'stehend')","('vergang', 'jahr')","('verkehr', 'fernmeldewes')","('vier', 'jahr')","('volk', 'stand')","('voll', 'ganz')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorschlag', 'bundesrat')","('vorstoss', 'motion')","('votum', 'herrn')","('war', 'dankbar')","('weit', 'vorgeh')","('wert', 'darauf')","('wichtig', 'frag')","('wichtig', 'punkt')","('wirtschaft', 'entwickl')","('wirtschaft', 'leistungsfah')","('wiss', 'darum')","('wohl', 'kaum')","('word', 'war')","('worum', 'geht')","('wurd', 'bereit')","('wurd', 'kommission')","('zehn', 'jahr')","('zeich', 'setz')","('zentral', 'frag')","('zukomm', 'lass')","('zustand', 'gekomm')","('zwanzig', 'jahr')","('zwei', 'bemerk')","('zwei', 'ding')","('zwei', 'drei')","('zwei', 'drittel')","('zwei', 'grund')","('zweit', 'etapp')","('zweit', 'punkt')","('zweit', 'rohr')","('zweit', 'saul')"
0,Bürgerlich-Demokratische Partei Schweiz (BDP),Brigitta M. Gadient,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,3,0,3,1,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,2,0,0,0,5,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,9,0,0,1,0,1,3,0,1,3,0,0,3,0,0,0,0,0,2,4,1,2,2,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,1,0,3,0,0,0,0,3,0,6,9,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,4,0,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,0,1,0,1,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
1,Bürgerlich-Demokratische Partei Schweiz (BDP),Hansjörg Hassler,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,22,0,0,1,0,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,2,0,0,3,4,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,0,0,1,0,0,0,4,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,15,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,1,1,0,1,3,1,1,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,0,0,0,2,0,0,2,0,1,0,0,1,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
2,Bürgerlich-Demokratische Partei Schweiz (BDP),Samuel Schmid,0,0,8,2,1,4,0,0,1,1,0,0,1,0,10,20,3,10,50,6,2,0,78,21,2,4,2,0,0,0,2,0,2,1,3,5,0,2,2,0,0,4,0,0,0,4,1,1,1,0,2,11,1,3,0,0,1,0,0,0,0,4,0,38,0,0,21,1,2,4,3,0,3,0,1,2,4,7,0,0,0,0,0,0,2,4,8,3,3,0,0,0,1,5,5,2,0,0,0,7,1,0,0,1,0,0,4,2,0,0,24,15,0,0,4,41,10,2,0,4,0,6,10,4,0,2,8,18,0,1,1,2,0,1,0,4,1,2,3,3,0,1,2,0,0,0,3,0,4,0,1,4,1,7,11,9,1,0,3,1,0,0,4,5,0,0,9,0,4,5,5,0,0,0,4,0,0,0,0,5,1,3,4,7,2,0,2,1,1,1,0,0,0,0,0,7,1,2,0,0,1,2,1,0,0,10,35,0,5,1,2,4,8,0,0,12,9,2,0,1,1,4,2,2,1,0,14,0,1,0,0,3,0,2,1,0,4,0,4,22,1,0,0,0,0,0,1,2,1,0,2,0,7,0,1,1,3,2,5,0,5,0,3,0,0,0,1,0,0,0,1,10,0,1,9,14,2,2,0,0,0,0,0,1,0,2,1,0,0,2,2,0,2,0,0,1,2,2,0,0,0,0,4,4,0,0,2,0,0,6,0,7,0,31,4,0,2,1,0,0,1,0,1,0,2,2,0,3,8,0,0,1,2,3,1,0,0,65,5,9,2,0,11,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,1,0,20,6,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,2,1,5,0,0,0,3,0,0,0,4,0,5,1,0,2,3,0,14,5,2,0,6,11,2,6,0,1,2,3,0,0,0,0,1,0,5,0,0,0,0,2,7,0,34,11,1,1,0,0,0,0,0,1,7,12,1,3,0,0,0,2,0,0,0,0,0,1,0,3,2,0,13,0,0,1,0,11,10,7,2,0,3,2,0,0,3,2,2,1,0,2,0,1,0,0,0,0,1,2,1,5,0,12,0,0,0,0,2,1,1,8,7,3,0,0,0,0
3,Bürgerlich-Demokratische Partei Schweiz (BDP),Ursula Haller Vannini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Christlich-soziale Partei (CSP),Hugo Fasel,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5,36,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,0,2,0,1,0,2,0,0,7,0,4,0,1,13,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,4,0,4,0,0,10,2,0,0,0,9,2,0,0,0,3,0,1,1,0,1,7,1,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,2,4,0,0,0,2,0,0,2,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,1,0,1,5,3,0,0,0,0,0,0,0,0,1,0,1,3,0,1,3,2,0,0,2,7,1,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,69,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,2,0,2,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,3,0,0,0,0,63,0,13,14,0,0,0,0,0,0,3,0,0,0,1,0,2,1,1,0,0,0,0,0,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,3,0,1,0,0,6,1,2,0,0,5,1,1,0,0,0,0,0,0,3,0,0,0,0,5,1,0,0,0,0,1,0,0,0,1,0,0,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,2,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,3,2,0,2,7,5,0,0,2,0,29
5,Christlichdemokratische Volkspartei der Schweiz (CVP),Adalbert Durrer,0,2,5,0,0,3,0,1,0,0,0,0,0,1,0,4,0,4,19,0,1,0,0,25,0,2,1,0,1,0,0,0,0,0,4,3,0,0,0,0,0,2,0,0,0,1,4,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,1,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,2,0,0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,11,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,9,7,0,3,0,2,15,4,2,0,1,0,3,1,0,0,0,0,2,1,3,0,0,0,1,1,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,1,7,0,0,0,1,0,0,0,0,0,1,1,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,4,1,1,0,1,6,0,0,0,0,5,2,1,1,1,0,3,0,0,1,3,0,0,17,0,0,1,4,0,0,2,0,9,0,5,6,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,1,0,3,0,0,5,0,1,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6,Christlichdemokratische Volkspartei der Schweiz (CVP),Adriano Imfeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
