,Speaker Party,Speaker,"('ab', 'jahr')","('absatz', 'artikel')","('absatz', 'buchstab')","('absatz', 'bundesverfass')","('absatz', 'litera')","('absatz', 'streich')","('ahv', 'iv')","('all', 'grund')","('allgemein', 'teil')","('allgemein', 'volksinitiativ')","('amtlich', 'bulletin')","('ander', 'artikel')","('antrag', 'artikel')","('antrag', 'bundesrat')","('antrag', 'kommissionsmehr')","('antrag', 'pfist')","('antrag', 'stell')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'artikel')","('artikel', 'bundesverfass')","('artikel', 'gesetz')","('artikel', 'neu')","('artikel', 'or')","('aufmerksam', 'gemacht')","('ausdruck', 'gebracht')","('auseinand', 'gesetzt')","('auseinand', 'setz')","('ausfuhr', 'herrn')","('auslanderinn', 'ausland')","('aussenpolit', 'kommission')","('autofrei', 'sonntag')","('beantragt', 'kommission')","('beim', 'bund')","('beim', 'bundesamt')","('beim', 'eintret')","('beitrag', 'leist')","('bereit', 'erwahnt')","('bereit', 'gesagt')","('bereit', 'heut')","('bericht', 'bundesrat')","('beschluss', 'nationalrat')","('besteht', 'darin')","('besteht', 'gefahr')","('betrag', 'million')","('betroff', 'person')","('bezahl', 'muss')","('bilateral', 'abkomm')","('bilateral', 'verhandl')","('bilateral', 'vertrag')","('bildung', 'forschung')","('bitt', 'antrag')","('bitt', 'artikel')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'kommission')","('bitt', 'kommissionsmehr')","('bitt', 'mehrheit')","('bitt', 'mind')","('bitt', 'minderheitsantrag')","('bitt', 'nam')","('botschaft', 'bundesrat')","('brunn', 'christian')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'c')","('bund', 'kanton')","('bundesamt', 'fluchtling')","('bundesamt', 'justiz')","('bundesamt', 'landwirtschaft')","('bundesamt', 'sozialversicher')","('bundesprasident', 'leuenberg')","('bundesprasident', 'villig')","('bundesrat', 'antrag')","('bundesrat', 'bericht')","('bundesrat', 'botschaft')","('bundesrat', 'couchepin')","('bundesrat', 'entscheid')","('bundesrat', 'entwurf')","('bundesrat', 'fassung')","('bundesrat', 'folg')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'mocht')","('bundesrat', 'nationalrat')","('bundesrat', 'parlament')","('bundesrat', 'rahm')","('bundesrat', 'schmid')","('bundesrat', 'schreibt')","('bundesrat', 'standerat')","('bundesrat', 'verwalt')","('bundesrat', 'villig')","('bundesrat', 'vorlag')","('bundesrat', 'vorschlag')","('bundesrat', 'zuzustimm')","('corporat', 'governanc')","('d', 'h')","('dafur', 'empfehl')","('dafur', 'sorg')","('dank', 'bundesrat')","('dank', 'herrn')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darauf', 'zuruckkomm')","('darf', 'sag')","('darub', 'diskuti')","('darum', 'geh')","('darum', 'geht')","('davon', 'ausgeh')","('davon', 'uberzeugt')","('de', 'dardel')","('demograph', 'entwickl')","('denk', 'dabei')","('deshalb', 'antrag')","('deshalb', 'bitt')","('deshalb', 'meinung')","('deshalb', 'muss')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'steu')","('diskussion', 'kommission')","('diskutiert', 'word')","('drei', 'grund')","('drei', 'jahr')","('drei', 'punkt')","('dreissig', 'jahr')","('dringend', 'notwend')","('einfach', 'bundesbeschluss')","('einfach', 'sag')","('einstimm', 'kommission')","('einzeln', 'kanton')","('embryonal', 'stammzell')","('end', 'jahr')","('energi', 'schweiz')","('entscheid', 'bundesrat')","('entscheid', 'gefallt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erinner', 'ruf')","('erneuerbar', 'energi')","('ernst', 'nehm')","('erst', 'frag')","('erst', 'lesung')","('erst', 'lini')","('erst', 'mal')","('erwahnt', 'word')","('etapp', 'bahn')","('etwa', 'million')","('europa', 'union')","('evangel', 'unabhang')","('falsch', 'signal')","('fassung', 'bundesrat')","('fassung', 'nationalrat')","('fdpfraktion', 'bitt')","('finanziell', 'mittel')","('flankier', 'massnahm')","('flughaf', 'zurich')","('folgend', 'frag')","('folgend', 'grund')","('form', 'postulat')","('frag', 'beantwort')","('frag', 'herr')","('frag', 'herrn')","('frag', 'stell')","('frank', 'jahr')","('frank', 'mehr')","('frank', 'prozent')","('frank', 'vorgeseh')","('frank', 'wenig')","('frau', 'beerli')","('frau', 'brunn')","('frau', 'fassl')","('frau', 'leumann')","('frau', 'leutenegg')","('frau', 'spoerry')","('fried', 'sicherheitspolit')","('funf', 'jahr')","('ganz', 'besond')","('ganz', 'einfach')","('ganz', 'geschicht')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'schweiz')","('ganz', 'wichtig')","('gar', 'mehr')","('gegeb', 'zeit')","('gegenub', 'vorjahr')","('geht', 'dabei')","('geht', 'darum')","('geht', 'frag')","('geht', 'heut')","('geht', 'ja')","('geltend', 'gemacht')","('geltend', 'recht')","('gemacht', 'word')","('gemass', 'antrag')","('gemass', 'artikel')","('gemass', 'bundesrat')","('gemass', 'entwurf')","('gentechn', 'verandert')","('gesagt', 'word')","('gesagt', 'wurd')","('gesetz', 'grundlag')","('gesetz', 'regel')","('gesetz', 'verankert')","('gross', 'bedeut')","('gross', 'mehrheit')","('gross', 'problem')","('gross', 'teil')","('gross', 'zahl')","('grund', 'bitt')","('grund', 'dafur')","('grund', 'genomm')","('grund', 'weshalb')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'david')","('herr', 'hofmann')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'maiss')","('herr', 'merz')","('herr', 'pfist')","('herr', 'plattn')","('herr', 'schluer')","('herr', 'schmid')","('herr', 'schweig')","('herr', 'strahm')","('herr', 'sut')","('herr', 'weyeneth')","('herrn', 'bundesprasident')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'leuenberg')","('herzlich', 'dank')","('hess', 'han')","('heut', 'morg')","('heutig', 'debatt')","('heutig', 'regel')","('hinzu', 'kommt')","('indirekt', 'gegenvorschlag')","('infrag', 'gestellt')","('inn', 'sich')","('institutionell', 'anleg')","('interess', 'daran')","('interkantonal', 'zusammenarbeit')","('international', 'organisation')","('ja', 'europa')","('ja', 'gerad')","('ja', 'nein')","('ja', 'schon')","('jahr', 'prozent')","('jetzig', 'zeitpunkt')","('jurist', 'person')","('kanton', 'aargau')","('kanton', 'gemeind')","('kanton', 'tessin')","('kanton', 'uri')","('kanton', 'zurich')","('kantonal', 'behord')","('kenntnis', 'genomm')","('klar', 'ausdruck')","('klar', 'gesagt')","('klar', 'sag')","('klein', 'mittl')","('kolleg', 'david')","('kolleg', 'leuenberg')","('kolleg', 'maiss')","('kolleg', 'merz')","('kolleg', 'plattn')","('kolleg', 'schmid')","('kolleg', 'schweig')","('kolleg', 'stadl')","('kolleg', 'stahelin')","('kommission', 'antrag')","('kommission', 'artikel')","('kommission', 'auffass')","('kommission', 'bundesrat')","('kommission', 'einstimm')","('kommission', 'folg')","('kommission', 'frag')","('kommission', 'meinung')","('kommission', 'mocht')","('kommission', 'nationalrat')","('kommission', 'rat')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'verkehr')","('kommission', 'vorlag')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionsmehr', 'zuzustimm')","('konferenz', 'kantonal')","('konstruktiv', 'referendum')","('kraft', 'tret')","('kredit', 'million')","('kurz', 'bemerk')","('landlich', 'raum')","('lang', 'zeit')","('letzt', 'mal')","('leutenegg', 'oberholz')","('losung', 'find')","('losung', 'gefund')","('macht', 'sinn')","('mehr', 'benotigt')","('mehr', 'geld')","('mehr', 'jahr')","('mehr', 'moglich')","('mehrheit', 'cvpfraktion')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mehrheit', 'uns')","('mehrheit', 'zuzustimm')","('meinung', 'bundesrat')","('meinung', 'kommission')","('meinung', 'mehrheit')","('meinung', 'sei')","('million', 'frank')","('mind', 'folg')","('mind', 'i')","('mind', 'ii')","('mind', 'kommission')","('mind', 'zuzustimm')","('minderheitsantrag', 'abzulehn')","('mitarbeiterinn', 'mitarbeit')","('mitglied', 'kommission')","('mocht', 'beliebt')","('mocht', 'beton')","('mocht', 'bundesrat')","('mocht', 'daran')","('mocht', 'darauf')","('mocht', 'deshalb')","('mocht', 'einfach')","('mocht', 'festhalt')","('mocht', 'folgend')","('mocht', 'frag')","('mocht', 'herrn')","('mocht', 'kurz')","('mocht', 'nochmal')","('mocht', 'sag')","('mocht', 'zwei')","('motion', 'entgegenzunehm')","('motion', 'nationalrat')","('muss', 'heut')","('nach', 'generation')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'grun')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'anzuschliess')","('nationalrat', 'artikel')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('nationalrat', 'stimm')","('natur', 'person')","('nehm', 'muss')","('neu', 'absatz')","('neu', 'artikel')","('neu', 'aufgab')","('neu', 'auslandergesetz')","('neu', 'berufsbildungsgesetz')","('neu', 'bestimm')","('neu', 'bundesverfass')","('neu', 'finanzausgleich')","('neu', 'gesetz')","('neu', 'steu')","('new', 'york')","('offent', 'hand')","('offent', 'interess')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('organisiert', 'kriminalitat')","('parlamentar', 'initiativ')","('pensionskass', 'bund')","('polit', 'recht')","('post', 'swisscom')","('postulat', 'uberweis')","('prasenz', 'schweiz')","('pro', 'helvetia')","('pro', 'jahr')","('pro', 'kilowattstund')","('probl', 'gelost')","('probl', 'los')","('prozent', 'erhoh')","('radioaktiv', 'abfall')","('rapp', 'pro')","('rechnung', 'getrag')","('rechnung', 'trag')","('rentnerinn', 'rentn')","('richtig', 'richtung')","('roll', 'spiel')","('rucksicht', 'nehm')","('rund', 'milliard')","('rund', 'prozent')","('rund', 'tisch')","('sag', 'bundesrat')","('sag', 'darf')","('sag', 'muss')","('schlicht', 'einfach')","('schluss', 'gekomm')","('schmid', 'carlo')","('schon', 'erwahnt')","('schon', 'gar')","('schon', 'gesagt')","('schon', 'lang')","('schon', 'seit')","('schweizer', 'nationalbank')","('sech', 'jahr')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sinn', 'bitt')","('sinn', 'gesetz')","('spfraktion', 'bitt')","('st', 'gall')","('staatspolit', 'kommission')","('standerat', 'beschloss')","('standerat', 'folg')","('status', 'quo')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimmburgerinn', 'stimmburg')","('strateg', 'ziel')","('streichung', 'artikel')","('strukturell', 'defizit')","('sursis', 'partiel')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'mind')","('teil', 'auffass')","('teil', 'meinung')","('u', 'a')","('uberweis', 'motion')","('uberzahl', 'embryon')","('umso', 'mehr')","('unabhang', 'fraktion')","('uns', 'fraktion')","('uns', 'kommission')","('uns', 'sicht')","('verdeckt', 'ermittl')","('verfug', 'gestellt')","('verfug', 'steh')","('verfug', 'stehend')","('vergang', 'jahr')","('verkehr', 'fernmeldewes')","('vier', 'jahr')","('volk', 'stand')","('voll', 'ganz')","('vollig', 'klar')","('vollig', 'recht')","('vorberat', 'kommission')","('vorhin', 'gesagt')","('vorschlag', 'bundesrat')","('vorstoss', 'motion')","('vorstoss', 'postulat')","('votum', 'herrn')","('war', 'dankbar')","('weit', 'vorgeh')","('wert', 'darauf')","('wichtig', 'frag')","('wichtig', 'punkt')","('wirtschaft', 'leistungsfah')","('wiss', 'darum')","('wohl', 'kaum')","('word', 'war')","('worum', 'geht')","('wurd', 'bereit')","('wurd', 'kommission')","('wurd', 'nationalrat')","('zehn', 'jahr')","('zentral', 'frag')","('zentral', 'punkt')","('ziel', 'erreich')","('zukomm', 'lass')","('zustand', 'gekomm')","('zwanzig', 'jahr')","('zwei', 'bemerk')","('zwei', 'drei')","('zwei', 'drittel')","('zwei', 'grund')","('zwei', 'jahr')","('zweit', 'etapp')","('zweit', 'punkt')","('zweit', 'rohr')","('zweit', 'saul')"
0,Bürgerlich-Demokratische Partei Schweiz (BDP),Brigitta M. Gadient,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,2,0,1,2,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,5,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,9,0,0,1,0,0,0,1,3,0,0,1,3,0,0,0,3,0,0,0,0,1,0,0,0,4,1,1,2,2,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,3,0,1,3,0,0,0,0,3,0,6,9,0,0,0,3,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0
1,Bürgerlich-Demokratische Partei Schweiz (BDP),Hansjörg Hassler,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,4,0,2,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,15,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,1,0,0,0,1,3,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,7
2,Bürgerlich-Demokratische Partei Schweiz (BDP),Samuel Schmid,0,0,8,2,4,0,0,1,1,0,0,1,0,10,3,0,6,0,78,21,0,4,0,0,0,0,1,3,5,0,2,0,0,0,1,1,0,5,2,4,11,3,3,0,0,1,0,0,0,0,4,0,38,0,0,21,1,0,2,4,3,0,3,0,1,2,4,7,0,0,0,0,0,0,2,3,3,0,0,0,1,5,2,0,0,0,7,0,0,0,1,0,0,0,0,6,0,24,0,15,0,0,2,4,41,10,7,0,3,4,0,10,4,0,0,0,8,18,0,1,1,0,1,0,4,4,1,2,3,3,0,2,0,0,3,0,4,0,1,1,7,11,1,0,1,0,0,4,5,2,0,9,0,0,0,4,5,0,4,0,0,0,5,1,3,4,7,8,2,0,0,0,1,1,1,0,0,0,0,0,7,1,2,0,1,2,1,0,1,0,0,3,35,0,1,5,1,2,4,1,8,0,0,0,12,5,9,2,0,1,1,0,4,2,1,7,0,14,1,0,3,0,2,1,0,4,3,0,22,1,0,0,0,0,0,1,2,1,0,0,2,7,0,1,1,2,5,5,0,0,0,3,0,0,0,0,0,0,0,1,10,0,0,1,0,9,2,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,2,2,0,0,0,0,4,4,1,0,0,0,0,0,7,4,0,0,0,0,1,0,3,2,0,8,0,0,2,3,1,0,0,65,5,9,2,0,3,11,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20,6,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,4,0,0,0,2,1,5,0,0,0,3,0,0,0,4,0,1,0,3,1,0,14,0,0,5,0,0,0,6,11,0,2,6,0,2,3,0,0,5,0,0,0,1,0,5,0,0,1,0,2,7,0,34,11,1,1,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,13,0,0,0,1,0,11,10,7,2,0,3,2,0,0,0,0,0,2,2,2,1,0,2,0,1,0,0,0,1,2,1,5,0,0,12,0,0,0,0,0,2,1,8,7,3,8,0,0,0,0
3,Bürgerlich-Demokratische Partei Schweiz (BDP),Ursula Haller Vannini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
4,Christlich-soziale Partei (CSP),Hugo Fasel,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0,2,0,0,7,0,4,0,1,13,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,2,0,0,1,0,9,2,0,0,0,0,3,1,1,0,1,0,7,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,3,1,5,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,2,0,1,0,0,0,7,1,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,1,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,63,0,13,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,8,1,2,0,5,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,2,0,1,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,3,2,0,7,5,0,9,0,2,0,29
5,Christlichdemokratische Volkspartei der Schweiz (CVP),Adriano Imfeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Christlichdemokratische Volkspartei der Schweiz (CVP),Arthur Loepfe,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,5,0,5,0,0,3,0,0,2,0,1,2,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,3,0,0,0,0,14,0,3,0,0,0,0,1,0,2,0,1,2,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,24,0,0,2,0,0,4,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,2,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,13,0,6,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,6,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,2,0,3,0,0,0,0
