,Phrase,Counts,Freq,N,tf_idf
637,"('bundesrat', 'fassung')",97.0,6.0,11,58.795172946320605
387,"('mehr', 'jahr')",130.0,7.0,11,58.75806608659744
1512,"('streichung', 'artikel')",58.0,4.0,11,58.67285287735183
2254,"('kolleg', 'schweig')",45.0,3.0,11,58.46773428586174
1019,"('rentnerinn', 'rentn')",74.0,5.0,11,58.345844666956
645,"('uberzahl', 'embryon')",96.0,6.0,11,58.18903714275029
654,"('ganz', 'geschicht')",96.0,6.0,11,58.18903714275029
99,"('bundesrat', 'parlament')",289.0,9.0,11,57.99383098856171
100,"('antrag', 'bundesrat')",289.0,9.0,11,57.99383098856171
393,"('mocht', 'zwei')",128.0,7.0,11,57.854095839111324
395,"('vorschlag', 'bundesrat')",128.0,7.0,11,57.854095839111324
1569,"('herr', 'sut')",57.0,4.0,11,57.66125196567335
1594,"('antrag', 'pfist')",57.0,4.0,11,57.66125196567335
215,"('umso', 'mehr')",181.0,8.0,11,57.64012533245476
101,"('bitt', 'mehrheit')",287.0,9.0,11,57.59248959763741
102,"('lang', 'zeit')",287.0,9.0,11,57.59248959763741
661,"('jetzig', 'zeitpunkt')",95.0,6.0,11,57.58290133917997
1021,"('konferenz', 'kantonal')",73.0,5.0,11,57.55738730659173
1033,"('bundesprasident', 'leuenberg')",73.0,5.0,11,57.55738730659173
1047,"('wiss', 'darum')",73.0,5.0,11,57.55738730659173
1050,"('prasenz', 'schweiz')",73.0,5.0,11,57.55738730659173
6014,"('dafur', 'empfehl')",24.0,1.0,11,57.549486547160896
401,"('mocht', 'nochmal')",127.0,7.0,11,57.402110715368266
216,"('mind', 'zuzustimm')",180.0,8.0,11,57.32167160133623
2378,"('kolleg', 'stadl')",44.0,3.0,11,57.16845130173148
667,"('gross', 'problem')",94.0,6.0,11,56.97676553560966
668,"('kredit', 'million')",94.0,6.0,11,56.97676553560966
669,"('klar', 'ausdruck')",94.0,6.0,11,56.97676553560966
672,"('heutig', 'regel')",94.0,6.0,11,56.97676553560966
675,"('herrn', 'bundesprasident')",94.0,6.0,11,56.97676553560966
404,"('zweit', 'punkt')",126.0,7.0,11,56.95012559162521
405,"('demograph', 'entwickl')",126.0,7.0,11,56.95012559162521
406,"('grund', 'bitt')",126.0,7.0,11,56.95012559162521
407,"('all', 'grund')",126.0,7.0,11,56.95012559162521
410,"('form', 'postulat')",126.0,7.0,11,56.95012559162521
411,"('artikel', 'artikel')",126.0,7.0,11,56.95012559162521
1057,"('bundesamt', 'landwirtschaft')",72.0,5.0,11,56.76892994622746
1069,"('kommission', 'vorlag')",72.0,5.0,11,56.76892994622746
1604,"('gegenub', 'vorjahr')",56.0,4.0,11,56.64965105399487
1608,"('herrn', 'leuenberg')",56.0,4.0,11,56.64965105399487
1614,"('neu', 'auslandergesetz')",56.0,4.0,11,56.64965105399487
1621,"('frank', 'vorgeseh')",56.0,4.0,11,56.64965105399487
1625,"('kolleg', 'maiss')",56.0,4.0,11,56.64965105399487
1628,"('bundesrat', 'rahm')",56.0,4.0,11,56.64965105399487
108,"('neu', 'gesetz')",282.0,9.0,11,56.58913612032665
412,"('vorstoss', 'postulat')",125.0,7.0,11,56.49814046788215
417,"('mocht', 'folgend')",125.0,7.0,11,56.49814046788215
420,"('stimmburgerinn', 'stimmburg')",125.0,7.0,11,56.49814046788215
109,"('offent', 'hand')",281.0,9.0,11,56.3884654248645
678,"('folgend', 'frag')",93.0,6.0,11,56.37062973203934
681,"('bundesrat', 'schmid')",93.0,6.0,11,56.37062973203934
683,"('geht', 'heut')",93.0,6.0,11,56.37062973203934
684,"('entscheid', 'gefallt')",93.0,6.0,11,56.37062973203934
220,"('gesagt', 'wurd')",177.0,8.0,11,56.36631040798062
221,"('gar', 'mehr')",177.0,8.0,11,56.36631040798062
422,"('nam', 'mehrheit')",124.0,7.0,11,56.046155344139095
423,"('ziel', 'erreich')",124.0,7.0,11,56.046155344139095
425,"('drei', 'punkt')",124.0,7.0,11,56.046155344139095
1092,"('bundesrat', 'schreibt')",71.0,5.0,11,55.98047258586319
1094,"('bundesrat', 'vorschlag')",71.0,5.0,11,55.98047258586319
1095,"('bitt', 'kommissionsmehr')",71.0,5.0,11,55.98047258586319
689,"('herr', 'weyeneth')",92.0,6.0,11,55.76449392846902
692,"('strukturell', 'defizit')",92.0,6.0,11,55.76449392846902
694,"('sag', 'bundesrat')",92.0,6.0,11,55.76449392846902
697,"('bundesamt', 'sozialversicher')",92.0,6.0,11,55.76449392846902
225,"('mocht', 'deshalb')",175.0,8.0,11,55.72940294574355
427,"('mocht', 'festhalt')",123.0,7.0,11,55.59417022039604
429,"('betroff', 'person')",123.0,7.0,11,55.59417022039604
433,"('muss', 'heut')",123.0,7.0,11,55.59417022039604
1105,"('prozent', 'erhoh')",70.0,5.0,11,55.19201522549892
1113,"('meinung', 'mehrheit')",70.0,5.0,11,55.19201522549892
1114,"('kantonal', 'behord')",70.0,5.0,11,55.19201522549892
1121,"('sag', 'darf')",70.0,5.0,11,55.19201522549892
1122,"('frau', 'leutenegg')",70.0,5.0,11,55.19201522549892
115,"('gross', 'teil')",275.0,9.0,11,55.184441252091595
706,"('dringend', 'notwend')",91.0,6.0,11,55.15835812489871
710,"('mitglied', 'kommission')",91.0,6.0,11,55.15835812489871
716,"('ja', 'europa')",91.0,6.0,11,55.15835812489871
437,"('kanton', 'aargau')",122.0,7.0,11,55.14218509665298
441,"('bundesrat', 'verwalt')",122.0,7.0,11,55.14218509665298
233,"('zwanzig', 'jahr')",173.0,8.0,11,55.09249548350648
444,"('erwahnt', 'word')",121.0,7.0,11,54.69019997290992
446,"('probl', 'los')",121.0,7.0,11,54.69019997290992
448,"('bundesrat', 'zuzustimm')",121.0,7.0,11,54.69019997290992
1695,"('vollig', 'recht')",54.0,4.0,11,54.62644923063792
29,"('darauf', 'hinweis')",573.0,10.0,11,54.612733027878186
2568,"('kolleg', 'stahelin')",42.0,3.0,11,54.56988533347096
