,Speaker Party,Speaker,"('absatz', 'buchstab')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('automat', 'informationsaustausch')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'minderheitsantrag')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('direkt', 'demokrati')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('europa', 'gerichtshof')","('europa', 'union')","('fassung', 'bundesrat')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('ganz', 'klar')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'standerat')","('heut', 'geltend')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('ja', 'schon')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('mehr', 'geld')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('pro', 'helvetia')","('rentnerinn', 'rentn')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('worum', 'geht')","('zwanzig', 'jahr')","('zwei', 'drei')","('zweit', 'saul')"
88,Sozialdemokratische Partei der Schweiz (SP),Moritz Leuenberger,9,1,0,12,2,14,40,0,0,21,11,1,0,0,5,9,0,4,0,4,0,0,1,9,5,9,10,14,0,11,6,0,8,15,7,16,0,3,3,18,7,1,18,0,16,51,1,35,2,2,5,28,0,0,5,0,4,0,18,3,16,31,14,11,5,7,0,3,3,1,0,2,0,2,1,1,4,1,28,9,2,22,1,4,8,3,1,6,0,4,5,11,44,0,0,0,5,0,52,4,3,8,7,10,9,5,46,7,0,0,0,36,15,0,0,0,3,10,70,8,23,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,3,1,0,6,5,3,2
89,Sozialdemokratische Partei der Schweiz (SP),Pascale Bruderer Wyss,9,0,0,0,1,7,12,0,0,16,0,0,0,0,0,3,0,2,0,4,1,1,3,8,0,0,0,0,0,0,2,0,1,2,0,2,2,0,0,0,2,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,6,4,2,6,0,1,3,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,6,2,0,0,0,0,0,12,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,4,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,1,0,2,0,0,0,1,0,0,0
90,Sozialdemokratische Partei der Schweiz (SP),Paul Günter,0,0,0,0,0,0,6,0,0,6,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,0,0,0,1,0,0,0,0,2,2,0,2,1,0,1,1,1,1,1,15,3,0,0,0,0,0,3,2,1,7,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,4,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,1,0
91,Sozialdemokratische Partei der Schweiz (SP),Paul Rechsteiner,2,0,0,0,1,3,11,16,0,9,1,0,0,0,1,1,42,3,0,1,2,0,0,1,0,1,3,0,6,0,0,1,1,1,1,2,0,0,0,0,0,3,0,0,1,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,1,8,4,0,1,4,0,3,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,2,4,2,0,0,2,1,0,6,0,0,1,0,0,0,0,3,0,9,0,0,5,16,0,0,8,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,1,10
92,Sozialdemokratische Partei der Schweiz (SP),Peter Vollmer,6,0,0,3,8,3,43,0,0,13,4,0,0,0,0,2,0,2,1,16,39,2,4,1,0,5,3,0,6,2,4,1,0,15,14,9,0,0,2,0,3,0,3,0,6,0,0,1,7,10,0,0,0,0,0,0,1,0,28,18,3,44,3,3,0,4,0,0,13,23,0,0,0,0,0,0,0,5,5,0,0,1,2,1,3,2,0,0,0,1,5,0,10,1,0,0,4,0,5,1,0,19,9,7,2,2,11,0,6,0,0,19,18,0,3,0,0,2,2,1,6,0,0,0,9,0,2,0,0,0,1,0,1,0,0,0,1,0,1,4,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,0,0,7,1,4,0
93,Sozialdemokratische Partei der Schweiz (SP),Pierre-Alain Gentil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Sozialdemokratische Partei der Schweiz (SP),Remo Gysin,1,0,1,1,0,8,23,3,0,16,0,0,0,2,3,2,1,1,0,14,3,2,4,7,1,11,0,0,4,0,3,2,5,16,3,1,2,0,0,0,0,1,1,0,5,0,0,1,4,6,5,0,4,24,0,0,0,0,6,1,4,13,5,0,4,2,0,2,0,58,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,4,0,4,0,0,2,16,4,0,0,20,1,0,24,10,2,4,8,3,1,4,3,1,25,0,0,1,12,9,4,0,1,2,0,5,0,0,0,1,1,0,3,0,1,2,4,1,1,0,1,4,2,1,0,0,1,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,4,2,9,0
95,Sozialdemokratische Partei der Schweiz (SP),Rudolf Rechsteiner,2,0,0,0,1,9,7,2,0,16,0,0,0,0,3,0,6,1,0,5,5,0,0,2,1,0,0,0,11,1,1,1,0,2,2,3,0,0,1,2,0,0,1,0,1,42,0,0,0,1,4,1,0,0,0,0,0,0,3,0,0,10,3,2,0,0,0,0,1,20,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,6,5,0,0,2,1,0,45,0,0,0,1,3,1,2,4,0,2,0,0,1,5,1,0,7,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,8,1,15
96,Sozialdemokratische Partei der Schweiz (SP),Rudolf Strahm,2,0,0,0,0,0,8,0,0,8,0,1,0,0,0,0,0,0,0,2,1,0,1,2,0,6,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,2,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
97,Sozialdemokratische Partei der Schweiz (SP),Ruth-Gaby Vermot-Mangold,11,0,0,0,1,1,23,1,0,31,0,16,0,0,0,0,0,0,0,11,2,3,5,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,7,0,11,0,2,3,1,0,0,0,15,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,11,0,0,4,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,8,6,0,0,1,0
98,Sozialdemokratische Partei der Schweiz (SP),Silvia Schenker,1,0,0,0,0,0,29,0,0,6,0,0,0,0,0,0,2,0,0,7,2,2,4,4,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,5,5,0,0,0,0,0,0,3,0,1,0,0,2,4,1,0,9,0,0,0,2,5,0,4,0,0,0,0,0,0,0,5,1,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
99,Sozialdemokratische Partei der Schweiz (SP),Simonetta Sommaruga,5,0,1,3,8,12,17,2,0,14,1,0,0,0,1,2,0,6,0,12,43,0,0,5,1,5,2,2,14,6,1,2,2,6,5,14,0,0,6,2,0,4,6,0,6,19,0,6,1,2,0,0,0,8,1,4,0,0,7,4,27,14,1,1,8,0,2,6,18,23,15,0,0,0,0,2,3,2,2,3,1,2,1,7,5,4,10,24,0,0,2,3,11,0,0,5,1,0,29,11,0,4,2,4,4,6,9,0,0,0,7,1,5,5,0,0,2,1,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,4,0,1,4,4,2,5,3
100,Sozialdemokratische Partei der Schweiz (SP),Susanne Leutenegger Oberholzer,1,0,43,1,4,10,40,6,0,62,2,11,0,2,3,4,3,4,3,13,39,2,5,11,1,11,2,1,66,2,4,2,12,27,1,42,1,0,2,0,2,1,0,0,30,0,0,0,10,6,8,8,0,3,0,0,0,0,118,6,2,9,3,28,6,4,2,0,0,135,1,0,0,3,0,1,0,6,1,0,1,1,4,3,9,26,2,36,1,0,1,5,24,1,0,7,3,6,18,3,1,1,17,2,1,1,1,0,9,0,0,3,38,0,0,0,2,0,0,7,2,0,0,3,3,1,0,0,1,2,0,6,0,3,2,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,1,0,6,5,1,2,3
101,Sozialdemokratische Partei der Schweiz (SP),Urs Hofmann,0,0,0,1,1,2,7,6,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,5,1,0,0,0,38,1,1,3,1,0,0,0,0,1,5,1,7,3,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13,1,0,2,0,0,4,1,33,6,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,6,0,1,0,0,0,0,0,28,1,2,0,0,4,6,0,0,0,2,1,0,5,3,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,4,0,3,0
102,Sozialdemokratische Partei der Schweiz (SP),Ursula Wyss,5,0,0,0,1,0,1,0,0,5,0,4,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,7,0,0,0,2,0,1,0,0,0,0,0,0,1,1,4,3,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,2,2,3,0,1,0,0,1,0,1,3,0,1,0,0,15,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,1,0,0,0,5,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
103,Sozialdemokratische Partei der Schweiz (SP),Vreni Hubmann,3,0,0,0,0,4,46,0,0,20,0,19,0,0,0,0,0,2,0,10,26,3,9,3,0,0,0,0,2,1,2,0,0,2,1,0,2,0,1,0,1,0,1,0,4,0,2,0,10,4,0,0,0,2,0,0,3,0,0,4,0,3,1,1,2,0,0,2,1,21,0,0,0,1,1,3,0,1,0,2,0,10,0,0,0,15,0,0,0,6,1,1,1,1,0,0,2,0,1,0,0,1,1,0,0,1,0,0,9,0,0,0,15,1,0,4,0,0,0,5,0,0,0,0,0,0,10,0,3,4,0,0,0,0,1,1,3,2,0,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,6,7,1,1,0,0
104,Sozialdemokratische Partei der Schweiz (SP),Vreni Müller-Hemmi,1,0,0,2,1,4,12,0,1,8,0,1,0,0,6,1,0,1,0,2,0,0,0,9,3,0,1,0,1,0,1,2,2,1,1,3,0,2,0,0,0,0,1,0,3,0,1,10,0,0,0,0,4,13,0,0,0,0,3,1,1,0,0,0,1,1,0,0,1,23,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,0,9,0,2,0,0,1,0,0,7,2,5,0,0,0,0,0,22,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,1,1,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,1,18,0,3,0,2,0,0,0
105,Sozialdemokratische Partei der Schweiz (SP),Werner Marti,0,0,0,1,0,11,33,1,0,12,8,0,0,1,0,2,0,5,0,1,0,0,0,4,0,3,0,0,4,2,2,7,3,5,6,15,0,0,1,0,0,0,7,1,3,0,0,0,8,0,0,0,0,1,0,1,1,0,2,0,8,18,6,4,4,7,0,5,3,13,0,0,0,0,0,0,0,0,2,1,0,2,0,4,1,0,0,9,0,1,2,3,19,3,0,0,7,0,29,2,6,0,3,2,3,1,1,0,16,0,1,8,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,8,0,1,0,1,0,1,0,0,3,0,0,2,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,5,0,0,0
