,Speaker,Speaker Party,"('absatz', 'buchstab')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('automat', 'informationsaustausch')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'minderheitsantrag')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('direkt', 'demokrati')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('europa', 'gerichtshof')","('europa', 'union')","('fassung', 'bundesrat')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('ganz', 'klar')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'standerat')","('heut', 'geltend')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('ja', 'schon')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('mehr', 'geld')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('pro', 'helvetia')","('rentnerinn', 'rentn')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('worum', 'geht')","('zwanzig', 'jahr')","('zwei', 'drei')","('zweit', 'saul')"
0,Adrian Amstutz,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.05952380952380952,0.0,0.0,0.03571428571428571,0.0,0.047619047619047616,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.05952380952380952,0.023809523809523808,0.0,0.011904761904761904,0.011904761904761904,0.0,0.0,0.0,0.011904761904761904,0.011904761904761904,0.0,0.023809523809523808,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.023809523809523808,0.011904761904761904,0.0,0.023809523809523808,0.0,0.0,0.0,0.011904761904761904,0.0,0.023809523809523808,0.0,0.011904761904761904,0.0,0.0,0.0,0.011904761904761904,0.0,0.09523809523809523,0.047619047619047616,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.011904761904761904,0.0,0.011904761904761904,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.023809523809523808,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0
1,Alex Kuprecht,Schweizerische Volkspartei (SVP),0.0034129692832764505,0.010238907849829351,0.0,0.010238907849829351,0.010238907849829351,0.030716723549488054,0.010238907849829351,0.010238907849829351,0.04436860068259386,0.06484641638225255,0.010238907849829351,0.006825938566552901,0.0,0.0034129692832764505,0.006825938566552901,0.0034129692832764505,0.051194539249146756,0.027303754266211604,0.0,0.023890784982935155,0.06143344709897611,0.0,0.0034129692832764505,0.010238907849829351,0.0034129692832764505,0.006825938566552901,0.0,0.0,0.0,0.0,0.0,0.0,0.0034129692832764505,0.0034129692832764505,0.013651877133105802,0.0034129692832764505,0.0,0.0,0.006825938566552901,0.013651877133105802,0.0,0.0,0.0,0.0,0.010238907849829351,0.0,0.0,0.006825938566552901,0.0034129692832764505,0.020477815699658702,0.0,0.0,0.0,0.0034129692832764505,0.020477815699658702,0.0034129692832764505,0.0,0.0,0.010238907849829351,0.0,0.034129692832764506,0.027303754266211604,0.0034129692832764505,0.0034129692832764505,0.020477815699658702,0.0,0.0,0.0034129692832764505,0.0034129692832764505,0.017064846416382253,0.010238907849829351,0.0,0.0,0.0,0.0,0.0,0.0,0.006825938566552901,0.0034129692832764505,0.0,0.023890784982935155,0.0,0.0,0.006825938566552901,0.010238907849829351,0.0,0.0,0.0,0.0,0.0,0.0,0.006825938566552901,0.006825938566552901,0.0,0.0,0.0,0.013651877133105802,0.0034129692832764505,0.04436860068259386,0.0034129692832764505,0.0034129692832764505,0.020477815699658702,0.0,0.0,0.0034129692832764505,0.0,0.013651877133105802,0.0,0.0,0.0,0.0034129692832764505,0.006825938566552901,0.034129692832764506,0.0034129692832764505,0.0,0.006825938566552901,0.020477815699658702,0.0,0.0,0.010238907849829351,0.0,0.0034129692832764505,0.0,0.0,0.0034129692832764505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034129692832764505,0.0034129692832764505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010238907849829351,0.0,0.0,0.013651877133105802,0.0,0.0,0.0,0.0,0.006825938566552901,0.017064846416382253,0.023890784982935155
2,Bruno Zuppiger,Schweizerische Volkspartei (SVP),0.01059322033898305,0.0,0.0,0.00423728813559322,0.01059322033898305,0.019067796610169493,0.0423728813559322,0.006355932203389831,0.00423728813559322,0.04025423728813559,0.00423728813559322,0.0,0.0,0.012711864406779662,0.0,0.00423728813559322,0.00211864406779661,0.00423728813559322,0.0,0.00847457627118644,0.0,0.0,0.012711864406779662,0.03389830508474576,0.00211864406779661,0.00423728813559322,0.00423728813559322,0.0,0.023305084745762712,0.0,0.01694915254237288,0.006355932203389831,0.0,0.00211864406779661,0.0,0.0,0.00423728813559322,0.0,0.0,0.00211864406779661,0.006355932203389831,0.006355932203389831,0.0,0.0,0.012711864406779662,0.0,0.0,0.0,0.00423728813559322,0.014830508474576272,0.0,0.0,0.0,0.00423728813559322,0.0,0.006355932203389831,0.00423728813559322,0.0,0.014830508474576272,0.0,0.0,0.012711864406779662,0.012711864406779662,0.00847457627118644,0.006355932203389831,0.0,0.0,0.00847457627118644,0.0,0.01059322033898305,0.00211864406779661,0.0,0.0,0.0,0.0,0.00211864406779661,0.0,0.00847457627118644,0.00423728813559322,0.0,0.0,0.00211864406779661,0.0,0.00423728813559322,0.00423728813559322,0.0,0.0,0.0,0.0,0.00847457627118644,0.00211864406779661,0.006355932203389831,0.03177966101694915,0.0,0.00211864406779661,0.06567796610169492,0.00847457627118644,0.00211864406779661,0.15677966101694915,0.00211864406779661,0.006355932203389831,0.0,0.0,0.0,0.0,0.006355932203389831,0.012711864406779662,0.0,0.0,0.03177966101694915,0.00211864406779661,0.014830508474576272,0.038135593220338986,0.0,0.00423728813559322,0.0,0.006355932203389831,0.0,0.00211864406779661,0.0,0.0,0.0,0.0,0.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05296610169491525,0.01059322033898305,0.0,0.01059322033898305,0.0,0.0,0.0,0.006355932203389831,0.00211864406779661,0.01059322033898305,0.00423728813559322,0.0,0.0,0.00847457627118644,0.0,0.019067796610169493,0.0,0.0,0.0,0.00423728813559322,0.0,0.00847457627118644,0.0
3,Caspar Baader,Schweizerische Volkspartei (SVP),0.0026595744680851063,0.0,0.0,0.0,0.0,0.007978723404255319,0.05319148936170213,0.007978723404255319,0.0,0.07712765957446809,0.0026595744680851063,0.005319148936170213,0.0,0.005319148936170213,0.013297872340425532,0.0,0.010638297872340425,0.0,0.005319148936170213,0.007978723404255319,0.06914893617021277,0.005319148936170213,0.0,0.013297872340425532,0.0,0.010638297872340425,0.0026595744680851063,0.0026595744680851063,0.010638297872340425,0.0,0.0,0.005319148936170213,0.0026595744680851063,0.0,0.0,0.0026595744680851063,0.0,0.0,0.0,0.0026595744680851063,0.0,0.0026595744680851063,0.0,0.0,0.005319148936170213,0.0,0.0026595744680851063,0.0,0.0,0.0398936170212766,0.0026595744680851063,0.0,0.0,0.013297872340425532,0.0,0.005319148936170213,0.005319148936170213,0.0,0.015957446808510637,0.0026595744680851063,0.0026595744680851063,0.05851063829787234,0.015957446808510637,0.0,0.018617021276595744,0.0,0.0,0.0,0.0026595744680851063,0.04521276595744681,0.013297872340425532,0.0,0.0,0.0026595744680851063,0.0,0.0,0.0026595744680851063,0.031914893617021274,0.0,0.0,0.0,0.0026595744680851063,0.007978723404255319,0.0026595744680851063,0.0,0.0,0.0,0.007978723404255319,0.0,0.005319148936170213,0.005319148936170213,0.034574468085106384,0.04521276595744681,0.0,0.005319148936170213,0.0,0.0026595744680851063,0.0,0.09840425531914894,0.0,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007978723404255319,0.0,0.013297872340425532,0.0425531914893617,0.0,0.0,0.0,0.0026595744680851063,0.0026595744680851063,0.0,0.007978723404255319,0.0,0.0,0.0,0.0,0.015957446808510637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026595744680851063,0.015957446808510637,0.0,0.0,0.0,0.0,0.0,0.015957446808510637,0.0,0.0026595744680851063,0.010638297872340425,0.0026595744680851063,0.0,0.0,0.0,0.0,0.0026595744680851063,0.0026595744680851063,0.0,0.0,0.0026595744680851063,0.005319148936170213,0.0026595744680851063,0.0
4,Christian Miesch,Schweizerische Volkspartei (SVP),0.0,0.046511627906976744,0.0,0.0,0.0,0.011627906976744186,0.06976744186046512,0.011627906976744186,0.08139534883720931,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.03488372093023256,0.0,0.0,0.023255813953488372,0.0,0.0,0.011627906976744186,0.011627906976744186,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.011627906976744186,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.03488372093023256,0.011627906976744186,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.023255813953488372,0.0,0.06976744186046512,0.011627906976744186,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.011627906976744186,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.011627906976744186,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.011627906976744186,0.011627906976744186,0.023255813953488372,0.0,0.0,0.03488372093023256,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03488372093023256,0.023255813953488372,0.0,0.023255813953488372,0.046511627906976744,0.0,0.0,0.0,0.023255813953488372,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Christian Speck,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.057692307692307696,0.019230769230769232,0.0,0.11538461538461539,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.038461538461538464,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.019230769230769232,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.038461538461538464,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.019230769230769232,0.0,0.0,0.019230769230769232,0.0,0.0,0.09615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232
6,Christoffel Brändli,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.030107526881720432,0.0064516129032258064,0.010752688172043012,0.01935483870967742,0.0,0.0,0.010752688172043012,0.004301075268817204,0.0,0.0,0.0064516129032258064,0.004301075268817204,0.004301075268817204,0.0,0.0064516129032258064,0.0,0.017204301075268817,0.03225806451612903,0.0,0.0,0.004301075268817204,0.05806451612903226,0.008602150537634409,0.002150537634408602,0.0,0.008602150537634409,0.002150537634408602,0.0,0.0,0.0064516129032258064,0.017204301075268817,0.002150537634408602,0.023655913978494623,0.0,0.002150537634408602,0.004301075268817204,0.0,0.0,0.0,0.010752688172043012,0.0,0.002150537634408602,0.05806451612903226,0.0,0.0,0.0,0.004301075268817204,0.0,0.0,0.0,0.0064516129032258064,0.021505376344086023,0.0,0.0,0.0,0.0064516129032258064,0.0,0.01935483870967742,0.03870967741935484,0.015053763440860216,0.0,0.0,0.002150537634408602,0.002150537634408602,0.004301075268817204,0.0,0.025806451612903226,0.012903225806451613,0.0,0.0,0.0,0.0,0.0,0.004301075268817204,0.004301075268817204,0.004301075268817204,0.0,0.0,0.0,0.002150537634408602,0.043010752688172046,0.008602150537634409,0.0,0.002150537634408602,0.0,0.0,0.0,0.004301075268817204,0.0,0.021505376344086023,0.0,0.0,0.0,0.004301075268817204,0.0,0.07956989247311828,0.0,0.0064516129032258064,0.012903225806451613,0.012903225806451613,0.012903225806451613,0.0064516129032258064,0.010752688172043012,0.02795698924731183,0.0,0.0,0.0,0.03225806451612903,0.017204301075268817,0.025806451612903226,0.0,0.025806451612903226,0.0,0.012903225806451613,0.0064516129032258064,0.0,0.002150537634408602,0.015053763440860216,0.0,0.0,0.0,0.017204301075268817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.0,0.008602150537634409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.0,0.0,0.008602150537634409,0.0,0.0,0.0,0.008602150537634409,0.0064516129032258064,0.017204301075268817,0.0
7,Christoph Blocher,Schweizerische Volkspartei (SVP),0.013252555850056797,0.0003786444528587656,0.0,0.003029155622870125,0.006436955698599016,0.02158273381294964,0.050738356683074595,0.001135933358576297,0.0,0.06967057932601288,0.005301022340022719,0.006436955698599016,0.0,0.0,0.006436955698599016,0.0,0.002271866717152594,0.004543733434305188,0.0,0.03445664521014767,0.005301022340022719,0.0026505111700113595,0.010980689132904203,0.013631200302915562,0.007951533510034078,0.005301022340022719,0.0041650889814464215,0.01968951154865581,0.003029155622870125,0.0041650889814464215,0.007194244604316547,0.0,0.0034078000757288905,0.001135933358576297,0.014388489208633094,0.001893222264293828,0.048845134418780765,0.001135933358576297,0.0007572889057175312,0.001135933358576297,0.0007572889057175312,0.0003786444528587656,0.015145778114350625,0.0007572889057175312,0.03862173419159409,0.0,0.0026505111700113595,0.01893222264293828,0.03710715638015903,0.0,0.002271866717152594,0.008330177962892843,0.0,0.001893222264293828,0.004543733434305188,0.0,0.009844755774327906,0.0,0.009844755774327906,0.0026505111700113595,0.0034078000757288905,0.03104884513441878,0.010602044680045438,0.017796289284361985,0.022718667171525937,0.024233244982961,0.001135933358576297,0.001893222264293828,0.0026505111700113595,0.002271866717152594,0.0003786444528587656,0.0,0.0003786444528587656,0.02158273381294964,0.0,0.0026505111700113595,0.0007572889057175312,0.0,0.006815600151457781,0.0026505111700113595,0.0003786444528587656,0.014388489208633094,0.0026505111700113595,0.006815600151457781,0.005679666792881484,0.015145778114350625,0.0026505111700113595,0.0,0.0,0.014009844755774327,0.0,0.00605831124574025,0.024233244982961,0.0,0.0,0.0,0.028019689511548655,0.0,0.003029155622870125,0.001135933358576297,0.014388489208633094,0.005301022340022719,0.0,0.0034078000757288905,0.005679666792881484,0.003029155622870125,0.00870882241575161,0.00605831124574025,0.0,0.0,0.0003786444528587656,0.0,0.010223400227186671,0.0,0.0,0.0,0.0,0.020446800454373342,0.0,0.006815600151457781,0.0,0.0,0.0007572889057175312,0.0,0.005679666792881484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013631200302915562,0.001135933358576297,0.0015145778114350624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007572889057175312,0.0,0.00870882241575161,0.006815600151457781,0.021204089360090876,0.013252555850056797,0.016660355925785686,0.005301022340022719,0.006815600151457781,0.0
8,Christoph Mörgeli,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.018518518518518517,0.0,0.0,0.018518518518518517,0.018518518518518517,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.018518518518518517,0.018518518518518517,0.0,0.018518518518518517,0.0,0.0,0.037037037037037035,0.018518518518518517,0.0,0.0,0.0,0.0,0.018518518518518517,0.018518518518518517,0.0,0.0,0.0,0.09259259259259259,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.018518518518518517,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0
9,Elmar Bigger,Schweizerische Volkspartei (SVP),0.04081632653061224,0.0,0.0,0.0,0.0,0.02040816326530612,0.061224489795918366,0.0,0.0,0.24489795918367346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.02040816326530612,0.0,0.02040816326530612,0.02040816326530612,0.0,0.0,0.02040816326530612,0.0,0.02040816326530612,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.04081632653061224,0.0,0.04081632653061224,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.061224489795918366,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
