,Speaker Party,Phrase,tf_idf
0,Alternative Kanton Zug (Al),"('neu', 'kampfjet')",19.826337599734792
1,Alternative Kanton Zug (Al),"('neu', 'kampfflieg')",14.484941211906902
2,Alternative Kanton Zug (Al),"('rahm', 'nato')",14.104321143795852
3,Alternative Kanton Zug (Al),"('sakular', 'staat')",13.54025100551105
4,Alternative Kanton Zug (Al),"('geht', 'verdient')",13.54025100551105
5,Alternative Kanton Zug (Al),"('verdient', 'reisespes')",13.54025100551105
6,Alternative Kanton Zug (Al),"('bewilligungspflicht', 'waff')",12.089418123253587
7,Alternative Kanton Zug (Al),"('inn', 'einsatz')",12.089418123253587
8,Alternative Kanton Zug (Al),"('militar', 'auslandeinsatz')",11.266065387038703
9,Alternative Kanton Zug (Al),"('kollega', 'buchl')",10.83220080440884
10,Alternative Kanton Zug (Al),"('quartal', 'verkauft')",10.83220080440884
11,Alternative Kanton Zug (Al),"('verkauft', 'autos')",10.83220080440884
12,Alternative Kanton Zug (Al),"('erhoh', 'militarausgab')",10.83220080440884
13,Alternative Kanton Zug (Al),"('zahl', 'kampfjet')",10.83220080440884
14,Alternative Kanton Zug (Al),"('geschatzt', 'kollega')",10.83220080440884
15,Alternative Kanton Zug (Al),"('zwang', 'weitermach')",10.83220080440884
16,Alternative Kanton Zug (Al),"('nie', 'zulass')",10.074515102711324
17,Alternative Kanton Zug (Al),"('statt', 'militar')",10.074515102711324
18,Alternative Kanton Zug (Al),"('geschatzt', 'kolleg')",8.383540572515864
19,Alternative Kanton Zug (Al),"('ruckgang', 'schusswaffensuizid')",8.12415060330663
20,Alternative Kanton Zug (Al),"('schusswaffensuizid', 'prozent')",8.12415060330663
21,Alternative Kanton Zug (Al),"('zivil', 'friedenshandwerk')",8.12415060330663
22,Alternative Kanton Zug (Al),"('militar', 'kriegshandwerk')",8.12415060330663
23,Alternative Kanton Zug (Al),"('soldat', 'zwei')",8.12415060330663
24,Alternative Kanton Zug (Al),"('zusatz', 'soldat')",8.12415060330663
25,Alternative Kanton Zug (Al),"('kollega', 'schwand')",8.12415060330663
26,Alternative Kanton Zug (Al),"('artikel', 'erwerb')",8.12415060330663
27,Alternative Kanton Zug (Al),"('besitz', 'bewilligungspflicht')",8.12415060330663
28,Alternative Kanton Zug (Al),"('waffenerwerbsschein', 'verleih')",8.12415060330663
29,Alternative Kanton Zug (Al),"('verleih', 'sportwaff')",8.12415060330663
30,Alternative Kanton Zug (Al),"('sportwaff', 'schutzenverein')",8.12415060330663
31,Alternative Kanton Zug (Al),"('schutzenverein', 'unterliegt')",8.12415060330663
32,Alternative Kanton Zug (Al),"('unterliegt', 'bewilligungspflicht')",8.12415060330663
33,Alternative Kanton Zug (Al),"('bewilligungspflicht', 'mittel')",8.12415060330663
34,Alternative Kanton Zug (Al),"('a', 'geandert')",8.12415060330663
35,Alternative Kanton Zug (Al),"('waffenrichtlini', 'regelt')",8.12415060330663
36,Alternative Kanton Zug (Al),"('jahr', 'bewilligungspflicht')",8.12415060330663
37,Alternative Kanton Zug (Al),"('besitz', 'durf')",8.12415060330663
38,Alternative Kanton Zug (Al),"('prazisiert', 'gesetz')",8.12415060330663
39,Alternative Kanton Zug (Al),"('mitglied', 'anerkannt')",8.12415060330663
40,Alternative Kanton Zug (Al),"('schiessverein', 'gesagt')",8.12415060330663
41,Alternative Kanton Zug (Al),"('ausnahm', 'einzufuhr')",8.12415060330663
42,Alternative Kanton Zug (Al),"('kollega', 'loepf')",8.12415060330663
