,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpdie', 'liberal')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('fdpliberal', 'fraktion')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bieri')","('herr', 'bundesrat')","('herr', 'david')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'stahelin')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('lasst', 'mitteil')","('le', 'conseil')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
44,FDP.Die Liberalen (FDP-Liberale),Corina Eichenberger-Walther,0,0,0,4,0,1,0,0,1,2,16,0,0,0,0,17,0,0,0,0,0,2,0,2,8,0,0,0,1,0,2,0,7,0,2,2,1,0,2,0,0,3,0,0,0,2,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,1,0,3,0,0,9,0,14,0,0,0,0,0,0,0,0,2,0,0,2,12,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,6,0,0,0,0,0,1,1,0,0
45,FDP.Die Liberalen (FDP-Liberale),Didier Burkhalter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,FDP.Die Liberalen (FDP-Liberale),Doris Fiala,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,11,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0
47,FDP.Die Liberalen (FDP-Liberale),Edi Engelberger,0,6,0,0,0,2,0,3,4,9,28,1,2,2,7,26,5,0,0,0,0,0,2,5,5,0,0,1,0,0,13,0,1,0,3,1,2,3,5,2,0,2,0,2,0,1,0,0,0,0,4,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,1,1,1,1,0,4,0,0,0,0,0,22,24,0,1,0,3,0,0,0,0,0,0,20,0,1,0,4,0,4,5,0,0,11,1,0,10,0,0,0,0,2,0,0,0,3,0,0,0,1,8,5,17,0,2,1,0,0,10,0,0,12,1,4,6,0,0,2,2,9,1,0,0,0,0,0,0,0,1,0,0,0,2,3,29,0,0,0,0,19,0,0,10,2,4,0,2,1,0,0,2,2,0,0,0,0,0,20,5,12,0,0,0,0,0,1,0,0,48,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,3,0,10,11,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6,0,1,0,6,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,1,0,1,0,2,0,0,0,0
48,FDP.Die Liberalen (FDP-Liberale),Erika Forster-Vannini,79,10,0,0,0,48,6,18,1,16,13,2,52,6,0,46,0,0,0,6,0,36,7,33,8,7,84,14,17,3,22,0,4,0,3,3,5,8,8,2,2,148,1,4,5,2,7,2,2,4,0,0,3,0,1,4,10,7,0,0,4,3,0,3,3,1,52,0,2,1,0,1,3,6,9,15,1,2,1,1,0,2,0,1,3,0,0,0,0,0,0,0,29,3,3,7,22,18,0,11,0,0,5,2,12,2,33,22,2,5,9,5,0,1,12,4,47,10,6,19,0,0,4,2,0,9,5,7,1,1,5,11,22,0,1,1,0,28,1,0,0,1,3,0,97,10,8,1,2,8,4,5,0,4,0,0,0,0,0,33,0,0,0,0,35,0,0,1,1,9,4,1,18,5,1,19,12,0,1,2,53,42,7,4,0,0,0,0,2,3,0,0,5,0,9,6,0,0,18,3,0,0,1,1,0,1,0,0,1,3,45,88,0,2,5,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,1,3,4,1,35,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,1,5,11,0,0,5,0,6,5,5,0,2
49,FDP.Die Liberalen (FDP-Liberale),Fabio Abate,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
50,FDP.Die Liberalen (FDP-Liberale),Felix Gutzwiller,6,1,0,0,0,4,0,5,1,16,27,0,17,0,0,21,1,1,0,0,0,1,0,0,2,9,0,0,8,5,13,0,10,0,2,1,1,1,21,1,1,2,1,4,2,1,3,0,0,4,0,0,0,0,2,12,1,26,8,2,1,4,7,1,0,0,0,0,0,11,0,1,1,1,3,4,6,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13,4,3,9,0,0,5,36,14,20,1,18,9,3,4,6,4,3,3,1,18,0,0,9,0,0,2,0,0,2,4,1,0,1,14,1,0,0,4,5,0,0,1,1,0,16,8,0,2,0,0,6,1,11,2,1,2,0,0,0,0,0,0,0,7,0,0,5,16,0,0,3,0,2,2,0,11,9,1,5,9,0,19,1,5,10,3,6,0,0,0,0,2,1,0,0,0,2,10,2,0,1,12,0,0,13,3,0,0,0,1,0,0,23,0,0,0,0,7,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,5,3,13,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,9,9,0,2,6,0,0,1,7,4,9,19,2,5
51,FDP.Die Liberalen (FDP-Liberale),Filippo Leutenegger,0,0,0,0,0,0,0,0,4,11,17,0,0,0,0,3,0,0,0,0,0,0,3,0,2,2,0,0,0,0,5,0,10,1,0,1,0,0,1,0,0,0,0,1,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,10,0,8,6,0,0,0,3,2,0,0,0,0,0,0,1,9,1,0,2,0,3,0,0,1,1,0,0,1,0,1,2,5,0,2,3,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,19,1,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,1,0,1,0,0,5,2,1,0,0,0,0,2,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,3,0,1,2,1,0
52,FDP.Die Liberalen (FDP-Liberale),Fritz Schiesser,0,3,0,0,4,1,0,3,1,0,0,0,0,0,0,15,4,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,1,4,0,0,0,1,0,5,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5
53,FDP.Die Liberalen (FDP-Liberale),Fulvio Pelli,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1
54,FDP.Die Liberalen (FDP-Liberale),Gabi Huber,0,2,0,0,0,2,0,3,1,11,20,4,1,0,0,16,2,0,0,0,1,0,1,2,3,1,0,0,0,0,2,0,0,0,2,0,2,4,3,6,0,1,0,0,1,0,0,0,1,4,2,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,4,5,1,4,0,0,1,1,2,90,12,0,0,1,4,0,0,4,2,1,0,3,0,0,0,6,1,12,4,1,1,1,0,0,0,0,0,7,0,0,0,0,1,1,0,1,0,3,3,8,8,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0,17,3,8,1,1,0,0,0,0,0,4,0,2,0,1,1,4,0,0,5,0,1,0,0,12,0,1,0,0,0,0,0,4,1,0,2,0,0,1,8,2,1,0,0,1,0,0,8,6,0,22,2,0,0,0,0,0,3,0,2,2,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,3,0,0,5,0,0,0,0,6,1,0,2,0
55,FDP.Die Liberalen (FDP-Liberale),Georges Theiler,0,7,0,0,0,1,1,2,1,6,23,2,2,6,0,18,1,5,0,0,0,0,0,2,3,0,1,0,1,0,10,1,2,1,10,0,2,5,3,1,0,1,0,4,1,1,1,1,0,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,3,3,1,2,0,4,1,2,6,0,0,0,0,0,0,0,0,0,0,16,3,0,0,3,13,0,0,0,7,0,2,1,0,0,2,12,2,5,2,2,1,1,0,2,6,0,0,0,0,0,0,0,1,1,0,0,1,0,3,4,2,0,0,3,3,2,1,0,0,1,1,2,4,0,2,2,0,6,1,1,1,3,0,0,0,0,14,0,0,0,0,13,20,0,1,0,9,4,1,14,16,0,0,0,2,0,2,0,1,5,0,2,0,0,1,4,5,5,0,0,0,0,0,0,5,0,22,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,8,0,0,1,4,4,3,1,1,1
56,FDP.Die Liberalen (FDP-Liberale),Hans Altherr,9,11,3,13,0,11,3,5,0,2,7,2,10,0,1,37,0,2,0,0,0,7,2,9,9,2,8,0,11,0,1,0,0,0,0,0,8,6,9,2,1,16,0,3,2,2,0,0,0,0,0,0,1,0,1,0,0,6,0,0,1,0,0,4,0,0,5,0,0,0,0,4,0,2,3,0,0,3,2,0,0,1,5,0,8,0,0,0,0,0,0,0,8,0,1,0,5,8,1,1,0,0,1,6,8,0,6,14,6,7,1,0,0,3,0,0,3,2,7,1,1,0,0,0,0,0,1,4,0,0,7,2,6,0,1,4,1,0,0,0,0,0,0,1,21,0,4,0,1,2,5,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,5,0,1,0,1,0,1,1,7,6,4,2,0,0,0,0,3,2,0,0,1,1,3,1,0,0,25,0,0,0,0,0,0,1,5,0,2,1,5,17,0,0,2,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,2,4,18,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,3,3,0,0,0,10,3,1,4,3,1
57,FDP.Die Liberalen (FDP-Liberale),Hans Hess,3,5,0,0,0,8,2,5,3,8,9,0,4,2,0,35,4,0,0,0,0,3,2,0,2,1,0,0,10,2,11,0,7,0,1,0,2,0,11,6,1,5,0,0,1,1,2,0,7,1,1,0,4,0,3,3,1,8,5,1,0,3,0,0,1,0,0,4,5,3,0,0,0,0,2,3,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6,0,0,3,9,1,2,7,0,0,1,4,0,0,6,8,0,1,5,2,0,1,0,0,9,0,2,7,0,1,0,0,0,6,0,1,0,0,2,3,5,0,0,0,0,0,0,0,0,0,2,3,2,1,0,4,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,2,1,0,24,6,0,0,0,0,1,0,2,5,0,3,0,0,0,0,1,0,0,0,1,0,5,0,0,0,26,0,0,0,2,0,0,3,1,5,1,1,0,0,14,3,5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,1,0,3,3,0,0,1,3,1,0,3,1,4
58,FDP.Die Liberalen (FDP-Liberale),Hans Rudolf Gysin,1,0,0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,3,0,0,0,2,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,2,0,0,0
59,FDP.Die Liberalen (FDP-Liberale),Hans-Rudolf Merz,5,3,1,0,0,4,13,15,6,19,34,0,4,2,3,45,0,4,0,0,15,0,0,0,17,15,1,2,0,2,26,0,41,2,18,3,0,0,33,7,12,9,24,8,9,2,0,17,0,17,0,0,6,0,0,4,38,8,10,2,9,16,23,0,36,1,0,4,23,15,0,0,0,5,13,13,8,51,25,2,47,5,1,1,1,0,0,0,0,0,0,0,2,11,17,0,2,30,7,4,2,36,24,40,5,5,21,45,10,5,18,17,4,0,58,1,0,12,6,0,5,57,26,87,2,1,5,0,46,2,16,2,1,3,12,7,34,37,1,1,1,2,2,4,2,11,1,25,3,0,1,18,4,1,0,0,3,0,5,1,8,0,0,4,87,0,1,0,1,10,0,0,244,0,12,3,22,3,9,2,46,16,0,96,4,0,0,0,0,0,0,0,1,0,2,2,2,0,9,0,0,0,23,2,3,5,4,0,21,9,2,0,0,30,18,1,1,2,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,11,16,16,1,0,1,7,1,2,23,4,5
60,FDP.Die Liberalen (FDP-Liberale),Helen Leumann,2,0,0,0,0,2,0,1,0,0,0,0,2,1,0,5,0,0,2,0,0,0,5,4,0,0,0,0,1,0,2,0,1,0,0,0,0,0,3,1,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,0,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,2,11,0,0,0,10,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,7,0,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,3,1,1,1
