Term,Accuracy,lb,ub
Term1,0.9373333333333329,0,0
Term2,0.9274848484848482,-0.02843363673737862,0.026510588842096956
Term3,0.8927272727272725,-0.03229506817722222,0.00910886538331907
Term4,0.9152323232323234,0,0
Term5,0.8743333333333329,-0.033378215398039104,0.032848402455213074
