Term,Accuracy,lb,ub
Term1,0.8622222222222223,-0.03670909825556658,0.021329001753234333
Term2,0.8703030303030304,-0.055343257859256846,0.04126592044867276
Term3,0.8109090909090909,-0.03924503888293496,0.03009248564521868
Term4,0.840909090909091,0,0
Term5,0.7981818181818181,-0.039338611004831804,0.02688800684842037
