,Speaker Party,Speaker,"('absatz', 'litera')","('absatz', 'mind')","('absatz', 'streich')","('acht', 'jahr')","('aeschi', 'thomas')","('amtlich', 'bulletin')","('annahm', 'empfehl')","('anschau', 'seh')","('antrag', 'bundesrat')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('art', 'weis')","('artikel', 'buchstab')","('artikel', 'bundesverfass')","('artikel', 'mind')","('artikel', 'ziff')","('aufschieb', 'wirkung')","('auftrag', 'gegeb')","('aug', 'behalt')","('ausdruck', 'gebracht')","('aussenpolit', 'bericht')","('aussenpolit', 'kommission')","('automat', 'informationsaustausch')","('bdpfraktion', 'mehrheit')","('bdpfraktion', 'unterstutzt')","('bdpfraktion', 'vorlag')","('beantragt', 'bundesrat')","('beantragt', 'kommission')","('beantragt', 'motion')","('beantragt', 'stimm')","('beid', 'motion')","('beim', 'bund')","('beim', 'eintret')","('bereit', 'erwahnt')","('bereit', 'gesagt')","('bereit', 'jahr')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('beschluss', 'standerat')","('besond', 'wichtig')","('best', 'dank')","('besteht', 'darin')","('big', 'to')","('bilateral', 'vertrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'ebenfall')","('bitt', 'initiativ')","('bitt', 'motion')","('bitt', 'nam')","('bitt', 'sinn')","('bitt', 'tun')","('bitt', 'vorlag')","('buchstab', 'c')","('buchstab', 'e')","('bund', 'kanton')","('bundesamt', 'gesund')","('bundesrat', 'annahm')","('bundesrat', 'auffass')","('bundesrat', 'beantragt')","('bundesrat', 'bereit')","('bundesrat', 'entwurf')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'klar')","('bundesrat', 'meinung')","('bundesrat', 'schlagt')","('bundesrat', 'schneiderammann')","('bundesrat', 'standerat')","('bundesrat', 'teilt')","('bundesrat', 'unterstutz')","('bundesrat', 'vorgeschlag')","('bundesratin', 'leuthard')","('conseil', 'fédéral')","('cvpevpfraktion', 'bittet')","('cvpevpfraktion', 'ersuch')","('cvpevpfraktion', 'unterstutzt')","('cvpevpfraktion', 'vorlag')","('dam', 'herr')","('dank', 'bundesrat')","('dank', 'unterstutz')","('daran', 'erinn')","('darauf', 'angewies')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darub', 'diskuti')","('darub', 'diskutiert')","('darub', 'entscheid')","('darum', 'bitt')","('darum', 'geht')","('davon', 'ausgeh')","('de', 'court')","('de', 'la')","('deshalb', 'antrag')","('deshalb', 'bitt')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('deshalb', 'minderheitsantrag')","('deshalb', 'mocht')","('deshalb', 'motion')","('deshalb', 'muss')","('deshalb', 'wichtig')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'gegenvorschlag')","('diskussion', 'fuhr')","('diskussion', 'kommission')","('diskutiert', 'wurd')","('drei', 'punkt')","('dreissig', 'jahr')","('eben', 'gerad')","('ehrlich', 'gesagt')","('ehrlich', 'sag')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('eigent', 'schon')","('einburgerungsgesuch', 'stell')","('einfach', 'sag')","('eingetrag', 'partnerschaft')","('einzig', 'allein')","('elektron', 'patientendossi')","('elt', 'sorg')","('entscheid', 'fall')","('entsprech', 'antrag')","('entsprech', 'gesetz')","('erinn', 'daran')","('erinner', 'ruf')","('erleichtert', 'einburger')","('erneuerbar', 'energi')","('ernst', 'nehm')","('erst', 'mal')","('erst', 'schritt')","('ersuch', 'block')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'staat')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fassung', 'standerat')","('fdpdie', 'liberal')","('fdpliberal', 'fraktion')","('finanzplatz', 'schweiz')","('fisch', 'roland')","('flankier', 'massnahm')","('folg', 'gegeb')","('folgend', 'grund')","('forschung', 'innovation')","('frag', 'gestellt')","('frag', 'herr')","('frag', 'herrn')","('frag', 'klar')","('frag', 'stell')","('fraktion', 'grun')","('frank', 'mehr')","('frank', 'prozent')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'standeratin')","('freihandelsabkomm', 'china')","('funfzehn', 'jahr')","('ganz', 'besond')","('ganz', 'einfach')","('ganz', 'genau')","('ganz', 'klar')","('ganz', 'konkret')","('ganz', 'kurz')","('ganz', 'reih')","('ganz', 'sich')","('ganz', 'wichtig')","('gar', 'mehr')","('gegenub', 'vorjahr')","('geh', 'davon')","('geht', 'dabei')","('geht', 'eben')","('geht', 'eigent')","('geht', 'einfach')","('geht', 'frag')","('geltend', 'gemacht')","('gemass', 'artikel')","('genet', 'ressourc')","('gesagt', 'sei')","('gesagt', 'word')","('gesagt', 'wurd')","('geschaft', 'einzutret')","('geschatzt', 'kolleg')","('gesetz', 'grundlag')","('gesetz', 'regel')","('gestutzt', 'artikel')","('gibt', 'eben')","('gibt', 'grund')","('gibt', 'ja')","('gibt', 'verschied')","('gibt', 'zwei')","('gross', 'herausforder')","('gross', 'problem')","('grun', 'empfehl')","('grun', 'fraktion')","('grun', 'lehn')","('grun', 'unterstutz')","('grund', 'dafur')","('grund', 'weshalb')","('grunliberal', 'antrag')","('grunliberal', 'fraktion')","('grunliberal', 'steh')","('grunliberal', 'unterstutz')","('grunliberal', 'vorlag')","('gut', 'daran')","('gut', 'grund')","('gut', 'losung')","('halt', 'grun')","('herr', 'bieri')","('herr', 'bundesrat')","('herr', 'nationalrat')","('herr', 'schwall')","('herr', 'standerat')","('herr', 'wasserfall')","('herrn', 'nationalrat')","('herrn', 'standerat')","('herzlich', 'dank')","('heut', 'bereit')","('heut', 'gesagt')","('heut', 'ja')","('heut', 'morg')","('heut', 'sag')","('heut', 'schon')","('heutig', 'zeit')","('hoh', 'berufsbild')","('hoh', 'million')","('imm', 'frag')","('imm', 'gesagt')","('imm', 'mehr')","('infrag', 'stell')","('initiativ', 'ablehn')","('inn', 'sich')","('insgesamt', 'million')","('insof', 'glaub')","('interess', 'schweiz')","('international', 'organisation')","('international', 'standard')","('international', 'zusammenarbeit')","('ja', 'bereit')","('ja', 'eigent')","('ja', 'imm')","('ja', 'nein')","('ja', 'sag')","('ja', 'schon')","('jahr', 'mehr')","('jahr', 'million')","('je', 'mehr')","('jugend', 'sport')","('kanton', 'bern')","('kanton', 'bund')","('kanton', 'gemeind')","('kanton', 'genf')","('kanton', 'graubund')","('kanton', 'kanton')","('kanton', 'luz')","('kanton', 'schwyz')","('kanton', 'tessin')","('kanton', 'thurgau')","('kanton', 'zug')","('kenntnis', 'genomm')","('kien', 'nell')","('klar', 'gesagt')","('kolleg', 'fohn')","('kolleginn', 'kolleg')","('kollektiv', 'kapitalanlag')","('kombiniert', 'verkehr')","('kommend', 'jahr')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'meinung')","('kommission', 'mocht')","('kommission', 'rat')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommissionssprecherin', 'gesagt')","('konsumentinn', 'konsument')","('kraft', 'getret')","('kurzfrist', 'freiheitsstraf')","('kurzung', 'million')","('landlich', 'raum')","('letzt', 'zeit')","('leutenegg', 'oberholz')","('losung', 'find')","('losung', 'gefund')","('mach', 'beliebt')","('macht', 'sinn')","('mark', 'schweiz')","('medizin', 'grundversorg')","('mehr', 'geld')","('mehr', 'wenig')","('mehrheit', 'cvpevpfraktion')","('mehrheit', 'fdpliberal')","('mehrheit', 'finanzkommission')","('mehrheit', 'folg')","('mehrheit', 'grun')","('mehrheit', 'spfraktion')","('mehrheit', 'zustimm')","('mehrheit', 'zuzustimm')","('mind', 'abzulehn')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mitarbeiterinn', 'mitarbeit')","('mocht', 'bitt')","('mocht', 'darauf')","('mocht', 'deshalb')","('mocht', 'einfach')","('mocht', 'folgend')","('mocht', 'frag')","('mocht', 'kurz')","('mocht', 'nochmal')","('mocht', 'sag')","('mocht', 'wirklich')","('moglich', 'geb')","('moglich', 'schnell')","('motion', 'ablehn')","('motion', 'abzulehn')","('motion', 'bereit')","('muss', 'deshalb')","('muss', 'frag')","('muss', 'ja')","('muss', 'sag')","('musst', 'eigent')","('nach', 'jahr')","('nachrichtendien', 'bund')","('nam', 'bdpfraktion')","('nam', 'bundesrat')","('nam', 'cvpevpfraktion')","('nam', 'fdpliberal')","('nam', 'grun')","('nam', 'grunliberal')","('nam', 'mehrheit')","('nam', 'mind')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'aeschi')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('nationalrat', 'motion')","('nationalratin', 'leutenegg')","('natur', 'person')","('natur', 'schon')","('nein', 'sag')","('neu', 'aufgab')","('neu', 'bestimm')","('neu', 'regionalpolit')","('obligator', 'krankenversicher')","('offent', 'beschaffungswes')","('offent', 'krankenkass')","('ordent', 'verfahr')","('patientinn', 'patient')","('person', 'freiheit')","('pro', 'jahr')","('problem', 'los')","('rapp', 'pro')","('rechnung', 'getrag')","('recht', 'darauf')","('recht', 'gesagt')","('rechtsfrag', 'nationalrat')","('richtig', 'gesagt')","('richtig', 'ort')","('rickli', 'natali')","('ruckweisungsantrag', 'mind')","('rund', 'milliard')","('rund', 'million')","('sach', 'betriebsaufwand')","('sag', 'einfach')","('sag', 'herr')","('sag', 'ja')","('sag', 'nein')","('sag', 'sei')","('sbb', 'cargo')","('schien', 'strass')","('schluss', 'gekomm')","('schon', 'gar')","('schon', 'gesagt')","('schon', 'lang')","('schon', 'sag')","('schweiz', 'bank')","('schweiz', 'international')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('schweizerinn', 'schweiz')","('sech', 'monat')","('seit', 'fahn')","('seit', 'jahr')","('servic', 'public')","('sich', 'richtig')","('sich', 'schweiz')","('sicherheitspolit', 'kommission')","('sicht', 'bdp')","('sicht', 'bundesrat')","('sicht', 'grunliberal')","('sicht', 'sp')","('sinn', 'bitt')","('sinn', 'macht')","('sozial', 'krankenversicher')","('spfraktion', 'antrag')","('spfraktion', 'bitt')","('spfraktion', 'lehnt')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('sprech', 'komm')","('staatspolit', 'kommission')","('standerat', 'engl')","('standerat', 'fohn')","('standerat', 'folg')","('standerat', 'kommission')","('standerat', 'schmid')","('standeratin', 'fetz')","('standort', 'schweiz')","('stellt', 'frag')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('strukturell', 'uberschuss')","('stuck', 'weit')","('svpfraktion', 'bitt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('teil', 'auffass')","('tief', 'lohn')","('to', 'fail')","('too', 'big')","('umfang', 'million')","('uns', 'fraktion')","('uns', 'gesellschaft')","('uns', 'kommission')","('uns', 'sicht')","('unternehmenssteuerreform', 'ii')","('unternehmenssteuerreform', 'iii')","('unterstutz', 'grunliberal')","('unterstutz', 'mind')","('unterstutzt', 'bdpfraktion')","('unterstutzt', 'spfraktion')","('verfug', 'steh')","('verordn', 'bundesversamml')","('verstandnis', 'dafur')","('viel', 'fall')","('viel', 'leut')","('viel', 'mensch')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorberat', 'kommission')","('vordergrund', 'steh')","('vorhin', 'gesagt')","('vorlag', 'bundesrat')","('vorlag', 'einzutret')","('vorlauf', 'anwend')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('war', 'eigent')","('war', 'ja')","('weit', 'punkt')","('weiterentwickl', 'arme')","('wenig', 'jahr')","('wichtig', 'frag')","('wirtschaft', 'landesversorg')","('worum', 'geht')","('wurd', 'bereit')","('wurd', 'erwahnt')","('wurd', 'gesagt')","('wurd', 'kommission')","('wurd', 'schon')","('zehn', 'jahr')","('zeich', 'setz')","('zivil', 'behord')","('zuhand', 'materiali')","('zusammenarbeit', 'kanton')","('zusatz', 'stell')","('zustand', 'gekomm')","('zustand', 'kommission')","('zwei', 'jahr')","('zweit', 'frag')","('zweit', 'punkt')","('zweit', 'rohr')","('zweit', 'saul')","('zweit', 'teil')","('zwolf', 'jahr')","('à', 'la')"
0,Bürgerlich-Demokratische Partei Schweiz (BDP),Bernhard Guhl,1,4,1,0,0,0,2,0,0,2,15,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,4,3,15,0,0,0,1,1,0,0,3,0,1,0,0,1,0,2,0,0,1,4,0,0,1,1,0,1,0,3,4,1,0,1,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,4,0,0,8,0,0,1,0,0,0,9,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,4,4,0,0,3,0,1,1,2,0,0,2,0,1,0,1,8,0,1,0,0,0,0,0,0,1,0,16,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,2,0,0,6,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,1,0,5,2,0,1,0,0,0,0,0,0,2,0,0,3,7,0,1,1,0,0,0,5,0,0,10,4,0,0,2,0,0,0,0,1,0,1,1,0,3,0,1,0,1,0,1,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,2,1,1,0,0,0,1,2,1,0,0,0,0,0,0,3,2,2,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,5,0,0,0,0,2,4,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,1,2,2,1,0,2,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1,Bürgerlich-Demokratische Partei Schweiz (BDP),Eveline Widmer-Schlumpf,2,1,1,9,15,3,6,49,25,9,54,1,4,4,71,3,26,0,46,12,11,2,64,0,1,81,0,0,0,5,0,12,0,7,38,5,5,44,23,13,12,9,1,0,5,61,3,3,4,0,0,12,90,1,7,23,37,5,3,41,9,2,38,41,25,5,26,9,6,0,2,1,17,6,8,12,1,0,0,0,0,0,1,0,0,56,10,0,255,66,88,65,9,44,13,24,1,0,4,8,1,0,1,5,0,0,1,1,107,7,1,38,0,16,3,10,7,1,0,24,79,9,0,49,0,0,2,0,5,15,6,6,9,0,7,4,25,8,0,5,7,8,11,2,10,6,6,1,2,0,4,20,2,5,0,9,11,30,9,30,15,45,0,20,16,0,1,6,1,7,124,59,0,14,5,17,9,86,5,18,0,4,6,8,4,61,5,2,10,4,28,13,34,0,31,33,57,2,0,79,20,14,4,4,26,32,7,8,6,0,1,0,0,12,3,0,0,0,0,0,4,4,20,0,4,1,353,6,299,1,91,84,2,9,54,14,11,28,22,3,2,11,19,41,11,13,12,4,11,0,5,11,30,7,24,17,26,4,10,27,21,11,8,19,25,12,26,22,12,12,1,10,36,0,14,8,16,28,0,3,80,0,13,4,3,0,10,0,2,5,9,0,0,8,14,0,15,6,7,50,18,9,0,35,0,0,3,35,0,0,12,20,0,0,5,17,10,15,67,47,525,35,13,64,13,5,31,1,82,66,13,9,7,99,6,5,16,15,7,7,123,0,0,9,0,0,0,0,0,0,0,0,45,2,1,3,36,46,8,10,8,4,0,1,31,0,4,0,1,26,16,3,33,10,42,1,6,15,1,3,23,29,16,20,21,16,4,27,0,0,12,7,10,27,18,22,10,7,17,8,4,0,48,1,19,3,1,0,8,0,0,2,21,0,0,0,0,0,0,0,14,0,17,32,9,0,40,19,7,25,24,5,1,1,20,0,0,0,0,0,28,0,61,61,8,0,1,0,2,26,83,0,1,0,0,13,0,2,6,2,1,72,3,16,1,4,13,32,0,0,0,3,19,1,2,6,4,0,14,20,16,118,4,7,74,4,0,2,4,11,4,8,52,9,3,0,5,5,2,2
2,Bürgerlich-Demokratische Partei Schweiz (BDP),Hans Grunder,0,0,1,0,0,0,0,0,0,3,6,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,2,0,6,0,1,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,2,4,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,2,0,14,1,0,0,7,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,2,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,8,0,3,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,3,0,0,1,0,0,0,1,0,1,0,1,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
3,Bürgerlich-Demokratische Partei Schweiz (BDP),Hansjörg Hassler,0,1,0,0,0,1,0,0,5,4,3,1,0,4,2,0,5,0,0,0,2,0,1,0,0,21,1,6,6,1,3,1,1,0,2,0,1,2,1,1,5,5,0,0,2,4,0,1,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,3,1,3,6,2,1,0,6,2,2,0,1,3,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,2,7,0,2,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,6,2,0,0,0,2,0,1,0,0,1,20,0,3,2,0,2,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,2,1,0,0,9,0,0,0,0,0,0,0,1,1,0,0,1,0,1,5,0,0,1,0,0,0,2,4,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,8,0,1,0,0,0,3,1,0,0,0,0,0,2,2,0,2,0,0,0,1,0,0,2,0,0,0,0,5,0,0,8,0,0,1,2,4,1,0,12,0,8,1,0,0,6,2,4,1,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,0,3,1,3,2,0,0,0,0,0,0,1,6,10,0,1,0,0,0,0,0,0,9,1,0,0,0,11,2,10,2,1,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,5,10,0,0,0,0,0,0,0,0,4,4,0,0,0,0,14,0,4,0,0,3,0,1,0,1,4,0,0,9,0,6,0,0,7,3,0,0,0,0,1,3,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
4,Bürgerlich-Demokratische Partei Schweiz (BDP),Heinz Siegenthaler,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
5,Bürgerlich-Demokratische Partei Schweiz (BDP),Lorenz Hess,0,0,1,0,0,0,1,0,0,6,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,2,0,0,0,0,0,1,0,2,0,0,1,1,2,0,0,0,0,0,0,3,0,0,1,0,7,1,0,2,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,9,3,10,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,14,0,0,1,0,0,0,0,2,0,3,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,15,0,3,0,1,1,0,0,0,1,1,0,0,1,0,2,0,1,2,2,0,0,3,1,0,0,1,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,12,1,0,0,0,1,0,2,0,0,1,0,1,0,5,0,0,0,7,0,0,0,5,2,3,3,0,0,0,0,1,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,23,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,2,0,0,1,2,2,7,0,0,0,1,0,2,0,0,1,0,4,0,0,0,1,7,9,1,0,1,0,0,1,0,0,1,2,0,1,1,0,0
6,Bürgerlich-Demokratische Partei Schweiz (BDP),Lothar Ziörjen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
