,Speaker Party,Phrase,tf_idf
500,Christlichdemokratische Volkspartei der Schweiz (CVP),"('herr', 'nationalrat')",172.59364795942636
501,Christlichdemokratische Volkspartei der Schweiz (CVP),"('herr', 'standerat')",149.02664382038824
502,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpevpfraktion', 'unterstutzt')",120.84735175349208
503,Christlichdemokratische Volkspartei der Schweiz (CVP),"('nam', 'cvpevpfraktion')",120.60760941743048
504,Christlichdemokratische Volkspartei der Schweiz (CVP),"('insof', 'glaub')",62.71158142298192
505,Christlichdemokratische Volkspartei der Schweiz (CVP),"('sinn', 'bitt')",60.36760808206093
506,Christlichdemokratische Volkspartei der Schweiz (CVP),"('deshalb', 'glaub')",57.53121598647546
507,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpevpfraktion', 'bittet')",54.66794629533601
508,Christlichdemokratische Volkspartei der Schweiz (CVP),"('vorberat', 'kommission')",54.33232448649403
509,Christlichdemokratische Volkspartei der Schweiz (CVP),"('herrn', 'standerat')",49.901718029172294
510,Christlichdemokratische Volkspartei der Schweiz (CVP),"('schluss', 'tag')",49.698132995760005
511,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpevpfraktion', 'vorlag')",48.52030263919617
512,Christlichdemokratische Volkspartei der Schweiz (CVP),"('frau', 'nationalratin')",47.43169206447645
513,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpevpfraktion', 'minderheitsantrag')",47.213226345972004
514,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpevpfraktion', 'lehnt')",47.213226345972004
515,Christlichdemokratische Volkspartei der Schweiz (CVP),"('darauf', 'hingewies')",46.89217780964028
516,Christlichdemokratische Volkspartei der Schweiz (CVP),"('mehrheit', 'cvpevpfraktion')",46.58574619992943
517,Christlichdemokratische Volkspartei der Schweiz (CVP),"('schliesslich', 'endlich')",46.58574619992943
518,Christlichdemokratische Volkspartei der Schweiz (CVP),"('unterstutzt', 'cvpevpfraktion')",44.3614195558365
519,Christlichdemokratische Volkspartei der Schweiz (CVP),"('bestockt', 'weid')",42.24341304639601
520,Christlichdemokratische Volkspartei der Schweiz (CVP),"('stimm', 'enthalt')",41.591438201043
521,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpevpfraktion', 'bitt')",40.20253647247683
522,Christlichdemokratische Volkspartei der Schweiz (CVP),"('ortsub', 'bewirtschaftungsbereich')",39.758506396608006
523,Christlichdemokratische Volkspartei der Schweiz (CVP),"('servic', 'public')",39.412443925893974
524,Christlichdemokratische Volkspartei der Schweiz (CVP),"('beantragt', 'kommission')",38.519185270275614
