Term,Accuracy,lb,ub
Term1,0.831111111111111,-0.028145825622994204,0.02958920129596835
Term2,0.8960606060606061,0,0
Term3,0.8490909090909092,-0.07300893617842108,0.03740155331635554
Term4,0.9154545454545454,-0.04388816957417373,0.02511838636006169
Term5,0.8854545454545455,-0.05549790576102533,0.05046468280417813
