,Phrase,Counts
5493,"('mehr', 'handlungsspielraum')",34
5494,"('evelin', 'widmerschlumpf')",34
5495,"('herr', 'janiak')",34
5496,"('kind', 'elt')",34
5497,"('ausgab', 'prozent')",34
5498,"('steuerbar', 'einkomm')",34
5499,"('wenig', 'mittel')",34
5500,"('initiativ', 'abzulehn')",34
5501,"('bundesrat', 'zuruckzuweis')",34
5502,"('frank', 'erhalt')",34
5503,"('initiativ', 'heut')",34
5504,"('bund', 'mehr')",34
5505,"('vorlag', 'nationalrat')",34
5506,"('kolleg', 'hegglin')",34
5507,"('liegt', 'prozent')",34
5508,"('finanziell', 'anreiz')",34
5509,"('bericht', 'zeigt')",34
5510,"('prozent', 'uns')",34
5511,"('wirklich', 'notwend')",34
5512,"('heut', 'liegt')",34
5513,"('vorrednerinn', 'vorredn')",34
5514,"('wort', 'meld')",34
5515,"('word', 'mocht')",34
5516,"('bereit', 'milliard')",34
5517,"('war', 'erst')",34
5518,"('grosst', 'herausforder')",34
5519,"('person', 'ausland')",34
5520,"('ordent', 'franchis')",34
5521,"('enthalt', 'stichentscheid')",34
5522,"('frag', 'viel')",34
5523,"('jahr', 'geh')",34
5524,"('kolleg', 'jauslin')",34
5525,"('soll', 'geht')",34
5526,"('kurz', 'frist')",34
5527,"('frank', 'gesproch')",34
5528,"('gesetz', 'vorgeschrieb')",34
5529,"('mehrheit', 'minderheitsantrag')",34
5530,"('staat', 'burg')",34
5531,"('zustimm', 'motion')",34
5532,"('abschaff', 'emissionsabgab')",34
5533,"('folg', 'initiativ')",34
5534,"('sprech', 'muss')",34
5535,"('selb', 'bezahl')",34
5536,"('beim', 'schoggigesetz')",34
5537,"('zwingend', 'lebenslang')",34
5538,"('hoh', 'arbeitslos')",34
5539,"('geschutzt', 'tierart')",34
5540,"('stufenlos', 'rentensyst')",34
5541,"('unterschied', 'preisniveaus')",34
5542,"('gemeinnutz', 'wohnbautrag')",34
5543,"('initiativ', 'mocht')",33
5544,"('hatt', 'mehr')",33
5545,"('rahm', 'differenzberein')",33
5546,"('rat', 'stimm')",33
5547,"('gesagt', 'mehr')",33
5548,"('ersuch', 'deshalb')",33
5549,"('parlament', 'ja')",33
5550,"('kanton', 'frag')",33
5551,"('zusamm', 'bundesrat')",33
5552,"('jahr', 'frag')",33
5553,"('standerat', 'frag')",33
5554,"('ganz', 'gesetz')",33
5555,"('standerat', 'gesagt')",33
5556,"('mehr', 'verantwort')",33
5557,"('ja', 'ziel')",33
5558,"('imm', 'zwei')",33
5559,"('wiss', 'herr')",33
5560,"('gibt', 'losung')",33
5561,"('kanton', 'ganz')",33
5562,"('kurz', 'gesagt')",33
5563,"('ausgab', 'million')",33
5564,"('einzig', 'differenz')",33
5565,"('schad', 'anricht')",33
5566,"('wirtschaft', 'wichtig')",33
5567,"('kommission', 'teilt')",33
5568,"('gesellschaft', 'entwickl')",33
5569,"('jahr', 'heisst')",33
5570,"('jahr', 'muss')",33
5571,"('direktor', 'bundesamt')",33
5572,"('finanzi', 'muss')",33
5573,"('ja', 'gibt')",33
5574,"('ja', 'wenig')",33
5575,"('hatt', 'frag')",33
5576,"('beim', 'wort')",33
5577,"('je', 'hoh')",33
5578,"('stell', 'schon')",33
5579,"('fraktion', 'empfiehlt')",33
5580,"('kommissionsmehr', 'artikel')",33
5581,"('eigent', 'meinung')",33
5582,"('zwanzig', 'dreissig')",33
5583,"('deutlich', 'angenomm')",33
5584,"('angriff', 'nehm')",33
5585,"('war', 'neu')",33
5586,"('sieht', 'kommission')",33
5587,"('hoh', 'steu')",33
5588,"('kommission', 'abgelehnt')",33
5589,"('artikel', 'gemass')",33
5590,"('best', 'will')",33
5591,"('rahmenkredit', 'million')",33
5592,"('erhoh', 'beitrag')",33
5593,"('gibt', 'sag')",33
5594,"('uberzeug', 'lass')",33
5595,"('beim', 'staat')",33
5596,"('jahr', 'stimm')",33
5597,"('lass', 'kurz')",33
5598,"('kanton', 'den')",33
5599,"('geb', 'mocht')",33
5600,"('jahr', 'durchschnitt')",33
5601,"('namlich', 'stimm')",33
5602,"('wurd', 'fall')",33
5603,"('leut', 'gibt')",33
5604,"('vorlag', 'vernehmlass')",33
5605,"('richtig', 'versteh')",33
5606,"('korrekt', 'verhalt')",33
5607,"('behandl', 'motion')",33
5608,"('dezemb', 'letzt')",33
5609,"('eigent', 'eher')",33
5610,"('i', 'folg')",33
5611,"('bedeut', 'schweiz')",33
5612,"('bundesrat', 'interpellation')",33
5613,"('heut', 'motion')",33
5614,"('seil', 'graf')",33
5615,"('kanton', 'gut')",33
5616,"('wichtig', 'eben')",33
5617,"('frank', 'heut')",33
5618,"('frag', 'genau')",33
5619,"('kolleg', 'wasserfall')",33
5620,"('jahr', 'gesagt')",33
5621,"('andert', 'daran')",33
5622,"('macht', 'eben')",33
5623,"('genau', 'richtig')",33
5624,"('bereit', 'ab')",33
5625,"('initiativ', 'eingereicht')",33
5626,"('kanton', 'frei')",33
5627,"('tun', 'sag')",33
5628,"('uberleg', 'muss')",33
5629,"('gesagt', 'seit')",33
5630,"('vorlag', 'mehrheit')",33
5631,"('rot', 'kreuz')",33
5632,"('schweiz', 'kanton')",33
5633,"('bau', 'bodenrecht')",33
5634,"('mehr', 'sinn')",33
5635,"('gut', 'prozent')",33
5636,"('eingereicht', 'nationalrat')",33
5637,"('unterschied', 'gibt')",33
5638,"('sag', 'bund')",33
5639,"('deshalb', 'empfiehlt')",33
5640,"('kost', 'entsteh')",33
5641,"('ganz', 'speziell')",33
5642,"('handlungsbedarf', 'erkannt')",33
5643,"('kolleg', 'vogl')",33
5644,"('postauto', 'ag')",33
5645,"('beispielsweis', 'beim')",33
5646,"('mocht', 'erinner')",33
5647,"('nationalrat', 'erst')",33
5648,"('entschied', 'kommission')",33
5649,"('hor', 'imm')",33
5650,"('ubernomm', 'wurd')",33
5651,"('kanton', 'zusatz')",33
5652,"('berechtigt', 'person')",33
5653,"('person', 'der')",33
5654,"('wurd', 'nie')",33
5655,"('ausdruck', 'kommt')",33
5656,"('empfiehlt', 'deshalb')",33
5657,"('viel', 'schweiz')",33
5658,"('erfull', 'aufgab')",33
5659,"('brud', 'wyss')",33
5660,"('bundesrat', 'vorstoss')",33
5661,"('bereit', 'vernehmlass')",33
5662,"('wohlstand', 'schweiz')",33
5663,"('ganz', 'paket')",33
5664,"('vollig', 'neu')",33
5665,"('knapp', 'abgelehnt')",33
5666,"('zusatz', 'aufgab')",33
5667,"('frank', 'wurd')",33
5668,"('schweiz', 'gerad')",33
5669,"('braucht', 'gewiss')",33
5670,"('heisst', 'lang')",33
5671,"('vorlag', 'ablehn')",33
5672,"('darf', 'frag')",33
5673,"('ja', 'vorhin')",33
5674,"('vor', 'volk')",33
5675,"('sgk', 'rat')",33
5676,"('nein', 'nein')",33
5677,"('kurz', 'sag')",33
5678,"('vergang', 'imm')",33
5679,"('gemass', 'bundesamt')",33
5680,"('weit', 'bereich')",33
5681,"('empfehl', 'kommission')",33
5682,"('mehrfach', 'gehort')",33
5683,"('mindest', 'frank')",33
5684,"('fast', 'schon')",33
5685,"('heut', 'leid')",33
5686,"('probl', 'gibt')",33
5687,"('gross', 'wichtig')",33
5688,"('wichtig', 'land')",33
5689,"('leb', 'schweiz')",33
5690,"('tret', 'vorlag')",33
5691,"('frank', 'soll')",33
5692,"('nachhalt', 'produktion')",33
5693,"('beid', 'geschlecht')",33
5694,"('war', 'entsprech')",33
5695,"('wichtig', 'pfeil')",33
5696,"('schweiz', 'hoh')",33
5697,"('entsprech', 'mehr')",33
5698,"('erst', 'geht')",33
5699,"('gross', 'frag')",33
5700,"('rot', 'fad')",33
5701,"('investi', 'muss')",33
5702,"('seit', 'deutsch')",33
5703,"('seit', 'sag')",33
5704,"('jahr', 'dauert')",33
5705,"('frag', 'vielleicht')",33
5706,"('zweit', 'mind')",33
5707,"('heutig', 'tag')",33
5708,"('grenzuberschreit', 'kriminalitat')",33
5709,"('geb', 'nehm')",33
5710,"('beantragt', 'ebenfall')",33
5711,"('erst', 'prioritat')",33
5712,"('hoh', 'rent')",33
5713,"('einfach', 'gross')",33
5714,"('zwei', 'antrag')",33
5715,"('relativ', 'bescheid')",33
5716,"('pro', 'kind')",33
5717,"('frag', 'nochmal')",33
5718,"('heut', 'muss')",33
5719,"('sei', 'moglich')",33
5720,"('digital', 'welt')",33
5721,"('ja', 'fast')",33
5722,"('bereit', 'bundesrat')",33
5723,"('uberpruf', 'lass')",33
5724,"('gesamt', 'bevolker')",33
5725,"('einstimm', 'beschluss')",33
5726,"('erwahn', 'mocht')",33
5727,"('uberhaupt', 'mehr')",33
5728,"('gerad', 'gesagt')",33
5729,"('geht', 'gibt')",33
5730,"('verlangt', 'mind')",33
5731,"('bund', 'jahr')",33
5732,"('antrag', 'aeschi')",33
5733,"('beim', 'parlament')",33
5734,"('sprech', 'minderheitsantrag')",33
5735,"('korp', 'psychisch')",33
5736,"('heut', 'artikel')",33
5737,"('demokrat', 'kontroll')",33
5738,"('gerad', 'weg')",33
5739,"('erfahr', 'letzt')",33
5740,"('jahr', 'gemacht')",33
5741,"('gemass', 'motion')",33
5742,"('frau', 'birrerheimo')",33
5743,"('mindest', 'zehn')",33
5744,"('bundesamt', 'sport')",33
5745,"('sgk', 'nationalrat')",33
5746,"('steh', 'ja')",33
5747,"('war', 'klar')",33
5748,"('damian', 'mull')",33
5749,"('gern', 'kurz')",33
5750,"('kurz', 'bundesrat')",33
5751,"('walt', 'lass')",33
5752,"('notig', 'massnahm')",33
5753,"('gilt', 'heut')",33
5754,"('ja', 'richtig')",33
5755,"('tief', 'rent')",33
5756,"('mehrheit', 'auffass')",33
5757,"('gegenvorschlag', 'bundesrat')",33
5758,"('finanzkommission', 'empfiehlt')",33
5759,"('ebenso', 'klar')",33
5760,"('daran', 'andert')",33
5761,"('schon', 'relativ')",33
5762,"('drei', 'bereich')",33
5763,"('mehrheit', 'unterstutzt')",33
5764,"('vorlag', 'vorlag')",33
5765,"('absatz', 'steht')",33
5766,"('bundesrat', 'ziel')",33
5767,"('einfach', 'deshalb')",33
5768,"('beim', 'voranschlag')",33
5769,"('weit', 'ausfuhr')",33
5770,"('grund', 'genomm')",33
5771,"('geht', 'moglich')",33
5772,"('hatt', 'war')",33
5773,"('arbeit', 'bundesrat')",33
5774,"('paar', 'bemerk')",33
5775,"('artikel', 'steht')",33
5776,"('wurd', 'diskutiert')",33
5777,"('besteht', 'heut')",33
5778,"('teil', 'kommission')",33
5779,"('recht', 'kind')",33
5780,"('reimann', 'lukas')",33
5781,"('volksinitiativ', 'ablehn')",33
5782,"('zwei', 'bereich')",33
5783,"('produktion', 'schweiz')",33
5784,"('herr', 'schillig')",33
5785,"('aug', 'gefasst')",33
5786,"('war', 'weit')",33
5787,"('mach', 'darauf')",33
5788,"('neu', 'vertrag')",33
5789,"('ab', 'unterstutz')",33
5790,"('ziel', 'verfolg')",33
5791,"('klein', 'beitrag')",33
5792,"('elektron', 'signatur')",33
5793,"('schutz', 'menschenrecht')",33
5794,"('respekt', 'gegenub')",33
5795,"('sowohl', 'initiativ')",33
5796,"('wirtschaft', 'gunstig')",33
5797,"('la', 'politiqu')",33
5798,"('ii', 'voranschlag')",33
5799,"('aufwand', 'million')",33
5800,"('frank', 'budgetiert')",33
5801,"('kantonal', 'jagdpruf')",33
5802,"('soziodemograf', 'lastenausgleich')",33
5803,"('rechtsfrag', 'grundsatz')",33
5804,"('person', 'interess')",32
5805,"('herr', 'gross')",32
5806,"('antrag', 'antrag')",32
5807,"('wurd', 'gemacht')",32
5808,"('ja', 'fall')",32
5809,"('zeigt', 'eben')",32
5810,"('rein', 'gar')",32
5811,"('tun', 'lass')",32
5812,"('glaub', 'schweiz')",32
5813,"('wurd', 'moglich')",32
5814,"('jahr', 'sag')",32
5815,"('ebenfall', 'abzulehn')",32
5816,"('rund', 'differenzberein')",32
5817,"('gibt', 'einzig')",32
5818,"('lang', 'je')",32
5819,"('folg', 'schweiz')",32
5820,"('sag', 'soll')",32
5821,"('bevolker', 'schweiz')",32
5822,"('auss', 'artikel')",32
5823,"('lebensbedarf', 'kind')",32
5824,"('geht', 'wesent')",32
5825,"('eben', 'fall')",32
5826,"('kantonal', 'parlament')",32
5827,"('erst', 'beid')",32
5828,"('wirklich', 'darum')",32
5829,"('entschied', 'word')",32
5830,"('sicht', 'richtig')",32
5831,"('konzept', 'nationalrat')",32
5832,"('streichung', 'absatz')",32
5833,"('land', 'sag')",32
5834,"('gross', 'wahrschein')",32
5835,"('a', 'priori')",32
5836,"('gut', 'nachricht')",32
5837,"('heut', 'wenig')",32
5838,"('tatsach', 'schweiz')",32
5839,"('aufheb', 'artikel')",32
5840,"('bereit', 'angenomm')",32
5841,"('druck', 'gesetzt')",32
5842,"('falsch', 'verstand')",32
5843,"('erhalt', 'bleibt')",32
5844,"('ladevorricht', 'hoh')",32
5845,"('seh', 'ganz')",32
5846,"('musst', 'entsprech')",32
5847,"('lehnt', 'kommission')",32
5848,"('einfach', 'fest')",32
5849,"('imm', 'behauptet')",32
5850,"('diskussion', 'rund')",32
5851,"('gerad', 'zeit')",32
5852,"('mehrheit', 'fraktion')",32
5853,"('geb', 'beispiel')",32
5854,"('heut', 'mehrheit')",32
5855,"('mehr', 'selb')",32
5856,"('gott', 'sei')",32
5857,"('kanton', 'unterstutz')",32
5858,"('seh', 'seit')",32
5859,"('weit', 'jahr')",32
5860,"('erst', 'block')",32
5861,"('beantragt', 'dah')",32
5862,"('beantragt', 'kommissionsmehr')",32
5863,"('betreu', 'kind')",32
5864,"('geb', 'den')",32
5865,"('weit', 'staat')",32
5866,"('fall', 'bekannt')",32
5867,"('steu', 'abzieh')",32
5868,"('bess', 'geschutzt')",32
5869,"('ja', 'meist')",32
5870,"('ganz', 'famili')",32
5871,"('beantwort', 'interpellation')",32
5872,"('kanton', 'regel')",32
5873,"('kanton', 'deshalb')",32
5874,"('anderthalb', 'jahr')",32
5875,"('bess', 'war')",32
5876,"('paar', 'monat')",32
5877,"('bund', 'ja')",32
5878,"('frag', 'gesetz')",32
5879,"('schweiz', 'wirklich')",32
5880,"('besteh', 'anlag')",32
5881,"('stimmt', 'kommission')",32
5882,"('ganz', 'branch')",32
5883,"('verschied', 'instrument')",32
5884,"('ander', 'gleichstellungsgesetz')",32
5885,"('staatsnah', 'betrieb')",32
5886,"('steht', 'seit')",32
5887,"('kanton', 'einfach')",32
5888,"('verordn', 'bundesrat')",32
5889,"('vorstoss', 'unterstutz')",32
5890,"('kommissionsmehr', 'zustimm')",32
5891,"('teilt', 'auffass')",32
5892,"('arbeit', 'lass')",32
5893,"('instrument', 'hand')",32
5894,"('schulerinn', 'schul')",32
5895,"('eigent', 'heut')",32
5896,"('ziemlich', 'genau')",32
5897,"('massnahm', 'wurd')",32
5898,"('ansicht', 'mehrheit')",32
5899,"('gemacht', 'sag')",32
5900,"('lehnt', 'minderheitsantrag')",32
5901,"('abgelehnt', 'antrag')",32
5902,"('ziel', 'revision')",32
5903,"('diskussion', 'gestellt')",32
5904,"('zehn', 'zwanzig')",32
5905,"('bestimm', 'gesetz')",32
5906,"('geht', 'gleich')",32
5907,"('bereich', 'gibt')",32
5908,"('erst', 'minderheitsantrag')",32
5909,"('massnahm', 'bereit')",32
5910,"('absatz', 'nationalrat')",32
5911,"('gleichzeit', 'wurd')",32
5912,"('satz', 'prozent')",32
5913,"('eingebracht', 'wurd')",32
5914,"('schutzenswert', 'personendat')",32
5915,"('nationalrat', 'mehrheit')",32
5916,"('daran', 'festhalt')",32
5917,"('recht', 'seit')",32
5918,"('fall', 'moglich')",32
5919,"('frag', 'zeit')",32
5920,"('darum', 'gesetz')",32
5921,"('frank', 'zahl')",32
5922,"('diskuti', 'heut')",32
5923,"('botschaft', 'steht')",32
5924,"('schweiz', 'hoch')",32
5925,"('wer', 'bezahlt')",32
5926,"('stark', 'eingeschrankt')",32
5927,"('war', 'sogar')",32
5928,"('mind', 'uns')",32
5929,"('frag', 'eben')",32
5930,"('ebenso', 'wenig')",32
5931,"('mal', 'sag')",32
5932,"('zuerst', 'artikel')",32
5933,"('mensch', 'flucht')",32
5934,"('fdp', 'svp')",32
5935,"('uns', 'mind')",32
5936,"('anreiz', 'schaff')",32
5937,"('richtig', 'gehort')",32
5938,"('vier', 'differenz')",32
5939,"('schweiz', 'staat')",32
5940,"('wurd', 'herrn')",32
5941,"('million', 'kanton')",32
5942,"('stimm', 'bitt')",32
5943,"('stell', 'ganz')",32
5944,"('differenz', 'besteh')",32
5945,"('richtig', 'entscheid')",32
5946,"('unterstutzt', 'dah')",32
5947,"('seit', 'her')",32
5948,"('deshalb', 'brauch')",32
5949,"('massnahm', 'vorgeschlag')",32
5950,"('zweit', 'wichtig')",32
5951,"('mehr', 'sprech')",32
5952,"('geschaft', 'eintret')",32
5953,"('mehr', 'markt')",32
5954,"('schweiz', 'entsprech')",32
5955,"('losung', 'komm')",32
5956,"('nach', 'tag')",32
5957,"('gross', 'international')",32
5958,"('mocht', 'punkt')",32
5959,"('geh', 'deshalb')",32
5960,"('mehr', 'aufwand')",32
5961,"('begrundet', 'verdacht')",32
5962,"('fahn', 'artikel')",32
5963,"('besteh', 'infrastruktur')",32
5964,"('gerad', 'bezug')",32
5965,"('frau', 'schweiz')",32
5966,"('national', 'forschungsprogramm')",32
5967,"('weit', 'minderheitsantrag')",32
5968,"('darf', 'ja')",32
5969,"('klarheit', 'geschaff')",32
5970,"('anreiz', 'setz')",32
5971,"('gut', 'tun')",32
5972,"('gesund', 'mensch')",32
5973,"('sag', 'antrag')",32
5974,"('bundesrat', 'weiterhin')",32
5975,"('prozent', 'davon')",32
5976,"('problem', 'gelost')",32
5977,"('world', 'skill')",32
5978,"('schweiz', 'insbesond')",32
5979,"('massnahm', 'schweiz')",32
5980,"('heut', 'international')",32
5981,"('mehr', 'gleich')",32
5982,"('neu', 'geregelt')",32
5983,"('geh', 'heut')",32
5984,"('zeich', 'dafur')",32
5985,"('jahr', 'stell')",32
5986,"('viel', 'ding')",32
5987,"('forschungsstandort', 'schweiz')",32
5988,"('dargelegt', 'grund')",32
5989,"('wichtig', 'bestandteil')",32
5990,"('bundesgesetz', 'international')",32
5991,"('postulat', 'unterstutz')",32
5992,"('milliard', 'schweizerfrank')",32
5993,"('zuerst', 'mocht')",32
5994,"('wichtig', 'erst')",32
5995,"('prozent', 'jahrlich')",32
5996,"('gross', 'betrieb')",32
5997,"('rund', 'uhr')",32
5998,"('milliard', 'dollar')",32
5999,"('pflegend', 'angehor')",32
6000,"('zwei', 'stund')",32
6001,"('punkt', 'artikel')",32
6002,"('gesagt', 'viel')",32
6003,"('gewiss', 'flexibilitat')",32
6004,"('entscheid', 'stimm')",32
6005,"('beantragt', 'nationalrat')",32
6006,"('bundesrat', 'uberzeugt')",32
6007,"('erhalt', 'heut')",32
6008,"('wenig', 'gar')",32
6009,"('bzw', 'prozent')",32
6010,"('kommission', 'verlangt')",32
6011,"('mehr', 'vorstoss')",32
6012,"('ausland', 'recht')",32
6013,"('tatsach', 'gross')",32
6014,"('braucht', 'zeit')",32
6015,"('rednerinn', 'redn')",32
6016,"('bundesrat', 'wirklich')",32
6017,"('beid', 'geschaft')",32
6018,"('bundesrat', 'februar')",32
6019,"('schweiz', 'verpflichtet')",32
6020,"('gibt', 'halt')",32
6021,"('viel', 'kmu')",32
6022,"('druck', 'gerat')",32
6023,"('beschloss', 'massnahm')",32
6024,"('kommission', 'standesinitiativ')",32
6025,"('teilweis', 'befriedigt')",32
6026,"('zusammenhang', 'artikel')",32
6027,"('genau', 'punkt')",32
6028,"('nehm', 'bundesrat')",32
6029,"('glaub', 'sinn')",32
6030,"('meinung', 'frag')",32
6031,"('notwend', 'mittel')",32
6032,"('altersgrenz', 'jahr')",32
6033,"('enthalt', 'ab')",32
6034,"('anlieg', 'kommission')",32
6035,"('geld', 'schweiz')",32
6036,"('beschloss', 'artikel')",32
6037,"('eigent', 'fast')",32
6038,"('genf', 'fluchtlingskonvention')",32
6039,"('integration', 'arbeitsmarkt')",32
6040,"('quer', 'landschaft')",32
6041,"('etapp', 'revision')",32
6042,"('wer', 'schweiz')",32
6043,"('besteht', 'differenz')",32
6044,"('rahm', 'stabilisierungsprogramm')",32
6045,"('muss', 'darauf')",32
6046,"('folg', 'gibt')",32
6047,"('mind', 'rutz')",32
6048,"('letzt', 'legislatur')",32
6049,"('forder', 'inland')",32
6050,"('muss', 'weit')",32
6051,"('moglich', 'lang')",32
6052,"('zwei', 'satz')",32
6053,"('einhalt', 'schuldenbrems')",32
6054,"('moglich', 'losung')",32
6055,"('enthalt', 'bundesrat')",32
6056,"('recht', 'gibt')",32
6057,"('frank', 'liegt')",32
6058,"('beschluss', 'kommission')",32
6059,"('stell', 'ja')",32
6060,"('weit', 'diskussion')",32
6061,"('entschied', 'stimm')",32
6062,"('mineral', 'rohstoff')",32
6063,"('bundesrat', 'strategi')",32
6064,"('gegenub', 'schweiz')",32
6065,"('aufgrund', 'gesetz')",32
6066,"('zeit', 'den')",32
6067,"('erreich', 'muss')",32
6068,"('schon', 'gewiss')",32
6069,"('schweiz', 'sich')",32
6070,"('beim', 'bundesverwaltungsgericht')",32
6071,"('frau', 'fluckig')",32
6072,"('erbracht', 'leistung')",32
6073,"('energieagentur', 'wirtschaft')",32
6074,"('fuss', 'veloverkehr')",32
6075,"('kritisch', 'stimm')",32
6076,"('nationalrat', 'letzt')",32
6077,"('bundesrat', 'muss')",32
6078,"('medizin', 'leistung')",32
6079,"('bundesrat', 'wiss')",32
6080,"('tripartit', 'kommission')",32
6081,"('panama', 'pap')",32
6082,"('menschenrecht', 'umwelt')",32
6083,"('einstimm', 'verabschiedet')",32
6084,"('kaida', 'islam')",32
6085,"('verhaltnis', 'volkerrecht')",32
6086,"('drei', 'projekt')",32
6087,"('vorlag', 'sei')",32
6088,"('umsetz', 'gesetz')",32
6089,"('buro', 'beantragt')",32
6090,"('bedurfnis', 'bevolker')",32
6091,"('zuruckgezog', 'wurd')",32
6092,"('ruckzug', 'initiativ')",32
6093,"('rund', 'drittel')",32
6094,"('nein', 'initiativ')",32
6095,"('gewahlt', 'wurd')",32
6096,"('einzig', 'frag')",32
6097,"('richtig', 'sei')",32
6098,"('kompetenz', 'bund')",32
6099,"('mocht', 'hinweis')",32
6100,"('kommissionsprasident', 'gesagt')",32
6101,"('gegenvorschlag', 'einzutret')",32
6102,"('mind', 'hefti')",32
6103,"('mind', 'guhl')",32
6104,"('zusatz', 'projekt')",32
6105,"('mind', 'gmur')",32
6106,"('kind', 'jugendpolit')",32
6107,"('vollzugsstell', 'zivildien')",32
6108,"('je', 'million')",32
6109,"('wurd', 'million')",32
6110,"('tier', 'horn')",32
6111,"('geht', 'gesagt')",31
6112,"('genau', 'gesagt')",31
6113,"('transparenz', 'geschaff')",31
6114,"('weit', 'mal')",31
6115,"('bzw', 'der')",31
6116,"('frag', 'beschaftigt')",31
6117,"('schweiz', 'vertret')",31
6118,"('kost', 'ubernehm')",31
6119,"('praxis', 'bewahrt')",31
6120,"('bitt', 'geschaft')",31
6121,"('geht', 'mensch')",31
6122,"('vielmehr', 'geht')",31
6123,"('artikel', 'verfass')",31
6124,"('feststell', 'muss')",31
6125,"('natur', 'wichtig')",31
6126,"('mehr', 'muss')",31
6127,"('sagt', 'woll')",31
6128,"('wichtig', 'deshalb')",31
6129,"('kam', 'kommission')",31
6130,"('ersatzlos', 'streich')",31
6131,"('ungefahr', 'prozent')",31
6132,"('vertrau', 'bevolker')",31
6133,"('hor', 'gut')",31
6134,"('beid', 'punkt')",31
6135,"('war', 'million')",31
6136,"('kolleg', 'giezendann')",31
6137,"('durchgangsbahnhof', 'luz')",31
6138,"('minderheitsantrag', 'zustimm')",31
6139,"('weit', 'element')",31
6140,"('allenfall', 'sogar')",31
6141,"('unterschied', 'kanton')",31
6142,"('i', 'mocht')",31
6143,"('bundesrat', 'zuruckgewies')",31
6144,"('uberleg', 'heraus')",31
6145,"('kommission', 'durchaus')",31
6146,"('namlich', 'mehr')",31
6147,"('bereit', 'mehrmal')",31
6148,"('wovon', 'sprech')",31
6149,"('bereich', 'bereit')",31
6150,"('mind', 'reynard')",31
6151,"('deshalb', 'lehnt')",31
6152,"('macht', 'wenig')",31
6153,"('a', 'ziff')",31
6154,"('genau', 'definiert')",31
6155,"('standerat', 'mocht')",31
6156,"('vorgeschlag', 'regel')",31
6157,"('gesetz', 'vorschrift')",31
6158,"('land', 'land')",31
6159,"('zusammenarbeit', 'staat')",31
6160,"('dafur', 'bundesrat')",31
6161,"('bitt', 'uberleg')",31
6162,"('verlangt', 'bericht')",31
6163,"('denk', 'beispiel')",31
6164,"('bundesrat', 'ausgefuhrt')",31
6165,"('mocht', 'kanton')",31
6166,"('seit', 'drei')",31
6167,"('stellungnahm', 'interpellation')",31
6168,"('verurteilt', 'wurd')",31
6169,"('darub', 'red')",31
6170,"('enthalt', 'beantragt')",31
6171,"('begrund', 'bundesrat')",31
6172,"('unterstutz', 'selbstverstand')",31
6173,"('weit', 'bericht')",31
6174,"('kolleg', 'rosti')",31
6175,"('schritt', 'geh')",31
6176,"('find', 'bundesrat')",31
6177,"('gesetz', 'elektron')",31
6178,"('jahrlich', 'frank')",31
6179,"('bundesrat', 'zusammenhang')",31
6180,"('folg', 'lass')",31
6181,"('weit', 'abklar')",31
6182,"('finanziell', 'beteil')",31
6183,"('motion', 'ablehnt')",31
6184,"('dan', 'les')",31
6185,"('genomm', 'bundesrat')",31
6186,"('schweiz', 'bundesrat')",31
6187,"('bitt', 'frau')",31
6188,"('wurd', 'weit')",31
6189,"('bundesrat', 'zukunft')",31
6190,"('zuzustimm', 'artikel')",31
6191,"('initiativ', 'leutenegg')",31
6192,"('zustimm', 'muss')",31
6193,"('beantrag', 'artikel')",31
6194,"('unterstutz', 'ja')",31
6195,"('dafur', 'mehr')",31
6196,"('muss', 'sich')",31
6197,"('wurd', 'dabei')",31
6198,"('sinn', 'kommission')",31
6199,"('schweiz', 'schutz')",31
6200,"('fall', 'wurd')",31
6201,"('wichtig', 'wirtschaft')",31
6202,"('seit', 'wurd')",31
6203,"('nationalrat', 'artikel')",31
6204,"('berat', 'rat')",31
6205,"('standerat', 'fohn')",31
6206,"('gewiss', 'beding')",31
6207,"('differenz', 'gibt')",31
6208,"('moglich', 'neu')",31
6209,"('rahm', 'international')",31
6210,"('ursprung', 'motion')",31
6211,"('gemass', 'studi')",31
6212,"('nein', 'sagt')",31
6213,"('jugend', 'jung')",31
6214,"('eben', 'gross')",31
6215,"('stimm', 'beantragt')",31
6216,"('jahr', 'aufgrund')",31
6217,"('sei', 'sei')",31
6218,"('vorlag', 'eigent')",31
6219,"('kommission', 'entwurf')",31
6220,"('nach', 'sitzung')",31
6221,"('darum', 'neu')",31
6222,"('frag', 'rund')",31
6223,"('antrag', 'abgelehnt')",31
6224,"('mehrheit', 'saal')",31
6225,"('antwort', 'darauf')",31
6226,"('losung', 'erarbeit')",31
6227,"('einfliess', 'lass')",31
6228,"('zahl', 'genannt')",31
6229,"('kommt', 'frag')",31
6230,"('erstellt', 'wurd')",31
6231,"('studi', 'zeig')",31
6232,"('folg', 'wurd')",31
6233,"('komm', 'erst')",31
6234,"('unterstutz', 'kommission')",31
6235,"('formulier', 'mehrheit')",31
6236,"('war', 'durchaus')",31
6237,"('privat', 'interess')",31
6238,"('eineinhalb', 'jahr')",31
6239,"('cvpfraktion', 'lehnt')",31
6240,"('verschied', 'projekt')",31
6241,"('darub', 'informi')",31
6242,"('erhoht', 'risiko')",31
6243,"('handelsregist', 'eingetrag')",31
6244,"('maximal', 'million')",31
6245,"('beruf', 'ausbild')",31
6246,"('mach', 'gern')",31
6247,"('international', 'mobilitat')",31
