,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('absatz', 'litera')","('angehor', 'arme')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('ausserhalb', 'bauzon')","('automat', 'informationsaustausch')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'mehrheit')","('bitt', 'minderheitsantrag')","('buchstab', 'a')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesrat', 'antrag')","('bundesrat', 'beantragt')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'kommission')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('cvpevpfraktion', 'unterstutzt')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'eintret')","('cvpfraktion', 'unterstutzt')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('deshalb', 'glaub')","('differenz', 'nationalrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'einverstand')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('empfiehlt', 'stimm')","('enthalt', 'abgelehnt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erwahnt', 'word')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'gerichtshof')","('europa', 'union')","('fakultativ', 'referendum')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fdpdie', 'liberal')","('fdpfraktion', 'bitt')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'unterstutzt')","('fdpliberal', 'fraktion')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('frau', 'sommaruga')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bieri')","('herr', 'bundesrat')","('herr', 'jenny')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'nationalrat')","('herr', 'stahelin')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('insof', 'glaub')","('international', 'organisation')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'thurgau')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'antrag')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'empfiehlt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('landlich', 'raum')","('le', 'conseil')","('lehnt', 'spfraktion')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('mehr', 'geld')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'unterstutz')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('meinung', 'kommission')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'nochmal')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'nationalrat')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpevpfraktion')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'kommission')","('nam', 'mehrheit')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'fassung')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('postulat', 'uberweis')","('pro', 'helvetia')","('recht', 'gesagt')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('schluss', 'gekomm')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'tourismus')","('schweizer', 'nationalbank')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('standort', 'schweiz')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('verdeckt', 'ermittl')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('vorlieg', 'motion')","('worum', 'geht')","('wurd', 'kommission')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'saul')"
61,FDP.Die Liberalen (FDP-Liberale),Karin Keller-Sutter,17,5,0,0,0,10,4,0,2,8,11,1,6,2,0,28,1,0,0,0,7,5,0,5,4,2,1,2,0,0,3,0,4,0,7,1,1,2,15,2,0,15,1,3,9,1,0,0,0,2,1,2,0,0,0,0,0,9,4,0,9,1,0,0,2,0,1,11,0,0,0,1,8,0,2,1,2,4,0,2,2,6,1,10,6,0,0,1,0,0,0,0,0,0,0,15,1,0,0,23,2,1,0,0,1,4,5,3,6,19,4,12,11,1,0,2,2,0,8,2,8,0,2,0,3,0,0,0,0,0,2,7,5,3,0,2,3,3,0,2,2,6,4,2,0,1,0,1,0,1,3,7,0,0,7,0,0,0,1,0,0,0,0,5,8,0,0,0,5,0,1,0,47,2,0,4,24,3,6,8,12,18,11,10,0,0,0,0,0,4,3,0,0,1,0,7,0,3,0,21,1,0,0,1,1,0,2,3,0,1,1,0,1,0,2,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1,3,5,2,1,16,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,1,0,0,8,1,0,11,6,5,2,3,1,13
62,FDP.Die Liberalen (FDP-Liberale),Kurt Fluri,0,13,5,0,0,1,4,4,2,19,89,1,0,0,0,127,1,1,5,0,0,1,0,5,6,1,0,0,0,0,12,0,22,0,26,2,4,2,16,2,2,7,0,5,2,4,0,0,0,0,10,0,2,0,0,0,0,0,10,4,15,0,0,1,2,0,0,4,3,0,0,0,0,0,14,7,7,26,0,5,1,11,1,0,0,5,7,4,1,0,0,0,0,0,25,22,2,1,3,32,0,2,2,0,0,19,8,0,9,30,16,34,25,5,0,9,2,0,0,0,20,0,0,0,1,0,1,0,6,1,2,8,2,18,0,1,1,1,0,12,8,0,2,2,7,6,2,18,7,5,41,2,0,0,0,0,0,0,2,0,0,0,0,23,85,0,0,6,0,8,0,0,10,2,9,0,1,6,2,1,2,2,0,5,0,0,0,0,4,1,4,0,0,0,1,0,2,29,0,26,0,0,0,1,0,2,0,1,0,11,1,0,0,0,0,1,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,4,2,13,70,0,0,0,0,0,0,0,0,0,1,22,18,0,0,6,25,0,0,12,4,56,0,4,2,3,2,5,0
63,FDP.Die Liberalen (FDP-Liberale),Laurent Favre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,FDP.Die Liberalen (FDP-Liberale),Markus Hutter,0,0,0,0,0,1,0,0,3,4,7,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,2,0,5,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,3,0,0,0,9,0,8,0,0,0,2,0,0,1,6,0,1,1,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,2,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,16,0,0,1,0,3,0,0,7,3,2,0,1,5,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
65,FDP.Die Liberalen (FDP-Liberale),Martin Schmid,4,2,1,0,4,8,3,7,11,15,21,0,6,4,0,25,2,5,0,14,6,0,4,2,0,3,0,1,7,0,7,1,23,0,8,1,0,3,4,7,2,4,0,7,1,4,0,0,0,1,0,0,2,0,0,0,0,5,2,0,63,0,1,0,2,0,1,20,0,0,0,7,1,0,0,0,3,9,8,1,2,3,0,2,0,0,1,0,0,0,0,0,0,0,1,11,0,1,3,27,8,9,0,0,0,4,1,2,8,16,4,6,6,3,2,2,0,3,1,0,21,0,0,0,1,0,1,0,5,2,3,1,13,6,0,0,4,2,2,1,3,0,2,0,0,4,2,1,6,8,5,2,1,0,6,0,0,0,0,0,0,0,0,19,11,0,0,0,0,4,1,0,12,17,0,0,10,1,15,12,5,9,2,4,0,0,0,0,0,3,0,0,0,1,0,7,10,1,0,32,0,0,0,7,0,1,2,0,0,14,6,1,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,4,3,1,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,1,10,0,0,0,5,7,1,4,0,0
66,FDP.Die Liberalen (FDP-Liberale),Olivier Feller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,FDP.Die Liberalen (FDP-Liberale),Pankraz Freitag,3,3,0,0,0,6,3,2,1,4,8,0,0,1,0,9,0,1,2,0,3,0,4,1,0,2,3,1,5,1,0,0,0,0,2,0,5,2,6,0,0,2,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,10,1,5,0,0,0,2,23,0,0,2,0,9,0,0,0,0,12,8,3,19,21,0,1,0,5,4,3,0,0,0,0,0,0,0,11,0,1,2,14,0,8,0,0,0,8,2,4,9,6,0,2,2,1,0,1,1,0,2,1,5,0,0,0,0,0,1,0,2,0,0,6,0,2,0,8,6,5,1,0,2,0,2,0,2,4,2,0,4,1,2,3,0,0,3,0,0,0,0,0,11,0,0,1,20,0,0,1,0,3,2,0,115,3,0,5,1,1,3,0,6,5,4,20,0,0,0,0,0,5,5,0,0,5,0,6,2,2,0,1,0,0,0,0,0,0,13,0,0,3,10,0,0,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,6,0,4,0,0,0,0,0,0,0,0,0,0,11,1,0,0,15,0,0,0,2,0,0,2,2,2,4,7,10,0
68,FDP.Die Liberalen (FDP-Liberale),Peter Malama,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,FDP.Die Liberalen (FDP-Liberale),Peter Schilliger,0,2,1,0,0,0,1,1,1,2,13,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,26,0,0,0,0,5,0,4,0,0,0,3,1,0,2,1,4,0,0,1,0,1,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,3,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,1,0,0,3,2
70,FDP.Die Liberalen (FDP-Liberale),Petra Gössi,0,2,0,0,0,1,4,0,2,4,10,0,0,0,0,8,0,0,0,0,0,0,2,5,2,0,0,0,10,0,2,1,12,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,2,8,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,3,11,0,3,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,6,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,0,0,1,0,2,0,2,0
71,FDP.Die Liberalen (FDP-Liberale),Philipp Müller,2,10,0,0,0,2,0,4,2,2,40,2,0,0,0,48,3,0,1,0,8,0,5,4,4,2,0,1,0,0,4,2,0,0,0,0,4,3,9,4,0,1,0,0,1,3,0,0,0,1,0,0,2,0,0,0,0,0,0,1,3,0,0,0,1,0,0,5,0,0,0,15,2,0,17,5,8,5,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,8,4,0,0,10,3,0,0,1,0,1,5,0,0,3,6,1,7,8,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,0,0,0,0,0,0,6,2,1,25,2,0,21,4,1,0,0,0,0,0,10,0,0,0,0,7,13,0,0,0,0,0,1,0,6,0,9,2,0,0,1,0,1,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,11,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,2,2,1,12,2,1,1,0
72,FDP.Die Liberalen (FDP-Liberale),Ruedi Noser,1,0,1,0,0,1,0,3,0,13,34,1,3,1,0,6,0,0,0,0,21,0,0,0,1,1,0,0,2,0,1,0,1,0,2,1,1,6,2,0,1,0,0,3,1,2,0,0,0,0,0,0,3,0,0,0,0,0,2,3,7,4,9,0,0,0,0,3,0,0,0,6,1,0,1,1,1,1,0,1,3,1,0,0,9,0,0,1,7,0,0,0,0,0,28,7,0,0,11,29,0,0,10,0,0,6,3,5,7,8,1,0,1,1,5,1,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,0,2,6,2,0,1,0,0,9,1,1,2,0,0,2,0,4,2,0,0,0,0,0,0,18,0,2,0,0,6,9,0,0,2,0,2,0,0,14,4,0,11,2,1,8,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,1,3,2,0,2,3,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,5,0,0,0,0,0,0,0,0,0,0,4,2,0,0,12,0,0,0,6,0,0,0,2,2,4,12,0,1
73,FDP.Die Liberalen (FDP-Liberale),Thomas Hefti,1,0,0,0,0,1,2,1,1,4,4,1,0,0,0,2,0,0,0,0,0,0,3,1,0,0,1,0,1,0,9,1,0,0,6,0,0,0,0,1,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,2,4,1,0,1,0,0,0,1,2,1,1,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,11,2,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1
74,FDP.Die Liberalen (FDP-Liberale),Walter Müller,0,8,0,1,0,1,1,1,1,5,19,1,1,5,0,30,1,0,2,0,0,0,1,2,4,0,0,0,0,1,2,0,1,0,2,1,1,1,4,0,0,5,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,0,1,0,1,0,13,0,0,0,0,1,0,0,0,0,0,48,0,0,0,6,8,0,1,0,0,0,8,0,0,0,5,1,0,6,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0,1,1,1,0,2,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,1,0,5,0,0,40,0,4,0,0,0,3,1,1,2,0,1,0,0,0,0,4,5,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,1,0,0,2,0,0,0,3,1,0,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,6,0,0,2,3,4,1,2,1,0
75,Schweizerische Volkspartei (SVP),Adrian Amstutz,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2,2,1,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,14,0,11,2,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,1,6,0,4,0,0,5,2,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,8,0,0,1,1,0,0,0,0,1,0,2,21,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,8,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,1,0,1,3,2,0,0,2,0,1,2,2,0
76,Schweizerische Volkspartei (SVP),Albert Rösti,0,8,0,0,0,1,0,2,1,3,14,2,0,0,0,40,2,0,0,2,0,0,3,0,0,0,2,0,0,0,4,1,14,0,0,4,2,3,4,0,1,1,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,28,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,1,9,0,4,0,0,0,2,0,0,3,4,0,0,4,1,0,0,0,0,6,0,14,0,0,0,1,1,1,0,1,0,0,2,4,2,0,0,2,0,0,5,0,0,0,1,5,2,0,0,3,0,9,4,0,0,0,2,0,0,0,0,2,0,0,3,16,0,0,0,0,2,0,1,19,2,0,1,0,0,0,2,2,3,0,3,0,0,0,0,0,6,4,0,9,1,0,0,0,10,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,10,0,0,2,0,0,0,0,1,3,1,0,1,0,0,4,0,0,3,4,0,0,1,0,7,3,3,0,0
77,Schweizerische Volkspartei (SVP),Alex Kuprecht,0,7,7,27,0,7,4,7,6,7,17,1,3,4,4,94,3,3,0,0,2,2,8,0,7,4,0,9,8,1,8,0,27,1,4,0,8,7,8,17,2,2,0,3,1,3,0,1,1,1,0,0,4,0,0,0,0,0,1,1,3,0,3,0,3,0,3,1,1,0,1,0,0,0,0,5,3,13,0,0,1,1,0,0,2,9,3,4,0,0,0,0,0,0,0,5,1,0,1,6,11,6,0,1,0,3,2,0,7,9,5,4,35,0,0,1,0,2,12,0,18,0,0,0,2,0,4,0,4,1,2,8,1,3,0,0,3,2,0,2,16,4,0,2,7,12,3,0,4,2,12,0,5,0,0,0,0,0,0,0,0,0,0,18,15,0,0,1,1,1,0,0,65,5,9,1,21,0,0,2,9,5,2,5,0,0,0,0,0,22,2,0,0,3,2,2,7,4,0,5,1,0,0,1,15,0,18,1,0,6,3,0,0,1,1,5,0,8,16,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,4,28,0,0,0,0,0,0,0,0,0,0,9,2,0,0,5,0,3,6,14,0,0,18,2,4,5,7,0,18
