freq,word
1.4,"(vorlieg, revision)"
1.4,"(organisation, arbeitswelt)"
1.4,"(marty, dick)"
1.4,"(entsend, trupp)"
1.4,"(abgebrannt, kernbrennstab)"
1.4,"(teilrevision, militargesetz)"
1.4,"(kommission, behandelt)"
1.4,"(verkehr, gebracht)"
1.4,"(dublin, abkomm)"
1.4,"(gewerb, wirtschaft)"
1.4,"(beantwort, frag)"
1.4,"(ober, grenz)"
1.4,"(goldinitiativ, annahm)"
1.4,"(bisher, system)"
1.4,"(person, erklar)"
1.5,"(mittl, frist)"
1.5,"(eidgenoss, finanzkontroll)"
1.5,"(kommission, bericht)"
1.5,"(auslandeinsatz, arme)"
1.5,"(ausdruck, bring)"
1.5,"(illegal, einwander)"
1.5,"(pro, lit)"
1.5,"(weiss, wovon)"
1.5,"(beding, erfullt)"
1.6,"(stark, belastet)"
1.6,"(anzahl, tagessatz)"
1.6,"(angriff, nehm)"
1.6,"(infrag, gestellt)"
1.6,"(gutglaub, erwerb)"
1.6,"(bewaffnet, trupp)"
1.6,"(illegal, einwand)"
1.6,"(administrativ, entlast)"
1.6,"(ablehn, staatsvertrag)"
1.6,"(mind, béguelin)"
1.6,"(umwandl, defizitgaranti)"
1.6,"(voll, umfang)"
1.6,"(betrieb, anlag)"
1.7,"(antwort, interpellation)"
1.7,"(bundesamt, sport)"
1.7,"(angeschloss, organisation)"
1.7,"(vorlieg, botschaft)"
1.7,"(bundesamt, energi)"
1.7,"(person, meinung)"
1.7,"(vorbereit, kurs)"
1.7,"(ii, unterstutz)"
1.7,"(gesetz, verankert)"
1.7,"(frank, entspricht)"
1.7,"(landwirtschaft, bevolker)"
1.7,"(beschwerderecht, einburgerungsentscheid)"
1.7,"(wesent, scheint)"
1.7,"(verpflicht, unocharta)"
1.7,"(grenz, halt)"
1.7,"(bundesgesetz, forder)"
1.7,"(prozent, bruttoinlandprodukt)"
1.7,"(benotigt, goldreserv)"
1.7,"(vorlag, eintret)"
1.7,"(defizit, milliard)"
1.8,"(initiativ, volk)"
1.8,"(tief, greifend)"
1.8,"(berein, altlast)"
1.8,"(ausformuliert, entwurf)"
