mtry,splitrule,term1.rf,term2.rf,term3.rf,term4.rf,term5.rf
2,gini,0.43733860342555997,0.4369246188594015,0.33341558441558444,0.3303508954813303,0.33537427789601704
2,extratrees,0.40814746847355543,0.36527291549030677,0.28969264069264067,0.3090130232086754,0.30895104895104897
40,gini,0.6740033879164314,0.6351223414266892,0.6101753246753246,0.6196995251125685,0.5563830951657038
40,extratrees,0.6196805006587616,0.5709135140222097,0.5210606060606061,0.5414312499095107,0.5280158102766799
824,gini,0.6785676642198382,0.6345768868812347,0.6280779220779221,0.6528707307185568,0.6153006993006993
824,extratrees,0.7008996800301148,0.6787848673066065,0.6365779220779221,0.6747443426139078,0.6316448768622681
