mtry,splitrule,term1.rf,term2.rf,term3.rf,term4.rf,term5.rf
2,gini,0.5140880858272162,0.5457462827028045,0.3871699604743083,0.4811067193675889,0.37596103896103894
2,extratrees,0.46504329004329004,0.4713674007152268,0.3735810276679842,0.4880797101449275,0.3601103896103896
31,gini,0.697815734989648,0.6769762845849803,0.6459604743083004,0.7156159420289855,0.5875389610389611
31,extratrees,0.6741821946169773,0.6676689252776209,0.5965256916996048,0.6976482213438735,0.5866601731601732
500,gini,0.6794202898550724,0.6419278185582533,0.6518102766798419,0.6777371541501976,0.6577012987012987
500,extratrees,0.7019471108601544,0.6943675889328064,0.6543083003952569,0.7127971014492753,0.6786298701298701
