,Speaker Party,Speaker,"('abgelehnt', 'artikel')","('ablehn', 'motion')","('aeschi', 'thomas')","('anerkannt', 'fluchtling')","('angab', 'herrn')","('annahm', 'motion')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mind')","('antrag', 'wurd')","('antwort', 'frag')","('artikel', 'absatz')","('automat', 'informationsaustausch')","('beantragt', 'kommission')","('beid', 'rat')","('beitrag', 'leist')","('bereit', 'heut')","('bern', 'konvention')","('beschluss', 'nationalrat')","('betroff', 'person')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'motion')","('branchenorganisation', 'milch')","('buchstab', 'b')","('bund', 'kanton')","('bundesamt', 'verkehr')","('bundesrat', 'antwort')","('bundesrat', 'beantragt')","('bundesrat', 'bleib')","('bundesrat', 'empfiehlt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'maur')","('bundesrat', 'meinung')","('bundesrat', 'motion')","('bundesrat', 'vorgeschlag')","('burgerinn', 'burg')","('buro', 'beantragt')","('buro', 'festgestellt')","('buro', 'mandat')","('conseil', 'fédéral')","('cvpfraktion', 'ab')","('cvpfraktion', 'antrag')","('cvpfraktion', 'artikel')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'bitt')","('cvpfraktion', 'erachtet')","('cvpfraktion', 'meinung')","('cvpfraktion', 'mind')","('cvpfraktion', 'stimmt')","('cvpfraktion', 'unterstutzt')","('cvpfraktion', 'vorlag')","('dan', 'le')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('davon', 'ausgeh')","('de', 'la')","('deshalb', 'bitt')","('deshalb', 'bundesrat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'fuhr')","('drei', 'jahr')","('ehrlich', 'gesagt')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('eidgenoss', 'zollverwalt')","('einfach', 'sag')","('elektron', 'stimmabgab')","('enthalt', 'abgelehnt')","('enthalt', 'angenomm')","('entscheid', 'fall')","('entwurf', 'bundesrat')","('erklart', 'buro')","('erleichtert', 'einburger')","('erneuerbar', 'energi')","('ersatz', 'list')","('ersetzt', 'zuruckgetret')","('erst', 'lini')","('erst', 'mal')","('etwa', 'milliard')","('etwa', 'prozent')","('europa', 'union')","('fdpdie', 'liberal')","('fdpliberal', 'fraktion')","('festgestellt', 'wahl')","('finanzkommission', 'empfiehlt')","('fluchtling', 'vorlauf')","('frag', 'herr')","('frank', 'pro')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'nationalratin')","('frau', 'standeratin')","('fuss', 'veloverkehr')","('ganz', 'wichtig')","('gebund', 'ausgab')","('geh', 'davon')","('geht', 'darum')","('geht', 'einfach')","('geht', 'frag')","('geht', 'ja')","('geltend', 'recht')","('gemass', 'artikel')","('gemeinsam', 'organisation')","('genet', 'untersuch')","('genf', 'zentrum')","('gern', 'bereit')","('gesagt', 'herr')","('geschatzt', 'frau')","('geschatzt', 'herr')","('geschatzt', 'kolleg')","('geschatzt', 'kollegin')","('gesetz', 'grundlag')","('gewahlt', 'erklart')","('gibt', 'viel')","('glaub', 'wichtig')","('gleich', 'lang')","('grund', 'dafur')","('grund', 'weshalb')","('gultig', 'zustand')","('gut', 'gemeint')","('guterabwag', 'vorzunehm')","('hauslich', 'gewalt')","('herr', 'bundesrat')","('herr', 'caroni')","('herr', 'kolleg')","('herr', 'matt')","('herr', 'nationalrat')","('herr', 'pardini')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'standerat')","('heut', 'geltend')","('heut', 'morg')","('heut', 'schon')","('heutig', 'rentnerinn')","('illegal', 'migrant')","('imm', 'mehr')","('indirekt', 'presseforder')","('initiativ', 'altherr')","('insof', 'glaub')","('interess', 'daran')","('international', 'recht')","('international', 'standard')","('international', 'zusammenarbeit')","('ja', 'sag')","('ja', 'schon')","('jugend', 'sport')","('kanton', 'tessin')","('kanton', 'thurgau')","('kenntnis', 'nehm')","('kolleg', 'caroni')","('kolleg', 'cram')","('kolleg', 'engl')","('kolleg', 'fohn')","('kolleg', 'glattli')","('kolleg', 'jositsch')","('kolleg', 'mind')","('kolleg', 'ried')","('kolleg', 'stockli')","('komm', 'sag')","('komm', 'schluss')","('kommission', 'einstimm')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'siksr')","('kommission', 'stimm')","('kommission', 'unterstutz')","('kommissionsmehr', 'unterstutz')","('kommissionssprech', 'gesagt')","('la', 'suiss')","('lang', 'spiess')","('le', 'conseil')","('leb', 'bedroht')","('legt', 'dar')","('lehnt', 'cvpfraktion')","('lehnt', 'spfraktion')","('leib', 'leb')","('letzt', 'jahr')","('leutenegg', 'oberholz')","('losung', 'find')","('lunion', 'européenn')","('macht', 'sinn')","('mandat', 'festgestellt')","('mandat', 'unvereinbar')","('massnahm', 'nr')","('megabit', 'pro')","('mehrheit', 'fdpliberal')","('mehrheit', 'finanzkommission')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('milliard', 'frank')","('million', 'frank')","('mind', 'aeschi')","('mind', 'i')","('mind', 'ii')","('mineral', 'rohstoff')","('mocht', 'bitt')","('mocht', 'bundesrat')","('mocht', 'einfach')","('mocht', 'kurz')","('mocht', 'nochmal')","('motion', 'ablehn')","('motion', 'abzulehn')","('motion', 'anzunehm')","('motion', 'verlangt')","('muss', 'schon')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpliberal')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'folg')","('nein', 'sag')","('neu', 'aufgab')","('offent', 'beschaffungswes')","('offent', 'hand')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('parlamentar', 'mandat')","('parlamentar', 'versamml')","('parlamentsgesetz', 'parlamentar')","('partenair', 'tarifair')","('patientinn', 'patient')","('polit', 'bildung')","('postulat', 'abzulehn')","('pro', 'jahr')","('recht', 'gesagt')","('regional', 'personenverkehr')","('rentnerinn', 'rentn')","('richtig', 'gesagt')","('rund', 'milliard')","('rund', 'million')","('rund', 'prozent')","('sach', 'kanton')","('sag', 'bundesrat')","('sag', 'gern')","('sag', 'ja')","('sag', 'mal')","('sag', 'sei')","('schluss', 'gekomm')","('schon', 'gesagt')","('schutz', 'privatsphar')","('seit', 'fahn')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'cvpfraktion')","('sicht', 'fdpliberal')","('sicht', 'kommission')","('sicht', 'spfraktion')","('sicht', 'svpfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'lehnt')","('spfraktion', 'mind')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('sprech', 'spfraktion')","('st', 'gall')","('stadt', 'gemeind')","('standerat', 'engl')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'enthalt')","('strateg', 'ziel')","('svpfraktion', 'bitt')","('svpfraktion', 'lehnt')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('umsetz', 'masseneinwanderungsinitiativ')","('unbegleitet', 'minderjahr')","('uns', 'kommission')","('uns', 'sicht')","('unternehmenssteuerreform', 'iii')","('unterstutzt', 'cvpfraktion')","('unterstutzt', 'fdpliberal')","('unterstutzt', 'spfraktion')","('unterstutzt', 'svpfraktion')","('unvereinbar', 'war')","('versich', 'bundesrat')","('viel', 'dank')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorab', 'festzuhalt')","('vorhin', 'gesagt')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('wahl', 'herrn')","('wak', 'rat')","('war', 'buro')","('weshalb', 'bundesrat')","('wurd', 'gesagt')","('wurd', 'recht')","('wurd', 'stimm')","('z', 'b')","('zinsbereinigt', 'gewinnsteu')","('zwanzig', 'jahr')","('zweit', 'saul')","('zwingend', 'lebenslang')","('à', 'la')"
66,FDP.Die Liberalen (FDP-Liberale),Marcel Dobler,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,3,0,1,30,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
67,FDP.Die Liberalen (FDP-Liberale),Martin Schmid,0,9,0,0,0,15,10,6,17,2,0,91,43,16,6,2,2,0,13,3,20,8,4,4,3,7,0,1,14,0,1,20,11,28,3,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,88,50,2,0,10,0,33,1,5,4,0,0,15,3,2,0,0,1,1,23,0,0,3,0,0,1,1,0,3,2,0,2,0,0,0,0,16,5,20,6,8,0,0,0,1,0,9,30,2,13,5,41,17,0,0,0,0,1,0,0,0,0,14,0,6,1,6,2,0,0,0,0,0,16,3,22,0,1,0,0,6,0,2,8,16,0,0,6,0,18,0,2,0,10,0,1,5,0,5,2,4,9,4,9,5,0,7,6,11,1,0,8,12,10,6,0,13,0,0,0,0,5,0,0,1,0,0,0,8,0,15,0,2,0,0,0,0,0,0,15,0,0,11,39,0,2,2,0,12,7,25,5,9,1,13,14,2,2,4,0,0,0,0,0,10,26,1,1,0,4,1,44,0,0,0,0,0,0,0,7,3,0,0,1,0,5,1,0,0,0,1,0,0,18,6,6,3,2,0,0,5,0,0,21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,1,27,0,0,0,0,0,0,0,20,19,1,0,0,0,0,0,0,0,4,7,0,0,23,0,0,0,14,0,1,0,7,1,11,2,1,0,0,0
68,FDP.Die Liberalen (FDP-Liberale),Matthias Samuel Jauslin,3,2,1,2,0,1,2,1,6,5,0,43,0,3,2,1,7,0,0,2,0,4,3,0,5,7,0,0,1,0,0,0,0,1,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,1,0,0,2,0,1,0,0,1,1,4,2,0,2,0,0,0,0,0,2,1,0,1,1,6,31,0,0,1,2,1,0,10,0,5,1,0,0,0,0,5,12,0,1,2,8,6,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,2,0,13,0,0,0,0,1,1,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,13,0,2,0,0,1,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,3,0,29,0,0,5,3,0,5,4,0,0,3,1,3,2,0,1,2,1,5,0,0,0,0,0,0,0,0,0,0,2,1,0,43,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,2,0,1,2,1,1,0,1,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,21,0,0,0,0,0,15,2,3,13,0,0,1,0,0,0,0,0,1,8,0,1,3,8,0,0,0,0,0,1,0,6,10,0,2,0,0,0
69,FDP.Die Liberalen (FDP-Liberale),Olivier Feller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
70,FDP.Die Liberalen (FDP-Liberale),Peter Schilliger,0,0,0,0,0,1,1,0,9,1,0,35,0,0,3,1,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,1,1,0,46,0,0,0,0,8,2,10,0,2,0,0,0,0,0,2,6,0,8,2,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,4,0,0,6,6,0,13,4,0,0,0,0,1,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,4,0,0,0,0,1,3,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0
71,FDP.Die Liberalen (FDP-Liberale),Petra Gössi,0,0,9,0,0,0,0,3,9,0,0,20,2,0,2,0,1,0,0,0,2,2,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,6,39,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,2,0,0,6,16,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
72,FDP.Die Liberalen (FDP-Liberale),Philipp Müller,0,3,0,16,0,7,2,2,13,2,2,34,0,0,8,1,1,0,4,1,0,1,1,0,3,6,0,0,1,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,5,5,0,0,0,0,0,0,2,0,0,2,3,1,0,2,1,1,1,0,8,0,0,0,0,2,0,0,8,0,2,0,0,3,0,7,0,16,0,1,0,0,0,0,1,8,6,1,0,5,13,9,0,0,0,0,0,0,0,0,0,8,0,1,0,0,2,1,0,0,0,0,1,0,3,0,0,0,0,0,0,3,1,4,0,0,4,0,0,0,3,1,1,3,1,4,0,3,0,8,3,0,3,15,0,4,4,0,6,0,0,0,1,0,0,5,1,1,0,0,0,0,1,0,0,0,1,14,1,0,0,1,0,0,0,0,0,1,5,0,0,23,87,0,10,3,0,0,0,3,2,1,2,4,2,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,19,0,0,0,0,0,0,0,13,1,0,0,1,2,11,3,0,2,0,2,1,1,6,2,0,0,4,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,1,18,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,1,6,0,0,2,3,41,27,0,1,0,1,2,0,2,3,0,1,0,0,0
73,FDP.Die Liberalen (FDP-Liberale),Philippe Nantermod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
74,FDP.Die Liberalen (FDP-Liberale),Raphaël Comte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,FDP.Die Liberalen (FDP-Liberale),Regine Sauter,1,0,3,0,0,3,2,2,13,0,1,30,0,3,0,1,3,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,36,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,7,0,1,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,3,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,1,0,16,0,0,8,8,1,7,6,0,0,0,0,0,1,0,3,1,0,0,2,0,0,3,0,0,0,2,2,0,0,0,0,18,0,0,0,0,4,0,0,1,0,0,9,0,5,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,7,0,1,13,0,0
76,FDP.Die Liberalen (FDP-Liberale),Ruedi Noser,0,2,0,0,0,2,7,1,14,2,0,23,1,4,6,3,4,0,5,1,1,8,12,0,1,11,0,2,6,6,1,8,6,6,0,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,12,16,5,0,0,1,0,1,8,1,2,0,2,0,6,0,1,3,3,15,0,0,1,0,0,13,6,6,9,0,0,2,0,0,2,1,1,8,20,7,0,0,0,0,9,0,17,18,2,3,5,3,5,0,17,0,0,1,0,0,0,0,3,0,3,3,3,4,1,0,3,0,0,18,2,4,0,0,0,0,6,0,3,2,5,0,0,12,0,0,0,3,0,0,4,6,6,0,0,3,1,0,0,2,0,0,0,4,4,1,1,0,5,7,9,0,4,0,0,4,0,4,0,0,0,0,0,0,8,0,6,0,8,0,0,0,0,0,2,11,0,0,14,57,0,0,1,0,14,8,18,7,2,2,8,18,5,2,2,1,0,0,0,0,2,5,5,2,0,3,0,7,0,0,0,0,0,0,0,3,7,0,0,1,1,4,5,1,3,0,10,0,8,7,3,0,0,2,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,1,0,9,1,16,3,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,1,13,0,0,10,11,3,0,0,0,0,0,4,1,1,18,1,7,0,0,2
77,FDP.Die Liberalen (FDP-Liberale),Thierry Burkart,0,0,0,0,0,3,6,1,4,2,0,13,0,1,0,0,3,0,5,0,1,0,1,0,0,6,1,0,3,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,8,0,0,0,0,0,4,2,0,0,0,4,43,0,0,0,0,2,1,3,0,0,0,0,0,1,0,1,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,3,0,11,0,0,15,11,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,1,0,1,1,2,2,28,9,0,0,0,0,0,0,0,4,0,4,0,0,4,6,4,1,0,0,0,0,0,0,1,0,1,2,10,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,22,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0
78,FDP.Die Liberalen (FDP-Liberale),Thomas Hefti,0,1,0,0,0,1,0,0,4,0,0,22,2,0,0,1,1,0,1,3,0,3,1,0,0,3,0,0,3,0,0,13,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,8,0,0,1,0,0,3,0,1,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,2,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,1,0,2,0,1,3,0,8,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,2,14,1,0,0,1,0,0,2,6,1,0,0,1,2,5,2,0,1,0,1,2,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,10,0,0,23,66,0,4,5,1,4,1,3,0,1,1,3,1,1,0,2,0,0,0,0,0,1,5,0,2,0,2,1,12,0,0,0,0,0,0,0,1,0,0,0,1,3,15,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,2,0,0,0,10,0,1,0,0,5
79,FDP.Die Liberalen (FDP-Liberale),Walter Müller,0,0,0,0,0,0,1,2,14,1,0,25,0,1,1,4,2,0,1,0,0,3,0,0,6,9,0,1,2,0,0,2,2,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,2,2,0,0,0,4,0,1,0,1,2,8,3,0,0,1,0,2,0,0,0,0,0,0,0,0,2,25,0,40,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,6,3,2,0,1,8,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,9,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,0,3,5,0,0,8,25,0,12,8,0,0,0,2,2,0,0,0,1,0,0,5,0,0,12,0,0,1,0,3,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,5,0,1,0,0,0,2,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,1,6,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
