,Speaker Party,Phrase,tf_idf
6000,Schweizerische Volkspartei (SVP),"('nam', 'svpfraktion')",265.96719871157893
6001,Schweizerische Volkspartei (SVP),"('milliard', 'frank')",218.45753673661136
6002,Schweizerische Volkspartei (SVP),"('herr', 'bundesrat')",153.26581086488613
6003,Schweizerische Volkspartei (SVP),"('nach', 'jahr')",150.02209000002082
6004,Schweizerische Volkspartei (SVP),"('imm', 'mehr')",126.1739290701997
6005,Schweizerische Volkspartei (SVP),"('million', 'frank')",123.15227560420828
6006,Schweizerische Volkspartei (SVP),"('herr', 'kolleg')",119.71980232528203
6007,Schweizerische Volkspartei (SVP),"('svpfraktion', 'unterstutzt')",116.44615864739504
6008,Schweizerische Volkspartei (SVP),"('artikel', 'absatz')",113.9082715379759
6009,Schweizerische Volkspartei (SVP),"('letzt', 'jahr')",110.67920145184804
6010,Schweizerische Volkspartei (SVP),"('frau', 'fetz')",99.13168799867397
6011,Schweizerische Volkspartei (SVP),"('frau', 'kollegin')",96.54604289177225
6012,Schweizerische Volkspartei (SVP),"('automat', 'informationsaustausch')",92.405472935089
6013,Schweizerische Volkspartei (SVP),"('aeschi', 'thomas')",77.9474737683744
6014,Schweizerische Volkspartei (SVP),"('motion', 'abzulehn')",77.31886510895201
6015,Schweizerische Volkspartei (SVP),"('zinsbereinigt', 'gewinnsteu')",69.3547447362676
6016,Schweizerische Volkspartei (SVP),"('heut', 'schon')",67.42898233711078
6017,Schweizerische Volkspartei (SVP),"('vorlauf', 'aufgenomm')",67.26112655819402
6018,Schweizerische Volkspartei (SVP),"('direkt', 'bundessteu')",64.87485421828082
6019,Schweizerische Volkspartei (SVP),"('geht', 'frag')",64.11808326108216
6020,Schweizerische Volkspartei (SVP),"('entwurf', 'bundesrat')",62.651295517375566
6021,Schweizerische Volkspartei (SVP),"('bundesrat', 'bleib')",62.495484267845534
6022,Schweizerische Volkspartei (SVP),"('frau', 'bundesratin')",62.10576614005219
