,Speaker,Speaker Party,"('ablehn', 'motion')","('absatz', 'buchstab')","('administrativ', 'aufwand')","('all', 'grund')","('annahm', 'motion')","('antrag', 'kommission')","('antrag', 'mehrheit')","('antrag', 'mind')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('art', 'weis')","('artikel', 'absatz')","('ausricht', 'antrag')","('beantrag', 'nam')","('bereit', 'erwahnt')","('bericht', 'kommission')","('big', 'to')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'nam')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'leuenberg')","('bundesratin', 'widmerschlumpf')","('burg', 'partei')","('burgerinn', 'burg')","('dam', 'herr')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darum', 'bitt')","('deshalb', 'bitt')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'gegenvorschlag')","('drei', 'jahr')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('erneuerbar', 'energi')","('erst', 'lini')","('europa', 'union')","('fdpliberal', 'fraktion')","('flankier', 'massnahm')","('folg', 'geb')","('frag', 'stell')","('fraktion', 'cvpevpglpfraktion')","('frank', 'pro')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'meierschatz')","('ganz', 'klar')","('geh', 'davon')","('geht', 'darum')","('geltend', 'recht')","('gemass', 'artikel')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'spuhl')","('hoh', 'vergut')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('interess', 'daran')","('ja', 'nein')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'gemeind')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('klar', 'meinung')","('kommission', 'beantragt')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('konsumentinn', 'konsument')","('lasst', 'ausricht')","('letzt', 'jahr')","('letzt', 'mal')","('letzt', 'woch')","('leutenegg', 'oberholz')","('losung', 'find')","('macht', 'sinn')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mieterinn', 'miet')","('milliard', 'frank')","('million', 'frank')","('mind', 'folg')","('mind', 'i')","('mind', 'ii')","('mocht', 'darauf')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('neu', 'unternehmenssteu')","('offent', 'hand')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('pro', 'helvetia')","('pro', 'jahr')","('richterinn', 'richt')","('rund', 'milliard')","('sag', 'ja')","('sbb', 'cargo')","('schriftlich', 'bericht')","('seit', 'fahn')","('sicherheitspolit', 'bericht')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sozialdemokratinn', 'sozialdemokrat')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'klar')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stell', 'fest')","('stimm', 'enthalt')","('svpfraktion', 'beantrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'eintret')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('to', 'fail')","('too', 'big')","('uns', 'kommission')","('uns', 'meinung')","('unterstutzt', 'antrag')","('unterstutzt', 'spfraktion')","('vorlag', 'einzutret')","('z', 'b')","('zehn', 'jahr')","('zwei', 'drei')"
22,Hansjörg Walter,Schweizerische Volkspartei (SVP),0.007246376811594203,0.007246376811594203,0.036231884057971016,0.0,0.007246376811594203,0.0,0.021739130434782608,0.021739130434782608,0.007246376811594203,0.0,0.014492753623188406,0.021739130434782608,0.0,0.0,0.0,0.028985507246376812,0.0,0.007246376811594203,0.014492753623188406,0.007246376811594203,0.0,0.014492753623188406,0.0,0.0,0.007246376811594203,0.0,0.007246376811594203,0.0,0.0,0.007246376811594203,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.007246376811594203,0.028985507246376812,0.028985507246376812,0.0,0.021739130434782608,0.0,0.0,0.014492753623188406,0.0,0.043478260869565216,0.0,0.0,0.0,0.021739130434782608,0.0,0.014492753623188406,0.0,0.028985507246376812,0.0,0.014492753623188406,0.014492753623188406,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.021739130434782608,0.0,0.007246376811594203,0.0,0.007246376811594203,0.0,0.0,0.007246376811594203,0.0,0.0,0.007246376811594203,0.014492753623188406,0.0,0.007246376811594203,0.014492753623188406,0.0,0.0,0.0,0.13043478260869565,0.0,0.014492753623188406,0.0,0.0,0.007246376811594203,0.007246376811594203,0.007246376811594203,0.0,0.007246376811594203,0.0,0.0,0.014492753623188406,0.0,0.07971014492753623,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.021739130434782608,0.014492753623188406,0.0
23,Hansruedi Wandfluh,Schweizerische Volkspartei (SVP),0.008333333333333333,0.008333333333333333,0.025,0.0,0.0,0.0,0.025,0.06666666666666667,0.0,0.0,0.0,0.03333333333333333,0.0,0.008333333333333333,0.0,0.0,0.0,0.008333333333333333,0.0,0.058333333333333334,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,0.0,0.016666666666666666,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.008333333333333333,0.0,0.0,0.008333333333333333,0.0,0.008333333333333333,0.008333333333333333,0.0,0.008333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.016666666666666666,0.03333333333333333,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,0.016666666666666666,0.008333333333333333,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.09166666666666666,0.008333333333333333,0.0,0.008333333333333333,0.0,0.0,0.0,0.041666666666666664,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.008333333333333333,0.0,0.016666666666666666,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.008333333333333333,0.008333333333333333,0.025,0.0,0.008333333333333333,0.0,0.0,0.008333333333333333,0.008333333333333333,0.0,0.0,0.008333333333333333,0.058333333333333334,0.0,0.008333333333333333
24,Hermann Bürgi,Schweizerische Volkspartei (SVP),0.0052662375658279695,0.008191925102399064,0.0005851375073142189,0.0,0.00994733762434172,0.015213575190169689,0.0023405500292568754,0.0076067875950848445,0.002925687536571094,0.0005851375073142189,0.008191925102399064,0.09596255119953188,0.0,0.0005851375073142189,0.0076067875950848445,0.0023405500292568754,0.0,0.0017554125219426564,0.0005851375073142189,0.0005851375073142189,0.016968987712112346,0.006436512580456407,0.008191925102399064,0.0023405500292568754,0.004095962551199532,0.0,0.0011702750146284377,0.0011702750146284377,0.0005851375073142189,0.053832650672908135,0.016383850204798128,0.0,0.0005851375073142189,0.0005851375073142189,0.0005851375073142189,0.011702750146284377,0.004095962551199532,0.0023405500292568754,0.008777062609713282,0.0,0.010532475131655939,0.002925687536571094,0.0,0.0005851375073142189,0.008191925102399064,0.002925687536571094,0.0,0.002925687536571094,0.003510825043885313,0.023405500292568753,0.009362200117027502,0.009362200117027502,0.0,0.02399063779988297,0.003510825043885313,0.029256875365710942,0.01989467524868344,0.02516091281451141,0.004681100058513751,0.03861907548273844,0.012873025160912814,0.0,0.01989467524868344,0.02516091281451141,0.0052662375658279695,0.0,0.006436512580456407,0.0023405500292568754,0.0011702750146284377,0.0,0.0052662375658279695,0.018139262726740785,0.018724400234055003,0.007021650087770626,0.007021650087770626,0.04330017554125219,0.004095962551199532,0.002925687536571094,0.0,0.004095962551199532,0.0005851375073142189,0.003510825043885313,0.0005851375073142189,0.0017554125219426564,0.006436512580456407,0.0017554125219426564,0.01579871269748391,0.0,0.0005851375073142189,0.004681100058513751,0.03159742539496782,0.0011702750146284377,0.0,0.0023405500292568754,0.005851375073142188,0.011702750146284377,0.0076067875950848445,0.009362200117027502,0.0,0.0,0.0052662375658279695,0.0,0.0052662375658279695,0.0023405500292568754,0.04505558806319485,0.0,0.0011702750146284377,0.027501462843768285,0.0023405500292568754,0.0076067875950848445,0.0017554125219426564,0.0,0.0011702750146284377,0.0076067875950848445,0.0005851375073142189,0.010532475131655939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002925687536571094,0.0,0.008777062609713282,0.012287887653598596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02047981275599766,0.0005851375073142189,0.0,0.0,0.012287887653598596,0.0,0.004095962551199532,0.0023405500292568754
25,J. Alexander Baumann,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19444444444444445,0.0,0.1111111111111111,0.027777777777777776,0.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.19444444444444445,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0
26,Jasmin Hutter-Hutter,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.06451612903225806,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021505376344086023,0.0,0.0,0.010752688172043012,0.03225806451612903,0.0,0.010752688172043012,0.0,0.0,0.010752688172043012,0.0,0.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.043010752688172046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.010752688172043012,0.010752688172043012,0.0,0.021505376344086023,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.021505376344086023,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.021505376344086023,0.0,0.010752688172043012,0.0,0.0,0.0,0.053763440860215055,0.010752688172043012,0.0,0.0967741935483871,0.0,0.0,0.010752688172043012,0.0,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021505376344086023,0.0,0.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.021505376344086023,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.010752688172043012
27,Jean Henri Dunant,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0
28,Josef Kunz,Schweizerische Volkspartei (SVP),0.003367003367003367,0.0,0.0,0.03367003367003367,0.0,0.0,0.02356902356902357,0.07407407407407407,0.0,0.0,0.003367003367003367,0.006734006734006734,0.0,0.037037037037037035,0.0,0.0,0.0,0.010101010101010102,0.0,0.006734006734006734,0.006734006734006734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003367003367003367,0.0,0.003367003367003367,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.030303030303030304,0.003367003367003367,0.0,0.0,0.0,0.006734006734006734,0.006734006734006734,0.0,0.003367003367003367,0.003367003367003367,0.030303030303030304,0.0,0.006734006734006734,0.0,0.016835016835016835,0.0,0.020202020202020204,0.0,0.0,0.003367003367003367,0.013468013468013467,0.003367003367003367,0.0,0.0,0.006734006734006734,0.006734006734006734,0.003367003367003367,0.0,0.0,0.0,0.0,0.016835016835016835,0.0,0.0,0.026936026936026935,0.003367003367003367,0.0,0.0,0.0,0.0,0.026936026936026935,0.0,0.0,0.0,0.0,0.0,0.02356902356902357,0.010101010101010102,0.0,0.0,0.037037037037037035,0.18855218855218855,0.02356902356902357,0.026936026936026935,0.04377104377104377,0.0,0.0,0.003367003367003367,0.003367003367003367,0.0,0.0707070707070707,0.0,0.0,0.0,0.0,0.013468013468013467,0.0,0.0,0.0,0.006734006734006734,0.0,0.013468013468013467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003367003367003367,0.013468013468013467,0.02356902356902357,0.0,0.0,0.0,0.0,0.006734006734006734,0.006734006734006734,0.0,0.0,0.0,0.0,0.0,0.003367003367003367,0.0,0.006734006734006734,0.003367003367003367,0.006734006734006734,0.0
29,Jürg Stahl,Schweizerische Volkspartei (SVP),0.0,0.0045871559633027525,0.0045871559633027525,0.0,0.0045871559633027525,0.013761467889908258,0.013761467889908258,0.04128440366972477,0.0,0.0,0.0,0.05045871559633028,0.0,0.013761467889908258,0.0,0.0,0.0,0.0,0.027522935779816515,0.045871559633027525,0.0,0.0045871559633027525,0.0045871559633027525,0.0,0.0,0.0,0.0045871559633027525,0.0,0.0,0.009174311926605505,0.0,0.027522935779816515,0.0,0.0,0.0,0.0045871559633027525,0.022935779816513763,0.0,0.0,0.0,0.0,0.0,0.0045871559633027525,0.0,0.01834862385321101,0.0,0.0,0.0,0.0,0.0045871559633027525,0.0,0.009174311926605505,0.0,0.0,0.009174311926605505,0.03211009174311927,0.009174311926605505,0.0,0.0045871559633027525,0.013761467889908258,0.0,0.0,0.0,0.0045871559633027525,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.009174311926605505,0.0,0.03211009174311927,0.0,0.009174311926605505,0.0,0.01834862385321101,0.0,0.0,0.0045871559633027525,0.0,0.0,0.0,0.0045871559633027525,0.009174311926605505,0.027522935779816515,0.11926605504587157,0.0045871559633027525,0.0,0.022935779816513763,0.013761467889908258,0.0045871559633027525,0.013761467889908258,0.0045871559633027525,0.0,0.0,0.0,0.009174311926605505,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,0.0045871559633027525,0.0045871559633027525,0.0,0.0045871559633027525,0.0,0.0,0.0,0.0,0.0,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01834862385321101,0.05045871559633028,0.0,0.0,0.01834862385321101,0.0,0.0,0.013761467889908258,0.009174311926605505,0.027522935779816515,0.0,0.0,0.01834862385321101,0.0,0.0045871559633027525,0.0,0.013761467889908258,0.0,0.013761467889908258,0.009174311926605505
30,Lieni Füglistaller,Schweizerische Volkspartei (SVP),0.0038910505836575876,0.02529182879377432,0.0019455252918287938,0.0,0.007782101167315175,0.005836575875486381,0.011673151750972763,0.06031128404669261,0.0019455252918287938,0.0,0.0019455252918287938,0.038910505836575876,0.0,0.0,0.0019455252918287938,0.0,0.0,0.023346303501945526,0.013618677042801557,0.005836575875486381,0.009727626459143969,0.0019455252918287938,0.007782101167315175,0.0019455252918287938,0.0,0.0,0.0019455252918287938,0.0,0.0,0.009727626459143969,0.0,0.0038910505836575876,0.042801556420233464,0.005836575875486381,0.0019455252918287938,0.0,0.007782101167315175,0.0,0.0038910505836575876,0.0,0.005836575875486381,0.0,0.0,0.0,0.005836575875486381,0.007782101167315175,0.0,0.0019455252918287938,0.0,0.013618677042801557,0.0,0.009727626459143969,0.0,0.0019455252918287938,0.0038910505836575876,0.0019455252918287938,0.0,0.011673151750972763,0.0038910505836575876,0.017509727626459144,0.0019455252918287938,0.0,0.0,0.0,0.0019455252918287938,0.0,0.0,0.0,0.0019455252918287938,0.0,0.0019455252918287938,0.0,0.011673151750972763,0.0019455252918287938,0.005836575875486381,0.0,0.0038910505836575876,0.0,0.0,0.017509727626459144,0.0,0.007782101167315175,0.0,0.0019455252918287938,0.0019455252918287938,0.029182879377431907,0.027237354085603113,0.0038910505836575876,0.0,0.08365758754863813,0.1867704280155642,0.005836575875486381,0.019455252918287938,0.029182879377431907,0.0,0.0,0.005836575875486381,0.0019455252918287938,0.0,0.017509727626459144,0.0,0.0,0.0038910505836575876,0.0019455252918287938,0.011673151750972763,0.0019455252918287938,0.0,0.0019455252918287938,0.005836575875486381,0.0,0.021400778210116732,0.0019455252918287938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007782101167315175,0.017509727626459144,0.0,0.0019455252918287938,0.011673151750972763,0.0,0.0,0.0,0.005836575875486381,0.005836575875486381,0.0,0.0,0.005836575875486381,0.017509727626459144,0.0,0.0,0.005836575875486381,0.0,0.005836575875486381,0.0038910505836575876
31,Lukas Reimann,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0273972602739726,0.0,0.0,0.0410958904109589,0.0136986301369863,0.0,0.0,0.0684931506849315,0.0,0.0,0.0,0.0,0.0,0.1095890410958904,0.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.0,0.0,0.0136986301369863,0.0,0.0,0.0136986301369863,0.0,0.0821917808219178,0.0,0.0,0.0,0.0273972602739726,0.0,0.0136986301369863,0.0273972602739726,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0547945205479452,0.0,0.0,0.0,0.0273972602739726,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0136986301369863,0.0,0.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0410958904109589,0.0,0.0136986301369863,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0136986301369863,0.0273972602739726,0.0,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0
32,Luzi Stamm,Schweizerische Volkspartei (SVP),0.0,0.00796812749003984,0.0,0.0,0.0,0.00796812749003984,0.017928286852589643,0.049800796812749,0.00597609561752988,0.0,0.00199203187250996,0.01593625498007968,0.0,0.0,0.00199203187250996,0.0,0.0,0.021912350597609563,0.00199203187250996,0.00199203187250996,0.00199203187250996,0.0,0.00597609561752988,0.0,0.00597609561752988,0.00199203187250996,0.00199203187250996,0.0,0.013944223107569721,0.01195219123505976,0.0,0.0,0.035856573705179286,0.00199203187250996,0.035856573705179286,0.013944223107569721,0.01195219123505976,0.00199203187250996,0.00398406374501992,0.0,0.00597609561752988,0.00199203187250996,0.0,0.00398406374501992,0.017928286852589643,0.00597609561752988,0.0,0.00199203187250996,0.00398406374501992,0.0697211155378486,0.0,0.02390438247011952,0.0,0.01195219123505976,0.0,0.00796812749003984,0.013944223107569721,0.00597609561752988,0.00199203187250996,0.00398406374501992,0.045816733067729085,0.0,0.0,0.035856573705179286,0.01593625498007968,0.00199203187250996,0.013944223107569721,0.00398406374501992,0.025896414342629483,0.0,0.0,0.00398406374501992,0.0,0.0,0.00597609561752988,0.02390438247011952,0.00597609561752988,0.0,0.0,0.013944223107569721,0.00597609561752988,0.00199203187250996,0.01195219123505976,0.00199203187250996,0.00398406374501992,0.00398406374501992,0.035856573705179286,0.0,0.0,0.0099601593625498,0.04183266932270916,0.00398406374501992,0.021912350597609563,0.017928286852589643,0.00398406374501992,0.0,0.0,0.0,0.0,0.00398406374501992,0.0,0.0,0.0,0.0,0.03386454183266932,0.0,0.0,0.0,0.00597609561752988,0.0,0.0,0.00199203187250996,0.0,0.0,0.013944223107569721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00199203187250996,0.0199203187250996,0.00398406374501992,0.0,0.0,0.00199203187250996,0.0,0.00199203187250996,0.00199203187250996,0.0,0.0,0.0,0.0,0.00398406374501992,0.0,0.0,0.0,0.00398406374501992,0.049800796812749,0.00398406374501992,0.017928286852589643
33,Marcel Scherer,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.013071895424836602,0.006535947712418301,0.0,0.032679738562091505,0.0,0.006535947712418301,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0196078431372549,0.013071895424836602,0.006535947712418301,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0457516339869281,0.058823529411764705,0.0,0.013071895424836602,0.0,0.006535947712418301,0.0,0.0,0.0,0.013071895424836602,0.013071895424836602,0.0392156862745098,0.0457516339869281,0.0,0.0,0.013071895424836602,0.032679738562091505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.013071895424836602,0.0,0.006535947712418301,0.0,0.0,0.006535947712418301,0.0,0.006535947712418301,0.0,0.0,0.0,0.026143790849673203,0.0784313725490196,0.0,0.0,0.006535947712418301,0.08496732026143791,0.0,0.013071895424836602,0.0196078431372549,0.0,0.0,0.0,0.013071895424836602,0.0,0.026143790849673203,0.0,0.0,0.0,0.0,0.09803921568627451,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.006535947712418301,0.006535947712418301,0.0,0.006535947712418301,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.006535947712418301,0.0,0.0
34,Max Binder,Schweizerische Volkspartei (SVP),0.0,0.020560747663551402,0.0,0.0,0.0,0.001869158878504673,0.009345794392523364,0.056074766355140186,0.001869158878504673,0.0,0.011214953271028037,0.056074766355140186,0.0,0.003738317757009346,0.001869158878504673,0.001869158878504673,0.0,0.0,0.011214953271028037,0.005607476635514018,0.005607476635514018,0.0,0.001869158878504673,0.028037383177570093,0.0,0.0,0.0,0.0,0.001869158878504673,0.009345794392523364,0.0,0.001869158878504673,0.013084112149532711,0.0,0.0,0.0,0.003738317757009346,0.0,0.007476635514018692,0.0,0.003738317757009346,0.0,0.001869158878504673,0.0,0.005607476635514018,0.007476635514018692,0.0,0.003738317757009346,0.0,0.03364485981308411,0.0,0.005607476635514018,0.003738317757009346,0.018691588785046728,0.011214953271028037,0.026168224299065422,0.007476635514018692,0.005607476635514018,0.007476635514018692,0.05794392523364486,0.007476635514018692,0.0,0.0,0.0,0.0,0.0,0.007476635514018692,0.0,0.001869158878504673,0.0,0.0,0.011214953271028037,0.005607476635514018,0.013084112149532711,0.026168224299065422,0.0,0.011214953271028037,0.0,0.0,0.013084112149532711,0.0,0.003738317757009346,0.0,0.005607476635514018,0.011214953271028037,0.03551401869158879,0.028037383177570093,0.005607476635514018,0.0,0.048598130841121495,0.06355140186915888,0.003738317757009346,0.03364485981308411,0.020560747663551402,0.0,0.0,0.0,0.001869158878504673,0.0,0.003738317757009346,0.0,0.0,0.0,0.037383177570093455,0.024299065420560748,0.0,0.001869158878504673,0.0,0.005607476635514018,0.0,0.003738317757009346,0.0,0.007476635514018692,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003738317757009346,0.0,0.001869158878504673,0.0,0.022429906542056073,0.022429906542056073,0.0,0.0,0.0,0.0,0.0,0.003738317757009346,0.0,0.003738317757009346,0.0,0.0,0.003738317757009346,0.003738317757009346,0.001869158878504673,0.0,0.003738317757009346,0.011214953271028037,0.009345794392523364,0.001869158878504673
