,Speaker,Speaker Party,"('ablehn', 'motion')","('absatz', 'buchstab')","('administrativ', 'aufwand')","('all', 'grund')","('annahm', 'motion')","('antrag', 'kommission')","('antrag', 'mehrheit')","('antrag', 'mind')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('art', 'weis')","('artikel', 'absatz')","('ausricht', 'antrag')","('beantrag', 'nam')","('bereit', 'erwahnt')","('bericht', 'kommission')","('big', 'to')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'nam')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'leuenberg')","('bundesratin', 'widmerschlumpf')","('burg', 'partei')","('burgerinn', 'burg')","('dam', 'herr')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darum', 'bitt')","('deshalb', 'bitt')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'gegenvorschlag')","('drei', 'jahr')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('erneuerbar', 'energi')","('erst', 'lini')","('europa', 'union')","('fdpliberal', 'fraktion')","('flankier', 'massnahm')","('folg', 'geb')","('frag', 'stell')","('fraktion', 'cvpevpglpfraktion')","('frank', 'pro')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'meierschatz')","('ganz', 'klar')","('geh', 'davon')","('geht', 'darum')","('geltend', 'recht')","('gemass', 'artikel')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'spuhl')","('hoh', 'vergut')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('interess', 'daran')","('ja', 'nein')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'gemeind')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('klar', 'meinung')","('kommission', 'beantragt')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('konsumentinn', 'konsument')","('lasst', 'ausricht')","('letzt', 'jahr')","('letzt', 'mal')","('letzt', 'woch')","('leutenegg', 'oberholz')","('losung', 'find')","('macht', 'sinn')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mieterinn', 'miet')","('milliard', 'frank')","('million', 'frank')","('mind', 'folg')","('mind', 'i')","('mind', 'ii')","('mocht', 'darauf')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('neu', 'unternehmenssteu')","('offent', 'hand')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('pro', 'helvetia')","('pro', 'jahr')","('richterinn', 'richt')","('rund', 'milliard')","('sag', 'ja')","('sbb', 'cargo')","('schriftlich', 'bericht')","('seit', 'fahn')","('sicherheitspolit', 'bericht')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sozialdemokratinn', 'sozialdemokrat')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'klar')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stell', 'fest')","('stimm', 'enthalt')","('svpfraktion', 'beantrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'eintret')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('to', 'fail')","('too', 'big')","('uns', 'kommission')","('uns', 'meinung')","('unterstutzt', 'antrag')","('unterstutzt', 'spfraktion')","('vorlag', 'einzutret')","('z', 'b')","('zehn', 'jahr')","('zwei', 'drei')"
10,Christoph Blocher,Schweizerische Volkspartei (SVP),0.0,0.07964601769911504,0.0,0.0,0.0,0.04424778761061947,0.008849557522123894,0.017699115044247787,0.0,0.0,0.0,0.11504424778761062,0.0,0.0,0.0,0.008849557522123894,0.0,0.0,0.017699115044247787,0.0,0.017699115044247787,0.008849557522123894,0.0,0.0,0.0,0.0,0.008849557522123894,0.0,0.035398230088495575,0.008849557522123894,0.0,0.10619469026548672,0.0,0.0,0.0,0.0,0.0,0.0,0.008849557522123894,0.0,0.008849557522123894,0.008849557522123894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008849557522123894,0.0,0.0,0.008849557522123894,0.0,0.04424778761061947,0.017699115044247787,0.05309734513274336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017699115044247787,0.0,0.0,0.02654867256637168,0.008849557522123894,0.0,0.0,0.008849557522123894,0.035398230088495575,0.0,0.0,0.0,0.008849557522123894,0.017699115044247787,0.008849557522123894,0.017699115044247787,0.0,0.0,0.0,0.035398230088495575,0.0,0.0,0.0,0.0,0.0,0.008849557522123894,0.0,0.0,0.0,0.0,0.008849557522123894,0.0,0.0,0.008849557522123894,0.0,0.0,0.0,0.008849557522123894,0.0,0.0,0.0,0.008849557522123894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008849557522123894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02654867256637168,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008849557522123894,0.0,0.008849557522123894,0.02654867256637168,0.0,0.0
11,Christoph Mörgeli,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.00684931506849315,0.0,0.00684931506849315,0.0,0.00684931506849315,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0136986301369863,0.0,0.0,0.0,0.00684931506849315,0.0,0.02054794520547945,0.00684931506849315,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.06164383561643835,0.0,0.0,0.02054794520547945,0.00684931506849315,0.0,0.0136986301369863,0.0136986301369863,0.0547945205479452,0.0,0.00684931506849315,0.0410958904109589,0.0136986301369863,0.0,0.0547945205479452,0.00684931506849315,0.0136986301369863,0.00684931506849315,0.0136986301369863,0.08904109589041095,0.0,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.00684931506849315,0.00684931506849315,0.0,0.02054794520547945,0.0,0.0136986301369863,0.0,0.0,0.02054794520547945,0.0,0.0,0.0,0.03424657534246575,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.04794520547945205,0.14383561643835616,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0273972602739726,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.00684931506849315,0.0,0.0,0.0,0.00684931506849315,0.00684931506849315,0.00684931506849315
12,Christoph von Rotz,Schweizerische Volkspartei (SVP),0.0,0.0,0.0030581039755351682,0.0030581039755351682,0.0061162079510703364,0.0,0.0030581039755351682,0.05198776758409786,0.0,0.0,0.0030581039755351682,0.021406727828746176,0.0,0.009174311926605505,0.0,0.0,0.0,0.012232415902140673,0.0030581039755351682,0.012232415902140673,0.0030581039755351682,0.0,0.0030581039755351682,0.0030581039755351682,0.0,0.0,0.012232415902140673,0.0030581039755351682,0.0,0.0030581039755351682,0.0030581039755351682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030581039755351682,0.0,0.0,0.0,0.012232415902140673,0.0,0.0,0.009174311926605505,0.0030581039755351682,0.012232415902140673,0.0,0.01529051987767584,0.0,0.024464831804281346,0.0030581039755351682,0.012232415902140673,0.009174311926605505,0.009174311926605505,0.0030581039755351682,0.01834862385321101,0.012232415902140673,0.0,0.0,0.0,0.0030581039755351682,0.0030581039755351682,0.0,0.0,0.0,0.0,0.0,0.0,0.0030581039755351682,0.009174311926605505,0.0061162079510703364,0.0,0.0,0.0,0.0,0.0030581039755351682,0.0,0.0,0.0,0.0,0.0030581039755351682,0.01529051987767584,0.03058103975535168,0.0061162079510703364,0.0,0.14984709480122324,0.11314984709480122,0.0,0.021406727828746176,0.009174311926605505,0.0,0.0030581039755351682,0.0030581039755351682,0.0061162079510703364,0.0,0.04892966360856269,0.0,0.0,0.027522935779816515,0.09480122324159021,0.027522935779816515,0.0,0.0,0.0,0.009174311926605505,0.0,0.0061162079510703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030581039755351682,0.012232415902140673,0.0061162079510703364,0.0,0.021406727828746176,0.0,0.0061162079510703364,0.0030581039755351682,0.0061162079510703364,0.0061162079510703364,0.0,0.0,0.0,0.0,0.0,0.0,0.021406727828746176,0.0061162079510703364,0.0,0.0
13,Elmar Bigger,Schweizerische Volkspartei (SVP),0.0,0.06779661016949153,0.01694915254237288,0.01694915254237288,0.0,0.0,0.025423728813559324,0.01694915254237288,0.0,0.0,0.0,0.07627118644067797,0.0,0.0,0.00847457627118644,0.0,0.0,0.00847457627118644,0.01694915254237288,0.0,0.059322033898305086,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05084745762711865,0.0,0.0,0.0,0.0,0.01694915254237288,0.01694915254237288,0.0,0.0,0.00847457627118644,0.0423728813559322,0.0,0.0,0.0,0.00847457627118644,0.0,0.01694915254237288,0.025423728813559324,0.0,0.00847457627118644,0.03389830508474576,0.0423728813559322,0.0,0.0,0.01694915254237288,0.01694915254237288,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.025423728813559324,0.0,0.0,0.0,0.01694915254237288,0.0,0.00847457627118644,0.01694915254237288,0.00847457627118644,0.0,0.01694915254237288,0.0,0.0,0.00847457627118644,0.00847457627118644,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.025423728813559324,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.00847457627118644,0.03389830508474576,0.0,0.0
14,Erich von Siebenthal,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.02666666666666667,0.0,0.0,0.04,0.0,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.013333333333333334,0.013333333333333334,0.0,0.0,0.0,0.02666666666666667,0.08,0.0,0.0,0.0,0.12,0.013333333333333334,0.013333333333333334,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.0,0.02666666666666667,0.21333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.04,0.0,0.0
15,Ernst Schibli,Schweizerische Volkspartei (SVP),0.0,0.0,0.011673151750972763,0.011673151750972763,0.0,0.0,0.0038910505836575876,0.019455252918287938,0.0,0.0,0.011673151750972763,0.007782101167315175,0.0,0.0,0.0,0.0,0.0,0.07392996108949416,0.0,0.007782101167315175,0.007782101167315175,0.0,0.0,0.0,0.0,0.0,0.01556420233463035,0.007782101167315175,0.0,0.0038910505836575876,0.0,0.01556420233463035,0.0,0.0,0.04669260700389105,0.011673151750972763,0.0,0.0,0.0038910505836575876,0.0038910505836575876,0.0,0.023346303501945526,0.0,0.007782101167315175,0.042801556420233464,0.0,0.0,0.042801556420233464,0.019455252918287938,0.05058365758754864,0.0,0.0038910505836575876,0.0,0.023346303501945526,0.0,0.0,0.0038910505836575876,0.0038910505836575876,0.007782101167315175,0.019455252918287938,0.023346303501945526,0.0,0.0,0.007782101167315175,0.019455252918287938,0.0,0.0,0.0038910505836575876,0.0,0.0,0.01556420233463035,0.0,0.0,0.0,0.007782101167315175,0.0,0.0038910505836575876,0.01556420233463035,0.0,0.007782101167315175,0.0,0.0,0.0,0.0,0.0,0.0038910505836575876,0.019455252918287938,0.0038910505836575876,0.0,0.04669260700389105,0.05058365758754864,0.0,0.007782101167315175,0.0,0.0,0.0,0.01556420233463035,0.0,0.0,0.011673151750972763,0.0,0.0,0.0,0.0,0.08949416342412451,0.0,0.0,0.0,0.04669260700389105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007782101167315175,0.027237354085603113,0.0,0.0038910505836575876,0.0,0.0,0.0038910505836575876,0.007782101167315175,0.0038910505836575876,0.0,0.0,0.0,0.0,0.0,0.0,0.007782101167315175,0.0,0.0,0.023346303501945526,0.0,0.0,0.0
16,Felix Müri,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.04081632653061224,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.01020408163265306,0.02040816326530612,0.01020408163265306,0.05102040816326531,0.0,0.0,0.0,0.01020408163265306,0.030612244897959183,0.0,0.0,0.0,0.01020408163265306,0.02040816326530612,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.01020408163265306,0.0,0.0,0.0,0.030612244897959183,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05102040816326531,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.01020408163265306,0.02040816326530612,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.12244897959183673,0.0,0.030612244897959183,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.05102040816326531,0.0,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030612244897959183,0.01020408163265306,0.01020408163265306,0.0
17,Hannes Germann,Schweizerische Volkspartei (SVP),0.004338394793926247,0.006507592190889371,0.004338394793926247,0.0021691973969631237,0.007592190889370932,0.0021691973969631237,0.0032537960954446853,0.01735357917570499,0.005422993492407809,0.0010845986984815619,0.0032537960954446853,0.03796095444685466,0.0,0.0,0.0032537960954446853,0.0021691973969631237,0.010845986984815618,0.0021691973969631237,0.0021691973969631237,0.0,0.015184381778741865,0.004338394793926247,0.0021691973969631237,0.0,0.009761388286334056,0.0010845986984815619,0.0032537960954446853,0.0010845986984815619,0.0021691973969631237,0.009761388286334056,0.0021691973969631237,0.019522776572668113,0.0021691973969631237,0.014099783080260303,0.0021691973969631237,0.0021691973969631237,0.0032537960954446853,0.007592190889370932,0.004338394793926247,0.0032537960954446853,0.0010845986984815619,0.005422993492407809,0.0021691973969631237,0.006507592190889371,0.005422993492407809,0.0010845986984815619,0.0,0.01735357917570499,0.0032537960954446853,0.033622559652928416,0.004338394793926247,0.0010845986984815619,0.0,0.005422993492407809,0.0032537960954446853,0.013015184381778741,0.010845986984815618,0.005422993492407809,0.008676789587852495,0.019522776572668113,0.007592190889370932,0.0,0.0021691973969631237,0.04121475054229935,0.0,0.0010845986984815619,0.0032537960954446853,0.0,0.0032537960954446853,0.0,0.03036876355748373,0.007592190889370932,0.0032537960954446853,0.0010845986984815619,0.005422993492407809,0.0021691973969631237,0.0032537960954446853,0.0010845986984815619,0.0,0.01193058568329718,0.005422993492407809,0.0021691973969631237,0.0032537960954446853,0.005422993492407809,0.006507592190889371,0.004338394793926247,0.0032537960954446853,0.0,0.0032537960954446853,0.07592190889370933,0.18112798264642083,0.009761388286334056,0.007592190889370932,0.007592190889370932,0.0,0.0010845986984815619,0.005422993492407809,0.005422993492407809,0.0,0.0,0.0021691973969631237,0.0032537960954446853,0.007592190889370932,0.0010845986984815619,0.019522776572668113,0.0,0.0,0.0032537960954446853,0.019522776572668113,0.0,0.009761388286334056,0.004338394793926247,0.0,0.0,0.006507592190889371,0.0021691973969631237,0.0021691973969631237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005422993492407809,0.0010845986984815619,0.007592190889370932,0.013015184381778741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009761388286334056,0.010845986984815618,0.0032537960954446853,0.0,0.0,0.0,0.007592190889370932,0.020607375271149676,0.009761388286334056,0.004338394793926247
18,Hans Fehr,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.010309278350515464,0.0,0.0,0.0,0.015463917525773196,0.0,0.0,0.0,0.0,0.0,0.020618556701030927,0.0,0.020618556701030927,0.010309278350515464,0.0,0.0,0.0,0.005154639175257732,0.005154639175257732,0.005154639175257732,0.03608247422680412,0.0,0.010309278350515464,0.0,0.030927835051546393,0.0,0.0,0.041237113402061855,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.05154639175257732,0.0,0.010309278350515464,0.005154639175257732,0.02577319587628866,0.0,0.010309278350515464,0.015463917525773196,0.10309278350515463,0.0,0.005154639175257732,0.0,0.010309278350515464,0.0,0.02577319587628866,0.0,0.005154639175257732,0.030927835051546393,0.005154639175257732,0.020618556701030927,0.0,0.0,0.020618556701030927,0.005154639175257732,0.0,0.005154639175257732,0.0,0.0,0.0,0.02577319587628866,0.005154639175257732,0.015463917525773196,0.0,0.0,0.0,0.0,0.0,0.0,0.02577319587628866,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,0.04639175257731959,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.0,0.030927835051546393,0.0,0.0,0.0,0.0,0.05154639175257732,0.0,0.0,0.0,0.020618556701030927,0.0,0.0,0.061855670103092786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015463917525773196,0.015463917525773196,0.0,0.0,0.005154639175257732,0.005154639175257732,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.03608247422680412,0.010309278350515464,0.0
19,Hans Kaufmann,Schweizerische Volkspartei (SVP),0.0,0.0,0.009708737864077669,0.0,0.003883495145631068,0.001941747572815534,0.007766990291262136,0.04854368932038835,0.001941747572815534,0.0,0.0,0.036893203883495145,0.0,0.0,0.0,0.0,0.013592233009708738,0.013592233009708738,0.003883495145631068,0.005825242718446602,0.009708737864077669,0.0,0.0,0.0,0.001941747572815534,0.0,0.001941747572815534,0.0,0.001941747572815534,0.001941747572815534,0.001941747572815534,0.001941747572815534,0.017475728155339806,0.001941747572815534,0.0,0.02912621359223301,0.009708737864077669,0.0,0.0,0.0,0.005825242718446602,0.0,0.0,0.001941747572815534,0.02330097087378641,0.0,0.0,0.007766990291262136,0.003883495145631068,0.009708737864077669,0.0,0.011650485436893204,0.0,0.021359223300970873,0.001941747572815534,0.011650485436893204,0.0,0.003883495145631068,0.001941747572815534,0.017475728155339806,0.001941747572815534,0.0,0.009708737864077669,0.040776699029126215,0.02330097087378641,0.0,0.001941747572815534,0.011650485436893204,0.015533980582524271,0.001941747572815534,0.005825242718446602,0.0,0.003883495145631068,0.0,0.001941747572815534,0.031067961165048542,0.007766990291262136,0.0,0.0,0.021359223300970873,0.003883495145631068,0.007766990291262136,0.038834951456310676,0.0,0.003883495145631068,0.001941747572815534,0.02912621359223301,0.0,0.001941747572815534,0.062135922330097085,0.07184466019417475,0.0,0.011650485436893204,0.009708737864077669,0.001941747572815534,0.005825242718446602,0.0,0.007766990291262136,0.0,0.003883495145631068,0.0,0.003883495145631068,0.001941747572815534,0.0,0.07572815533980583,0.0,0.0,0.001941747572815534,0.007766990291262136,0.0,0.003883495145631068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013592233009708738,0.02912621359223301,0.001941747572815534,0.0,0.0,0.0,0.001941747572815534,0.0,0.0,0.007766990291262136,0.013592233009708738,0.013592233009708738,0.001941747572815534,0.001941747572815534,0.0,0.0,0.005825242718446602,0.013592233009708738,0.005825242718446602,0.003883495145631068
20,Hans Killer,Schweizerische Volkspartei (SVP),0.0028735632183908046,0.034482758620689655,0.0,0.0028735632183908046,0.008620689655172414,0.0028735632183908046,0.014367816091954023,0.022988505747126436,0.0028735632183908046,0.0,0.005747126436781609,0.10919540229885058,0.0,0.0028735632183908046,0.0,0.0,0.0,0.0,0.011494252873563218,0.0603448275862069,0.0028735632183908046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028735632183908046,0.0,0.0028735632183908046,0.0,0.0,0.0,0.0028735632183908046,0.0,0.0,0.034482758620689655,0.017241379310344827,0.0,0.0,0.0028735632183908046,0.02586206896551724,0.0,0.0,0.02586206896551724,0.0,0.008620689655172414,0.0,0.0,0.0,0.0028735632183908046,0.0028735632183908046,0.008620689655172414,0.0028735632183908046,0.011494252873563218,0.0,0.0,0.008620689655172414,0.0,0.0,0.011494252873563218,0.014367816091954023,0.0028735632183908046,0.0028735632183908046,0.0,0.0,0.0,0.008620689655172414,0.008620689655172414,0.008620689655172414,0.008620689655172414,0.0028735632183908046,0.0,0.0,0.0,0.0,0.005747126436781609,0.0,0.0,0.0028735632183908046,0.0,0.0,0.022988505747126436,0.011494252873563218,0.005747126436781609,0.0,0.022988505747126436,0.10344827586206896,0.011494252873563218,0.0028735632183908046,0.005747126436781609,0.0,0.0028735632183908046,0.008620689655172414,0.008620689655172414,0.0,0.04597701149425287,0.0,0.0,0.022988505747126436,0.017241379310344827,0.07471264367816093,0.0,0.0,0.0,0.014367816091954023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0028735632183908046,0.005747126436781609,0.0,0.017241379310344827,0.0028735632183908046,0.005747126436781609,0.0,0.0,0.0,0.014367816091954023,0.0,0.0,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.0
21,Hans Rutschmann,Schweizerische Volkspartei (SVP),0.0024330900243309003,0.0,0.0,0.004866180048661801,0.0024330900243309003,0.0024330900243309003,0.009732360097323601,0.0340632603406326,0.0,0.0,0.014598540145985401,0.046228710462287104,0.0,0.004866180048661801,0.0,0.0,0.0,0.0535279805352798,0.0,0.021897810218978103,0.021897810218978103,0.012165450121654502,0.0024330900243309003,0.004866180048661801,0.0,0.0,0.021897810218978103,0.0,0.0,0.0024330900243309003,0.0,0.004866180048661801,0.0,0.0,0.0,0.0,0.014598540145985401,0.0,0.0,0.0535279805352798,0.004866180048661801,0.0,0.0,0.021897810218978103,0.014598540145985401,0.0,0.0,0.014598540145985401,0.0,0.0072992700729927005,0.0,0.0,0.0,0.031630170316301706,0.004866180048661801,0.019464720194647202,0.0072992700729927005,0.0072992700729927005,0.0,0.0024330900243309003,0.004866180048661801,0.0,0.0,0.012165450121654502,0.014598540145985401,0.0,0.0,0.0024330900243309003,0.0,0.0,0.014598540145985401,0.0,0.0,0.004866180048661801,0.0024330900243309003,0.0024330900243309003,0.0,0.0,0.0,0.004866180048661801,0.0,0.0,0.0072992700729927005,0.0,0.0024330900243309003,0.0024330900243309003,0.0024330900243309003,0.0,0.0024330900243309003,0.0340632603406326,0.1411192214111922,0.0,0.019464720194647202,0.0072992700729927005,0.0,0.0,0.024330900243309004,0.009732360097323601,0.0,0.0170316301703163,0.0,0.0,0.009732360097323601,0.009732360097323601,0.06082725060827251,0.0,0.0,0.0,0.012165450121654502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072992700729927005,0.0024330900243309003,0.0,0.019464720194647202,0.004866180048661801,0.0,0.004866180048661801,0.0024330900243309003,0.0024330900243309003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0413625304136253,0.0072992700729927005,0.0024330900243309003,0.0072992700729927005
