,Phrase,Counts
377,"('friedlich', 'zusammenleb', 'volk', 'sowi', 'erhalt')",17
378,"('zusammenleb', 'volk', 'sowi', 'erhalt', 'natur')",17
379,"('volk', 'sowi', 'erhalt', 'natur', 'lebensgrundlag')",17
380,"('million', 'frank', 'million', 'frank', 'mehr')",17
381,"('frank', 'bund', 'million', 'frank', 'kanton')",17
382,"('bundesgesetz', 'beruf', 'alt', 'hinterlass', 'invalidenvorsorg')",17
383,"('jahr', 'million', 'frank', 'jahr', 'million')",17
384,"('umfang', 'million', 'frank', 'pro', 'jahr')",17
385,"('fdpfraktion', 'teil', 'antrag', 'mehrheit', 'unterstutz')",17
386,"('bundesgesetz', 'direkt', 'bundessteu', 'bundesgesetz', 'harmonisier')",17
387,"('kommission', 'beantragt', 'stimm', 'enthalt', 'annahm')",17
388,"('mocht', 'bitt', 'mehrheit', 'kommission', 'folg')",17
389,"('anspruch', 'gleich', 'lohn', 'gleichwert', 'arbeit')",17
390,"('interpellant', 'schriftlich', 'antwort', 'bundesrat', 'teilweis')",17
391,"('der', 'umsetz', 'erlass', 'bundesgesetz', 'erfordert')",17
392,"('weshalb', 'bundesrat', 'motion', 'ablehn', 'empfiehlt')",17
393,"('bundesrat', 'befriedigt', 'beantragt', 'diskussion', 'einverstand')",17
394,"('nachruf', 'beginn', 'gedenk', 'heut', 'ehemal')",17
395,"('mehrheit', 'kommission', 'parlamentar', 'initiativ', 'folg')",17
396,"('kommission', 'stimm', 'enthalt', 'initiativ', 'folg')",17
397,"('mocht', 'einfach', 'nochmal', 'darauf', 'hinweis')",17
398,"('antrag', 'mehrheit', 'folg', 'antrag', 'mind')",17
399,"('beschluss', 'standerat', 'bzw', 'entwurf', 'bundesrat')",17
400,"('weshalb', 'bundesrat', 'beantragt', 'motion', 'abzulehn')",17
401,"('initiativ', 'eig', 'vier', 'wand', 'dank')",17
402,"('enthalt', 'motion', 'abzulehn', 'bundesrat', 'beantragt')",17
403,"('parlamentar', 'initiativ', 'vorgepruft', 'initiativ', 'verlangt')",17
404,"('erhoh', 'mittel', 'finanzier', 'offent', 'entwicklungshilf')",17
405,"('kommission', 'sozial', 'sich', 'gesund', 'sitzung')",17
406,"('best', 'dank', 'frag', 'herr', 'nationalrat')",17
407,"('frau', 'bundesratin', 'best', 'dank', 'antwort')",17
408,"('schutz', 'kind', 'sexuell', 'ausbeut', 'sexuell')",17
409,"('kind', 'sexuell', 'ausbeut', 'sexuell', 'missbrauch')",17
410,"('zivil', 'behord', 'abwehr', 'schwerwieg', 'bedroh')",17
411,"('bundesgesetz', 'verwend', 'zweckgebund', 'mineralolsteu', 'nationalstrassenabgab')",17
412,"('grund', 'weshalb', 'bundesrat', 'beantragt', 'motion')",17
413,"('gewahlt', 'erklart', 'buro', 'festgestellt', 'wahl')",17
414,"('grundsatz', 'bedeut', 'besond', 'bedeut', 'fall')",17
415,"('wahl', 'somit', 'gultig', 'erklart', 'schreit')",16
416,"('somit', 'gultig', 'erklart', 'schreit', 'vereid')",16
417,"('gultig', 'erklart', 'schreit', 'vereid', 'bitt')",16
418,"('insgesamt', 'million', 'frank', 'pro', 'jahr')",16
419,"('bericht', 'zustimm', 'sinn', 'kenntnis', 'nehm')",16
420,"('milliard', 'frank', 'jahr', 'milliard', 'frank')",16
421,"('solidaritat', 'schafft', 'sich', 'freiwill', 'zivil')",16
422,"('schafft', 'sich', 'freiwill', 'zivil', 'friedensdien')",16
423,"('empfehl', 'parlamentar', 'initiativ', 'folg', 'geb')",16
424,"('à', 'prendr', 'ou', 'à', 'laiss')",16
425,"('kost', 'million', 'frank', 'pro', 'jahr')",16
426,"('bitt', 'dah', 'mehrheit', 'kommission', 'folg')",16
427,"('linder', 'not', 'armut', 'welt', 'achtung')",16
428,"('not', 'armut', 'welt', 'achtung', 'menschenrecht')",16
429,"('armut', 'welt', 'achtung', 'menschenrecht', 'forder')",16
430,"('welt', 'achtung', 'menschenrecht', 'forder', 'demokrati')",16
431,"('demokrati', 'friedlich', 'zusammenleb', 'volk', 'sowi')",16
432,"('bitt', 'nam', 'cvpfraktion', 'vorlag', 'einzutret')",16
433,"('artikel', 'absatz', 'artikel', 'absatz', 'bundesverfass')",16
434,"('antrag', 'mind', 'i', 'antrag', 'mind')",16
435,"('mind', 'i', 'antrag', 'mind', 'ii')",16
436,"('rat', 'ganz', 'herzlich', 'willkomm', 'wunsch')",16
437,"('interpellant', 'beantragt', 'kurz', 'diskussion', 'einverstand')",16
438,"('mehrheit', 'folg', 'beid', 'minderheitsantrag', 'abzulehn')",16
439,"('bilanzsumm', 'million', 'frank', 'umsatzerlos', 'million')",16
440,"('herr', 'bundesrat', 'best', 'dank', 'antwort')",16
441,"('herr', 'bundesrat', 'best', 'dank', 'ausfuhr')",16
442,"('einstimm', 'motion', 'abzulehn', 'bundesrat', 'beantragt')",16
443,"('bericht', 'kommission', 'kommission', 'beantragt', 'gegenstimm')",16
444,"('fdpfraktion', 'teilt', 'antrag', 'mehrheit', 'unterstutz')",16
445,"('international', 'pakt', 'burg', 'polit', 'recht')",16
446,"('beantragt', 'einstimm', 'annahm', 'motion', 'bundesrat')",16
447,"('einstimm', 'annahm', 'motion', 'bundesrat', 'beantragt')",16
448,"('bdpfraktion', 'beantrag', 'vorlag', 'einzutret', 'zuzustimm')",16
449,"('herzlich', 'mitglied', 'beid', 'rat', 'reglementsgemass')",16
450,"('einheit', 'form', 'einheit', 'materi', 'zwingend')",16
451,"('bundesgesetz', 'forder', 'hochschul', 'koordination', 'schweizer')",16
452,"('redaktionskommission', 'erheb', 'textander', 'rat', 'vertreterin')",16
453,"('deshalb', 'bitt', 'parlamentar', 'initiativ', 'folg')",16
454,"('artikel', 'absatz', 'buchstab', 'a', 'geht')",16
455,"('kommission', 'empfiehlt', 'stimm', 'enthalt', 'antrag')",16
456,"('tief', 'beileid', 'aussprech', 'bitt', 'besuch')",16
457,"('eidgenoss', 'departement', 'wirtschaft', 'bildung', 'forschung')",16
458,"('veroffentlicht', 'word', 'buro', 'beantragt', 'wahl')",16
459,"('immerhin', 'million', 'frank', 'pro', 'jahr')",16
460,"('behord', 'abwehr', 'schwerwieg', 'bedroh', 'inn')",16
461,"('bitt', 'nam', 'bundesrat', 'motion', 'abzulehn')",16
462,"('stimm', 'enthalt', 'beschloss', 'parlamentar', 'initiativ')",16
463,"('rechtsfrag', 'grundsatz', 'bedeut', 'besond', 'bedeut')",16
464,"('milliard', 'frank', 'nach', 'vier', 'jahr')",16
465,"('folt', 'grausam', 'unmensch', 'erniedr', 'behandl')",16
466,"('kommission', 'beantragt', 'stimm', 'enthalt', 'mehrheit')",16
467,"('aufwand', 'million', 'frank', 'ertrag', 'million')",16
468,"('million', 'frank', 'pro', 'jahr', 'geschatzt')",15
469,"('kommission', 'beantragt', 'frist', 'ausarbeit', 'vorlag')",15
470,"('beantragt', 'frist', 'ausarbeit', 'vorlag', 'sinn')",15
471,"('international', 'ubereinkomm', 'beseit', 'form', 'rassendiskriminier')",15
472,"('antrag', 'mind', 'leutenegg', 'oberholz', 'unterstutz')",15
473,"('parlamentar', 'initiativ', 'folg', 'geb', 'motion')",15
474,"('kommission', 'empfiehlt', 'stimm', 'enthalt', 'vorlag')",15
475,"('kommission', 'stimm', 'parlamentar', 'initiativ', 'folg')",15
476,"('stimm', 'beschloss', 'initiativ', 'folg', 'geb')",15
477,"('betrifft', 'artikel', 'absatz', 'artikel', 'absatz')",15
478,"('kommission', 'beantragt', 'stimm', 'enthalt', 'standesinitiativ')",15
479,"('deshalb', 'bitt', 'antrag', 'mehrheit', 'zuzustimm')",15
480,"('million', 'frank', 'mehr', 'pro', 'jahr')",15
481,"('parlamentar', 'initiativ', 'leutenegg', 'oberholz', 'folg')",15
482,"('nam', 'svpfraktion', 'bitt', 'vorlag', 'einzutret')",15
483,"('beantragt', 'einstimm', 'standesinitiativ', 'folg', 'geb')",15
484,"('vorlag', 'einzutret', 'antrag', 'kommission', 'zuzustimm')",15
485,"('tret', 'ersuch', 'ratsmitglied', 'sowi', 'besucherinn')",15
486,"('ersuch', 'ratsmitglied', 'sowi', 'besucherinn', 'besuch')",15
487,"('ratsmitglied', 'sowi', 'besucherinn', 'besuch', 'tribun')",15
488,"('sowi', 'besucherinn', 'besuch', 'tribun', 'erheb')",15
489,"('beantragt', 'einstimm', 'motion', 'abzulehn', 'bundesrat')",15
490,"('all', 'grund', 'beantragt', 'kommission', 'stimm')",15
491,"('mitt', 'ratssaal', 'tret', 'ersuch', 'ratsmitglied')",15
492,"('grund', 'weshalb', 'bundesrat', 'motion', 'ablehn')",15
493,"('bericht', 'kommission', 'beantragt', 'stimm', 'enthalt')",15
494,"('mehrheit', 'kommission', 'folg', 'minderheitsantrag', 'abzulehn')",15
495,"('gemass', 'artikel', 'absatz', 'litera', 'b')",15
496,"('eroffn', 'sitzung', 'vereinigt', 'bundesversamml', 'begruss')",15
497,"('sitzung', 'vereinigt', 'bundesversamml', 'begruss', 'herzlich')",15
498,"('vereinigt', 'bundesversamml', 'begruss', 'herzlich', 'mitglied')",15
499,"('bundesversamml', 'begruss', 'herzlich', 'mitglied', 'beid')",15
500,"('begruss', 'herzlich', 'mitglied', 'beid', 'rat')",15
501,"('form', 'einheit', 'materi', 'zwingend', 'bestimm')",15
502,"('einheit', 'materi', 'zwingend', 'bestimm', 'volkerrecht')",15
503,"('rat', 'vertreterin', 'vertret', 'redaktionskommission', 'schlussabstimm')",15
504,"('il', 'n', 'y', 'a', 'pas')",15
505,"('bitt', 'vorlag', 'einzutret', 'minderheitsantrag', 'abzulehn')",15
506,"('ersuch', 'parlamentar', 'initiativ', 'folg', 'geb')",15
507,"('beileid', 'aussprech', 'bitt', 'besuch', 'tribun')",15
508,"('bitt', 'besuch', 'tribun', 'erheb', 'verstorb')",15
509,"('mehrheit', 'folg', 'artikel', 'absatz', 'buchstab')",15
510,"('verordn', 'bundesversamml', 'oktob', 'redaktionskommission', 'erheb')",15
511,"('bundesversamml', 'oktob', 'redaktionskommission', 'erheb', 'textander')",15
512,"('entschied', 'parlamentar', 'initiativ', 'folg', 'geb')",15
513,"('bitt', 'mehrheit', 'folg', 'artikel', 'absatz')",15
514,"('person', 'verurteilt', 'sexuell', 'unversehrt', 'kind')",15
515,"('beruf', 'ehrenamt', 'tatig', 'minderjahr', 'abhang')",15
516,"('nam', 'spfraktion', 'bitt', 'antrag', 'mind')",15
517,"('freiheitsstraf', 'drei', 'jahr', 'geldstraf', 'bestraft')",15
518,"('frau', 'bundesratin', 'best', 'dank', 'ausfuhr')",15
519,"('herr', 'bundesrat', 'viel', 'dank', 'antwort')",15
520,"('eidgenoss', 'departement', 'verteid', 'bevolkerungsschutz', 'sport')",15
521,"('grund', 'weshalb', 'motion', 'ablehn', 'empfehl')",15
522,"('million', 'frank', 'betrag', 'million', 'frank')",15
523,"('grausam', 'unmensch', 'erniedr', 'behandl', 'straf')",15
524,"('bundesgesetz', 'jagd', 'schutz', 'wildleb', 'saugeti')",15
525,"('nachbesteuer', 'erbfall', 'einfuhr', 'straflos', 'selbstanzeig')",15
526,"('bitt', 'deshalb', 'nam', 'grunliberal', 'fraktion')",15
527,"('bundesgesetz', 'gewahr', 'burgschaft', 'zinskostenbeitrag', 'berggebiet')",15
528,"('antrag', 'gestellt', 'wahl', 'somit', 'gultig')",14
529,"('gestellt', 'wahl', 'somit', 'gultig', 'erklart')",14
530,"('kommission', 'beantragt', 'parlamentar', 'initiativ', 'folg')",14
531,"('nam', 'cvpfraktion', 'bitt', 'vorlag', 'einzutret')",14
532,"('artikel', 'absatz', 'buchstab', 'b', 'absatz')",14
533,"('lehnt', 'antrag', 'stimm', 'enthalt', 'ab')",14
534,"('sitzung', 'vereinigt', 'bundesversamml', 'eroffnet', 'mitglied')",14
535,"('vereinigt', 'bundesversamml', 'eroffnet', 'mitglied', 'beid')",14
536,"('bundesversamml', 'eroffnet', 'mitglied', 'beid', 'rat')",14
537,"('sitzung', 'eingelad', 'word', 'tagesordn', 'erhalt')",14
538,"('artikel', 'absatz', 'buchstab', 'b', 'mind')",14
539,"('einsatz', 'lang', 'drei', 'woch', 'dauert')",14
540,"('bitt', 'antrag', 'mind', 'abzulehn', 'mehrheit')",14
541,"('parlamentar', 'initiativ', 'zisyadis', 'folg', 'geb')",14
542,"('bitt', 'deshalb', 'mind', 'ii', 'unterstutz')",14
543,"('wer', 'spat', 'kommt', 'bestraft', 'leb')",14
544,"('deshalb', 'beantragt', 'bundesrat', 'motion', 'abzulehn')",14
545,"('rund', 'million', 'frank', 'million', 'frank')",14
546,"('million', 'frank', 'insgesamt', 'million', 'frank')",14
547,"('mocht', 'darauf', 'hinweis', 'artikel', 'absatz')",14
548,"('antrag', 'mind', 'baad', 'caspar', 'abzulehn')",14
549,"('bitt', 'deshalb', 'antrag', 'mind', 'unterstutz')",14
550,"('nam', 'grun', 'fraktion', 'antrag', 'mind')",14
551,"('svpfraktion', 'teilt', 'antrag', 'mehrheit', 'unterstutzt')",14
552,"('initiativ', 'folg', 'geb', 'folgend', 'grund')",14
553,"('million', 'frank', 'umsatzerlos', 'million', 'frank')",14
554,"('empfiehlt', 'parlamentar', 'initiativ', 'folg', 'geb')",14
555,"('grund', 'parlamentar', 'initiativ', 'folg', 'geb')",14
556,"('mocht', 'deshalb', 'bitt', 'antrag', 'mind')",14
557,"('kommission', 'beantragt', 'standesinitiativ', 'folg', 'geb')",14
558,"('grun', 'fraktion', 'teilt', 'antrag', 'mehrheit')",14
559,"('erhalt', 'kommission', 'beantragt', 'gegenstimm', 'motion')",14
560,"('abkomm', 'schweiz', 'eu', 'assoziier', 'scheng')",14
561,"('schweiz', 'eu', 'assoziier', 'scheng', 'dublin')",14
562,"('zusatz', 'million', 'frank', 'pro', 'jahr')",14
563,"('enthalt', 'motion', 'anzunehm', 'bundesrat', 'beantragt')",14
564,"('rund', 'milliard', 'frank', 'milliard', 'frank')",14
565,"('gemass', 'artikel', 'absatz', 'litera', 'a')",14
566,"('beim', 'antrag', 'mind', 'ii', 'geht')",14
567,"('mocht', 'zuhand', 'amtlich', 'bulletin', 'festhalt')",14
568,"('nam', 'kommissionsmehr', 'bitt', 'vorlag', 'einzutret')",14
569,"('bitt', 'nam', 'fdpliberal', 'fraktion', 'vorlag')",14
570,"('bitt', 'nam', 'spfraktion', 'mehrheit', 'folg')",14
571,"('masslos', 'bau', 'umwelt', 'landschaftsbelast', 'anlag')",14
572,"('million', 'frank', 'davon', 'million', 'frank')",14
573,"('fdpliberal', 'fraktion', 'unterstutz', 'antrag', 'mehrheit')",14
574,"('lasst', 'ausricht', 'antrag', 'mehrheit', 'unterstutzt')",14
575,"('mind', 'i', 'artikel', 'absatz', 'buchstab')",14
576,"('beantragt', 'stimm', 'motion', 'abzulehn', 'bundesrat')",14
577,"('bundesgesetz', 'betreff', 'aufsicht', 'sozial', 'krankenversicher')",14
578,"('cest', 'la', 'raison', 'pour', 'laquell')",14
579,"('aussprech', 'bitt', 'besuch', 'tribun', 'erheb')",14
580,"('bitt', 'nam', 'bundesrat', 'vorlag', 'einzutret')",14
581,"('ehrenamt', 'tatig', 'minderjahr', 'abhang', 'auszuub')",14
582,"('stark', 'volk', 'wohl', 'schwach', 'misst')",14
583,"('regelmass', 'person', 'bezieh', 'beid', 'elternteil')",14
584,"('minderheitsantrag', 'artikel', 'absatz', 'buchstab', 'a')",14
585,"('halb', 'milliard', 'frank', 'pro', 'jahr')",14
586,"('parlamentar', 'initiativ', 'gysin', 'han', 'rudolf')",14
587,"('million', 'frank', 'kanton', 'million', 'frank')",14
588,"('milliard', 'frank', 'ausgab', 'milliard', 'frank')",14
589,"('vereinfach', 'nachbesteuer', 'erbfall', 'einfuhr', 'straflos')",14
590,"('gewahr', 'burgschaft', 'zinskostenbeitrag', 'berggebiet', 'weit')",14
591,"('burgschaft', 'zinskostenbeitrag', 'berggebiet', 'weit', 'landlich')",14
592,"('zinskostenbeitrag', 'berggebiet', 'weit', 'landlich', 'raum')",14
593,"('korp', 'psychisch', 'sexuell', 'integritat', 'kind')",14
594,"('psychisch', 'sexuell', 'integritat', 'kind', 'gefahrdet')",14
595,"('vorlag', 'einzutret', 'antrag', 'kommission', 'folg')",13
596,"('erklar', 'sitzung', 'vereinigt', 'bundesversamml', 'eroffnet')",13
597,"('kommission', 'beantragt', 'stimm', 'enthalt', 'zustimm')",13
598,"('wichtig', 'rechtsetz', 'bestimm', 'form', 'bundesgesetz')",13
599,"('rechtsetz', 'bestimm', 'form', 'bundesgesetz', 'erlass')",13
600,"('artikel', 'artikel', 'absatz', 'artikel', 'absatz')",13
601,"('ausgab', 'einnahm', 'dau', 'gleichgewicht', 'halt')",13
602,"('bitt', 'nam', 'fdpfraktion', 'antrag', 'mind')",13
603,"('swiss', 'cod', 'of', 'best', 'practic')",13
604,"('antrag', 'mind', 'abzulehn', 'mehrheit', 'zuzustimm')",13
605,"('drittel', 'bund', 'zwei', 'drittel', 'kanton')",13
606,"('deshalb', 'bitt', 'antrag', 'mind', 'i')",13
607,"('rechtlich', 'tatsach', 'gleichstell', 'mann', 'frau')",13
608,"('grun', 'fraktion', 'unterstutzt', 'antrag', 'mehrheit')",13
609,"('pro', 'lit', 'benzin', 'rapp', 'pro')",13
610,"('lit', 'benzin', 'rapp', 'pro', 'lit')",13
611,"('dan', 'le', 'cadr', 'de', 'la')",13
612,"('nament', 'linder', 'not', 'armut', 'welt')",13
613,"('pro', 'jahr', 'etwa', 'million', 'frank')",13
614,"('mocht', 'zuerst', 'interessenbind', 'off', 'leg')",13
615,"('de', 'la', 'commission', 'de', 'la')",13
616,"('bitt', 'nam', 'fdpfraktion', 'mehrheit', 'zuzustimm')",13
617,"('wurd', 'kommission', 'stimm', 'enthalt', 'angenomm')",13
618,"('gesamtschau', 'weit', 'entwickl', 'postwes', 'schweiz')",13
619,"('bundesgesetz', 'schutz', 'kulturgut', 'bewaffnet', 'konflikt')",13
620,"('folg', 'beim', 'geltend', 'recht', 'bleib')",13
621,"('antrag', 'mind', 'leutenegg', 'oberholz', 'artikel')",13
622,"('million', 'frank', 'bilanzsumm', 'million', 'frank')",13
623,"('gesellschaft', 'der', 'akti', 'bors', 'kotiert')",13
624,"('anzunehm', 'bundesrat', 'beantragt', 'ablehn', 'motion')",13
625,"('artikel', 'absatz', 'buchstab', 'd', 'artikel')",13
626,"('sowohl', 'artikel', 'absatz', 'artikel', 'absatz')",13
627,"('million', 'frank', 'gemass', 'entwurf', 'bundesrat')",13
628,"('nam', 'kommissionsmehr', 'parlamentar', 'initiativ', 'folg')",13
629,"('mocht', 'bitt', 'initiativ', 'folg', 'geb')",13
630,"('fdpfraktion', 'teilt', 'antrag', 'mehrheit', 'zustimmt')",13
631,"('institution', 'forder', 'einglieder', 'invalid', 'person')",13
632,"('kommission', 'stimm', 'enthalt', 'vorlag', 'eingetret')",13
633,"('nutzt', 's', 'nut', 'schadt', 's')",13
634,"('s', 'nut', 'schadt', 's', 'nut')",13
635,"('wichtig', 'rechtsetz', 'bestimm', 'enthalt', 'der')",13
636,"('rechtsetz', 'bestimm', 'enthalt', 'der', 'umsetz')",13
637,"('artikel', 'absatz', 'buchstab', 'c', 'bundesverfass')",13
638,"('bilateral', 'abkomm', 'schweiz', 'eu', 'assoziier')",13
639,"('volksinitiativ', 'vernunft', 'hanfpolit', 'wirksam', 'jugendschutz')",13
640,"('mocht', 'bitt', 'antrag', 'mind', 'zuzustimm')",13
641,"('initiativ', 'volk', 'stand', 'annahm', 'empfehl')",13
642,"('antrag', 'mehrheit', 'unterstutz', 'antrag', 'mind')",13
643,"('initiativ', 'stimm', 'enthalt', 'folg', 'gegeb')",13
644,"('parlamentar', 'initiativ', 'folg', 'geb', 'folgend')",13
645,"('sinn', 'bitt', 'parlamentar', 'initiativ', 'folg')",13
646,"('nam', 'grun', 'fraktion', 'vorlag', 'einzutret')",13
647,"('bitt', 'nam', 'fdpliberal', 'fraktion', 'antrag')",13
648,"('empfiehlt', 'stimm', 'enthalt', 'vorlag', 'einzutret')",13
649,"('empfiehlt', 'stimm', 'initiativ', 'folg', 'geb')",13
650,"('bitt', 'nam', 'mind', 'motion', 'abzulehn')",13
651,"('stimm', 'motion', 'abzulehn', 'bundesrat', 'beantragt')",13
652,"('empfiehlt', 'stimm', 'enthalt', 'parlamentar', 'initiativ')",13
653,"('kommission', 'stimm', 'enthalt', 'abgelehnt', 'bitt')",13
654,"('bundesrat', 'beantragt', 'ablehn', 'motion', 'kommission')",13
655,"('antrag', 'mind', 'rickli', 'natali', 'abzulehn')",13
656,"('transparency', 'and', 'exchang', 'of', 'information')",13
657,"('antrag', 'mind', 'kien', 'nell', 'abzulehn')",13
658,"('bitt', 'antrag', 'mind', 'iii', 'abzulehn')",13
659,"('entscheid', 'kommission', 'fiel', 'stimm', 'enthalt')",13
660,"('nationalrat', 'motion', 'septemb', 'stimm', 'enthalt')",13
661,"('mach', 'darauf', 'aufmerksam', 'zettel', 'platz')",13
662,"('darauf', 'aufmerksam', 'zettel', 'platz', 'abgegeb')",13
663,"('war', 'buro', 'beantragt', 'wahl', 'herrn')",13
664,"('fond', 'inn', 'sich', 'bereich', 'aussengrenz')",13
665,"('oberst', 'leitend', 'vollzieh', 'behord', 'bund')",13
666,"('kommission', 'sozial', 'sich', 'gesund', 'standerat')",13
667,"('betrag', 'million', 'frank', 'pro', 'jahr')",13
668,"('schweiz', 'attraktiv', 'werk', 'denk', 'schaffensplatz')",13
669,"('million', 'frank', 'million', 'frank', 'kurz')",13
670,"('unterstutz', 'zivil', 'behord', 'beim', 'schutz')",13
671,"('zivil', 'behord', 'beim', 'schutz', 'ausland')",13
672,"('behord', 'beim', 'schutz', 'ausland', 'vertret')",13
673,"('anwend', 'polizei', 'zwang', 'polizei', 'massnahm')",13
674,"('bundesbeschluss', 'ii', 'entnahm', 'fond', 'eisenbahngrossprojekt')",13
675,"('nachtrag', 'i', 'voranschlag', 'sitzung', 'mai')",13
676,"('position', 'sozialhilf', 'asylsuch', 'vorlauf', 'aufgenomm')",13
677,"('validi', 'antrag', 'gestellt', 'wahl', 'somit')",12
678,"('artikel', 'absatz', 'litera', 'c', 'artikel')",12
679,"('nam', 'svpfraktion', 'bitt', 'antrag', 'mind')",12
680,"('cvpfraktion', 'lasst', 'mitteil', 'mehrheit', 'unterstutzt')",12
681,"('frank', 'jahr', 'milliard', 'frank', 'jahr')",12
682,"('bilateral', 'abkomm', 'schweiz', 'europa', 'union')",12
683,"('la', 'proposition', 'de', 'la', 'majorité')",12
684,"('bitt', 'deshalb', 'nam', 'spfraktion', 'antrag')",12
685,"('bitt', 'parlamentar', 'initiativ', 'erst', 'phas')",12
686,"('artikel', 'absatz', 'artikel', 'artikel', 'absatz')",12
687,"('initiativ', 'gesichert', 'ahv', 'energi', 'statt')",12
688,"('kommission', 'beantragt', 'einstimm', 'bundesbeschluss', 'zuzustimm')",12
689,"('beantrag', 'nam', 'kommission', 'vorlag', 'einzutret')",12
690,"('volkswirtschaft', 'sozial', 'schadlich', 'auswirk', 'kartell')",12
691,"('deshalb', 'beantragt', 'kommission', 'stimm', 'enthalt')",12
692,"('bitt', 'deshalb', 'antrag', 'mehrheit', 'kommission')",12
693,"('artikel', 'absatz', 'bzw', 'artikel', 'absatz')",12
694,"('nam', 'kommission', 'bitt', 'mehrheit', 'folg')",12
695,"('betrifft', 'artikel', 'absatz', 'buchstab', 'b')",12
696,"('artikel', 'absatz', 'buchstab', 'c', 'absatz')",12
697,"('million', 'frank', 'plus', 'million', 'frank')",12
698,"('bitt', 'nam', 'einstimm', 'kommission', 'vorlag')",12
699,"('rapp', 'pro', 'lit', 'benzin', 'rapp')",12
700,"('artikel', 'absatz', 'buchstab', 'a', 'e')",12
701,"('bundesgesetz', 'massnahm', 'zivil', 'friedensforder', 'starkung')",12
702,"('beantragt', 'einstimm', 'bericht', 'kenntnis', 'nehm')",12
703,"('volk', 'stand', 'initiativ', 'ablehn', 'empfehl')",12
704,"('bitt', 'vorlag', 'einzutret', 'antrag', 'mehrheit')",12
705,"('deshalb', 'antrag', 'mind', 'ii', 'zuzustimm')",12
706,"('ersuch', 'ratsmitglied', 'besuch', 'tribun', 'erheb')",12
707,"('erklart', 'beschluss', 'amtsblatt', 'kanton', 'zurich')",12
708,"('nationalratsmandat', 'besteht', 'buro', 'beantragt', 'wahl')",12
709,"('artikel', 'absatz', 'buchstab', 'a', 'd')",12
710,"('kommission', 'beantragt', 'gegenstimm', 'motion', 'anzunehm')",12
711,"('antrag', 'mind', 'leutenegg', 'oberholz', 'zuzustimm')",12
712,"('kommission', 'beantragt', 'motion', 'anzunehm', 'bundesrat')",12
713,"('bitt', 'deshalb', 'nam', 'mehrheit', 'kommission')",12
714,"('bitt', 'geb', 'parlamentar', 'initiativ', 'folg')",12
715,"('parlamentar', 'initiativ', 'jod', 'folg', 'geb')",12
716,"('beantragt', 'stimm', 'enthalt', 'annahm', 'motion')",12
717,"('bundesgesetz', 'institution', 'forder', 'einglieder', 'invalid')",12
718,"('einspar', 'million', 'frank', 'pro', 'jahr')",12
719,"('fdpfraktion', 'svpfraktion', 'teil', 'antrag', 'mehrheit')",12
720,"('mann', 'frau', 'anspruch', 'gleich', 'lohn')",12
721,"('frau', 'anspruch', 'gleich', 'lohn', 'gleichwert')",12
722,"('deshalb', 'antrag', 'mind', 'i', 'unterstutz')",12
723,"('ratssaal', 'tret', 'ersuch', 'ratsmitglied', 'sowi')",12
724,"('beitritt', 'organisation', 'kollektiv', 'sich', 'supranational')",12
725,"('organisation', 'kollektiv', 'sich', 'supranational', 'gemeinschaft')",12
726,"('kommissionsmehr', 'beantragt', 'entscheid', 'fiel', 'stimm')",12
727,"('bitt', 'vorlag', 'einzutret', 'mehrheit', 'folg')",12
728,"('pro', 'jahr', 'rund', 'milliard', 'frank')",12
729,"('offentlichrecht', 'anstalt', 'bund', 'eig', 'rechtsperson')",12
730,"('massgeb', 'eig', 'ressourc', 'kanton', 'pro')",12
731,"('einwohn', 'mindest', 'prozent', 'schweizer', 'durchschnitt')",12
732,"('svpfraktion', 'teilt', 'antrag', 'mehrheit', 'unterstutz')",12
733,"('erst', 'differenz', 'betrifft', 'artikel', 'absatz')",12
734,"('nam', 'mehrheit', 'kommission', 'vorlag', 'einzutret')",12
735,"('bitt', 'deshalb', 'nam', 'spfraktion', 'mind')",12
736,"('grund', 'bitt', 'parlamentar', 'initiativ', 'folg')",12
737,"('mehrheit', 'parlamentar', 'initiativ', 'folg', 'geb')",12
738,"('kommission', 'beantragt', 'stimm', 'vorlag', 'einzutret')",12
739,"('kommission', 'empfiehlt', 'stimm', 'enthalt', 'minderheitsantrag')",12
740,"('bundesrat', 'beantragt', 'annahm', 'motion', 'standerat')",12
741,"('initiativ', 'folg', 'geb', 'mehrheit', 'kommission')",12
742,"('verordn', 'beruf', 'alt', 'hinterlass', 'invalidenvorsorg')",12
743,"('absatz', 'verordn', 'bundesversamml', 'redaktionskommission', 'erheb')",12
744,"('verordn', 'bundesversamml', 'redaktionskommission', 'erheb', 'textander')",12
745,"('fraktion', 'cvpevpglpfraktion', 'unterstutz', 'antrag', 'mehrheit')",12
746,"('polizei', 'feuerwehr', 'gesundheitswes', 'technisch', 'betrieb')",12
747,"('feuerwehr', 'gesundheitswes', 'technisch', 'betrieb', 'zivilschutz')",12
748,"('parlamentar', 'initiativ', 'folg', 'geb', 'bitt')",12
749,"('nam', 'mehrheit', 'kommission', 'initiativ', 'folg')",12
750,"('stimm', 'enthalt', 'abgelehnt', 'bitt', 'mehrheit')",12
751,"('folg', 'antrag', 'mind', 'i', 'abzulehn')",12
752,"('heutig', 'sitzung', 'eingelad', 'word', 'stell')",12
