,Phrase,qui
502,"('verwaltungsrat', 'ubs')",1.4042595791285114e-05
503,"('gesetz', 'vorgeseh')",1.3977919412775477e-05
504,"('kundinn', 'kund')",1.3977919412775477e-05
505,"('richterinn', 'richt')",1.3895098727513581e-05
506,"('burg', 'partei')",1.3806838118332104e-05
507,"('frank', 'einspar')",1.3805391452477106e-05
508,"('exponiert', 'person')",1.3517202455634198e-05
509,"('la', 'confédération')",1.3517202455634198e-05
510,"('besteht', 'gefahr')",1.3482761584695343e-05
511,"('offent', 'hand')",1.3133444060376579e-05
512,"('geld', 'verteil')",1.3077748510633544e-05
513,"('vorlieg', 'volksinitiativ')",1.3077748510633544e-05
514,"('behandeln', 'lass')",1.2992214581827905e-05
515,"('erschopf', 'gelt')",1.2992214581827905e-05
516,"('famili', 'beruf')",1.2992214581827905e-05
517,"('pflicht', 'erstell')",1.2992214581827905e-05
518,"('einzutret', 'zuzustimm')",1.2984120860960139e-05
519,"('absolut', 'notwend')",1.2703399393939164e-05
520,"('auftrag', 'erfull')",1.2703399393939164e-05
521,"('volkerrecht', 'vertrag')",1.2657140954922133e-05
522,"('bzw', 'prozent')",1.2632665586156364e-05
523,"('international', 'ubereinkomm')",1.2632665586156364e-05
524,"('stiftung', 'pro')",1.2554545247237135e-05
525,"('ausserordent', 'kundig')",1.2497228025140452e-05
526,"('einkomm', 'vermog')",1.2497228025140452e-05
527,"('polit', 'exponiert')",1.2497228025140452e-05
528,"('relativ', 'method')",1.2497228025140452e-05
529,"('schenk', 'silvia')",1.2497228025140452e-05
530,"('vorzeit', 'pensionier')",1.2497228025140452e-05
531,"('qualitativ', 'hochsteh')",1.2487504252602202e-05
532,"('hansrudolf', 'merz')",1.2226602159415273e-05
533,"('mehrheit', 'buros')",1.2226602159415273e-05
534,"('technisch', 'handelshemmnis')",1.2099567921134449e-05
535,"('vorlieg', 'gesetz')",1.19881989168953e-05
536,"('klar', 'verhaltnis')",1.194497901815709e-05
537,"('meinung', 'motion')",1.194497901815709e-05
538,"('million', 'einwohn')",1.194497901815709e-05
539,"('ort', 'quartierub')",1.194497901815709e-05
540,"('volkerrecht', 'landesrecht')",1.194497901815709e-05
541,"('vollig', 'frei')",1.194497901815709e-05
542,"('wettbewerb', 'hochschul')",1.194497901815709e-05
543,"('zustand', 'bund')",1.194497901815709e-05
544,"('energi', 'schweiz')",1.1944011904857387e-05
545,"('gesetz', 'kraft')",1.1944011904857387e-05
546,"('inhalt', 'grund')",1.1944011904857387e-05
547,"('mind', 'bind')",1.1944011904857387e-05
548,"('produkt', 'staatlich')",1.1944011904857387e-05
549,"('wichtig', 'sag')",1.1944011904857387e-05
550,"('too', 'big')",1.1857511828434011e-05
551,"('kanton', 'basellandschaft')",1.1827312869567502e-05
552,"('meist', 'fall')",1.1673294516511493e-05
553,"('elt', 'kind')",1.1607518430847752e-05
554,"('gentechn', 'verandert')",1.1607518430847752e-05
555,"('rahmenbeding', 'schaff')",1.1607518430847752e-05
556,"('kommend', 'generation')",1.1521386746917896e-05
557,"('kanton', 'glarus')",1.1495760067377945e-05
558,"('landesindex', 'konsumentenpreis')",1.1495760067377945e-05
559,"('datenschutz', 'offentlichkeitsbeauftragt')",1.1482448216329821e-05
560,"('hofmann', 'han')",1.1482448216329821e-05
561,"('initiativ', 'hofmann')",1.1482448216329821e-05
562,"('psychisch', 'krankheit')",1.1482448216329821e-05
563,"('sur', 'le')",1.1482448216329821e-05
564,"('vorlieg', 'minderheitsantrag')",1.1482448216329821e-05
565,"('frag', 'gestellt')",1.1468333611681313e-05
566,"('doppelt', 'strafbar')",1.1460560154059273e-05
567,"('big', 'to')",1.1233494782033631e-05
568,"('wohneigentum', 'erwerb')",1.121466073182106e-05
569,"('zivil', 'nachrichtendien')",1.121466073182106e-05
570,"('fall', 'tinn')",1.115124442948118e-05
571,"('initiativ', 'ungult')",1.115124442948118e-05
572,"('familienerganz', 'kinderbetreu')",1.1150067209681888e-05
573,"('aufheb', 'immunitat')",1.1101550381100605e-05
574,"('direkt', 'gegenentwurf')",1.1039962404435344e-05
575,"('rumani', 'bulgari')",1.1009290068813354e-05
576,"('antrag', 'herrn')",1.0898454081568573e-05
577,"('ablehn', 'haltung')",1.0815464377515224e-05
578,"('kind', 'fremdbetreu')",1.0815464377515224e-05
579,"('kurt', 'furgl')",1.0815464377515224e-05
580,"('schweiz', 'wald')",1.0815464377515224e-05
581,"('weiblich', 'genitalverstummel')",1.0815464377515224e-05
582,"('kredit', 'million')",1.078933114364722e-05
583,"('kraft', 'tret')",1.0736254804792004e-05
584,"('griffig', 'massnahm')",1.063417002680029e-05
585,"('ordent', 'revision')",1.0531450761140697e-05
586,"('bitt', 'volksinitiativ')",1.0518893913517193e-05
587,"('erwahnt', 'grund')",1.0518893913517193e-05
588,"('fritz', 'schiess')",1.0518893913517193e-05
589,"('meinung', 'falsch')",1.0518893913517193e-05
590,"('samtlich', 'minderheitsantrag')",1.0518893913517193e-05
591,"('stellung', 'bezieh')",1.0518893913517193e-05
592,"('zivil', 'behord')",1.0507847527166291e-05
593,"('à', 'la')",1.0485580048087984e-05
594,"('deutschland', 'osterreich')",1.0473779309452707e-05
595,"('geburtstag', 'gratuli')",1.0473779309452707e-05
596,"('genau', 'angeschaut')",1.0473779309452707e-05
597,"('kantonal', 'reserv')",1.0473779309452707e-05
598,"('obergrenz', 'frank')",1.0473779309452707e-05
599,"('rechtsfrag', 'beantragt')",1.0473779309452707e-05
600,"('million', 'frank')",0.00023173080554419903
601,"('elt', 'sorg')",0.00015420411890458915
602,"('gemeinsam', 'elt')",9.43295702216422e-05
603,"('milliard', 'frank')",9.320515025453508e-05
604,"('bitt', 'dringend')",7.320709372474275e-05
605,"('konsumentinn', 'konsument')",7.078550329602051e-05
606,"('weiterentwickl', 'arme')",6.539375066226195e-05
607,"('angehor', 'arme')",6.399446795155306e-05
608,"('einburgerungsgesuch', 'stell')",5.7558962974740076e-05
609,"('verurteilt', 'person')",5.0512011849814946e-05
610,"('mehrheit', 'kommission')",5.016699402793405e-05
611,"('direkt', 'gegenentwurf')",4.9576006203185854e-05
612,"('kommission', 'rechtsfrag')",4.907042844587731e-05
613,"('arbeitnehmerinn', 'arbeitnehm')",4.498271905274613e-05
614,"('unternehmenssteuerreform', 'ii')",4.422044447355601e-05
615,"('anlegerinn', 'anleg')",4.369057648256717e-05
616,"('patientinn', 'patient')",4.015792184232255e-05
617,"('vorlauf', 'anwend')",3.966715474642472e-05
618,"('frank', 'pro')",3.882151213549757e-05
619,"('initiantinn', 'initiant')",3.6770137115628505e-05
620,"('staatspolit', 'kommission')",3.624607165885594e-05
621,"('offent', 'krankenkass')",3.468975781575218e-05
622,"('kommission', 'unterstutz')",3.436481419984549e-05
623,"('lex', 'koll')",3.35296555886646e-05
624,"('staatlich', 'eingriff')",3.2431515753327404e-05
625,"('aggressiv', 'werbung')",3.115316752295872e-05
626,"('offent', 'interess')",3.0822297505155864e-05
627,"('sicherheitspolit', 'bericht')",3.062065289751104e-05
628,"('steuerzahlerinn', 'steuerzahl')",3.0351643755880988e-05
629,"('al', 'kaida')",2.9392300998630903e-05
630,"('zivil', 'behord')",2.9028649345244374e-05
631,"('sozial', 'wohlfahrt')",2.8324385372623998e-05
632,"('this', 'jenny')",2.8039417877514e-05
633,"('beschuldigt', 'person')",2.799168248843165e-05
634,"('betroff', 'person')",2.770535795329989e-05
635,"('klar', 'meinung')",2.759941944658034e-05
636,"('unabhang', 'kontrollinstanz')",2.7457813829055207e-05
637,"('plus', 'prozent')",2.6688292714392238e-05
638,"('zustand', 'behord')",2.5987958429086363e-05
639,"('vorlauf', 'aufgenomm')",2.5778511720057752e-05
640,"('flankier', 'massnahm')",2.4674875360519213e-05
641,"('kanton', 'schwyz')",2.4392047937722242e-05
642,"('europa', 'union')",2.3982897126839198e-05
643,"('kanton', 'st')",2.3452118772826957e-05
644,"('mittl', 'einkomm')",2.317743409156528e-05
645,"('dringend', 'notwend')",2.316581250348949e-05
646,"('olymp', 'winterspiel')",2.2647754157668984e-05
647,"('vorlieg', 'botschaft')",2.2647754157668984e-05
648,"('voraussetz', 'erfullt')",2.2628644461395332e-05
649,"('einheit', 'materi')",2.248988140797149e-05
650,"('auftrag', 'erfull')",2.2111376929284526e-05
651,"('bedingt', 'geldstraf')",2.181212599110435e-05
652,"('chef', 'vbs')",2.176724512538432e-05
653,"('rechnung', 'trag')",2.150370236334301e-05
654,"('konkret', 'fall')",2.149178615403239e-05
655,"('verordn', 'bundesversamml')",2.1080910207360558e-05
656,"('wichtig', 'schritt')",2.0999021399600408e-05
657,"('pro', 'kopf')",2.0500484042763716e-05
658,"('gesetz', 'mindestlohn')",2.01301669505614e-05
659,"('kind', 'arbeit')",1.9918187289991355e-05
660,"('st', 'gall')",1.94722774471102e-05
661,"('fisch', 'roland')",1.8954987753989514e-05
662,"('unentgelt', 'rechtspfleg')",1.8936099204762385e-05
663,"('jung', 'leut')",1.881137990644916e-05
664,"('kind', 'jugend')",1.8790918526207288e-05
665,"('zusatz', 'bericht')",1.8768584239910825e-05
666,"('schutz', 'privatsphar')",1.8766389212852868e-05
667,"('bisher', 'beschluss')",1.863320120292016e-05
668,"('foderalist', 'syst')",1.863320120292016e-05
669,"('schweiz', 'wald')",1.863320120292016e-05
670,"('mark', 'schweiz')",1.853678332296354e-05
671,"('bedenk', 'geb')",1.8457085470066157e-05
672,"('hoh', 'million')",1.7889127845559064e-05
673,"('einzutret', 'zuzustimm')",1.7701550019889638e-05
674,"('arme', 'arme')",1.7666561620431093e-05
675,"('bezieh', 'ausland')",1.7666561620431093e-05
676,"('rapp', 'pro')",1.76263782330814e-05
677,"('organisation', 'arme')",1.7408765939532614e-05
678,"('produzier', 'landwirtschaft')",1.7408765939532614e-05
679,"('freien', 'markt')",1.7302916790172053e-05
680,"('steu', 'abgab')",1.7302916790172053e-05
681,"('aeschi', 'thomas')",1.7270739541207047e-05
682,"('schien', 'strass')",1.7217384727198058e-05
683,"('gesetz', 'grundlag')",1.697906381974715e-05
684,"('gemeinnutz', 'arbeit')",1.6943219216539866e-05
685,"('absolut', 'verjahrungsfrist')",1.6836444947691758e-05
686,"('international', 'organisation')",1.6622402574467324e-05
687,"('frank', 'million')",1.6618127304779327e-05
688,"('gesetz', 'verankert')",1.6607603157993615e-05
689,"('denk', 'wichtig')",1.659661196982807e-05
690,"('hausarztinn', 'hausarzt')",1.6304455918361066e-05
691,"('mind', 'folg')",1.6301794051845434e-05
692,"('jugend', 'sport')",1.6171139157499785e-05
693,"('schweiz', 'bevolker')",1.6154473363489938e-05
694,"('einspar', 'million')",1.6051064348219776e-05
695,"('privat', 'medi')",1.6051064348219776e-05
696,"('pflegend', 'angehor')",1.6026925827461027e-05
697,"('betroff', 'unternehm')",1.5557570470343294e-05
698,"('gesetz', 'verank')",1.5542500092165125e-05
699,"('jung', 'frau')",1.5542500092165125e-05
700,"('schweiz', 'gebor')",1.5542500092165125e-05
701,"('kanton', 'jura')",1.547778825865696e-05
702,"('geltend', 'praxis')",1.5309580414168667e-05
703,"('stark', 'schwachverarbeitet')",1.521803338599993e-05
704,"('unbegleitet', 'minderjahr')",1.521803338599993e-05
705,"('mind', 'knecht')",1.515518517957122e-05
706,"('frank', 'erhalt')",1.4840056574759489e-05
707,"('volksinitiativ', 'masseneinwander')",1.4840056574759489e-05
708,"('arbeitsplatz', 'schaff')",1.4835631730974685e-05
709,"('rickli', 'natali')",1.4824921252778348e-05
710,"('betracht', 'stell')",1.4695932421565964e-05
711,"('kmu', 'gewerb')",1.4695932421565964e-05
712,"('nutz', 'bring')",1.4695932421565964e-05
713,"('philipp', 'hildebrand')",1.4695932421565964e-05
714,"('zusatz', 'regulier')",1.4695932421565964e-05
715,"('bitt', 'minderheitsantrag')",1.4666042900718229e-05
716,"('kraft', 'getret')",1.4661103967832127e-05
717,"('eidgenoss', 'alkoholverwalt')",1.4658377037954864e-05
718,"('kriminell', 'ausland')",1.4658377037954864e-05
719,"('pro', 'lit')",1.4658377037954864e-05
720,"('souveran', 'staat')",1.4658377037954864e-05
721,"('syst', 'funktioniert')",1.4658377037954864e-05
722,"('hoh', 'kost')",1.4541066063787258e-05
723,"('mehrheit', 'wak')",1.4463968045340655e-05
724,"('dringlich', 'ander')",1.4409852843408511e-05
725,"('privat', 'sicherheitsdienstleist')",1.4409852843408511e-05
726,"('schwachverarbeitet', 'lebensmitteln')",1.4409852843408511e-05
727,"('burg', 'mehrheit')",1.4390807099852276e-05
728,"('erfolgreich', 'integration')",1.4390807099852276e-05
729,"('pro', 'kilowattstund')",1.4347744566238627e-05
730,"('wesent', 'hoh')",1.4347744566238627e-05
731,"('sinn', 'bitt')",1.4265983767795194e-05
732,"('mind', 'rickli')",1.4214783544430988e-05
733,"('genau', 'frag')",1.4029164761408609e-05
734,"('einfach', 'klar')",1.3888508761207181e-05
735,"('eidgenoss', 'finanzkontroll')",1.3766560857212772e-05
736,"('schweiz', 'burgerrecht')",1.375893097912778e-05
737,"('automat', 'informationsaustausch')",1.3755297146171246e-05
738,"('motion', 'verlangt')",1.3687431737725118e-05
739,"('working', 'poor')",1.360248565218784e-05
740,"('islam', 'staat')",1.356651597438692e-05
741,"('de', 'la')",1.355956895901934e-05
742,"('kommissionsmehr', 'unterstutz')",1.3541455241491119e-05
743,"('erinner', 'ruf')",1.3502459086184175e-05
744,"('arme', 'xxi')",1.3346124239027561e-05
745,"('attraktivitat', 'schweiz')",1.3346124239027561e-05
746,"('volksinitiativ', 'padophil')",1.3346124239027561e-05
747,"('ausserdienststell', 'rustungsgut')",1.334396248611958e-05
748,"('zentral', 'ausgleichsstell')",1.334396248611958e-05
749,"('hoh', 'berufsbild')",1.327717698907417e-05
750,"('kanton', 'waadt')",1.327717698907417e-05
751,"('offent', 'raum')",1.327717698907417e-05
752,"('heutig', 'praxis')",1.311924634776118e-05
753,"('schweiz', 'unternehm')",1.3101564087250646e-05
754,"('eidgenoss', 'zollverwalt')",1.3081972370752545e-05
755,"('servic', 'public')",1.2980674247743605e-05
756,"('rechtlich', 'grundlag')",1.2973597462210718e-05
757,"('schweizer', 'nationalbank')",1.2937541070440691e-05
758,"('losung', 'gefund')",1.290106023427648e-05
759,"('auslanderinn', 'ausland')",1.2886391149671284e-05
760,"('mind', 'glattli')",1.281268510550232e-05
761,"('person', 'bezieh')",1.281268510550232e-05
762,"('wichtig', 'argument')",1.281268510550232e-05
763,"('wichtig', 'interess')",1.2796053555340315e-05
764,"('gesetz', 'verordn')",1.2689530845213471e-05
765,"('nam', 'kommissionsmind')",1.2689530845213471e-05
766,"('prozent', 'kost')",1.2689530845213471e-05
767,"('schwer', 'verbrech')",1.260000144081769e-05
768,"('kommissionsmehr', 'folg')",1.2582529295155e-05
769,"('ausserordent', 'lag')",1.257859452147241e-05
770,"('kantonal', 'kommunal')",1.2530021391004714e-05
771,"('schweiz', 'holz')",1.251075374952142e-05
772,"('radio', 'fernseh')",1.2490265386908405e-05
773,"('tur', 'tor')",1.2333148694377365e-05
774,"('bezieh', 'schweiz')",1.2304326020113815e-05
775,"('kost', 'verursacht')",1.2304326020113815e-05
776,"('parlamentar', 'versamml')",1.2304326020113815e-05
777,"('pro', 'person')",1.2304326020113815e-05
778,"('direkt', 'gegenvorschlag')",1.2303747170605467e-05
779,"('zeich', 'setz')",1.2206501115684975e-05
780,"('sommaruga', 'carlo')",1.218073225833584e-05
781,"('costa', 'rica')",1.2042329527595707e-05
782,"('eindring', 'computersystem')",1.2042329527595707e-05
783,"('parlament', 'volk')",1.2042329527595707e-05
784,"('parlamentar', 'verwaltungskontroll')",1.2042329527595707e-05
785,"('per', 'saldo')",1.2042329527595707e-05
786,"('electronic', 'monitoring')",1.2036946509619086e-05
787,"('dreh', 'wend')",1.1995944310614927e-05
788,"('fass', 'bod')",1.1995944310614927e-05
789,"('fuhrungsnetz', 'schweiz')",1.1995944310614927e-05
790,"('kost', 'frank')",1.1995944310614927e-05
791,"('kritisch', 'hinterfrag')",1.1995944310614927e-05
792,"('landwirtschaft', 'gewerb')",1.1995944310614927e-05
793,"('leg', 'interessenbind')",1.1995944310614927e-05
794,"('nachhalt', 'innovation')",1.1995944310614927e-05
795,"('olymp', 'komite')",1.1995944310614927e-05
796,"('pet', 'malama')",1.1995944310614927e-05
797,"('rein', 'alkohol')",1.1995944310614927e-05
798,"('vorauseil', 'gehorsam')",1.1995944310614927e-05
799,"('vorlag', 'gesamtabstimm')",1.1995944310614927e-05
800,"('million', 'frank')",0.00014157865062101708
801,"('milliard', 'frank')",0.0001280132086980893
802,"('gebund', 'ausgab')",5.888578593029573e-05
803,"('de', 'la')",5.456727416134186e-05
804,"('vorlauf', 'aufnahm')",5.2575676767873524e-05
805,"('hauslich', 'gewalt')",4.756263650037293e-05
806,"('schutz', 'privatsphar')",4.496889094836613e-05
807,"('einzutret', 'zuzustimm')",4.154787711681413e-05
808,"('motion', 'verlangt')",4.086941923133363e-05
809,"('vorlauf', 'aufgenomm')",4.019270042040252e-05
810,"('konsumentinn', 'konsument')",3.844399780401923e-05
811,"('geschatzt', 'frau')",3.822378753892118e-05
812,"('kommissionsmehr', 'unterstutz')",3.812150750307628e-05
813,"('betroff', 'person')",3.684542802590984e-05
814,"('bitt', 'ebenfall')",3.2799415538388714e-05
815,"('auftrag', 'erfull')",3.2162714531642284e-05
816,"('fluchtling', 'vorlauf')",3.1920618852144056e-05
817,"('automat', 'informationsaustausch')",3.183887477331042e-05
818,"('glaub', 'wichtig')",3.158574111939644e-05
819,"('direkt', 'demokrati')",3.039616793285639e-05
820,"('sinn', 'bitt')",2.965237035068213e-05
821,"('kommission', 'unterstutz')",2.9562894876518755e-05
822,"('eingetrag', 'partnerschaft')",2.9324931292638732e-05
823,"('offent', 'interess')",2.8928380205520453e-05
824,"('entsprech', 'bitt')",2.881804007914973e-05
825,"('guterabwag', 'vorzunehm')",2.881804007914973e-05
826,"('leb', 'bedroht')",2.880792596476881e-05
827,"('europa', 'staat')",2.798921157142381e-05
828,"('patientinn', 'patient')",2.748472428516771e-05
829,"('kanton', 'schwyz')",2.7102772201921946e-05
830,"('administrativ', 'aufwand')",2.6230744836980404e-05
831,"('jung', 'leut')",2.5308968908617515e-05
832,"('arztinn', 'arzt')",2.5159388554677302e-05
833,"('offent', 'verkehr')",2.3647779659195968e-05
834,"('mind', 'folg')",2.3501463783954127e-05
835,"('bitt', 'dringend')",2.332705795935524e-05
836,"('bitt', 'motion')",2.32657865672849e-05
837,"('genet', 'untersuch')",2.3243701212972186e-05
838,"('bitt', 'mehrheit')",2.2799310721906853e-05
839,"('wahl', 'herrn')",2.2789274945369408e-05
840,"('eidgenoss', 'zollverwalt')",2.2036815407059314e-05
841,"('dan', 'le')",2.191330109581645e-05
842,"('mittl', 'einkomm')",2.1893964502709506e-05
843,"('absolut', 'zentral')",2.141980885553925e-05
844,"('sicht', 'notwend')",2.127428770371456e-05
845,"('kanton', 'aargau')",2.1200520264729183e-05
846,"('europa', 'menschenrechtskonvention')",2.1080255650492632e-05
847,"('mind', 'flach')",2.1037658839028027e-05
848,"('kurzung', 'million')",2.093292296181544e-05
849,"('rentnerinn', 'rentn')",2.0503870554857087e-05
850,"('didi', 'burkhalt')",2.0503828847943035e-05
851,"('schweiz', 'burg')",2.046127835704122e-05
852,"('gesetz', 'schreib')",2.0370484615503312e-05
853,"('strukturell', 'defizit')",2.0206104502563503e-05
854,"('bitt', 'antrag')",1.977560762958086e-05
855,"('arbeitnehmerinn', 'arbeitnehm')",1.9685833408749038e-05
856,"('national', 'aktionsplan')",1.9461965108664483e-05
857,"('zugang', 'gericht')",1.9287521333445333e-05
858,"('motion', 'ablehn')",1.9088940832584736e-05
859,"('finanzkommission', 'empfiehlt')",1.8869333788971914e-05
860,"('gewalt', 'frau')",1.8869333788971914e-05
861,"('gemeinnutz', 'zweck')",1.8657807692407817e-05
862,"('one', 'one')",1.8653512964691478e-05
863,"('vereinbar', 'famili')",1.856717247268528e-05
864,"('kommission', 'rechtsfrag')",1.820716412741713e-05
865,"('werkplatz', 'schweiz')",1.8076466160535795e-05
866,"('one', 'out')",1.7527777930737596e-05
867,"('sexuell', 'orientier')",1.7296196929015255e-05
868,"('volk', 'stand')",1.7244716946477568e-05
869,"('militardien', 'leist')",1.7182544535160933e-05
870,"('unbegleitet', 'minderjahr')",1.7060684474558703e-05
871,"('al', 'kaida')",1.6847047958005866e-05
872,"('einwohnerinn', 'einwohn')",1.6847047958005866e-05
873,"('mieterinn', 'miet')",1.6847047958005866e-05
874,"('gerichtshof', 'menschenrecht')",1.6696523005999045e-05
875,"('wichtig', 'schritt')",1.6687568657867727e-05
876,"('beantragt', 'wahl')",1.666592719687688e-05
877,"('formell', 'festzustell')",1.666592719687688e-05
878,"('global', 'forum')",1.6588422578108137e-05
879,"('initiantinn', 'initiant')",1.6487038520973246e-05
880,"('bisher', 'praxis')",1.6396130165655818e-05
881,"('risikobasiert', 'kontroll')",1.6081019460368396e-05
882,"('stuf', 'bund')",1.6066709877533687e-05
883,"('stadt', 'gemeind')",1.606403985219593e-05
884,"('aeschi', 'thomas')",1.5990706723259728e-05
885,"('schweiz', 'firm')",1.583263842773789e-05
886,"('mind', 'aeschi')",1.5671565966923612e-05
887,"('einfach', 'sag')",1.556169131697405e-05
888,"('landlich', 'raum')",1.5242143866243673e-05
889,"('kommission', 'empfiehlt')",1.5191503709518536e-05
890,"('aufgenomm', 'person')",1.5140065920848775e-05
891,"('famili', 'beruf')",1.5140065920848775e-05
892,"('eidgenoss', 'steuerverwalt')",1.5137268039891515e-05
893,"('heutig', 'rentnerinn')",1.5133497793013562e-05
894,"('institutionell', 'rahmenabkomm')",1.5050073782011347e-05
895,"('falsch', 'ansatz')",1.498297487732974e-05
896,"('international', 'bereich')",1.488728748888114e-05
897,"('schweiz', 'parlament')",1.488728748888114e-05
898,"('wirtschaftsstandort', 'schweiz')",1.4884986234636169e-05
899,"('kommission', 'entschied')",1.48809724960841e-05
900,"('rechtsprech', 'bundesgericht')",1.469739434073113e-05
901,"('schwierig', 'situation')",1.4631914437416016e-05
902,"('intensiv', 'diskutiert')",1.457275522098758e-05
903,"('einnahm', 'ausgab')",1.4558263596113975e-05
904,"('hoh', 'lohn')",1.4558263596113975e-05
905,"('international', 'standard')",1.4526116088340351e-05
906,"('direkt', 'anwendbar')",1.4324278045933166e-05
907,"('nutzerinn', 'nutz')",1.4279701162180286e-05
908,"('eidgenoss', 'finanzverwalt')",1.4251621621279004e-05
909,"('leut', 'schweiz')",1.4251621621279004e-05
910,"('erbracht', 'leistung')",1.4158515433580566e-05
911,"('gemass', 'bericht')",1.4158515433580566e-05
912,"('minderheitsantrag', 'birrerheimo')",1.4158515433580566e-05
913,"('zentral', 'ausgleichsstell')",1.4158515433580566e-05
914,"('kanton', 'unterstutz')",1.4050395082755109e-05
915,"('konzept', 'mehrheit')",1.3919669827769687e-05
916,"('hoh', 'steu')",1.3888959978431186e-05
917,"('land', 'leut')",1.3888959978431186e-05
918,"('gemischt', 'ausschuss')",1.3876976618306994e-05
919,"('vorhin', 'erwahnt')",1.3876976618306994e-05
920,"('zanetti', 'roberto')",1.3822436936219925e-05
921,"('denk', 'wichtig')",1.3812197285690305e-05
922,"('einvernehm', 'losung')",1.3809348381273568e-05
923,"('erleichtert', 'einburger')",1.3809348381273568e-05
924,"('à', 'la')",1.375030307314112e-05
925,"('entsprech', 'vorlag')",1.3550938771468123e-05
926,"('vereinigt', 'konigreich')",1.3550938771468123e-05
927,"('geehrt', 'herr')",1.3520639435741785e-05
928,"('buro', 'beantragt')",1.351281165566886e-05
929,"('erneuerbar', 'energi')",1.3505480343935744e-05
930,"('wirtschaft', 'berechtigt')",1.3428235187132824e-05
931,"('zeitversetzt', 'fernseh')",1.3428235187132824e-05
932,"('entscheid', 'gefallt')",1.3294051164753505e-05
933,"('sicherheitspolit', 'bericht')",1.3270821026278446e-05
934,"('bitt', 'kommissionsmehr')",1.3201744195980098e-05
935,"('kommissionsmind', 'unterstutz')",1.3180393168648386e-05
936,"('postulat', 'annahm')",1.3180393168648386e-05
937,"('massnahm', 'ergriff')",1.305779651471471e-05
938,"('prozent', 'reduziert')",1.303895646553752e-05
939,"('hoh', 'niveau')",1.3033990628066425e-05
940,"('lebenslang', 'tatigkeitsverbot')",1.3019978764366064e-05
941,"('genf', 'fluchtlingskonvention')",1.3000225760760886e-05
942,"('abgeandert', 'motion')",1.2856679263089388e-05
943,"('strukturell', 'reform')",1.2856679263089388e-05
944,"('administrativ', 'belast')",1.2799645998812945e-05
945,"('bleib', 'antrag')",1.2799645998812945e-05
946,"('dat', 'austausch')",1.2799645998812945e-05
947,"('eigenstand', 'steu')",1.2799645998812945e-05
948,"('burg', 'staat')",1.2764393866909246e-05
949,"('entsprech', 'losung')",1.2764393866909246e-05
950,"('lauf', 'letzt')",1.2764393866909246e-05
951,"('schuldenbrems', 'eingehalt')",1.2764393866909246e-05
952,"('schuldenbrems', 'einzuhalt')",1.2764393866909246e-05
953,"('grundsatz', 'frag')",1.2763883851045392e-05
954,"('kanton', 'entsprech')",1.2763883851045392e-05
955,"('kraft', 'getret')",1.2749168301328733e-05
956,"('einheit', 'materi')",1.2711287619801625e-05
957,"('initiativ', 'ahv')",1.270611361794324e-05
958,"('entsprech', 'vorstoss')",1.2601038649801484e-05
959,"('finanziell', 'privatsphar')",1.2601038649801484e-05
960,"('inland', 'arbeitskraftepotenzial')",1.2579417444336645e-05
961,"('vereint', 'nation')",1.2579417444336645e-05
962,"('burg', 'mehrheit')",1.2508240517624303e-05
963,"('kommission', 'vorschlagt')",1.2508240517624303e-05
964,"('januar', 'kraft')",1.2445072539514753e-05
965,"('lotteri', 'sportwett')",1.2311567677697025e-05
966,"('que', 'le')",1.2311567677697025e-05
967,"('syrerinn', 'syr')",1.2311567677697025e-05
968,"('steuerzahlerinn', 'steuerzahl')",1.2310038860892967e-05
969,"('entsprech', 'bericht')",1.2300603468465844e-05
970,"('fossil', 'energi')",1.2175273588980416e-05
971,"('umsetz', 'masseneinwanderungsinitiativ')",1.2107664356712185e-05
972,"('soft', 'law')",1.2040752572846953e-05
973,"('sozial', 'wohlfahrt')",1.2040752572846953e-05
974,"('basel', 'iii')",1.19217910459381e-05
975,"('braucht', 'gewiss')",1.19217910459381e-05
976,"('hansjorg', 'walt')",1.19217910459381e-05
977,"('hegglin', 'pet')",1.19217910459381e-05
978,"('wirtschaftsplatz', 'schweiz')",1.19217910459381e-05
979,"('motion', 'engl')",1.1904694638914065e-05
980,"('international', 'wettbewerb')",1.1836820711557688e-05
981,"('unternehm', 'land')",1.1836820711557688e-05
982,"('integration', 'arbeitsmarkt')",1.1733626001013544e-05
983,"('national', 'programm')",1.1733626001013544e-05
984,"('dien', 'leist')",1.1715862111296902e-05
985,"('eigenstand', 'steuer')",1.1715862111296902e-05
986,"('kost', 'steuerzahl')",1.1715862111296902e-05
987,"('meinung', 'mind')",1.1715862111296902e-05
988,"('produzier', 'landwirtschaft')",1.1715862111296902e-05
989,"('schweiz', 'holz')",1.1715862111296902e-05
990,"('zuwander', 'eigenstand')",1.1715862111296902e-05
991,"('bereich', 'entsprech')",1.171417906245542e-05
992,"('frank', 'steu')",1.171417906245542e-05
993,"('frank', 'voranschlag')",1.171417906245542e-05
994,"('stark', 'gewachs')",1.1663167302861235e-05
995,"('polit', 'bildung')",1.1622811182948693e-05
996,"('systemrelevant', 'bank')",1.1618610771894882e-05
997,"('vertreterinn', 'vertret')",1.1576842518448993e-05
998,"('finanzplatz', 'schweiz')",1.14874495020779e-05
999,"('aufgrund', 'uberpruf')",1.1444125903102918e-05
