Term,Accuracy,lb,ub
Term1,0.7522222222222221,0,0
Term2,0.6649999999999999,0,0
Term3,0.7681818181818182,-0.03519334352646002,0.03381321240777539
Term4,0.7335353535353537,-0.033813212407775316,0.021392032339613
Term5,0.7121212121212123,-0.03629218658358217,0.029934431269670003
