Term,Accuracy,lb,ub
Term1,0.9055555555555556,0,0
Term2,0.9136363636363637,-0.007866747376502815,0.0059345638103442825
Term3,0.8636363636363636,-0.02801235990937399,0.0274576597131489
Term4,0.9354545454545455,-0.015247022598304481,0.01222509019143335
Term5,0.8318181818181818,-0.007284927963857748,0.005960395606792702
