Term,Accuracy,lb,ub
Term1,0.9435555555555554,-0.006783865662978078,0.007649891066762581
Term2,0.9686212121212121,0,0
Term3,0.9024545454545455,-0.020701966780270645,0.020701966780270645
Term4,0.928121212121212,-0.01703270992963747,0.024175459254969275
Term5,0.9122121212121208,-0.006755115021031715,0.006490208549618736
