,Speaker,Speaker Party,"('absatz', 'buchstab')","('angehor', 'arme')","('anlegerinn', 'anleg')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('automat', 'informationsaustausch')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'eintret')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('best', 'dank')","('bitt', 'antrag')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'minderheitsantrag')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'ja')","('bundesrat', 'meinung')","('bundesrat', 'motion')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('daran', 'erinn')","('darauf', 'aufmerksam')","('darauf', 'hinweis')","('darum', 'bitt')","('de', 'la')","('deshalb', 'bundesrat')","('direkt', 'demokrati')","('eidgenoss', 'finanzkontroll')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('elt', 'sorg')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('europa', 'gerichtshof')","('europa', 'union')","('fassung', 'bundesrat')","('folg', 'geb')","('frag', 'herr')","('frag', 'herrn')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'nationalratin')","('ganz', 'klar')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('glaub', 'wichtig')","('gross', 'mehrheit')","('grund', 'weshalb')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'standerat')","('heut', 'geltend')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('ja', 'schon')","('kanton', 'bern')","('kanton', 'schwyz')","('kanton', 'zurich')","('klar', 'meinung')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommissionssprech', 'gesagt')","('konsumentinn', 'konsument')","('leutenegg', 'oberholz')","('mehr', 'geld')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'spfraktion')","('mehrheit', 'svpfraktion')","('mehrheit', 'wak')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('mind', 'folg')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'daran')","('mocht', 'einfach')","('motion', 'abzulehn')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('pro', 'helvetia')","('rentnerinn', 'rentn')","('rund', 'milliard')","('sag', 'sei')","('sbb', 'cargo')","('seit', 'jahr')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokrat', 'fraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'steht')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'beantrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('teilt', 'antrag')","('uns', 'kommission')","('uns', 'sicht')","('unterstutzt', 'spfraktion')","('vier', 'jahr')","('volkerrecht', 'vertrag')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('worum', 'geht')","('zwanzig', 'jahr')","('zwei', 'drei')","('zweit', 'saul')"
19,Hermann Bürgi,Schweizerische Volkspartei (SVP),0.00186219739292365,0.0,0.0,0.00186219739292365,0.0148975791433892,0.0260707635009311,0.0,0.00186219739292365,0.11731843575418995,0.0074487895716946,0.0,0.0,0.0,0.0037243947858473,0.00186219739292365,0.0074487895716946,0.00931098696461825,0.0,0.0,0.0,0.0,0.00186219739292365,0.01303538175046555,0.0,0.00186219739292365,0.0,0.0,0.0,0.0,0.0260707635009311,0.00558659217877095,0.01675977653631285,0.0,0.035381750465549346,0.0,0.0,0.00186219739292365,0.0,0.00186219739292365,0.01303538175046555,0.00558659217877095,0.0,0.01303538175046555,0.0037243947858473,0.0,0.0,0.0,0.01303538175046555,0.00186219739292365,0.0,0.0,0.0111731843575419,0.0,0.00186219739292365,0.0,0.0,0.0335195530726257,0.0037243947858473,0.00186219739292365,0.035381750465549346,0.0037243947858473,0.0148975791433892,0.024208566108007448,0.01303538175046555,0.0,0.0,0.00931098696461825,0.07076350093109869,0.020484171322160148,0.0,0.0,0.0,0.0,0.0111731843575419,0.00186219739292365,0.0,0.00186219739292365,0.0074487895716946,0.00558659217877095,0.0037243947858473,0.00558659217877095,0.05027932960893855,0.0,0.0037243947858473,0.0,0.00186219739292365,0.00186219739292365,0.020484171322160148,0.0,0.0,0.0,0.00186219739292365,0.0,0.1378026070763501,0.0,0.0,0.0,0.0037243947858473,0.0148975791433892,0.0,0.00931098696461825,0.0,0.0,0.0,0.00558659217877095,0.00931098696461825,0.0148975791433892,0.0,0.0,0.00186219739292365,0.0297951582867784,0.00186219739292365,0.0,0.0,0.0,0.0037243947858473,0.00186219739292365,0.0,0.00186219739292365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297951582867784,0.00186219739292365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00931098696461825,0.00186219739292365,0.0,0.00558659217877095,0.0,0.0,0.0,0.0037243947858473,0.0,0.00186219739292365,0.0
20,Hermann Weyeneth,Schweizerische Volkspartei (SVP),0.004889975550122249,0.0,0.0,0.007334963325183374,0.004889975550122249,0.044009779951100246,0.0,0.0,0.03667481662591687,0.0024449877750611247,0.0,0.0,0.007334963325183374,0.014669926650366748,0.004889975550122249,0.0,0.0024449877750611247,0.0024449877750611247,0.029339853300733496,0.02689486552567237,0.0,0.0,0.02689486552567237,0.009779951100244499,0.0024449877750611247,0.0,0.0,0.0,0.0,0.022004889975550123,0.0024449877750611247,0.0024449877750611247,0.044009779951100246,0.012224938875305624,0.0024449877750611247,0.0,0.0,0.0,0.022004889975550123,0.0,0.0024449877750611247,0.0,0.012224938875305624,0.007334963325183374,0.0,0.0,0.004889975550122249,0.0024449877750611247,0.0024449877750611247,0.0,0.0,0.0,0.0,0.0,0.0024449877750611247,0.0,0.03667481662591687,0.0,0.04156479217603912,0.02689486552567237,0.009779951100244499,0.0024449877750611247,0.0024449877750611247,0.0,0.0,0.0,0.004889975550122249,0.05134474327628362,0.0024449877750611247,0.0,0.0,0.004889975550122249,0.0,0.0,0.014669926650366748,0.009779951100244499,0.0,0.0,0.0024449877750611247,0.014669926650366748,0.004889975550122249,0.0,0.0024449877750611247,0.0,0.0024449877750611247,0.0,0.009779951100244499,0.0488997555012225,0.0,0.0,0.0,0.007334963325183374,0.0,0.11246943765281174,0.0024449877750611247,0.0,0.009779951100244499,0.0,0.0,0.0024449877750611247,0.017114914425427872,0.007334963325183374,0.0,0.004889975550122249,0.0,0.009779951100244499,0.019559902200488997,0.0,0.0024449877750611247,0.0,0.0024449877750611247,0.007334963325183374,0.0,0.0024449877750611247,0.0024449877750611247,0.0,0.0,0.0,0.0024449877750611247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024449877750611247,0.019559902200488997,0.017114914425427872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004889975550122249,0.0,0.0,0.0024449877750611247,0.0,0.0,0.05867970660146699,0.0,0.0,0.0,0.004889975550122249,0.004889975550122249,0.009779951100244499,0.0
21,J. Alexander Baumann,Schweizerische Volkspartei (SVP),0.006191950464396285,0.009287925696594427,0.0,0.009287925696594427,0.006191950464396285,0.018575851393188854,0.0,0.034055727554179564,0.11455108359133127,0.006191950464396285,0.0030959752321981426,0.0,0.01238390092879257,0.0030959752321981426,0.0030959752321981426,0.0,0.0,0.0,0.015479876160990712,0.0,0.0,0.0030959752321981426,0.015479876160990712,0.006191950464396285,0.0,0.006191950464396285,0.0030959752321981426,0.0,0.0,0.0,0.0,0.009287925696594427,0.021671826625386997,0.015479876160990712,0.0,0.0030959752321981426,0.0030959752321981426,0.0030959752321981426,0.0,0.0030959752321981426,0.0,0.0,0.021671826625386997,0.0,0.0030959752321981426,0.0,0.0,0.06191950464396285,0.006191950464396285,0.006191950464396285,0.0,0.03715170278637771,0.0,0.0030959752321981426,0.009287925696594427,0.0,0.0030959752321981426,0.0,0.009287925696594427,0.043343653250773995,0.01238390092879257,0.034055727554179564,0.015479876160990712,0.0030959752321981426,0.0,0.0,0.006191950464396285,0.043343653250773995,0.0030959752321981426,0.0,0.0,0.0,0.0030959752321981426,0.03715170278637771,0.0,0.0030959752321981426,0.0,0.0,0.0,0.009287925696594427,0.0,0.04643962848297214,0.0,0.0,0.009287925696594427,0.0,0.0,0.015479876160990712,0.0,0.009287925696594427,0.0,0.006191950464396285,0.0,0.0030959752321981426,0.0030959752321981426,0.0,0.006191950464396285,0.0,0.0,0.0,0.006191950464396285,0.0,0.0,0.009287925696594427,0.0,0.0,0.08978328173374613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030959752321981426,0.018575851393188854,0.0030959752321981426,0.0,0.0030959752321981426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009287925696594427,0.006191950464396285,0.0,0.0,0.0,0.0,0.0,0.0030959752321981426,0.0,0.009287925696594427,0.0,0.0,0.0030959752321981426,0.006191950464396285,0.0,0.006191950464396285,0.0,0.0,0.0,0.006191950464396285,0.0,0.006191950464396285,0.0030959752321981426
22,Jakob Freund,Schweizerische Volkspartei (SVP),0.0,0.05357142857142857,0.0,0.0,0.017857142857142856,0.05357142857142857,0.0,0.13392857142857142,0.017857142857142856,0.0,0.0,0.0,0.008928571428571428,0.008928571428571428,0.008928571428571428,0.0,0.0,0.0,0.026785714285714284,0.0,0.0,0.008928571428571428,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.008928571428571428,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.008928571428571428,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.026785714285714284,0.017857142857142856,0.017857142857142856,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.008928571428571428,0.0,0.03571428571428571,0.0,0.0,0.0,0.017857142857142856,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.03571428571428571,0.0,0.026785714285714284,0.07142857142857142,0.0,0.05357142857142857,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.0,0.026785714285714284,0.008928571428571428,0.008928571428571428,0.017857142857142856,0.0,0.008928571428571428,0.0,0.017857142857142856,0.0,0.008928571428571428,0.008928571428571428,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Jean Henri Dunant,Schweizerische Volkspartei (SVP),0.047619047619047616,0.0,0.0,0.0,0.09523809523809523,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0
24,Josef Kunz,Schweizerische Volkspartei (SVP),0.013986013986013986,0.0,0.0,0.027972027972027972,0.06293706293706294,0.13986013986013987,0.0,0.0,0.027972027972027972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013986013986013986,0.006993006993006993,0.013986013986013986,0.006993006993006993,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013986013986013986,0.0,0.0,0.0,0.0,0.03496503496503497,0.0,0.0,0.006993006993006993,0.0,0.006993006993006993,0.006993006993006993,0.006993006993006993,0.0,0.02097902097902098,0.0,0.027972027972027972,0.02097902097902098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.006993006993006993,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.027972027972027972,0.0,0.02097902097902098,0.0,0.06293706293706294,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.006993006993006993,0.0,0.0,0.1048951048951049,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013986013986013986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055944055944055944,0.0,0.006993006993006993,0.0,0.0,0.0,0.006993006993006993,0.027972027972027972,0.006993006993006993,0.027972027972027972,0.0,0.0,0.0,0.0,0.11188811188811189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Jürg Stahl,Schweizerische Volkspartei (SVP),0.011299435028248588,0.0,0.0,0.005649717514124294,0.01694915254237288,0.15254237288135594,0.0,0.0,0.05084745762711865,0.0,0.0,0.0,0.005649717514124294,0.0,0.0,0.005649717514124294,0.0,0.0,0.011299435028248588,0.022598870056497175,0.0,0.005649717514124294,0.0,0.0,0.0,0.0,0.0,0.005649717514124294,0.0,0.0,0.005649717514124294,0.011299435028248588,0.011299435028248588,0.005649717514124294,0.005649717514124294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011299435028248588,0.0,0.0,0.0,0.005649717514124294,0.01694915254237288,0.0,0.0,0.0,0.005649717514124294,0.0,0.0,0.0,0.0,0.0,0.011299435028248588,0.01694915254237288,0.062146892655367235,0.0,0.0,0.0,0.0,0.0,0.005649717514124294,0.0,0.005649717514124294,0.01694915254237288,0.0,0.0,0.0,0.011299435028248588,0.01694915254237288,0.0,0.005649717514124294,0.0,0.0,0.0,0.005649717514124294,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.02824858757062147,0.03389830508474576,0.0,0.03389830508474576,0.0,0.0,0.0,0.005649717514124294,0.03954802259887006,0.005649717514124294,0.0,0.0,0.0,0.0,0.011299435028248588,0.0,0.0,0.05084745762711865,0.0,0.005649717514124294,0.062146892655367235,0.022598870056497175,0.0,0.0,0.0,0.0,0.0,0.011299435028248588,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005649717514124294,0.005649717514124294,0.005649717514124294,0.011299435028248588,0.0,0.0,0.005649717514124294,0.02824858757062147,0.011299435028248588,0.02824858757062147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005649717514124294,0.011299435028248588,0.005649717514124294
26,Lisbeth Fehr,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Luzi Stamm,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.03896103896103896,0.0,0.0,0.06493506493506493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.0,0.0,0.012987012987012988,0.0,0.09090909090909091,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.07792207792207792,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.025974025974025976,0.012987012987012988,0.025974025974025976,0.0,0.0,0.012987012987012988,0.025974025974025976,0.012987012987012988,0.025974025974025976,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.012987012987012988,0.0,0.0,0.0,0.05194805194805195,0.0,0.03896103896103896,0.0,0.0,0.0,0.025974025974025976,0.0,0.012987012987012988,0.0,0.025974025974025976,0.0,0.0,0.0,0.06493506493506493,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07792207792207792,0.0,0.012987012987012988,0.0,0.0,0.012987012987012988,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03896103896103896,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.0
28,Marcel Scherer,Schweizerische Volkspartei (SVP),0.02127659574468085,0.0,0.0,0.010638297872340425,0.010638297872340425,0.06382978723404255,0.0,0.0,0.11702127659574468,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.010638297872340425,0.0,0.031914893617021274,0.0,0.010638297872340425,0.010638297872340425,0.06382978723404255,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.010638297872340425,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.010638297872340425,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.031914893617021274,0.05319148936170213,0.0,0.010638297872340425,0.0,0.0,0.0,0.031914893617021274,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.05319148936170213,0.010638297872340425,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.02127659574468085,0.010638297872340425,0.05319148936170213,0.010638297872340425,0.010638297872340425,0.0,0.010638297872340425,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Max Binder,Schweizerische Volkspartei (SVP),0.007462686567164179,0.0,0.0,0.0,0.05223880597014925,0.08955223880597014,0.0037313432835820895,0.0,0.06716417910447761,0.0,0.0,0.0,0.0,0.011194029850746268,0.0,0.0,0.0,0.0037313432835820895,0.018656716417910446,0.0037313432835820895,0.0037313432835820895,0.0,0.007462686567164179,0.018656716417910446,0.0,0.011194029850746268,0.007462686567164179,0.0,0.0,0.007462686567164179,0.0,0.0,0.007462686567164179,0.0,0.0037313432835820895,0.0,0.011194029850746268,0.0037313432835820895,0.0,0.0,0.011194029850746268,0.0,0.0037313432835820895,0.0,0.0,0.0,0.0,0.029850746268656716,0.0,0.0,0.0,0.026119402985074626,0.0,0.0,0.0037313432835820895,0.0,0.029850746268656716,0.0,0.007462686567164179,0.014925373134328358,0.0,0.007462686567164179,0.007462686567164179,0.0037313432835820895,0.0,0.0037313432835820895,0.0,0.0708955223880597,0.0037313432835820895,0.0,0.0,0.0037313432835820895,0.0,0.011194029850746268,0.0037313432835820895,0.0037313432835820895,0.0,0.029850746268656716,0.026119402985074626,0.0,0.0,0.0,0.0,0.0,0.0037313432835820895,0.0,0.007462686567164179,0.011194029850746268,0.0,0.0037313432835820895,0.0,0.0037313432835820895,0.0,0.05223880597014925,0.007462686567164179,0.0037313432835820895,0.011194029850746268,0.0,0.007462686567164179,0.007462686567164179,0.011194029850746268,0.0,0.0,0.011194029850746268,0.0,0.029850746268656716,0.06716417910447761,0.0,0.0,0.0,0.007462686567164179,0.0037313432835820895,0.0,0.011194029850746268,0.0037313432835820895,0.0,0.0,0.0,0.007462686567164179,0.0037313432835820895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037313432835820895,0.0037313432835820895,0.0037313432835820895,0.0037313432835820895,0.029850746268656716,0.0,0.0,0.007462686567164179,0.0,0.0,0.0037313432835820895,0.0,0.0037313432835820895,0.0037313432835820895,0.007462686567164179,0.0,0.0,0.0,0.0,0.011194029850746268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Maximilian Reimann,Schweizerische Volkspartei (SVP),0.007782101167315175,0.0019455252918287938,0.0,0.0038910505836575876,0.007782101167315175,0.0019455252918287938,0.0019455252918287938,0.011673151750972763,0.03696498054474708,0.013618677042801557,0.0019455252918287938,0.0,0.0,0.023346303501945526,0.007782101167315175,0.005836575875486381,0.007782101167315175,0.005836575875486381,0.013618677042801557,0.009727626459143969,0.0,0.0019455252918287938,0.007782101167315175,0.0019455252918287938,0.0038910505836575876,0.005836575875486381,0.0019455252918287938,0.0019455252918287938,0.0019455252918287938,0.033073929961089495,0.0,0.0,0.0,0.0,0.0019455252918287938,0.007782101167315175,0.005836575875486381,0.0019455252918287938,0.0038910505836575876,0.0038910505836575876,0.0,0.0,0.009727626459143969,0.0,0.011673151750972763,0.009727626459143969,0.0019455252918287938,0.029182879377431907,0.013618677042801557,0.0,0.0,0.05252918287937743,0.0,0.005836575875486381,0.0,0.0,0.033073929961089495,0.0,0.01556420233463035,0.0019455252918287938,0.0038910505836575876,0.007782101167315175,0.013618677042801557,0.0019455252918287938,0.0,0.013618677042801557,0.0,0.0933852140077821,0.013618677042801557,0.0,0.0,0.0,0.013618677042801557,0.009727626459143969,0.0038910505836575876,0.0019455252918287938,0.0019455252918287938,0.0038910505836575876,0.0,0.009727626459143969,0.007782101167315175,0.0038910505836575876,0.0,0.0,0.0,0.0,0.0,0.02529182879377432,0.0,0.0,0.0,0.0019455252918287938,0.0,0.04085603112840467,0.0019455252918287938,0.0,0.009727626459143969,0.0,0.009727626459143969,0.0038910505836575876,0.017509727626459144,0.0,0.0,0.0,0.011673151750972763,0.0,0.06809338521400778,0.0,0.0,0.0,0.0038910505836575876,0.0,0.0,0.005836575875486381,0.009727626459143969,0.0019455252918287938,0.005836575875486381,0.0,0.009727626459143969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019455252918287938,0.019455252918287938,0.011673151750972763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058365758754863814,0.005836575875486381,0.0,0.023346303501945526,0.0,0.0,0.0,0.0038910505836575876,0.0,0.005836575875486381,0.0038910505836575876
