,Speaker Party,Speaker,"('ab', 'jahr')","('abgeseh', 'davon')","('ablehn', 'empfehl')","('absatz', 'artikel')","('absatz', 'buchstab')","('absatz', 'bundesverfass')","('absatz', 'geht')","('absatz', 'litera')","('absatz', 'streich')","('absehbar', 'zeit')","('acht', 'jahr')","('administrativ', 'aufwand')","('ahv', 'iv')","('all', 'grund')","('allgemein', 'teil')","('allgemein', 'volksinitiativ')","('amtlich', 'bulletin')","('ander', 'artikel')","('anspruch', 'nehm')","('antrag', 'abzulehn')","('antrag', 'artikel')","('antrag', 'bundesrat')","('antrag', 'gestellt')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'stell')","('antrag', 'unterstutz')","('antrag', 'zuzustimm')","('antwort', 'bundesrat')","('antwort', 'frag')","('antwort', 'geb')","('antwort', 'interpellation')","('arbeit', 'geleistet')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('art', 'weis')","('artikel', 'absatz')","('artikel', 'artikel')","('artikel', 'buchstab')","('artikel', 'bundesverfass')","('artikel', 'geht')","('artikel', 'neu')","('artikel', 'ziff')","('aufgab', 'bund')","('aufmerksam', 'gemacht')","('auftrag', 'gegeb')","('ausdruck', 'bring')","('ausdruck', 'gebracht')","('auseinand', 'gesetzt')","('auseinand', 'setz')","('ausfuhr', 'herrn')","('auslanderinn', 'ausland')","('aussenpolit', 'kommission')","('aussicht', 'gestellt')","('autofrei', 'sonntag')","('beantrag', 'deshalb')","('beantrag', 'nam')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('behindert', 'mensch')","('beid', 'antrag')","('beid', 'initiativ')","('beid', 'rat')","('beid', 'seit')","('beim', 'antrag')","('beim', 'bund')","('beim', 'bundesamt')","('beim', 'bundesrat')","('beim', 'eintret')","('beitrag', 'leist')","('bekannt', 'geb')","('berat', 'kommission')","('bereit', 'besteh')","('bereit', 'erwahnt')","('bereit', 'gesagt')","('bereit', 'heut')","('bereit', 'motion')","('bericht', 'bundesrat')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('beschluss', 'standerat')","('bess', 'losung')","('besteht', 'darin')","('besteht', 'gefahr')","('bestimm', 'artikel')","('betrag', 'million')","('betroff', 'kanton')","('betroff', 'person')","('bezahl', 'muss')","('bilateral', 'abkomm')","('bilateral', 'vertrag')","('bildung', 'forschung')","('bitt', 'antrag')","('bitt', 'artikel')","('bitt', 'bundesrat')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'mind')","('bitt', 'minderheitsantrag')","('bitt', 'motion')","('bitt', 'nam')","('bitt', 'sinn')","('bitt', 'vorlag')","('botschaft', 'bundesrat')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'c')","('bund', 'kanton')","('bundesamt', 'gesund')","('bundesamt', 'justiz')","('bundesamt', 'sozialversicher')","('bundesprasident', 'villig')","('bundesrat', 'antrag')","('bundesrat', 'antwort')","('bundesrat', 'beantragt')","('bundesrat', 'bereit')","('bundesrat', 'bericht')","('bundesrat', 'botschaft')","('bundesrat', 'couchepin')","('bundesrat', 'deiss')","('bundesrat', 'entwurf')","('bundesrat', 'fassung')","('bundesrat', 'folg')","('bundesrat', 'frag')","('bundesrat', 'ja')","('bundesrat', 'klar')","('bundesrat', 'kommission')","('bundesrat', 'kompetenz')","('bundesrat', 'leuenberg')","('bundesrat', 'mehrheit')","('bundesrat', 'meinung')","('bundesrat', 'mocht')","('bundesrat', 'moglich')","('bundesrat', 'motion')","('bundesrat', 'nationalrat')","('bundesrat', 'neu')","('bundesrat', 'parlament')","('bundesrat', 'sagt')","('bundesrat', 'schmid')","('bundesrat', 'schon')","('bundesrat', 'standerat')","('bundesrat', 'stellungnahm')","('bundesrat', 'verwalt')","('bundesrat', 'villig')","('bundesrat', 'vorgeschlag')","('bundesrat', 'vorlag')","('bundesrat', 'zuzustimm')","('bundesratin', 'dreifuss')","('bundesratin', 'metzl')","('burgerinn', 'burg')","('d', 'h')","('dafur', 'sorg')","('dam', 'herr')","('dank', 'bundesrat')","('daran', 'erinn')","('darauf', 'angewies')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darauf', 'hinzuweis')","('darauf', 'verzicht')","('darauf', 'verzichtet')","('darauf', 'zuruck')","('darauf', 'zuruckkomm')","('darf', 'sag')","('darub', 'diskuti')","('darub', 'diskutiert')","('darub', 'entscheid')","('darub', 'hinaus')","('darum', 'bitt')","('darum', 'geh')","('darum', 'geht')","('davon', 'ausgegang')","('davon', 'ausgeh')","('davon', 'uberzeugt')","('de', 'dardel')","('de', 'la')","('demograph', 'entwickl')","('denk', 'daran')","('deshalb', 'antrag')","('deshalb', 'beantrag')","('deshalb', 'bitt')","('deshalb', 'bundesrat')","('deshalb', 'meinung')","('deshalb', 'mocht')","('deshalb', 'muss')","('deshalb', 'nam')","('differenz', 'nationalrat')","('differenz', 'standerat')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('diskussion', 'kommission')","('diskussion', 'stehend')","('diskussion', 'steht')","('diskutiert', 'word')","('drei', 'grund')","('drei', 'jahr')","('drei', 'monat')","('drei', 'punkt')","('drei', 'vier')","('drei', 'woch')","('dreissig', 'jahr')","('dringend', 'notig')","('dringend', 'notwend')","('durchaus', 'moglich')","('eben', 'gerad')","('eidgenoss', 'finanzdepartement')","('eidgenoss', 'rat')","('eidgenoss', 'versicherungsgericht')","('eigent', 'schon')","('einfach', 'sag')","('eingereicht', 'word')","('einkomm', 'frank')","('eintret', 'vorlag')","('einzeln', 'kanton')","('einzig', 'allein')","('embryonal', 'stammzell')","('empfehl', 'antrag')","('end', 'jahr')","('energi', 'schweiz')","('entscheid', 'bundesrat')","('entscheid', 'fall')","('entscheid', 'frag')","('entscheid', 'gefallt')","('entscheid', 'treff')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erinn', 'daran')","('erinner', 'ruf')","('erneuerbar', 'energi')","('ernst', 'genomm')","('ernst', 'nehm')","('erst', 'blick')","('erst', 'frag')","('erst', 'jahr')","('erst', 'lesung')","('erst', 'lini')","('erst', 'mal')","('erst', 'phas')","('erst', 'punkt')","('erst', 'recht')","('erst', 'schritt')","('erst', 'teil')","('erwahnt', 'word')","('etwa', 'milliard')","('etwa', 'million')","('etwa', 'prozent')","('europa', 'land')","('europa', 'union')","('evangel', 'unabhang')","('fakultativ', 'referendum')","('fall', 'den')","('famili', 'kind')","('fassung', 'bundesrat')","('fassung', 'mehrheit')","('fassung', 'nationalrat')","('fassung', 'standerat')","('fdpfraktion', 'unterstutzt')","('finanziell', 'mittel')","('finanzier', 'ahv')","('flankier', 'massnahm')","('flughaf', 'zurich')","('folg', 'antrag')","('folg', 'geb')","('folg', 'gegeb')","('folgend', 'frag')","('folgend', 'grund')","('folgend', 'sag')","('form', 'postulat')","('frag', 'aufgeworf')","('frag', 'beantwort')","('frag', 'bundesrat')","('frag', 'geht')","('frag', 'gestellt')","('frag', 'herr')","('frag', 'herrn')","('frag', 'off')","('frag', 'stell')","('frag', 'stellt')","('frag', 'warum')","('frag', 'wer')","('frank', 'jahr')","('frank', 'mehr')","('frank', 'million')","('frank', 'pro')","('frank', 'prozent')","('frank', 'wenig')","('frau', 'beerli')","('frau', 'brunn')","('frau', 'bundesratin')","('frau', 'fassl')","('frau', 'forst')","('frau', 'mann')","('frau', 'spoerry')","('funf', 'jahr')","('ganz', 'besond')","('ganz', 'einfach')","('ganz', 'genau')","('ganz', 'geschicht')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'land')","('ganz', 'reih')","('ganz', 'schweiz')","('ganz', 'sich')","('ganz', 'wichtig')","('gar', 'mehr')","('geh', 'davon')","('geht', 'artikel')","('geht', 'dabei')","('geht', 'darum')","('geht', 'davon')","('geht', 'frag')","('geht', 'ganz')","('geht', 'geht')","('geht', 'heut')","('geht', 'ja')","('geht', 'mehr')","('geltend', 'gemacht')","('geltend', 'recht')","('gemacht', 'word')","('gemacht', 'wurd')","('gemass', 'absatz')","('gemass', 'antrag')","('gemass', 'artikel')","('gemass', 'bundesrat')","('gemeind', 'kanton')","('genau', 'gleich')","('gentechn', 'verandert')","('gerad', 'bereich')","('gesagt', 'hatt')","('gesagt', 'sei')","('gesagt', 'word')","('gesagt', 'wurd')","('gesetz', 'grundlag')","('gesetz', 'regel')","('gesetz', 'verankert')","('gestellt', 'word')","('gewiss', 'verstandnis')","('gibt', 'grund')","('gibt', 'heut')","('gibt', 'ja')","('gibt', 'verschied')","('gibt', 'viel')","('gibt', 'zwei')","('gleich', 'lang')","('griff', 'bekomm')","('gross', 'bedeut')","('gross', 'mehrheit')","('gross', 'problem')","('gross', 'teil')","('gross', 'zahl')","('grossenordn', 'million')","('grosst', 'teil')","('grun', 'fraktion')","('grund', 'bitt')","('grund', 'dafur')","('grund', 'genomm')","('grund', 'warum')","('grund', 'weshalb')","('gut', 'arbeit')","('gut', 'grund')","('gut', 'losung')","('gysin', 'remo')","('halt', 'fest')","('haltung', 'bundesrat')","('hand', 'nehm')","('handlungsbedarf', 'besteht')","('herr', 'bloch')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'buttik')","('herr', 'david')","('herr', 'hess')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'merz')","('herr', 'pfist')","('herr', 'rechstein')","('herr', 'reimann')","('herr', 'schluer')","('herr', 'schmid')","('herr', 'strahm')","('herr', 'triponez')","('herr', 'weyeneth')","('herrn', 'bundesprasident')","('herrn', 'bundesrat')","('herrn', 'david')","('herrn', 'kolleg')","('herzlich', 'dank')","('hess', 'han')","('heut', 'bereit')","('heut', 'geltend')","('heut', 'mehr')","('heut', 'morg')","('heut', 'schon')","('heutig', 'regel')","('heutig', 'situation')","('heutig', 'syst')","('heutig', 'zeitpunkt')","('hoh', 'einkomm')","('hoh', 'kost')","('hoh', 'million')","('humanitar', 'hilf')","('hundert', 'million')","('imm', 'gesagt')","('imm', 'gross')","('imm', 'mehr')","('imm', 'moglich')","('imm', 'neu')","('imm', 'wenig')","('indirekt', 'gegenvorschlag')","('infrag', 'gestellt')","('infrag', 'stell')","('initiativ', 'ablehn')","('initiativ', 'folg')","('initiativ', 'verlangt')","('inn', 'sich')","('insgesamt', 'million')","('interess', 'daran')","('interessenbind', 'off')","('international', 'organisation')","('international', 'vergleich')","('ja', 'bereit')","('ja', 'eigent')","('ja', 'europa')","('ja', 'gerad')","('ja', 'gesagt')","('ja', 'imm')","('ja', 'nein')","('ja', 'sag')","('ja', 'schon')","('jahr', 'alt')","('jahr', 'jahr')","('jahr', 'lang')","('jahr', 'mehr')","('jahr', 'million')","('jahr', 'neu')","('jahr', 'prozent')","('jahr', 'spat')","('jahr', 'wurd')","('januar', 'kraft')","('je', 'lang')","('je', 'mehr')","('je', 'nachd')","('jetzig', 'zeitpunkt')","('jung', 'leut')","('jung', 'mensch')","('jurist', 'person')","('kanton', 'aargau')","('kanton', 'bern')","('kanton', 'bund')","('kanton', 'gemeind')","('kanton', 'genf')","('kanton', 'graubund')","('kanton', 'kanton')","('kanton', 'luz')","('kanton', 'tessin')","('kanton', 'uri')","('kanton', 'zurich')","('kauf', 'nehm')","('kaum', 'mehr')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('kind', 'jugend')","('klar', 'ausdruck')","('klar', 'deutlich')","('klar', 'gesagt')","('klar', 'mehrheit')","('klar', 'meinung')","('klar', 'sag')","('klein', 'einkomm')","('klein', 'kanton')","('klein', 'mittl')","('kolleginn', 'kolleg')","('kommend', 'jahr')","('kommission', 'antrag')","('kommission', 'artikel')","('kommission', 'auffass')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'einstimm')","('kommission', 'folg')","('kommission', 'frag')","('kommission', 'klar')","('kommission', 'meinung')","('kommission', 'mocht')","('kommission', 'nationalrat')","('kommission', 'rat')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'verkehr')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('kommissionsmehr', 'folg')","('kommissionsmehr', 'zuzustimm')","('kommt', 'hinzu')","('kompetenz', 'bundesrat')","('konstruktiv', 'referendum')","('konsumentinn', 'konsument')","('kraft', 'gesetzt')","('kraft', 'getret')","('kraft', 'tret')","('kredit', 'million')","('kurz', 'bemerk')","('kurz', 'fass')","('kurz', 'zeit')","('lang', 'spiess')","('lang', 'zeit')","('lasst', 'mitteil')","('lehn', 'ab')","('letzt', 'jahr')","('letzt', 'mal')","('letzt', 'monat')","('letzt', 'punkt')","('letzt', 'woch')","('letzt', 'zehn')","('letzt', 'zeit')","('leutenegg', 'oberholz')","('liberal', 'fraktion')","('liegt', 'darin')","('litera', 'a')","('litera', 'b')","('litera', 'c')","('losung', 'find')","('losung', 'gefund')","('losung', 'standerat')","('losung', 'such')","('macht', 'sinn')","('mann', 'frau')","('massnahm', 'treff')","('mehr', 'geld')","('mehr', 'jahr')","('mehr', 'mehr')","('mehr', 'mittel')","('mehr', 'moglich')","('mehr', 'prozent')","('mehr', 'sag')","('mehr', 'tun')","('mehr', 'wenig')","('mehrheit', 'cvpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'mind')","('mehrheit', 'uns')","('mehrheit', 'unterstutz')","('mehrheit', 'zustimm')","('mehrheit', 'zuzustimm')","('meinung', 'bundesrat')","('meinung', 'kommission')","('mensch', 'behinder')","('milliard', 'frank')","('million', 'frank')","('mind', 'beantragt')","('mind', 'folg')","('mind', 'i')","('mind', 'ii')","('mind', 'iii')","('mind', 'kommission')","('mind', 'zuzustimm')","('minderheitsantrag', 'abzulehn')","('minderheitsantrag', 'artikel')","('minderheitsantrag', 'zuzustimm')","('mitarbeiterinn', 'mitarbeit')","('mitglied', 'kommission')","('mittel', 'verfug')","('mittl', 'einkomm')","('mittl', 'unternehm')","('mocht', 'beton')","('mocht', 'bitt')","('mocht', 'bundesrat')","('mocht', 'daran')","('mocht', 'darauf')","('mocht', 'deshalb')","('mocht', 'einfach')","('mocht', 'festhalt')","('mocht', 'folgend')","('mocht', 'frag')","('mocht', 'ganz')","('mocht', 'herrn')","('mocht', 'kurz')","('mocht', 'nam')","('mocht', 'nochmal')","('mocht', 'sag')","('mocht', 'zuerst')","('mocht', 'zwei')","('moglich', 'geb')","('moglich', 'rasch')","('moglich', 'viel')","('moglich', 'war')","('motion', 'entgegenzunehm')","('motion', 'postulat')","('motion', 'uberweis')","('muss', 'bewusst')","('muss', 'deshalb')","('muss', 'frag')","('muss', 'heut')","('musst', 'eigent')","('nach', 'jahr')","('nachhalt', 'entwickl')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'kommissionsmehr')","('nam', 'mehrheit')","('nam', 'mind')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('natur', 'person')","('natur', 'schon')","('negativ', 'auswirk')","('nehm', 'muss')","('nein', 'sag')","('neu', 'absatz')","('neu', 'artikel')","('neu', 'aufgab')","('neu', 'berufsbildungsgesetz')","('neu', 'bestimm')","('neu', 'bundesverfass')","('neu', 'finanzausgleich')","('neu', 'gesetz')","('neu', 'instrument')","('neu', 'recht')","('neu', 'regel')","('neu', 'steu')","('neu', 'syst')","('neu', 'technologi')","('niemand', 'mehr')","('off', 'frag')","('off', 'gelegt')","('off', 'leg')","('offent', 'hand')","('offent', 'interess')","('offent', 'verkehr')","('parlament', 'bundesrat')","('parlamentar', 'initiativ')","('parlamentar', 'vorstoss')","('parlamentarierinn', 'parlamentari')","('pensionskass', 'bund')","('polit', 'entscheid')","('polit', 'recht')","('post', 'sbb')","('postulat', 'entgegenzunehm')","('postulat', 'uberweis')","('postulat', 'umzuwandeln')","('pro', 'helvetia')","('pro', 'jahr')","('pro', 'tag')","('probl', 'los')","('problem', 'los')","('prozent', 'mehr')","('prozent', 'prozent')","('radioaktiv', 'abfall')","('rapp', 'pro')","('rechnung', 'getrag')","('rechnung', 'trag')","('rechnung', 'tragt')","('recht', 'gesagt')","('richtig', 'richtung')","('richtung', 'geh')","('roll', 'spiel')","('rucksicht', 'nehm')","('rund', 'frank')","('rund', 'milliard')","('rund', 'million')","('rund', 'prozent')","('rund', 'tisch')","('sag', 'bundesrat')","('sag', 'ganz')","('sag', 'herr')","('sag', 'ja')","('sag', 'muss')","('sag', 'sei')","('schlicht', 'einfach')","('schluss', 'gekomm')","('schmid', 'carlo')","('schon', 'gar')","('schon', 'gesagt')","('schon', 'heut')","('schon', 'lang')","('schon', 'sag')","('schon', 'seit')","('schriftlich', 'bericht')","('schritt', 'richtung')","('schweiz', 'arme')","('schweiz', 'ausland')","('schweiz', 'international')","('schweiz', 'wirtschaft')","('schweizer', 'nationalbank')","('schweizerinn', 'schweiz')","('schwierig', 'situation')","('sech', 'jahr')","('sech', 'monat')","('seit', 'jahr')","('seit', 'lang')","('servic', 'public')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sinn', 'bitt')","('sinn', 'macht')","('sozial', 'sich')","('st', 'gall')","('staatspolit', 'kommission')","('standerat', 'beschloss')","('standerat', 'folg')","('standerat', 'kommission')","('stark', 'mind')","('status', 'quo')","('stell', 'antrag')","('stell', 'fest')","('stellt', 'fest')","('stellt', 'frag')","('stellung', 'nehm')","('stellungnahm', 'bundesrat')","('stimm', 'abgelehnt')","('stimm', 'antrag')","('stimm', 'enthalt')","('stimmburgerinn', 'stimmburg')","('strateg', 'ziel')","('svpfraktion', 'unterstutzt')","('teil', 'meinung')","('tief', 'einkomm')","('tun', 'muss')","('u', 'a')","('uberweis', 'motion')","('uberzahl', 'embryon')","('umso', 'mehr')","('umwandl', 'postulat')","('unabhang', 'davon')","('unabhang', 'fraktion')","('uns', 'bevolker')","('uns', 'fraktion')","('uns', 'gesellschaft')","('uns', 'kommission')","('uns', 'meinung')","('uns', 'sicht')","('unterstutz', 'antrag')","('unterstutzt', 'antrag')","('verandert', 'organism')","('verdeckt', 'ermittl')","('verfug', 'gestellt')","('verfug', 'steh')","('verfug', 'stehend')","('verfug', 'steht')","('verfug', 'stell')","('vergang', 'jahr')","('verkehr', 'fernmeldewes')","('verschied', 'grund')","('verschied', 'kanton')","('verstandnis', 'dafur')","('viel', 'fall')","('viel', 'frag')","('viel', 'jahr')","('viel', 'leut')","('vielleicht', 'sogar')","('vier', 'jahr')","('volk', 'stand')","('voll', 'ganz')","('vollig', 'klar')","('voraussetz', 'dafur')","('vorberat', 'kommission')","('vorhin', 'gesagt')","('vorlag', 'bundesrat')","('vorlag', 'einzutret')","('vorschlag', 'bundesrat')","('vorstoss', 'motion')","('vorstoss', 'postulat')","('votum', 'herrn')","('war', 'falsch')","('war', 'ja')","('weit', 'geh')","('weit', 'moglich')","('weit', 'vorgeh')","('wenig', 'jahr')","('wesent', 'punkt')","('wesent', 'teil')","('wichtig', 'anlieg')","('wichtig', 'frag')","('wichtig', 'punkt')","('wirtschaft', 'entwickl')","('wirtschaft', 'leistungsfah')","('wohl', 'kaum')","('word', 'mocht')","('word', 'war')","('worum', 'geht')","('wurd', 'bereit')","('wurd', 'bundesrat')","('wurd', 'damal')","('wurd', 'gesagt')","('wurd', 'heut')","('wurd', 'kommission')","('wurd', 'schon')","('z', 'b')","('zehn', 'jahr')","('zeich', 'setz')","('zentral', 'frag')","('zentral', 'punkt')","('ziel', 'bundesrat')","('ziel', 'erreich')","('zugut', 'komm')","('zusatz', 'mittel')","('zustand', 'gekomm')","('zustimm', 'antrag')","('zwanzig', 'jahr')","('zwei', 'ding')","('zwei', 'drei')","('zwei', 'drittel')","('zwei', 'dritteln')","('zwei', 'grund')","('zwei', 'jahr')","('zwei', 'punkt')","('zweit', 'frag')","('zweit', 'punkt')","('zweit', 'rohr')","('zweit', 'saul')","('zweit', 'teil')"
0,Bürgerlich-Demokratische Partei Schweiz (BDP),Brigitta M. Gadient,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,3,0,3,1,2,0,1,1,0,0,0,0,0,1,3,2,1,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,2,0,5,1,1,1,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,9,0,3,0,0,1,1,0,1,0,1,3,0,0,0,0,0,1,1,3,0,0,2,1,0,3,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,4,1,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,4,1,0,1,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,0,2,3,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,1,0,2,3,0,0,0,1,3,0,0,6,9,0,0,0,0,0,1,3,0,1,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,3,2,0,2,0,0,0,1,2,0,0,0,0,2,0,1,0,3,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,3,7,0,0,0,1,0,6,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,2,0,1,0,0,1,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1,Bürgerlich-Demokratische Partei Schweiz (BDP),Hansjörg Hassler,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,22,0,1,0,0,0,0,0,0,1,0,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,2,1,2,0,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,2,5,0,0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,15,0,0,2,3,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,9,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,1,0,0,1,3,0,0,1,0,1,0,2,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,0,3,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,3,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,3,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0
