,Speaker,Speaker Party,"('absatz', 'buchstab')","('absatz', 'streich')","('allgemein', 'teil')","('anlegerinn', 'anleg')","('annahm', 'motion')","('antrag', 'kommission')","('antrag', 'mehrheit')","('antrag', 'mind')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'buchstab')","('artikel', 'strafgesetzbuch')","('ausdruck', 'gebracht')","('auslanderinn', 'ausland')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('beschuldigt', 'person')","('bitt', 'deshalb')","('bitt', 'dringend')","('bitt', 'fassung')","('bitt', 'nam')","('buchstab', 'c')","('bund', 'kanton')","('bundesamt', 'justiz')","('bundesamt', 'migration')","('bundesrat', 'beantragt')","('bundesrat', 'bereit')","('bundesrat', 'couchepin')","('bundesrat', 'leuenberg')","('bundesrat', 'meinung')","('bundesrat', 'merz')","('buro', 'wahl')","('cvpfraktion', 'teilt')","('cvpfraktion', 'unterstutzt')","('dam', 'herr')","('darauf', 'aufmerksam')","('darum', 'bitt')","('darum', 'bundesrat')","('davon', 'uberzeugt')","('de', 'la')","('entwurf', 'bundesrat')","('erklart', 'beschluss')","('erneuerbar', 'energi')","('ersatz', 'list')","('erst', 'ersatz')","('fassung', 'bundesrat')","('fdpfraktion', 'teilt')","('folg', 'geb')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'leutenegg')","('frau', 'sommaruga')","('ganz', 'genau')","('ganz', 'wichtig')","('gas', 'dampfkraftwerk')","('geht', 'darum')","('geht', 'ja')","('geltend', 'gemacht')","('geltend', 'recht')","('gemacht', 'word')","('gemass', 'artikel')","('gemeinsam', 'sorgerecht')","('gesagt', 'word')","('gesetz', 'grundlag')","('gesetz', 'regel')","('gross', 'bedeut')","('grund', 'dafur')","('herr', 'bundesprasident')","('herr', 'david')","('herr', 'kolleg')","('herr', 'schiess')","('herr', 'visch')","('herr', 'vollm')","('indirekt', 'teilliquidation')","('initiativ', 'folg')","('international', 'organisation')","('ja', 'schon')","('kalt', 'progression')","('kenntnis', 'nehm')","('klein', 'mittl')","('kolleg', 'leuenberg')","('kolleg', 'schmid')","('kollegin', 'fetz')","('kollektiv', 'kapitalanlag')","('kommission', 'beantragt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('konsumentinn', 'konsument')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'unterstutz')","('mehrheit', 'unterstutzt')","('mehrheit', 'wak')","('mehrheit', 'zustimmt')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('minderheitsantrag', 'abzulehn')","('mocht', 'bitt')","('mocht', 'darauf')","('mocht', 'nochmal')","('motion', 'anzunehm')","('muss', 'einfach')","('muss', 'seh')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('nationalratsmandat', 'besteht')","('natur', 'frag')","('natur', 'schon')","('neu', 'gesetz')","('neu', 'regionalpolit')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('prasenz', 'schweiz')","('pro', 'helvetia')","('richterinn', 'richt')","('rund', 'million')","('sbb', 'cargo')","('schweiz', 'tourismus')","('sicht', 'spfraktion')","('spfraktion', 'antrag')","('spfraktion', 'beantragt')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'teilt')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('standerat', 'folg')","('stell', 'fest')","('stimm', 'enthalt')","('svpfraktion', 'antrag')","('svpfraktion', 'artikel')","('svpfraktion', 'beantrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'teilt')","('svpfraktion', 'unterstutzt')","('teil', 'antrag')","('teilt', 'antrag')","('tut', 'leid')","('uns', 'kommission')","('unterstutzt', 'antrag')","('unvereinbar', 'nationalratsmandat')","('verfug', 'stell')","('vier', 'jahr')","('vorlag', 'einzutret')","('vorlauf', 'aufgenomm')","('worum', 'geht')","('zwei', 'drei')"
12,Fritz Abraham Oehrli,Schweizerische Volkspartei (SVP),0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0
13,Hannes Germann,Schweizerische Volkspartei (SVP),0.03274215552523874,0.0068212824010914054,0.015006821282401092,0.009549795361527967,0.008185538881309686,0.009549795361527967,0.01637107776261937,0.01637107776261937,0.001364256480218281,0.002728512960436562,0.15688949522510232,0.002728512960436562,0.002728512960436562,0.001364256480218281,0.0,0.017735334242837655,0.004092769440654843,0.009549795361527967,0.0068212824010914054,0.017735334242837655,0.0,0.002728512960436562,0.002728512960436562,0.004092769440654843,0.005457025920873124,0.0068212824010914054,0.01227830832196453,0.0068212824010914054,0.0,0.001364256480218281,0.004092769440654843,0.0,0.0,0.001364256480218281,0.023192360163710776,0.0,0.0,0.0,0.001364256480218281,0.004092769440654843,0.017735334242837655,0.0,0.0068212824010914054,0.0,0.01637107776261937,0.0,0.005457025920873124,0.0,0.0,0.015006821282401092,0.0,0.017735334242837655,0.010914051841746248,0.004092769440654843,0.001364256480218281,0.0,0.010914051841746248,0.001364256480218281,0.005457025920873124,0.0,0.008185538881309686,0.005457025920873124,0.0,0.03137789904502047,0.002728512960436562,0.019099590723055934,0.0,0.005457025920873124,0.009549795361527967,0.002728512960436562,0.002728512960436562,0.002728512960436562,0.001364256480218281,0.002728512960436562,0.005457025920873124,0.001364256480218281,0.0,0.0,0.03274215552523874,0.008185538881309686,0.001364256480218281,0.005457025920873124,0.010914051841746248,0.002728512960436562,0.017735334242837655,0.0,0.001364256480218281,0.001364256480218281,0.03956343792633015,0.017735334242837655,0.005457025920873124,0.005457025920873124,0.004092769440654843,0.017735334242837655,0.017735334242837655,0.0,0.0,0.008185538881309686,0.0,0.008185538881309686,0.0,0.001364256480218281,0.002728512960436562,0.0,0.0,0.005457025920873124,0.008185538881309686,0.005457025920873124,0.01227830832196453,0.0,0.0,0.009549795361527967,0.005457025920873124,0.0,0.0,0.001364256480218281,0.0068212824010914054,0.0,0.0286493860845839,0.0,0.001364256480218281,0.0,0.0,0.0,0.009549795361527967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002728512960436562,0.001364256480218281,0.001364256480218281,0.023192360163710776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001364256480218281,0.0,0.002728512960436562,0.015006821282401092,0.0,0.0,0.002728512960436562,0.008185538881309686,0.004092769440654843,0.0,0.004092769440654843,0.0
14,Hans Fehr,Schweizerische Volkspartei (SVP),0.015267175572519083,0.030534351145038167,0.0,0.0,0.0,0.0,0.007633587786259542,0.0916030534351145,0.0,0.0,0.05343511450381679,0.0,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.030534351145038167,0.0,0.015267175572519083,0.030534351145038167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015267175572519083,0.007633587786259542,0.015267175572519083,0.0,0.0,0.0,0.05343511450381679,0.0,0.04580152671755725,0.007633587786259542,0.007633587786259542,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12213740458015267,0.0,0.0,0.0,0.0,0.007633587786259542,0.0,0.0,0.022900763358778626,0.0,0.0,0.0,0.0,0.022900763358778626,0.0,0.0,0.0,0.0,0.0,0.0,0.015267175572519083,0.0,0.007633587786259542,0.0,0.007633587786259542,0.0,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015267175572519083,0.0,0.007633587786259542,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.04580152671755725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022900763358778626,0.0,0.03816793893129771,0.0,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.09923664122137404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.015267175572519083,0.0,0.0,0.0,0.0,0.022900763358778626,0.0,0.007633587786259542,0.030534351145038167,0.0
15,Hans Hofmann,Schweizerische Volkspartei (SVP),0.010676156583629894,0.0,0.0,0.0,0.021352313167259787,0.021352313167259787,0.010676156583629894,0.02491103202846975,0.0,0.0071174377224199285,0.06405693950177936,0.0,0.0,0.0,0.0,0.0,0.0,0.05338078291814947,0.0071174377224199285,0.014234875444839857,0.0,0.02491103202846975,0.0,0.0,0.0,0.0,0.028469750889679714,0.014234875444839857,0.0,0.0035587188612099642,0.02491103202846975,0.0035587188612099642,0.03558718861209965,0.0,0.014234875444839857,0.0,0.0,0.0,0.0,0.0035587188612099642,0.0,0.0,0.010676156583629894,0.0,0.0,0.0,0.03558718861209965,0.0,0.0,0.0035587188612099642,0.0,0.017793594306049824,0.014234875444839857,0.0,0.0,0.0,0.0035587188612099642,0.010676156583629894,0.0,0.0,0.0035587188612099642,0.0,0.0,0.010676156583629894,0.0,0.017793594306049824,0.0,0.0,0.0071174377224199285,0.0035587188612099642,0.0,0.0,0.017793594306049824,0.0,0.0,0.0,0.0,0.0,0.0,0.0035587188612099642,0.0,0.014234875444839857,0.0,0.0071174377224199285,0.0,0.0035587188612099642,0.0035587188612099642,0.0,0.0,0.0035587188612099642,0.0035587188612099642,0.028469750889679714,0.0035587188612099642,0.010676156583629894,0.0035587188612099642,0.0,0.0,0.0,0.0,0.0071174377224199285,0.0,0.0035587188612099642,0.0071174377224199285,0.0071174377224199285,0.0035587188612099642,0.02491103202846975,0.0035587188612099642,0.0,0.0071174377224199285,0.0,0.0,0.0071174377224199285,0.017793594306049824,0.0,0.0,0.0,0.010676156583629894,0.0,0.06761565836298933,0.0,0.0,0.0071174377224199285,0.010676156583629894,0.0,0.046263345195729534,0.0,0.0035587188612099642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035587188612099642,0.0,0.0035587188612099642,0.010676156583629894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03558718861209965,0.0,0.0,0.014234875444839857,0.02491103202846975,0.03558718861209965,0.0,0.0,0.0071174377224199285
16,Hans Kaufmann,Schweizerische Volkspartei (SVP),0.0066815144766146995,0.004454342984409799,0.0,0.0,0.0,0.004454342984409799,0.022271714922048998,0.07126948775055679,0.004454342984409799,0.0,0.044543429844097995,0.0022271714922048997,0.0,0.0,0.0,0.0022271714922048997,0.0066815144766146995,0.0066815144766146995,0.022271714922048998,0.0,0.0,0.015590200445434299,0.0,0.0022271714922048997,0.004454342984409799,0.0,0.028953229398663696,0.0,0.0,0.0,0.0,0.0066815144766146995,0.0066815144766146995,0.0022271714922048997,0.0066815144766146995,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0,0.0022271714922048997,0.004454342984409799,0.0,0.017817371937639197,0.0,0.0,0.0,0.0,0.0,0.0,0.022271714922048998,0.0,0.0,0.0,0.013363028953229399,0.0,0.0,0.0,0.0,0.031180400890868598,0.015590200445434299,0.0,0.0022271714922048997,0.0,0.0022271714922048997,0.0,0.004454342984409799,0.0022271714922048997,0.0022271714922048997,0.0,0.0066815144766146995,0.0,0.0,0.0,0.0,0.0,0.0022271714922048997,0.0,0.011135857461024499,0.008908685968819599,0.017817371937639197,0.0,0.015590200445434299,0.0022271714922048997,0.0,0.0,0.0,0.022271714922048998,0.013363028953229399,0.004454342984409799,0.0,0.0022271714922048997,0.0066815144766146995,0.0400890868596882,0.044543429844097995,0.004454342984409799,0.011135857461024499,0.0,0.015590200445434299,0.0,0.0334075723830735,0.0,0.0066815144766146995,0.004454342984409799,0.0,0.004454342984409799,0.008908685968819599,0.017817371937639197,0.0,0.008908685968819599,0.0,0.0,0.0,0.004454342984409799,0.008908685968819599,0.004454342984409799,0.0,0.028953229398663696,0.0,0.0066815144766146995,0.0022271714922048997,0.004454342984409799,0.0,0.026726057906458798,0.0,0.013363028953229399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004454342984409799,0.051224944320712694,0.044543429844097995,0.004454342984409799,0.0,0.0022271714922048997,0.0,0.0,0.0,0.0,0.004454342984409799,0.004454342984409799,0.0,0.0,0.004454342984409799,0.0,0.0,0.0022271714922048997,0.022271714922048998,0.0,0.0,0.004454342984409799,0.0,0.024498886414253896,0.0022271714922048997,0.004454342984409799,0.011135857461024499
17,Hans Lauri,Schweizerische Volkspartei (SVP),0.009569377990430622,0.0,0.003189792663476874,0.004784688995215311,0.006379585326953748,0.017543859649122806,0.022328548644338118,0.030303030303030304,0.006379585326953748,0.001594896331738437,0.08293460925039872,0.006379585326953748,0.0,0.004784688995215311,0.0,0.006379585326953748,0.003189792663476874,0.02073365231259968,0.003189792663476874,0.019138755980861243,0.0,0.011164274322169059,0.0,0.0,0.0,0.003189792663476874,0.05263157894736842,0.001594896331738437,0.001594896331738437,0.007974481658692184,0.001594896331738437,0.0,0.0,0.0,0.02073365231259968,0.0,0.0,0.0,0.0,0.011164274322169059,0.0,0.001594896331738437,0.007974481658692184,0.001594896331738437,0.02073365231259968,0.0,0.006379585326953748,0.0,0.0,0.014354066985645933,0.0,0.009569377990430622,0.004784688995215311,0.017543859649122806,0.012759170653907496,0.0,0.006379585326953748,0.0,0.0,0.0,0.03668261562998405,0.001594896331738437,0.0,0.019138755980861243,0.003189792663476874,0.019138755980861243,0.0,0.001594896331738437,0.0,0.001594896331738437,0.014354066985645933,0.001594896331738437,0.009569377990430622,0.001594896331738437,0.049441786283891544,0.004784688995215311,0.0,0.001594896331738437,0.0,0.001594896331738437,0.0,0.001594896331738437,0.011164274322169059,0.011164274322169059,0.0,0.023923444976076555,0.001594896331738437,0.004784688995215311,0.004784688995215311,0.014354066985645933,0.004784688995215311,0.004784688995215311,0.006379585326953748,0.0,0.03508771929824561,0.0,0.0,0.006379585326953748,0.0,0.006379585326953748,0.0,0.001594896331738437,0.006379585326953748,0.003189792663476874,0.0,0.001594896331738437,0.007974481658692184,0.003189792663476874,0.007974481658692184,0.0,0.0,0.001594896331738437,0.007974481658692184,0.0,0.0,0.003189792663476874,0.006379585326953748,0.004784688995215311,0.022328548644338118,0.0,0.001594896331738437,0.001594896331738437,0.017543859649122806,0.0,0.0430622009569378,0.011164274322169059,0.007974481658692184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003189792663476874,0.0,0.006379585326953748,0.009569377990430622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004784688995215311,0.01594896331738437,0.0,0.0,0.001594896331738437,0.007974481658692184,0.003189792663476874,0.0,0.001594896331738437,0.01594896331738437
18,Hans Rutschmann,Schweizerische Volkspartei (SVP),0.011627906976744186,0.005813953488372093,0.0,0.0,0.011627906976744186,0.005813953488372093,0.005813953488372093,0.046511627906976744,0.0,0.0,0.03488372093023256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029069767441860465,0.0,0.0,0.040697674418604654,0.01744186046511628,0.046511627906976744,0.0,0.0,0.005813953488372093,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005813953488372093,0.0,0.0,0.0,0.03488372093023256,0.0,0.08139534883720931,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.011627906976744186,0.0,0.011627906976744186,0.0,0.029069767441860465,0.0,0.0,0.011627906976744186,0.03488372093023256,0.011627906976744186,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005813953488372093,0.0,0.0,0.005813953488372093,0.0,0.0,0.0,0.0,0.005813953488372093,0.0,0.0,0.005813953488372093,0.011627906976744186,0.005813953488372093,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.005813953488372093,0.0,0.06976744186046512,0.0,0.0,0.0,0.005813953488372093,0.0,0.03488372093023256,0.0,0.03488372093023256,0.0,0.0,0.0,0.0,0.0,0.005813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01744186046511628,0.0,0.005813953488372093,0.005813953488372093,0.005813953488372093,0.005813953488372093,0.0,0.03488372093023256,0.0,0.0,0.005813953488372093,0.029069767441860465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005813953488372093,0.03488372093023256,0.0,0.0,0.0
19,Hans Ulrich Mathys,Schweizerische Volkspartei (SVP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0
20,Hansjörg Walter,Schweizerische Volkspartei (SVP),0.018018018018018018,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.07657657657657657,0.0,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0,0.0,0.0045045045045045045,0.0,0.009009009009009009,0.0045045045045045045,0.0,0.018018018018018018,0.0045045045045045045,0.02252252252252252,0.009009009009009009,0.0,0.0,0.0,0.0045045045045045045,0.0,0.0,0.018018018018018018,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0,0.0,0.018018018018018018,0.0,0.009009009009009009,0.0,0.009009009009009009,0.0,0.0,0.0045045045045045045,0.0,0.0,0.02252252252252252,0.0,0.0045045045045045045,0.0045045045045045045,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.009009009009009009,0.009009009009009009,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0045045045045045045,0.0,0.0045045045045045045,0.0,0.04054054054054054,0.013513513513513514,0.0045045045045045045,0.0,0.0045045045045045045,0.04954954954954955,0.0,0.0,0.0,0.009009009009009009,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.02702702702702703,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.009009009009009009,0.009009009009009009,0.08558558558558559,0.018018018018018018,0.0,0.0,0.0,0.0,0.0,0.04054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018018018018018018,0.04054054054054054,0.018018018018018018,0.018018018018018018,0.013513513513513514,0.0045045045045045045,0.0,0.0045045045045045045,0.0045045045045045045,0.0,0.0045045045045045045,0.0,0.0045045045045045045,0.0,0.02702702702702703,0.0,0.0,0.0,0.009009009009009009,0.0045045045045045045,0.0,0.0,0.013513513513513514,0.03153153153153153,0.0,0.0045045045045045045,0.009009009009009009
21,Hansruedi Wandfluh,Schweizerische Volkspartei (SVP),0.004545454545454545,0.0,0.0,0.0,0.004545454545454545,0.004545454545454545,0.013636363636363636,0.1,0.0,0.0,0.03636363636363636,0.013636363636363636,0.0,0.0,0.0,0.0,0.013636363636363636,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.05454545454545454,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.02727272727272727,0.00909090909090909,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.004545454545454545,0.0,0.00909090909090909,0.0,0.0,0.01818181818181818,0.004545454545454545,0.0,0.0,0.01818181818181818,0.0,0.00909090909090909,0.0,0.0,0.004545454545454545,0.05,0.013636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.004545454545454545,0.0,0.0,0.013636363636363636,0.05,0.05454545454545454,0.0,0.004545454545454545,0.0,0.004545454545454545,0.0,0.0,0.0,0.004545454545454545,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.06818181818181818,0.0,0.004545454545454545,0.0,0.004545454545454545,0.00909090909090909,0.0,0.01818181818181818,0.08181818181818182,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.004545454545454545,0.03636363636363636,0.013636363636363636,0.004545454545454545,0.0,0.0,0.0,0.0,0.004545454545454545,0.004545454545454545,0.022727272727272728,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.004545454545454545,0.022727272727272728,0.0,0.00909090909090909,0.004545454545454545
22,Hermann Bürgi,Schweizerische Volkspartei (SVP),0.007987220447284345,0.0,0.007987220447284345,0.0,0.001597444089456869,0.007987220447284345,0.006389776357827476,0.012779552715654952,0.0,0.036741214057507986,0.1182108626198083,0.0,0.003194888178913738,0.007987220447284345,0.0,0.006389776357827476,0.001597444089456869,0.009584664536741214,0.001597444089456869,0.003194888178913738,0.0,0.011182108626198083,0.001597444089456869,0.0,0.0,0.003194888178913738,0.02875399361022364,0.001597444089456869,0.0,0.012779552715654952,0.006389776357827476,0.006389776357827476,0.003194888178913738,0.0,0.01597444089456869,0.0,0.0,0.0,0.003194888178913738,0.0,0.0,0.001597444089456869,0.003194888178913738,0.0,0.022364217252396165,0.0,0.0,0.0,0.0,0.004792332268370607,0.0,0.007987220447284345,0.023961661341853034,0.012779552715654952,0.025559105431309903,0.0,0.006389776357827476,0.001597444089456869,0.006389776357827476,0.0,0.06230031948881789,0.003194888178913738,0.006389776357827476,0.006389776357827476,0.003194888178913738,0.036741214057507986,0.0,0.006389776357827476,0.006389776357827476,0.004792332268370607,0.004792332268370607,0.001597444089456869,0.009584664536741214,0.006389776357827476,0.03354632587859425,0.0,0.0,0.0,0.0,0.007987220447284345,0.0,0.0,0.0,0.038338658146964855,0.001597444089456869,0.001597444089456869,0.023961661341853034,0.019169329073482427,0.0,0.001597444089456869,0.001597444089456869,0.020766773162939296,0.0,0.003194888178913738,0.025559105431309903,0.001597444089456869,0.0,0.0,0.0,0.003194888178913738,0.0,0.004792332268370607,0.0,0.009584664536741214,0.001597444089456869,0.004792332268370607,0.003194888178913738,0.003194888178913738,0.004792332268370607,0.0,0.0,0.001597444089456869,0.0,0.0,0.001597444089456869,0.001597444089456869,0.007987220447284345,0.0,0.02875399361022364,0.0,0.007987220447284345,0.0,0.0,0.011182108626198083,0.023961661341853034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011182108626198083,0.0,0.020766773162939296,0.004792332268370607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020766773162939296,0.0,0.0,0.001597444089456869,0.007987220447284345,0.019169329073482427,0.0,0.006389776357827476,0.004792332268370607
