,Speaker Party,Speaker,"('abgangsentschad', 'vergut')","('abgekurzt', 'verfahr')","('aeschi', 'thomas')","('aggressiv', 'werbung')","('angehor', 'arme')","('anlegerinn', 'anleg')","('antrag', 'kommissionsmehr')","('arbeitnehmerinn', 'arbeitnehm')","('aufgenomm', 'person')","('auftrag', 'erfull')","('automat', 'informationsaustausch')","('beruf', 'vorsorg')","('beschluss', 'standerat')","('beschuldigt', 'person')","('best', 'dank')","('bitt', 'deshalb')","('bitt', 'dringend')","('bittet', 'spfraktion')","('bundesamt', 'gesund')","('bundesrat', 'folg')","('bundesrat', 'meinung')","('bundesrat', 'schneiderammann')","('bundesrat', 'teilt')","('bundesrat', 'unterstutz')","('dam', 'herr')","('dank', 'unterstutz')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('davon', 'ausgeh')","('de', 'la')","('dementsprech', 'sich')","('dementsprech', 'uberzeugt')","('deshalb', 'antrag')","('deshalb', 'bitt')","('deshalb', 'bundesrat')","('deshalb', 'mocht')","('deshalb', 'spfraktion')","('deshalb', 'svpfraktion')","('dien', 'upf')","('direkt', 'demokrati')","('ehrlich', 'gesagt')","('ehrlich', 'sag')","('eidgenoss', 'steuerverwalt')","('einburgerungsgesuch', 'stell')","('einfach', 'sag')","('elektron', 'rechtsverkehr')","('elt', 'sorg')","('ernst', 'nehm')","('erwahnt', 'word')","('europa', 'staat')","('europa', 'union')","('existenzsichernd', 'lohn')","('extern', 'kinderbetreu')","('flankier', 'massnahm')","('frag', 'herr')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'nationalratin')","('frau', 'standeratin')","('fursorger', 'zwangsmassnahm')","('ganz', 'konkret')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'frag')","('geltend', 'gemacht')","('gemeinsam', 'elt')","('gesagt', 'word')","('geschadigt', 'person')","('geschatzt', 'kolleg')","('gewerkschaft', 'verkehrspersonal')","('gibt', 'ja')","('gleichstell', 'geschlecht')","('grund', 'weshalb')","('herr', 'baad')","('herr', 'bundesrat')","('herr', 'nationalrat')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'standerat')","('heut', 'morg')","('informationsberechtigt', 'person')","('initiantinn', 'initiant')","('ja', 'imm')","('jugend', 'sport')","('kanton', 'schwyz')","('kantonal', 'waffenregist')","('kerngehalt', 'grundrecht')","('kommission', 'mocht')","('kommission', 'rechtsfrag')","('kommissionssprecherin', 'gesagt')","('konsumentinn', 'konsument')","('kurzfrist', 'freiheitsstraf')","('lehnt', 'spfraktion')","('lehnt', 'svpfraktion')","('leutenegg', 'oberholz')","('losung', 'find')","('mark', 'schweiz')","('mechanisiert', 'brigad')","('mehr', 'angerechnet')","('mehr', 'geld')","('mehrheit', 'spfraktion')","('mehrheit', 'staatspolit')","('mehrheit', 'svpfraktion')","('mocht', 'bitt')","('mocht', 'deshalb')","('mocht', 'einfach')","('mocht', 'kurz')","('motion', 'abzulehn')","('nam', 'bundesrat')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('offent', 'krankenkass')","('opf', 'angehor')","('patientinn', 'patient')","('pflegend', 'angehor')","('richt', 'behord')","('sag', 'gern')","('sag', 'ja')","('schon', 'gesagt')","('schon', 'lang')","('sech', 'monat')","('seit', 'fahn')","('servic', 'public')","('sicht', 'bundesrat')","('sicht', 'sp')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sp', 'begrusst')","('sp', 'klar')","('sp', 'schon')","('sp', 'setzt')","('sp', 'steht')","('sp', 'unterstutzt')","('spfraktion', 'antrag')","('spfraktion', 'beantragt')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'deshalb')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'klar')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'meinung')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'stimmt')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('staatspolit', 'kommission')","('steuerzahlerinn', 'steuerzahl')","('stimm', 'enthalt')","('straf', 'massnahmenvollzug')","('svpfraktion', 'antrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'meinung')","('svpfraktion', 'mind')","('svpfraktion', 'minderheitsantrag')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('traditionell', 'osthilf')","('uberhaupt', 'einburgerungsgesuch')","('unabhang', 'kontrollinstanz')","('uns', 'sicht')","('unternehmenssteuerreform', 'ii')","('unterstutzt', 'sp')","('unterstutzt', 'spfraktion')","('unterstutzt', 'svpfraktion')","('verdeckt', 'ermittl')","('vergut', 'voraus')","('verordn', 'bundesversamml')","('verurteilt', 'person')","('viel', 'mensch')","('volkerrecht', 'vertrag')","('vorberat', 'kommission')","('vorlauf', 'anwend')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('weiterentwickl', 'arme')","('wohl', 'kind')","('zeit', 'vorlauf')","('zivil', 'behord')","('zivil', 'polizei')","('zwingend', 'lebenslang')","('zwolf', 'jahr')"
67,Sozialdemokratische Partei der Schweiz (SP),Claude Janiak,3,0,0,0,0,0,1,0,0,0,0,6,0,2,0,16,2,0,0,3,1,0,0,0,0,0,2,19,6,2,0,8,0,0,0,3,1,4,0,0,0,1,0,0,0,0,2,3,0,16,3,6,0,4,0,0,0,1,1,29,1,2,0,1,0,1,1,2,2,2,9,5,1,0,0,6,0,6,0,5,0,0,0,1,2,0,0,3,0,0,0,0,1,45,0,6,0,0,0,0,5,0,0,0,0,0,0,0,3,1,9,1,5,0,0,0,0,0,0,0,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,3,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1
68,Sozialdemokratische Partei der Schweiz (SP),Claudia Friedl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,2,0,0,10,0,1,1,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
69,Sozialdemokratische Partei der Schweiz (SP),Corrado Pardini,0,0,0,0,0,0,0,20,0,0,7,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,1,0,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,16,1,1,3,0,2,0,0,0,0,1,2,0,0,0,2,0,8,0,1,0,1,0,8,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,2,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Sozialdemokratische Partei der Schweiz (SP),Cédric Wermuth,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,2,1,0,0,0,2,0,5,0,1,0,0,0,1,0,2,1,0,0,0,0,16,0,0,0,1,0,4,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,Sozialdemokratische Partei der Schweiz (SP),Daniel Jositsch,1,8,0,0,3,0,2,1,0,0,0,0,2,0,0,1,0,0,0,1,1,1,0,1,0,0,2,4,2,1,0,1,0,0,0,5,2,0,1,3,0,0,0,0,2,0,0,2,0,33,0,1,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,4,7,0,26,0,0,1,0,0,0,1,0,0,0,0,6,0,4,0,1,3,3,0,0,0,1,37,0,2,22,0,0,0,2,4,0,0,0,0,0,0,0,1,3,1,0,0,9,0,0,0,0,0,0,0,5,0,2,15,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,2,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,15,1,0,0,1,2,0,0,0,0,0,1,0,0,0,3,1
72,Sozialdemokratische Partei der Schweiz (SP),Edith Graf-Litscher,0,3,0,0,1,0,0,4,0,1,0,4,1,1,0,11,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,3,11,1,1,1,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,0,4,0,0,0,0,0,8,4,0,0,3,0,3,1,0,0,0,6,0,0,0,0,1,0,0,2,1,0,4,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,0,14,0,0,0,5,0,0,0,0,0,0,3,0,20,0,2,0,19,3,5,2,5,3,1,3,0,3,3,0,1,0,0,0,3,0,1,0,2,3,1,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,5,0,0,0,1,0,1,0,1,0,0,0,2,0,0,6,0,0,0
73,Sozialdemokratische Partei der Schweiz (SP),Eric Nussbaumer,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
74,Sozialdemokratische Partei der Schweiz (SP),Evi Allemann,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,2,3,4,0,4,0,1,0,2,0,0,0,0,1,1,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,0,5,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,1
75,Sozialdemokratische Partei der Schweiz (SP),Hans Stöckli,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1,0,0,0,8,4,2,1,0,1,0,0,3,3,3,0,0,6,1,12,14,1,2,0,0,0,0,0,2,0,0,0,1,2,0,0,0,2,2,1,0,0,1,3,10,24,3,1,1,1,1,0,4,12,8,0,0,1,0,0,0,1,0,5,0,17,0,0,0,1,4,0,1,0,0,6,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,2,3,2,0,0,0,4,0,1,2,1,0,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,16,2,27,8,4,0,0,1,0,0,0,2
76,Sozialdemokratische Partei der Schweiz (SP),Hans-Jürg Fehr,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Sozialdemokratische Partei der Schweiz (SP),Hildegard Fässler-Osterwalder,0,0,1,0,0,10,0,0,1,1,6,0,2,0,0,3,1,0,0,3,0,2,0,1,0,0,0,1,2,0,0,2,0,0,0,0,7,0,3,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,9,0,6,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,3,0,1,4,1,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,2,2,0,0,25,7,2,0,0,0,2,0,0,0,0,0,0,0,2,1,5,2,0,2,0,2,0,2,0,0,1,1,1,0,1,0,1,2,0,1,0,0,0,0,1,0,0,1,0,1,4,0,0,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
78,Sozialdemokratische Partei der Schweiz (SP),Jacqueline Badran,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,1,0,0,0,0,2,1,0,0,0,0,13,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
79,Sozialdemokratische Partei der Schweiz (SP),Jacqueline Fehr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,3,0,1,0,0,6,0,0,0,0,0,0,0,1,5,0,3,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0,1,1,0,0,1,1,1,0,1,0,8,0,7,0,13,0,0,0,4,3,3,1,0,1,0,1,1,3,0,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,2,0,2,1,0,0,5,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1
80,Sozialdemokratische Partei der Schweiz (SP),Jean-François Steiert,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,44,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Sozialdemokratische Partei der Schweiz (SP),Margret Kiener Nellen,0,0,1,0,0,0,3,6,0,0,0,0,13,0,6,1,1,5,0,4,0,1,0,2,0,1,0,7,1,1,0,1,18,0,0,2,0,0,1,0,0,0,0,0,0,23,0,0,0,20,1,0,1,1,0,0,2,1,9,26,1,9,0,0,0,4,5,2,1,2,8,2,1,1,0,1,2,2,1,6,0,1,0,2,6,0,4,1,12,1,0,0,0,24,0,14,0,1,0,18,0,4,0,0,1,1,0,0,1,0,0,0,0,0,19,0,2,0,1,0,0,0,1,6,4,3,5,3,1,1,0,0,0,0,0,0,2,1,3,2,1,8,7,0,0,1,1,1,0,0,0,1,2,2,2,0,0,4,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2,0,0,0,1,1,0,0,4,0,0,0,0,5,0,0,0,0,1
82,Sozialdemokratische Partei der Schweiz (SP),Maria Bernasconi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Sozialdemokratische Partei der Schweiz (SP),Marina Carobbio Guscetti,0,0,1,0,0,0,2,3,0,0,0,0,1,0,0,12,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,6,0,0,0,0,0,2,0,0,0,2,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
84,Sozialdemokratische Partei der Schweiz (SP),Martin Naef,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85,Sozialdemokratische Partei der Schweiz (SP),Martina Munz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,Sozialdemokratische Partei der Schweiz (SP),Matthias Aebischer,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,1,1,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,Sozialdemokratische Partei der Schweiz (SP),Max Chopard-Acklin,0,0,2,0,2,0,0,9,0,0,0,0,2,0,5,2,0,0,2,2,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,12,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88,Sozialdemokratische Partei der Schweiz (SP),Nadine Masshardt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
89,Sozialdemokratische Partei der Schweiz (SP),Pascale Bruderer Wyss,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,1,2,3,4,5,6,1,0,0,0,3,1,0,1,0,0,0,2,0,1,0,1,1,0,0,2,3,0,0,0,0,0,2,1,16,0,0,0,0,0,7,25,5,5,0,0,1,0,0,0,1,0,3,0,13,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,11,3,10,7,0,0,0,0,0,0,7,0,1,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,1,0,6,0,0,0,0,0,0,0,0
90,Sozialdemokratische Partei der Schweiz (SP),Paul Rechsteiner,0,0,0,0,0,0,4,8,0,0,2,15,0,0,0,15,0,0,0,0,1,6,0,1,0,0,3,18,5,1,0,2,0,0,0,6,8,4,1,0,0,0,1,0,0,0,0,3,0,0,11,2,0,0,0,0,19,2,3,20,0,1,0,0,0,1,0,3,9,5,0,16,0,0,0,7,1,9,0,7,0,0,0,1,3,0,0,1,0,3,0,7,1,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,9,7,3,6,9,0,0,0,7,0,0,0,0,0,2,2,6,0,0,28,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,1
91,Sozialdemokratische Partei der Schweiz (SP),Philipp Hadorn,0,0,3,0,0,0,1,6,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,5,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,1,0,1,0,0,0,4,10,0,0,1,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,11,0,0,1,0,0,0,0,1,1,0,4,0,0,1,0,0,0,0,0,1,3,0,0,2,0,0,2,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0
92,Sozialdemokratische Partei der Schweiz (SP),Prisca Birrer-Heimo,0,0,1,3,0,7,1,1,0,0,3,0,3,0,0,7,0,0,1,6,0,4,0,4,0,0,0,4,2,1,0,0,0,0,0,2,13,6,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,1,3,2,1,0,1,0,4,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,1,0,3,1,1,0,0,1,2,0,0,1,0,0,1,1,0,13,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,3,2,0,3,1,0,0,4,0,0,2,0,0,0,1,1,0,0,3,0,2,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
